발생일시,월별,시간대별,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수
2023-09-30 04:45:00,9,4,목포,영해,34 | 42 | 9,126 | 21 | 41,양호,배터리 방전,운항저해,1,4,4,0,0,0,모터보트,4.9
2023-09-30 04:32:00,9,4,사천,항계 내,34 | 55 | 36,128 | 4 | 46,양호,기타 ,기타,1,0,0,0,0,0,어선,9.77
2023-09-29 23:43:00,9,23,보령,항계 내,36 | 7 | 54,126 | 30 | 11,양호,관리소홀,표류,1,0,0,0,0,0,고무보트,0.2
2023-09-29 16:30:00,9,16,목포,영해,34 | 45 | 40,126 | 16 | 33,양호,운항부주의,좌초/좌주,1,4,4,0,0,0,어선,0.9
2023-09-29 13:06:00,9,13,목포,영해,34 | 51 | 58,126 | 5 | 24,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.98
2023-09-29 12:28:00,9,12,울진,영해,36 | 20 | 24,129 | 23 | 1,양호,정비불량,기관손상,1,5,5,0,0,0,모터보트,2.81
2023-09-29 06:13:00,9,6,통영,항계 내,34 | 43 | 59,128 | 27 | 24,양호,배터리 방전,운항저해,1,1,1,0,0,0,모터보트,1.36
2023-09-29 05:14:00,9,5,부안,항계 내,35 | 37 | 11,126 | 28 | 10,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.48
2023-09-29 04:00:00,9,4,보령,영해,36 | 11 | 40,126 | 30 | 30,양호,관리소홀,표류,1,0,0,0,0,0,고무보트,0.1
2023-09-28 22:07:00,9,22,목포,영해,33 | 56 | 51,126 | 16 | 20,양호,안전부주의,화재,1,12,12,0,0,0,어선,89
2023-09-28 21:57:00,9,21,사천,항계 내,34 | 55 | 10,128 | 5 | 31,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,1.98
2023-09-28 21:35:00,9,21,보령,항계 내,35 | 59 | 43,126 | 39 | 37,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,13
2023-09-28 17:58:00,9,17,목포,영해,34 | 9 | 28,125 | 42 | 41,양호,운항부주의,부유물감김,1,12,12,0,0,0,낚시어선,9.77
2023-09-28 16:29:00,9,16,동해,영해,37 | 46 | 26,128 | 57 | 34,양호,정비불량,운항저해,1,1,1,0,0,0,고무보트,5
2023-09-28 14:46:00,9,14,보령,영해,36 | 30 | 30,126 | 27 | 20,양호,연료고갈,운항저해,1,3,3,0,0,0,모터보트,0.96
2023-09-28 13:42:00,9,13,사천,항계 내,34 | 55 | 15,128 | 2 | 33,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1.09
2023-09-28 13:27:00,9,13,목포,영해,34 | 50 | 34,126 | 22 | 45,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1.17
2023-09-28 13:02:00,9,13,사천,항계 내,34 | 56 | 12,128 | 2 | 35,양호,정비불량,기관손상,1,11,11,0,0,0,낚시어선,4.99
2023-09-28 12:27:00,9,12,보령,영해,36 | 25 | 15,126 | 27 | 48,양호,원인미상,추진기손상,1,2,2,0,0,0,모터보트,1
2023-09-28 11:58:00,9,11,창원,항계 내,35 | 8 | 24,128 | 40 | 27,양호,관리소홀,기타,1,0,0,0,0,0,어선,2.49
2023-09-28 11:10:00,9,11,부산,영해,35 | 4 | 48,128 | 57 | 14,양호,관리소홀,침몰,1,0,0,0,0,0,모터보트,0.94
2023-09-28 09:44:00,9,9,군산,영해,36 | 2 | 33,126 | 31 | 32,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.42
2023-09-28 09:13:00,9,9,부산,항계 내,35 | 8 | 2,129 | 10 | 57,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3.4
2023-09-28 07:50:00,9,7,사천,항계 내,34 | 55 | 41,128 | 3 | 23,양호,관리소홀,기타,1,0,0,0,0,0,모터보트,0.87
2023-09-28 07:19:00,9,7,목포,항계 내,34 | 24 | 48,126 | 20 | 9,양호,관리소홀,기타,1,0,0,0,0,0,어선,2.01
2023-09-28 06:29:00,9,6,여수,항계 내,34 | 45 | 0,127 | 39 | 27,양호,관리소홀,침수,1,0,0,0,0,0,어선,3
2023-09-28 03:43:00,9,3,통영,영해,34 | 43 | 35,128 | 20 | 11,양호,정비불량,기관손상,1,12,12,0,0,0,어선,6.32
2023-09-28 01:04:00,9,1,울진,영해,36 | 27 | 1,129 | 26 | 24,양호,정비불량,침수,1,4,4,0,0,0,모터보트,1.72
2023-09-27 19:28:00,9,19,울산,항계 내,35 | 24 | 48,129 | 25 | 48,양호,안전부주의,해양오염,1,7,7,0,0,0,유조선,499
2023-09-27 19:28:00,9,19,울산,항계 내,35 | 24 | 48,129 | 25 | 48,양호,안전부주의,해양오염,1,25,25,0,0,0,유조선,42296
2023-09-27 17:09:00,9,17,동해,영해,37 | 35 | 2,129 | 6 | 55,양호,정비불량,기관손상,1,2,2,0,0,0,어선,1.99
2023-09-27 16:50:00,9,16,목포,영해,34 | 38 | 6,126 | 5 | 6,양호,운항부주의,기타,1,4,4,0,0,0,여객선,156
2023-09-27 15:34:00,9,15,목포,영해,34 | 20 | 38,125 | 54 | 54,양호,운항부주의,부유물감김,1,18,18,0,0,0,낚시어선,9.77
2023-09-27 14:50:00,9,14,인천,영해,37 | 14 | 57,126 | 30 | 6,양호,정비불량,추진기손상,1,5,5,0,0,0,어선,4.42
2023-09-27 14:12:00,9,14,제주,영해,33 | 55 | 7,126 | 20 | 10,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.1
2023-09-27 13:46:00,9,13,인천,영해,37 | 22 | 40,126 | 24 | 29,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,0.5
2023-09-27 10:16:00,9,10,울산,영해,35 | 35 | 57,129 | 30 | 28,양호,안전부주의,부유물감김,1,0,0,0,0,0,어선,1.27
2023-09-27 09:29:00,9,9,동해,영해-EEZ,37 | 26 | 11,129 | 44 | 7,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,9.16
2023-09-27 08:00:00,9,8,동해,영해,37 | 20 | 18,129 | 19 | 18,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,9.77
2023-09-27 01:07:00,9,1,군산,항계 내,35 | 59 | 25,126 | 41 | 45,양호,연료고갈,운항저해,1,2,2,0,0,0,어선,13
2023-09-26 23:42:00,9,23,완도,항계 내,34 | 17 | 52,126 | 18 | 19,양호,정비불량,기관손상,1,11,11,0,0,0,어선,34
2023-09-26 21:03:00,9,21,목포,영해,34 | 45 | 31,126 | 8 | 21,양호,운항부주의,충돌,1,3,3,1,0,0,어선,8.55
2023-09-26 21:03:00,9,21,목포,영해,34 | 45 | 31,126 | 8 | 21,양호,운항부주의,충돌,1,2,2,0,0,0,어선,1.02
2023-09-26 17:25:00,9,17,여수,영해,34 | 40 | 48,127 | 45 | 2,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.88
2023-09-26 15:34:00,9,15,부산,항계 내,35 | 2 | 52,129 | 4 | 41,양호,운항부주의,부유물감김,1,15,15,0,0,0,유도선,29
2023-09-26 13:21:00,9,13,동해,영해,37 | 23 | 35,129 | 16 | 28,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,9.77
2023-09-26 11:09:00,9,11,속초,영해,38 | 24 | 37,128 | 30 | 34,양호,기타 ,작업 중 인명사상,1,1,1,1,0,0,어선,4.01
2023-09-26 09:52:00,9,9,부산,항계 내,35 | 10 | 23,129 | 12 | 56,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3
2023-09-26 09:46:00,9,9,창원,영해,34 | 51 | 14,128 | 47 | 8,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,4.99
2023-09-26 08:44:00,9,8,속초,항계 내,38 | 11 | 46,128 | 35 | 36,양호,정비불량,침수,1,1,1,0,0,0,모터보트,0.9
2023-09-26 08:32:00,9,8,목포,영해,34 | 49 | 25,126 | 19 | 15,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.72
2023-09-26 02:17:00,9,2,창원,영해,34 | 49 | 55,128 | 47 | 48,양호,운항부주의,충돌,1,7,7,0,0,0,어선,29
2023-09-26 02:17:00,9,2,창원,영해,34 | 49 | 55,128 | 47 | 48,양호,운항부주의,충돌,1,10,10,0,0,0,기타,60717
2023-09-26 01:27:00,9,1,목포,항계 내,34 | 44 | 59,126 | 21 | 49,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.32
2023-09-25 20:55:00,9,20,군산,영해,35 | 44 | 39,126 | 2 | 15,양호,운항부주의,추진기손상,1,8,8,0,0,0,어선,28
2023-09-25 19:15:00,9,19,통영,영해,34 | 50 | 51,128 | 27 | 23,양호,정비불량,기관손상,1,1,1,0,0,0,어선,7.31
2023-09-25 19:09:00,9,19,인천,영해,37 | 36 | 24,126 | 16 | 22,양호,화기취급부주의,화재,1,2,2,1,0,0,어선,3.54
2023-09-25 18:17:00,9,18,목포,영해,34 | 48 | 16,126 | 21 | 27,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.17
2023-09-25 14:39:00,9,14,여수,영해,34 | 28 | 18,127 | 43 | 58,양호,정비불량,추진기손상,1,6,6,0,0,0,낚시어선,9.77
2023-09-25 14:00:00,9,14,인천,영해,37 | 40 | 50,126 | 23 | 54,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,0.62
2023-09-25 13:49:00,9,13,목포,영해,35 | 3 | 33,126 | 8 | 13,양호,연료고갈,운항저해,1,1,1,0,0,0,어선,9.77
2023-09-25 11:54:00,9,11,동해,영해,37 | 33 | 45,129 | 7 | 23,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,2.99
2023-09-25 11:31:00,9,11,동해,영해,37 | 37 | 24,129 | 8 | 12,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.25
2023-09-25 11:11:00,9,11,부안,영해,35 | 37 | 49,126 | 16 | 30,양호,운항부주의,좌초/좌주,1,11,11,0,0,0,낚시어선,9.77
2023-09-25 11:08:00,9,11,보령,영해,36 | 16 | 25,126 | 8 | 52,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,2.5
2023-09-25 10:57:00,9,10,보령,영해,36 | 7 | 21,126 | 33 | 14,양호,배터리 방전,기관손상,1,3,3,0,0,0,어선,1.13
2023-09-25 10:46:00,9,10,사천,영해,34 | 43 | 33,128 | 13 | 5,양호,기타 ,부유물감김,1,1,1,0,0,0,어선,4.03
2023-09-25 10:24:00,9,10,사천,항계 내,34 | 50 | 12,127 | 55 | 21,양호,관리소홀,침수,1,0,0,0,0,0,기타,0.3
2023-09-25 09:47:00,9,9,서귀포,영해,33 | 12 | 53,126 | 18 | 38,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,1
2023-09-25 09:24:00,9,9,보령,영해,36 | 4 | 59,126 | 22 | 49,양호,정비불량,기관손상,1,22,22,0,0,0,낚시어선,9.77
2023-09-25 06:28:00,9,6,보령,영해,36 | 29 | 53,126 | 28 | 23,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,0.95
2023-09-24 23:01:00,9,23,목포,영해,34 | 49 | 51,126 | 9 | 13,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.61
2023-09-24 20:22:00,9,20,완도,항계 내,34 | 15 | 0,126 | 55 | 0,양호,정비불량,키손상,1,4,4,0,0,0,예부선,107
2023-09-24 20:22:00,9,20,완도,항계 내,34 | 15 | 0,126 | 55 | 0,양호,정비불량,키손상,1,1,1,0,0,0,예부선,1762
2023-09-24 19:06:00,9,19,태안,영해,36 | 48 | 41,126 | 6 | 46,양호,정비불량,기관손상,1,2,2,0,0,0,고무보트,0.1
2023-09-24 18:16:00,9,18,목포,영해,35 | 23 | 58,126 | 24 | 11,양호,정비불량,기관손상,1,2,2,0,0,0,고무보트,0.5
2023-09-24 17:07:00,9,17,포항,영해,36 | 2 | 39,129 | 30 | 54,양호,정비불량,침수,1,0,0,0,0,0,어선,7.93
2023-09-24 16:25:00,9,16,인천,항계 내,37 | 25 | 9,126 | 32 | 39,양호,운항부주의,좌초/좌주,1,53,53,0,0,0,유도선,29
2023-09-24 16:04:00,9,16,태안,영해,36 | 51 | 14,126 | 18 | 29,양호,원인미상,기관손상,1,1,1,0,0,0,어선,0.95
2023-09-24 15:11:00,9,15,보령,영해,36 | 9 | 52,126 | 30 | 45,양호,운항부주의,좌초/좌주,1,22,22,0,0,0,낚시어선,9.77
2023-09-24 13:06:00,9,13,보령,영해,36 | 17 | 48,126 | 31 | 3,양호,원인미상,추진기손상,1,4,4,0,0,0,고무보트,0.2
2023-09-24 12:32:00,9,12,인천,항계 내,37 | 21 | 6,126 | 34 | 39,양호,정비불량,기관손상,1,3,3,0,0,0,기타,0.1
2023-09-24 11:29:00,9,11,창원,영해,35 | 4 | 36,128 | 31 | 22,양호,정비불량,침수,1,1,1,0,0,0,모터보트,9.77
2023-09-24 09:25:00,9,9,인천,영해,37 | 17 | 7,126 | 27 | 43,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1.32
2023-09-24 05:13:00,9,5,태안,영해,36 | 42 | 15,126 | 5 | 5,양호,운항부주의,충돌,1,4,4,0,0,0,예부선,198
2023-09-24 05:13:00,9,5,태안,영해,36 | 42 | 15,126 | 5 | 5,양호,운항부주의,충돌,1,2,2,0,0,0,어선,81
2023-09-24 03:43:00,9,3,평택,영해,37 | 6 | 14,126 | 30 | 38,양호,원인미상,추진기손상,1,4,4,0,0,0,고무보트,0.7
2023-09-24 02:55:00,9,2,태안,영해,36 | 27 | 29,125 | 3 | 29,양호,운항부주의,부유물감김,1,12,12,0,0,0,어선,32
2023-09-24 00:59:00,9,0,인천,영해,37 | 22 | 8,126 | 26 | 1,양호,관리소홀,표류,1,0,0,0,0,0,모터보트,0.86
2023-09-23 23:48:00,9,23,사천,항계 내,34 | 50 | 17,128 | 10 | 23,양호,기타 ,부유물감김,1,16,16,0,0,0,낚시어선,6.58
2023-09-23 22:12:00,9,22,부안,영해,35 | 26 | 30,125 | 58 | 13,양호,적재불량,침수,1,10,10,0,0,0,어선,24
2023-09-23 19:24:00,9,19,평택,영해,37 | 9 | 24,126 | 36 | 51,양호,운항부주의,운항저해,1,2,2,0,0,0,모터보트,0.5
2023-09-23 17:19:00,9,17,인천,영해,37 | 25 | 44,126 | 22 | 30,양호,정비불량,운항저해,1,2,2,0,0,0,고무보트,0.1
2023-09-23 17:09:00,9,17,창원,항계 내,35 | 4 | 21,128 | 49 | 51,양호,안전부주의,해양오염,1,10,10,0,0,0,화물선,72597
2023-09-23 16:30:00,9,16,평택,영해,37 | 3 | 6,126 | 27 | 18,양호,운항부주의,추진기손상,1,1,1,0,0,0,모터보트,0.1
2023-09-23 15:26:00,9,15,인천,영해,37 | 15 | 19,126 | 29 | 53,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,1.32
2023-09-23 14:32:00,9,14,보령,영해,36 | 26 | 3,126 | 28 | 27,양호,운항부주의,충돌,1,1,1,0,0,0,모터보트,0
2023-09-23 14:32:00,9,14,보령,영해,36 | 26 | 3,126 | 28 | 27,양호,운항부주의,충돌,1,0,0,0,0,0,낚시어선,8.55
2023-09-23 13:04:00,9,13,완도,항계 내,34 | 11 | 12,126 | 4 | 18,양호,정비불량,기관손상,1,22,22,0,0,0,낚시어선,9.77
2023-09-23 11:58:00,9,11,포항,영해,35 | 59 | 25,129 | 33 | 32,양호,안전부주의,화재,1,0,0,0,0,0,어선,9.77
2023-09-23 11:20:00,9,11,군산,영해,35 | 41 | 20,126 | 2 | 12,양호,정비불량,기관손상,1,5,5,0,0,0,어선,2.99
2023-09-23 10:50:00,9,10,인천,영해,37 | 20 | 52,126 | 15 | 23,양호,관리소홀,침수,1,5,5,0,0,0,모터보트,1
2023-09-23 08:40:00,9,8,평택,영해,37 | 5 | 40,126 | 31 | 41,양호,정비불량,운항저해,1,1,1,0,0,0,모터보트,0.1
2023-09-23 07:59:00,9,7,목포,영해,34 | 11 | 36,125 | 54 | 34,양호,안전부주의,작업 중 인명사상,1,10,10,0,0,0,어선,38
2023-09-23 06:37:00,9,6,목포,영해,34 | 48 | 34,126 | 20 | 19,양호,관리소홀,좌초/좌주,1,0,0,0,0,0,어선,3.59
2023-09-23 05:46:00,9,5,동해,공해,37 | 4 | 0,134 | 22 | 60,양호,정비불량,키손상,1,10,10,0,0,0,어선,35
2023-09-23 05:40:00,9,5,통영,영해,34 | 39 | 27,128 | 35 | 35,풍랑주의보,배터리 방전,운항저해,1,1,1,0,0,0,어선,4.99
2023-09-23 05:23:00,9,5,인천,항계 내,37 | 21 | 51,126 | 33 | 7,양호,운항부주의,충돌,1,22,22,16,0,0,낚시어선,9.77
2023-09-23 05:23:00,9,5,인천,항계 내,37 | 21 | 51,126 | 33 | 7,양호,운항부주의,충돌,1,0,0,0,0,0,예부선,2505
2023-09-23 04:57:00,9,4,동해,영해,37 | 19 | 13,129 | 16 | 29,양호,운항부주의,전복,1,2,2,0,0,0,모터보트,2.4
2023-09-23 03:37:00,9,3,태안,영해,36 | 30 | 6,126 | 13 | 20,양호,정비불량,키손상,1,3,3,0,0,0,예부선,106
2023-09-22 19:54:00,9,19,여수,영해,34 | 33 | 11,127 | 27 | 23,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,4.98
2023-09-22 19:54:00,9,19,여수,영해,34 | 33 | 11,127 | 27 | 23,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,13
2023-09-22 19:07:00,9,19,군산,영해,35 | 52 | 54,126 | 25 | 9,양호,정비불량,추진기손상,1,3,3,0,0,0,모터보트,4.16
2023-09-22 18:57:00,9,18,서귀포,영해,33 | 10 | 60,126 | 1 | 60,양호,정비불량,운항저해,1,4,4,0,0,0,어선,5.56
2023-09-22 12:30:00,9,12,태안,영해,36 | 54 | 24,126 | 11 | 47,양호,정비불량,추진기손상,1,1,1,0,0,0,모터보트,0.42
2023-09-22 11:08:00,9,11,사천,항계 내,34 | 54 | 31,128 | 4 | 5,양호,연료고갈,운항저해,1,3,3,0,0,0,고무보트,0.5
2023-09-22 11:06:00,9,11,보령,영해,36 | 17 | 45,126 | 22 | 41,양호,운항부주의,부유물감김,1,5,5,0,0,0,모터보트,1.29
2023-09-22 11:04:00,9,11,동해,영해,37 | 24 | 55,129 | 14 | 34,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,3.26
2023-09-22 10:55:00,9,10,창원,영해,34 | 44 | 47,128 | 41 | 39,양호,원인미상,키손상,1,3,3,0,0,0,예부선,106
2023-09-22 10:55:00,9,10,창원,영해,34 | 44 | 47,128 | 41 | 39,양호,원인미상,키손상,1,1,1,0,0,0,예부선,911
2023-09-22 06:59:00,9,6,완도,항계 내,34 | 14 | 7,126 | 35 | 11,양호,정비불량,기관손상,1,4,4,0,0,0,예부선,101
2023-09-22 06:59:00,9,6,완도,항계 내,34 | 14 | 7,126 | 35 | 11,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,592
2023-09-22 06:46:00,9,6,군산,영해,36 | 3 | 23,126 | 28 | 41,양호,운항부주의,기관손상,1,16,16,0,0,0,낚시어선,6.67
2023-09-22 04:50:00,9,4,부안,영해,35 | 37 | 13,126 | 17 | 28,양호,운항부주의,좌초/좌주,1,4,4,0,0,0,어선,2.99
2023-09-21 21:57:00,9,21,목포,영해,34 | 41 | 6,126 | 14 | 12,양호,정비불량,기관손상,1,9,9,0,0,0,화물선,1491
2023-09-21 16:40:00,9,16,인천,영해,37 | 15 | 20,126 | 30 | 2,양호,관리소홀,표류,1,0,0,0,0,0,고무보트,0.1
2023-09-21 15:01:00,9,15,부산,항계 내,35 | 2 | 45,128 | 58 | 48,양호,관리소홀,좌초/좌주,1,0,0,0,0,0,어선,4.99
2023-09-21 12:23:00,9,12,인천,영해,37 | 30 | 12,126 | 8 | 25,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,29
2023-09-21 12:22:00,9,12,목포,영해,34 | 21 | 53,126 | 8 | 1,양호,운항부주의,접촉,1,10,10,0,0,0,어선,7.93
2023-09-21 12:22:00,9,12,목포,영해,34 | 21 | 53,126 | 8 | 1,양호,운항부주의,접촉,1,12,12,0,0,0,어선,24
2023-09-21 10:44:00,9,10,목포,영해,34 | 50 | 56,126 | 13 | 30,풍랑주의보,관리소홀,전복,1,0,0,0,0,0,어선,2.81
2023-09-21 07:32:00,9,7,창원,영해,35 | 4 | 17,128 | 30 | 0,양호,운항부주의,침수,1,2,2,0,0,0,어선,4.32
2023-09-21 07:27:00,9,7,완도,항계 내,34 | 19 | 47,126 | 31 | 13,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1.48
2023-09-21 06:15:00,9,6,인천,영해,37 | 20 | 49,126 | 40 | 58,양호,관리소홀,침수,1,0,0,0,0,0,어선,2.74
2023-09-21 05:52:00,9,5,인천,영해,37 | 11 | 51,125 | 59 | 17,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,어선,5.85
2023-09-21 05:37:00,9,5,보령,항계 내,36 | 32 | 6,126 | 28 | 5,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1.09
2023-09-21 00:18:00,9,0,부산,항계 내,35 | 5 | 21,129 | 1 | 39,양호,관리소홀,표류,1,0,0,0,0,0,어선,311
2023-09-21 00:13:00,9,0,평택,영해,37 | 1 | 35,126 | 34 | 51,양호,관리소홀,침수,1,0,0,0,0,0,어선,1.2
2023-09-20 23:43:00,9,23,부산,영해,35 | 5 | 48,129 | 8 | 44,풍랑주의보,기상악화,운항저해,1,3,3,0,0,0,예부선,61
2023-09-20 23:04:00,9,23,부산,항계 내,35 | 5 | 42,129 | 2 | 8,양호,정비불량,기관손상,1,1,1,0,0,0,기타,11
2023-09-20 22:54:00,9,22,동해,영해,37 | 24 | 10,129 | 12 | 43,풍랑주의보,기상악화,좌초/좌주,1,1,1,0,0,0,예부선,631
2023-09-20 21:56:00,9,21,인천,영해,37 | 19 | 9,126 | 23 | 24,풍랑주의보,관리소홀,표류,1,0,0,0,0,0,어선,1.82
2023-09-20 18:45:00,9,18,인천,영해,37 | 30 | 0,126 | 27 | 19,풍랑주의보,운항부주의,충돌,1,0,0,0,0,0,어선,3.5
2023-09-20 18:45:00,9,18,인천,영해,37 | 30 | 0,126 | 27 | 19,풍랑주의보,운항부주의,충돌,1,9,9,0,0,0,어선,9.77
2023-09-20 17:24:00,9,17,창원,항계 내,35 | 4 | 23,128 | 47 | 33,양호,정비불량,기관손상,1,1,1,0,0,0,기타,13
2023-09-20 15:33:00,9,15,동해,영해-EEZ,37 | 18 | 0,130 | 15 | 0,황천5급,정비불량,키손상,1,9,9,0,0,0,어선,28
2023-09-20 15:29:00,9,15,평택,영해,37 | 1 | 41,126 | 20 | 47,양호,기타 ,기타,1,3,3,0,0,0,요트,7.31
2023-09-20 15:17:00,9,15,여수,영해,34 | 35 | 30,127 | 48 | 45,양호,운항부주의,부유물감김,1,2,2,0,0,0,예부선,107
2023-09-20 14:54:00,9,14,목포,영해,35 | 22 | 23,126 | 24 | 47,양호,관리소홀,침수,1,0,0,0,0,0,어선,2.84
2023-09-20 14:48:00,9,14,보령,영해,36 | 0 | 9,126 | 39 | 36,양호,원인미상,전복,1,3,3,0,0,0,어선,9.77
2023-09-20 13:37:00,9,13,여수,항계 내,34 | 34 | 42,127 | 44 | 13,양호,운항부주의,접촉,1,11,11,0,0,0,유도선,33
2023-09-20 13:28:00,9,13,목포,영해,35 | 23 | 29,126 | 23 | 42,양호,기상악화,방향상실,1,1,1,0,0,0,어선,2.99
2023-09-20 12:51:00,9,12,보령,영해,36 | 14 | 21,126 | 31 | 53,황천6급,기상악화,표류,1,2,2,0,0,0,기타,0.1
2023-09-20 12:36:00,9,12,목포,영해,35 | 1 | 11,126 | 17 | 56,양호,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,1
2023-09-20 12:36:00,9,12,목포,영해,35 | 1 | 11,126 | 17 | 56,양호,운항부주의,부유물감김,1,1,1,0,0,0,고무보트,0
2023-09-20 09:24:00,9,9,울진,영해,36 | 34 | 23,129 | 26 | 4,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.54
2023-09-20 08:03:00,9,8,완도,항계 내,34 | 12 | 38,126 | 48 | 20,양호,정비불량,기관손상,1,8,8,0,0,0,어선,24
2023-09-20 06:53:00,9,6,창원,영해,34 | 59 | 22,128 | 50 | 25,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,4.55
2023-09-20 03:55:00,9,3,완도,항계 내,34 | 16 | 45,126 | 47 | 53,양호,정비불량,침수,1,6,6,0,0,0,어선,7.93
2023-09-20 00:19:00,9,0,완도,항계 내,34 | 18 | 2,127 | 9 | 42,양호,정비불량,기관손상,1,3,3,0,0,0,예부선,44
2023-09-20 00:19:00,9,0,완도,항계 내,34 | 18 | 2,127 | 9 | 42,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,107
2023-09-19 18:08:00,9,18,서귀포,영해,33 | 16 | 0,126 | 46 | 0,양호,정비불량,운항저해,1,2,2,0,0,0,어선,3.43
2023-09-19 17:25:00,9,17,평택,영해,36 | 51 | 9,125 | 44 | 21,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,139
2023-09-19 16:13:00,9,16,인천,항계 내,37 | 28 | 8,126 | 35 | 16,양호,관리소홀,침수,1,15,15,0,0,0,어선,6.5
2023-09-19 14:05:00,9,14,서귀포,영해,33 | 14 | 10,126 | 34 | 0,양호,정비불량,운항저해,1,1,1,0,0,0,어선,3.81
2023-09-19 12:57:00,9,12,창원,영해,34 | 53 | 2,128 | 48 | 10,양호,연료고갈,운항저해,1,1,1,0,0,0,어선,3
2023-09-19 11:59:00,9,11,제주,영해,33 | 55 | 33,126 | 19 | 46,양호,정비불량,운항저해,1,1,1,0,0,0,고무보트,0
2023-09-19 11:13:00,9,11,포항,영해,36 | 4 | 27,129 | 26 | 31,양호,운항부주의,기관손상,1,2,2,0,0,0,모터보트,1
2023-09-19 09:31:00,9,9,통영,영해,34 | 38 | 24,128 | 33 | 56,양호,배터리 방전,운항저해,1,1,1,0,0,0,어선,3.33
2023-09-19 09:11:00,9,9,보령,영해,36 | 19 | 49,126 | 29 | 29,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77
2023-09-19 07:58:00,9,7,태안,영해,36 | 49 | 12,126 | 18 | 41,양호,원인미상,기관손상,1,2,2,0,0,0,고무보트,0
2023-09-19 07:26:00,9,7,평택,영해,36 | 59 | 13,125 | 59 | 44,양호,운항부주의,부유물감김,1,4,4,0,0,0,기타,29
2023-09-19 06:34:00,9,6,완도,항계 내,34 | 17 | 43,126 | 51 | 50,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,9.77
2023-09-19 05:23:00,9,5,창원,영해,35 | 5 | 26,128 | 41 | 29,양호,정비불량,침수,1,2,2,0,0,0,어선,4.76
2023-09-19 04:54:00,9,4,목포,영해,35 | 20 | 53,126 | 0 | 35,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,4.26
2023-09-19 01:23:00,9,1,완도,항계 내,34 | 16 | 48,127 | 5 | 3,양호,운항부주의,부유물감김,1,9,9,0,0,0,요트,11
2023-09-18 20:34:00,9,20,제주,영해,33 | 31 | 60,126 | 33 | 55,양호,정비불량,키손상,1,1,1,0,0,0,모터보트,4.44
2023-09-18 18:47:00,9,18,인천,영해,37 | 25 | 50,126 | 34 | 19,양호,정비불량,키손상,1,3,3,0,0,0,어선,76
2023-09-18 18:46:00,9,18,목포,영해,34 | 46 | 46,126 | 23 | 36,양호,정비불량,기관손상,1,2,2,0,0,0,어선,1.42
2023-09-18 16:59:00,9,16,제주,영해,33 | 26 | 28,126 | 15 | 37,양호,운항부주의,부유물감김,1,4,4,0,0,0,어선,9.77
