대분류,파일명,컬럼명,null 수,최댓값,최솟값,평균(mean),중앙값(median),최빈값_수치(mode),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis),유일값 수,값 중복도 평균,코사인 유사도 수,코사인 평균 유사도,유클리디안 유사도 수,유클리디안 평균 유사도,피어슨 유사도 수,피어슨 평균 유사도,종합 평균 유사도
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,개설연도,0,2018.0,1900.0,2001.7508751458577,2003.5,2013.0,1995.0,2011.0,16.0,144.09727010349167,12.004052236786196,118.0,-1.9817797022497945,10.60045142606605,61,28.098360655737704,98,0.9518105829031904,220,0.7045327282571815,96,0.9197717029389126,0.8895394599882775
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,위도,0,38.53893138,37.101481,37.65784074703034,37.67797815,37.7554,37.3495848,37.8764868025,0.5269020025000017,0.1002901536056045,0.3166862068445743,1.4374503800000014,0.3837483411631316,-0.8331499083680654,1368,1.2529239766081872,10,0.9457133625175345,239,0.6190240211923522,30,0.964312956385664,0.8878153317997499
재난안전,55_세종특별자치시_CCTV_20240531.csv,위도,0,36.732947,36.407585,36.53311053635757,36.508754,36.475355,36.489024,36.583024,0.0940000000000012,0.0040967010689698,0.0640054768669823,0.3253620000000055,1.1064642419488382,0.5776001501875059,1488,1.0073924731182795,13,0.9495577378925109,240,0.6023238035018004,29,0.9674470897238446,0.8872666917469023
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2022년 발생건수 (건),0,196836.0,1.0,10361.884615384615,214.0,26.0,27.0,3238.25,3211.25,1509576938.9061537,38853.27449400055,196835.0,4.794957809661516,23.616488188784817,23,1.1304347826086956,21,0.9633594640886914,222,0.6380377222862389,57,0.9334641393269759,0.8863369858235148
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2017년 발생건수 (건),0,216335.0,1.0,11203.26923076923,235.5,19.0,32.5,2736.25,2703.75,1825272628.924616,42723.20948763816,216334.0,4.801934129782488,23.66108412545584,25,1.04,21,0.9633247999561331,222,0.6376870526302569,57,0.9331880231411416,0.8861425397649613
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,경도인지장애 환자유병률,0,50.67,0.0,22.75440321615821,21.04,25.78,17.91,25.13,7.219999999999999,130.04099166576512,11.40355171276761,50.67,1.0712480416729668,0.9429216517919145,1397,40.6857551896922,13,0.9402804536919223,241,0.6137347677134561,29,0.9678313572473104,0.8859916779183843
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,경도,0,129.344263,126.9450583,128.29430158786465,127.9874684,128.897273,127.885157,128.888689,1.0035319999999928,0.2862233915873071,0.5349984968084557,2.3992047000000127,0.2502954702312591,-1.29537589676595,1351,1.2686898593634346,10,0.9436142292339598,239,0.6205702607876001,30,0.9596368630044674,0.8854144890528909
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,미상,0,174470.0,48.0,11537.078947368422,2244.0,77.0,210.5,7182.75,6972.25,998795521.5341392,31603.72638683829,174422.0,4.425829928483972,20.81861417472354,37,1.027027027027027,30,0.9480842842000325,224,0.6567906484255625,58,0.9365312198767181,0.8852043313158128
식품건강,88_한국의약품안전관리원_노인주의약물_20240813.csv,공고번호,0,20220251.0,20155515.0,20203434.403035413,20210248.0,20210248.0,20200423.0,20210248.0,9825.0,130478082.76127456,11422.700327036271,64736.0,-1.730979941527091,2.8977367532419027,6,98.83333333333331,94,0.9446788918217818,221,0.7094307896876907,98,0.9124913545094724,0.8847542564700399
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_부상(명),0,281803.0,1.0,11830.44,71.0,30.0,30.0,642.0,612.0,3164463449.6733327,56253.5638841961,281802.0,4.997323458329983,24.981343644188108,24,1.0416666666666667,21,0.9629291073871994,220,0.6284828866982061,56,0.9323197692912484,0.8837961280110203
