측정일자,측정시간,지역,지역명,도로명,시작점,종점,기온,습도,재비산먼지 평균농도,오염범례
2024-09-24,11:29,서울,광진구,긴고랑로,서울특별시 광진구 중곡동 263-1 도,서울특별시 광진구 중곡동 143-146 공,24,45,14,매우좋음
2024-09-24,11:15,서울,광진구,용마산로,서울특별시 광진구 중곡동 606-1 도,서울특별시 광진구 중곡동 272-14 도,23,48,7,매우좋음
2024-09-24,11:02,서울,광진구,능동로,서울특별시 광진구 자양동 71-2제,서울특별시 광진구 중곡동 298-1 도,23,49,7,매우좋음
2024-09-24,10:40,서울,광진구,아차산로,서울특별시 광진구 광장동 2-6임,서울특별시 광진구 자양동 23-11구,23,51,9,매우좋음
2024-09-25,14:06,서울,은평구,백련산로,서울특별시 은평구 응암동 84-14도,서울특별시 은평구 응암동 691도,28,49,7,매우좋음
2024-09-25,12:17,서울,은평구,진흥로,서울특별시 은평구 역촌동 85-42도,서울특별시 은평구 불광동 산42-1임,27,53,7,매우좋음
2024-09-25,11:57,서울,은평구,서오릉로,서울특별시 은평구 응암동 82-31도,서울특별시 은평구 구산동 산 131-18 임,28,52,6,매우좋음
2024-09-25,11:42,서울,은평구,응암로,서울특별시 은평구 응암동 604-8도,서울특별시 은평구 역촌동 17-55천,27,56,5,매우좋음
2024-09-25,11:25,서울,은평구,가좌로,서울특별시 은평구 신사동 산48-7 임,서울특별시 은평구 응암동 691도,26,57,6,매우좋음
2024-09-25,11:13,서울,은평구,은평로,서울특별시 은평구 녹번동 55도,서울특별시 은평구 신사동 41-3도,25,59,6,매우좋음
2024-09-25,10:56,서울,은평구,통일로,서울특별시 은평구 진관동 75-1도,서울특별시 은평구 응암동 32-1도,25,62,6,매우좋음
2024-09-25,10:40,서울,은평구,진관1로,서울특별시 은평구 진관동 234-30도,서울특별시 은평구 진관동 159-9답,24,65,4,매우좋음
2024-09-25,10:24,서울,은평구,북한산로,서울특별시 은평구 진관동 288-3천,서울특별시 은평구 진관동 72-4도,24,65,61,좋음
2024-09-25,09:59,서울,은평구,연서로,서울특별시 은평구 역촌동 85-42도,서울특별시 은평구 진관동 2-23도,24,64,6,매우좋음
2024-09-25,09:49,서울,은평구,증산로,서울특별시 은평구 수색동 46-40철,서울특별시 은평구 신사동 22-15도,24,63,4,매우좋음
2024-09-25,09:38,서울,은평구,수색로,서울특별시 은평구 수색동 293-61구,서울특별시 은평구 증산동 239도,24,62,8,매우좋음
2024-09-25,12:43,인천,동구,송림로,인천광역시 동구 창영동 179-1철,인천광역시 동구 송림동 4-198도,28,51,6,매우좋음
2024-09-25,11:15,인천,동구,인중로,인천광역시 동구 송림동 4-1 도,인천광역시 동구 만석동 43-187도,26,58,9,매우좋음
2024-09-25,10:30,인천,부평구,부평북로,인천광역시 부평구 삼산동 395-3도,인천광역시 부평구 청천동 372-5도,25,63,7,매우좋음
2024-09-25,10:18,인천,부평구,굴포로,인천광역시 부평구 갈산동 187도,인천광역시 부평구 삼산동 482 도,25,64,5,매우좋음
2024-09-30,15:36,인천,중구,햇내로,인천광역시 중구 운서동 3161-1도,인천광역시 중구 운북동 656-28 도,27,47,9,매우좋음
2024-09-30,15:26,인천,중구,넙디로,인천광역시 중구 운남동 1768도,인천광역시 중구 운서동 3236도,27,50,3,매우좋음
2024-09-30,15:18,인천,중구,은하수로,인천광역시 중구 중산동 1984-3도,인천광역시 중구 중산동 1992도,27,51,5,매우좋음
2024-09-30,15:10,인천,중구,하늘별빛로,인천광역시 중구 중산동 1977도,인천광역시 중구 중산동 2002도,27,51,4,매우좋음
2024-09-30,15:04,인천,중구,하늘달빛로,인천광역시 중구 중산동 2002도,인천광역시 중구 중산동 1975도,26,54,5,매우좋음
2024-09-30,14:51,인천,중구,하늘중앙로,인천광역시 중구 중산동 1933-7 도,인천광역시 중구 중산동 1992도,27,52,10,매우좋음
2024-09-30,14:21,인천,중구,영종대로,인천광역시 중구 운서동 2819도,인천광역시 중구 중산동 1097-307답,27,54,5,매우좋음
2024-09-30,13:15,인천,중구,흰바위로,인천광역시 중구 운서동 2821도,인천광역시 중구 운남동 1768도,27,49,4,매우좋음
2024-09-30,13:09,인천,중구,신도시북로,인천광역시 중구 운서동 2818도,인천광역시 중구 운서동 2818도,26,48,4,매우좋음
2024-09-30,13:03,인천,중구,신도시남로,인천광역시 중구 운서동 2818도,인천광역시 중구 운서동 2818도,27,48,5,매우좋음
2024-09-30,12:49,인천,중구,자유무역로,인천광역시 중구 운서동 3181 도,인천광역시 중구 운서동 3190 도,26,48,5,매우좋음
2024-09-30,12:24,인천,중구,서해대로94번길,인천광역시 중구 신흥동3가 58-6 도,인천광역시 중구 신흥동3가 69-1 도,27,47,11,매우좋음
2024-09-30,12:17,인천,중구,축항대로296번길,인천광역시 중구 신흥동3가 35도,인천광역시 중구 신흥동3가 80 도,27,45,7,매우좋음
2024-09-30,12:00,인천,중구,축항대로86번길,인천광역시 중구 항동7가 27-19 도,인천광역시 중구 항동7가 72 도,27,48,81,좋음
2024-09-30,11:52,인천,중구,축항대로118번길,인천광역시 중구 항동7가 72 도,인천광역시 중구 항동7가 27-45도,26,49,14,매우좋음
2024-09-30,11:47,인천,중구,연안부두로,인천광역시 중구 항동7가 27-19 도,인천광역시 중구 항동7가 72 도,26,50,20,매우좋음
2024-09-30,11:39,인천,중구,축항대로,인천광역시 남구 용현동 627-24제,인천광역시 중구 북성동1가 104-1도,27,46,39,매우좋음
2024-09-30,11:31,인천,중구,축항대로290번길,인천광역시 중구 신흥동3가 79도,인천광역시 중구 신흥동3가 35도,27,44,27,매우좋음
2024-09-30,11:16,인천,중구,서해대로,인천광역시 중구 유동 2-74도,인천광역시 중구 신흥동3가 77잡,27,45,9,매우좋음
2024-09-30,11:09,인천,중구,우현로,인천광역시 중구 사동 26-19도,인천광역시 중구 인현동 1-2도,27,45,11,매우좋음
2024-09-30,10:52,인천,중구,참외전로,인천광역시 중구 송월동3가 17도,인천광역시 중구 도원동 64-43도,26,46,10,매우좋음
2024-09-30,10:44,인천,중구,제물량로,인천광역시 중구 신흥동3가 40-1 도,인천광역시 중구 북성동1가 10도,26,47,5,매우좋음
2024-09-30,10:32,인천,중구,인중로,인천광역시 중구 북성동1가 3-55철,인천광역시 중구 신흥동3가 11-4 도,26,47,7,매우좋음
2024-09-30,10:18,인천,중구,월미로,인천광역시 중구 선린동 58-1 도,인천광역시 중구 북성동1가 119도,25,50,32,매우좋음
2024-09-30,10:04,인천,동구,새천년로,인천광역시 동구 송림동 87도,인천광역시 동구 송림동 39도,25,50,11,매우좋음
2024-09-30,09:41,인천,동구,방축로,인천광역시 동구 송현동 142-4도,인천광역시 동구 송림동 324도,24,52,4,매우좋음
2024-09-30,09:34,인천,동구,샛골로,인천광역시 동구 창영동 179-3도,인천광역시 동구 송현동 1-4 도,24,52,221,매우나쁨
2024-09-30,09:24,인천,동구,화도진로,인천광역시 동구 만석동 9-41 도,인천광역시 동구 송림동 234-8도,24,51,8,매우좋음
2024-09-30,09:16,인천,동구,중봉대로,인천광역시 동구 송현동 142-4도,인천광역시 동구 송현동 1-846 도,25,51,7,매우좋음
