신고일시,접수일시,수계,지원여부,주소,상세주소,등록일시,수정일자,삭제여부,첨부파일,등록기관
2016-07-05 22:15,2016-07-05 22:20,한강,N,경기도 김포시 고촌읍 신곡리 산 28,김포대교 좌안,2016-07-11 10:22,2017-02-16 17:24,N,,1.0
2016-07-10 13:35,2016-07-10 13:40,금강,Y,세종특별자치시  연기면 세종리 551-235,세종보,2016-07-11 10:14,2017-02-10 12:22,N,,1.0
2016-07-18 11:20,2016-07-18 11:25,낙동강,Y,경상남도 밀양시 삼랑진읍 검세리 110,작원관지 하류 인근,2016-07-18 13:00,2017-02-10 11:31,N,,1.0
2016-07-23 7:30,2016-07-23 7:35,한강,Y,서울특별시 마포구 성산동 515-10,서울 상암경기장,2016-08-22 11:08,2017-02-10 11:27,N,,1.0
2016-07-29 11:11,2016-07-29 11:12,낙동강,Y,울산광역시 남구 여천동 666,울산케미칼 울산 제2공장,2016-08-24 11:17,2017-02-10 11:23,N,,1.0
2016-08-20 11:00,2016-08-20 11:20,낙동강,Y,부산광역시 사하구 하단동 1149-7,낙동강통합물관리센터 인근,2016-08-22 10:37,2017-02-10 11:19,N,,1.0
2016-08-23 21:00,2016-08-24 9:28,한강,Y,경기도 남양주시 오남읍 오남리 30-2,오남저수지 인근,2016-08-26 9:31,2017-02-10 11:17,N,,1.0
2016-09-06 10:14,2016-09-06 10:15,한강,Y,경기도 용인시 처인구 삼가동 241-35,,2016-09-06 10:17,2016-09-06 10:19,Y,,1.0
2016-09-23 10:30,2016-09-23 10:35,낙동강,Y,경상북도 경산시 진량읍 황제리 122-1,황제교 인근(추정),2016-09-23 10:59,2017-02-10 11:12,N,,1.0
2016-09-24 12:30,2016-09-24 12:45,금강,Y,대전광역시 대덕구 신일동 472-3,"대전3,4일반산업단지 우수관로 인근",2016-09-26 9:59,2017-02-10 10:58,N,,1.0
2016-10-01 12:37,2016-10-01 12:37,낙동강,Y,부산광역시 북구 금곡동 846-1,동원지하철역 인근 샛강,2016-10-01 12:41,2017-02-10 11:07,N,,1.0
2016-11-09 11:25,2016-11-09 11:27,한강,N,경기도 고양시 덕양구 주교동 228-6,,2016-11-09 13:13,2017-02-10 11:06,N,,1.0
2016-11-09 15:19,2016-11-09 15:23,낙동강,Y,경상남도 김해시 한림면 시산리 70-8,시산리 623번지 준설선 해체현장,2017-02-09 10:56,2017-02-10 11:05,N,,1.0
2016-12-13 11:50,2016-12-13 11:41,금강,Y,충청북도 진천군 진천읍 읍내리 350-2,오창산단 한라비발디 아파트부근 육교,2016-12-13 11:58,2017-02-10 11:02,N,,1.0
2016-12-24 12:30,2017-02-24 12:35,낙동강,,경상남도 김해시 한림면 시산리 404,시산리 623 번지(준설선 해제작업),2017-02-09 13:14,2017-02-09 13:14,Y,,1.0
2016-12-24 12:30,2016-12-24 12:35,낙동강,Y,경상남도 김해시 한림면 시산리 378-2,623번지(준설선 해체작업지),2017-02-09 13:19,2017-02-10 11:01,N,,1.0
2017-01-16 16:46,2017-01-16 16:46,한강,Y,경기도 용인시 처인구 포곡읍 가실리 산 14-2,,2017-01-16 16:47,2017-01-16 16:59,Y,,1.0
2017-01-16 17:24,2017-01-16 17:24,한강,Y,경기도 남양주시 조안면 능내리 산 25,,2017-01-16 17:25,2017-01-17 17:13,Y,,1.0
2017-01-25 5:55,2017-01-25 6:43,낙동강,Y,대구광역시 달성군 다사읍 서재리 128,다사농협클린주유소,2017-01-25 9:16,2017-02-10 10:59,N,,1.0
2017-01-25 10:02,2017-01-25 10:02,낙동강,,대구광역시 달성군 다사읍 서재리 128,,2017-01-25 10:04,2017-01-25 10:04,Y,,1.0
2017-01-25 10:04,2017-01-25 10:04,낙동강,,대구광역시 달성군 다사읍 서재리 128,,2017-01-25 10:06,2017-01-25 10:06,Y,,1.0
2017-01-25 16:00,2017-01-25 16:00,한강,,강원도 횡성군 청일면 속실리 산 20-2,,2017-01-25 16:00,2017-01-25 16:00,Y,,1.0
2017-01-25 16:04,2017-01-25 16:04,한강,,강원도 홍천군 화촌면 장평리 산 41-1,,2017-01-25 16:05,2017-01-25 16:05,Y,,1.0
2017-01-26 9:09,2017-01-26 9:09,한강,,강원도 횡성군 청일면 유동리 산 53-1,ㅇㅇㅇ,2017-01-26 9:10,2017-01-26 9:10,Y,,1.0
2017-02-02 15:36,2017-02-02 15:36,한강,Y,경기도 남양주시 진접읍 내곡리 560,임송교인근(왕숙천),2017-02-02 15:41,2017-02-10 10:58,N,,1.0
2017-02-08 11:50,2017-02-08 12:10,낙동강,Y,경상남도 김해시 한림면 시산리 623,준설선 해제작업 현장,2017-02-08 12:37,2017-02-27 14:15,N,,1.0
2017-02-19 10:00,2017-02-20 9:54,금강,Y,대전광역시 동구 인동 10-1,인창교 인근,2017-02-20 10:28,2017-02-27 11:10,N,,1.0
2017-03-13 11:33,2017-03-13 11:33,,,인천광역시 서구 오류동 1605,,2017-03-13 11:09,2017-03-13 11:09,Y,,1.0
2017-03-13 11:37,2017-03-13 11:37,,,인천광역시 서구 오류동 1605,,2017-03-13 11:13,2017-03-13 11:13,Y,,1.0
2017-03-13 16:39,2017-03-13 16:39,,,인천광역시 서구 오류동 1605,,2017-03-13 16:15,2017-03-13 16:15,Y,,1.0
2017-03-13 16:40,2017-03-13 16:40,,,인천광역시 서구 오류동 1605,,2017-03-13 16:15,2017-03-13 16:15,Y,,1.0
2017-03-14 15:36,2017-03-14 15:36,한강,Y,인천광역시 부평구 산곡동 294-14,,2017-03-14 15:12,2017-03-16 9:51,Y,,1.0
2017-03-16 9:44,2017-03-16 9:44,한강,N,인천광역시 남구 주안동 87,,2017-03-16 9:44,2017-03-16 9:50,Y,,1.0
2017-03-16 9:46,2017-03-16 9:46,낙동강,Y,인천광역시 부평구 산곡동 산 146-2,,2017-03-16 9:47,2017-03-16 9:48,Y,,1.0
2017-03-25 13:08,2017-03-27 15:00,영산강,Y,광주광역시 광산구 도천동 624-1,"광주광역시 광산구 풍영정천(하남산업단지, 하남3교→운남대교)",2017-03-27 10:14,2017-04-20 9:58,N,,1.0
2017-03-31 13:20,2017-03-31 13:24,낙동강,Y,대구광역시 달성군 구지면 내리 825,우곡교 상류 달성군제2차일반산업단지 인근,2017-03-31 13:43,2017-04-03 10:30,N,,1.0
2017-04-01 12:00,2017-04-01 12:05,낙동강,Y,경상북도 상주시 중덕동 432,인근 외서천,2017-04-20 10:28,2017-04-20 10:44,N,FILE_000000000007137,1.0
2017-04-01 12:00,2017-04-20 10:24,낙동강,Y,경상북도 상주시 중덕동 432,인근 외서천,2017-04-20 10:26,2017-04-20 10:26,Y,,1.0
2017-04-05 14:30,2017-04-05 16:45,영산강,Y,광주광역시 광산구 도천동 351-3,풍영정천 골옷교~하남교 사이 농수로,2017-04-20 17:26,2017-04-20 17:51,N,FILE_000000000007171,1.0
2017-04-15 13:32,2017-04-15 13:35,낙동강,Y,대구광역시 달성군 화원읍 성산리 158-5,천내천 우수관로,2017-04-20 17:40,2017-04-20 17:50,N,FILE_000000000007169,1.0
2017-04-20 7:50,2017-04-20 10:00,낙동강,Y,부산광역시 북구 금곡동 1606,인근 바지선,2017-04-20 10:22,2017-04-20 17:11,N,,1.0
2017-05-02 12:00,2017-05-02 12:04,금강,Y,충청북도 청주시 흥덕구 옥산면 남촌리 775,작천보 인근,2017-05-02 12:48,2017-05-02 15:51,N,,1.0
2017-05-05 8:02,2017-05-05 8:10,한강,Y,경기도 성남시 분당구 운중동 426-5,운중터널 인근,2017-06-01 15:04,2017-12-06 15:15,N,,1.0
2017-05-10 10:10,2017-06-01 14:22,금강,,대전광역시 대덕구 신대동 433-3,대전하수처리장 인근 갑천,2017-06-01 14:32,2017-06-01 14:32,Y,,1.0
2017-05-10 10:10,2017-05-10 10:20,금강,Y,대전광역시 대덕구 신대동 433-3,대전하수처리장 인근 갑천,2017-06-01 14:34,2017-06-01 14:38,N,,1.0
2017-05-22 17:26,2017-05-22 11:30,영산강,Y,전라남도 담양군 봉산면 기곡리 796,,2017-05-22 17:41,2017-05-23 11:14,N,,1.0
2017-06-01 8:55,2017-06-01 8:57,금강,Y,대전광역시 중구 중촌동 413-2,용문교 인근 유등천,2017-06-01 14:20,2017-06-01 14:21,N,,1.0
2017-06-18 12:00,2017-06-18 12:05,금강,Y,충청남도 보령시 신흑동 2133,남포방조제 농어촌공사 수문 인근,2017-06-19 11:39,2017-06-19 13:16,N,,1.0
2017-06-19 17:38,2017-06-19 17:38,,,경기도 성남시 분당구 야탑동 488-2,,2017-06-19 17:14,2017-06-19 17:14,Y,,1.0
2017-06-30 19:25,2017-06-30 19:30,낙동강,Y,경상북도 칠곡군 기산면 평복리 산 67,야산 중턱,2017-06-30 19:49,2017-07-03 9:48,N,,1.0
2017-07-01 14:50,2017-07-01 14:55,낙동강,Y,경상남도 창원시 의창구 북면 외산리 772-4,창녕함안보하류~본포교 인근,2017-07-03 10:06,2017-07-04 13:36,N,,1.0
2017-07-07 7:30,2017-07-07 7:40,낙동강,Y,경상남도 창녕군 남지읍 대곡리 839,박진교 인근,2017-07-07 9:01,2017-07-20 9:49,N,,1.0
2017-07-11 11:50,2017-07-11 14:00,낙동강,Y,부산광역시 북구 금곡동 476,,2017-07-11 14:03,2017-07-20 9:53,N,,1.0
2017-07-18 9:35,2017-07-18 9:38,금강,Y,충청북도 청주시 흥덕구 향정동 148,환경관리 청주사업소,2017-08-03 10:39,2017-08-03 10:42,N,,3.0
2017-07-24 15:32,2017-07-24 15:32,낙동강,Y,대구광역시 달성군 구지면 내리 442,이노정 인근(대구국가산업단지),2017-07-24 15:37,2017-12-06 15:23,N,,1.0
2017-07-31 13:43,2017-07-31 13:45,금강,Y,충청남도 부여군 부여읍 저석리 775,왕진교 인근,2017-08-03 10:23,2017-08-31 14:14,N,,3.0
2017-08-18 11:00,2017-08-18 11:03,낙동강,Y,대구광역시 달성군 구지면 내리 452,달성군 2차산단 인근 우수관로,2017-08-18 11:20,2017-10-10 15:27,N,,1.0
2017-08-20 17:50,2017-08-20 18:55,낙동강,Y,경상북도 구미시 공단동 437,,2017-08-31 14:01,2017-08-31 14:06,N,,3.0
2017-09-01 12:30,2017-09-01 12:40,금강,Y,대전광역시 대덕구 문평동 41-1,산업단지 인근,2017-09-01 13:08,2017-09-06 11:22,N,,1.0
2017-09-05 17:40,2017-09-05 17:45,금강,Y,대전광역시 대덕구 문평동 519-6,갑천 인근,2017-09-06 9:36,2017-09-06 16:18,N,,3.0
2017-09-11 14:30,2017-09-11 14:45,금강,Y,충청북도 청주시 청원구 오창읍 성재리 764-1,성재세월교 ~상류 400m 인근,2017-09-12 11:17,2017-09-15 9:15,N,,3.0
2017-09-17 16:05,2017-09-17 16:15,낙동강,Y,경상북도 구미시 진평동 799-2,동락공원 선착장 인근,2017-09-18 9:15,2017-12-06 15:30,N,,1.0
2017-10-07 15:22,2017-10-07 15:22,,,경기도 평택시 비전동 1013-1,,2017-10-07 14:58,2017-10-07 14:58,Y,,
2017-11-20 9:52,2017-11-20 9:52,,,,,2017-11-20 9:28,2017-11-20 9:28,Y,,
2017-11-20 9:57,2017-11-20 9:57,,,,,2017-11-20 9:33,2017-11-20 9:33,Y,,
2017-11-20 13:35,2017-11-20 13:35,,,,,2017-11-20 13:11,2017-11-20 13:11,Y,,
2017-12-04 15:48,2017-12-04 15:48,,,,,2017-12-04 15:53,2017-12-04 15:53,Y,,
2017-12-04 17:48,2017-12-04 17:48,,,,,2017-12-04 17:52,2017-12-04 17:52,Y,,
2017-12-09 11:35,2017-12-11 10:05,금강,Y,충청남도 천안시 동남구 동면 행암리 472,"행암저수지(행암지,행암소류지)",2017-12-09 11:40,2017-12-11 10:44,N,,
2018-01-22 11:10,2018-01-22 11:10,금강,Y,충청남도 공주시 신관동 439-2,,2018-04-16 16:27,2018-04-16 17:27,N,,3.0
2018-02-01 13:04,2018-02-01 13:04,,,,,2018-02-01 13:09,2018-02-01 13:09,Y,,
2018-02-08 13:58,2018-02-08 13:58,한강,Y,경기도 여주시 대신면 계림리 513,,2018-04-16 15:57,2018-04-16 16:50,N,,3.0
2018-02-08 14:00,2018-04-13 14:18,한강,,경기도 여주시 대신면 계림리 513,,2018-04-13 14:27,2018-04-13 14:27,Y,,3.0
2018-02-12 22:12,2018-02-12 22:12,한강,N,경기도 시흥시 조남동 567-1,,2018-02-12 22:49,2018-04-13 13:46,Y,,1.0
2018-02-13 20:50,2018-02-13 20:50,금강,Y,충청남도 당진시 정미면 천의리 243-35,정미농협주유소,2018-02-13 23:58,2018-02-14 10:54,N,,1.0
2018-02-16 13:49,2018-02-16 13:49,금강,Y,대전광역시 동구 천동 72-1,,2018-02-16 14:04,2018-02-19 15:30,N,,1.0
2018-03-14 10:13,2018-03-14 10:13,낙동강,Y,경상북도 칠곡군 왜관읍 금남리 804,,2018-03-14 17:15,2018-03-14 17:16,N,,3.0
2018-03-15 11:15,2018-03-15 11:15,영산강,Y,광주광역시 남구 승촌동 495-4,승촌보 상류 우안 150m 지점(수자원공사 계류장 인근),2018-03-16 14:16,2018-03-19 18:24,N,,1.0
2018-03-16 14:43,2018-03-16 14:43,한강,Y,방산면,군부대 관리중인 방산회관,2018-03-16 14:49,2018-04-09 17:29,N,,1.0
2018-03-16 18:48,2018-03-16 16:30,영산강,Y,광주광산구 월곡동 684-1,영천중학교 앞 풍영전천,2018-03-16 18:58,2018-04-02 15:58,N,FILE_000000000008612,3.0
2018-03-20 17:55,2018-03-20 17:55,낙동강,Y,경상북도 의성군 다인면 가원농공길 47,,2018-04-16 16:49,2018-04-16 17:06,N,,3.0
2018-03-21 18:07,2018-03-21 18:07,금강,Y,대전광역시 서구 흑석동 980,,2018-04-16 17:26,2018-04-16 17:53,N,,3.0
2018-04-01 12:35,2018-04-01 12:35,금강,Y,대전광역시 유성구 궁동 248-1,,2018-04-16 17:45,2018-04-17 9:16,N,,3.0
2018-04-02 14:35,2018-04-02 14:35,낙동강,N,경상북도 성주군 용암면 동락리 1046,,2018-04-13 13:46,2018-06-20 17:40,Y,,1.0
2018-04-14 11:50,2018-04-14 11:50,금강,N,대전광역시 유성구 금고동 245,,2018-04-18 15:16,2018-04-18 17:18,Y,,1.0
2018-04-23 13:24,2018-04-23 13:24,금강,Y,충청남도 논산시 성동면 개척길 247-14,개척배수장 인근 농수로,2018-04-24 13:54,2018-04-25 9:56,N,,1.0
2018-04-30 21:38,2018-04-30 21:38,낙동강,Y,경상북도 성주군 초전면 용봉리 129,,2018-05-02 9:27,2018-05-02 9:35,N,,3.0
2018-05-07 9:40,2018-05-07 9:43,낙동강,Y,경상북도 영주시 장수면 반구리 565-5,영주반구전문 농공단지 내 베어링아트공장,2018-05-09 17:10,2018-05-09 17:11,N,,3.0
2018-05-10 22:33,2018-05-10 22:33,,,서울특별시 양천구 신정동 276,,2018-05-10 22:36,2018-05-10 22:36,Y,,
2018-05-14 10:00,2018-06-04 10:12,한강,Y,경기도 화성시 우정읍 주곡리 369,조암IC 인근,2018-06-04 10:14,2018-06-04 10:19,Y,,3.0
2018-05-14 10:00,2018-05-14 10:00,한강,Y,경기도 화성시 우정읍 주곡리 369,조암IC 인근,2018-06-04 10:55,2018-06-04 11:04,N,,3.0
2018-05-15 14:40,2018-05-15 14:40,낙동강,N,부산광역시 사하구 하단동 1149,,2018-06-04 10:59,2018-06-04 11:11,Y,,3.0
2018-05-18 7:58,2018-05-18 8:00,금강,Y,충청북도 진천군 덕산면 화상리 1-2,충청북도 진천군 덕산면 화상리 46-2,2018-12-03 14:58,2018-12-03 15:00,N,,3.0
2018-06-07 19:33,2018-06-07 20:06,금강,N,대전광역시 유성구 하기동 149-3,대전광역시 유성구 어은교 북면 일원,2018-06-08 13:37,2018-06-15 10:31,Y,,1.0
2018-06-13 12:45,2018-06-13 12:45,금강,Y,대전광역시 서구 만년동 300,대덕대교~엑스포다리,2018-06-15 10:30,2018-06-20 17:48,N,,3.0
2018-07-03 9:00,2018-07-03 10:20,영산강,Y,전라남도 나주시 금천면 촌곡리 188,,2018-07-03 13:19,2018-07-03 13:30,N,,3.0
2018-07-03 12:28,2018-07-03 13:00,한강,Y,경기도 김포시 통진읍 가현리 109-3,,2018-07-03 16:42,2018-07-03 16:45,N,,3.0
2018-07-19 8:15,2018-07-23 9:30,낙동강,Y,울산광역시 북구 연암동 822,(주)월드오일뱅크 알뜰주유소,2018-07-23 9:43,2018-07-23 9:44,N,,3.0
2018-07-25 16:50,2018-07-25 17:10,영산강,Y,전라남도 나주시 왕곡면 영산포로 30-17,산들애 농약마트,2018-07-31 10:09,2018-07-31 10:22,N,,3.0
2018-07-27 14:00,2018-08-10 14:08,낙동강,N,부산 북구 구포동 1157-1,구포대교 인근,2018-08-10 13:53,2018-08-10 13:54,Y,,1.0
2018-07-27 14:00,2018-07-27 14:08,낙동강,Y,부산 북구 구포동 1157-1,구포대교 인근,2018-08-10 13:59,2018-08-10 14:54,N,FILE_000000000011947,1.0
2018-07-31 22:57,2018-08-01 7:30,낙동강,Y,경상북도 상주시 헌신동 750-1,헌신동 750-1번지 일원 비닐하우스,2018-09-07 11:01,2018-09-07 11:04,N,,1.0
2018-08-07 17:00,2018-08-07 17:05,금강,Y,충청북도 옥천군 군북면 석호1길 74,석호리 산21-5(청풍정) 인근,2018-09-07 10:41,2018-09-07 10:45,N,,3.0
2018-08-17 6:45,2018-08-17 7:00,낙동강,Y,경상남도 김해시 진영읍 우동리 312-4,진영휴게소 부근,2018-09-07 13:08,2018-09-07 13:09,N,,2.0
2018-08-28 8:58,2018-08-28 10:10,한강,Y,경기도 광주시 태전동 517-7,대연정공 인근 직리천,2018-09-07 13:20,2018-09-07 13:21,N,,3.0
2018-09-01 22:00,2018-09-01 22:05,한강,Y,서울특별시 성북구 동선동3가 2,성북천 인근,2018-09-20 17:15,2018-09-20 17:17,N,,3.0
2018-09-10 10:27,2018-09-10 10:35,금강,Y,대전광역시 대덕구 문평동 748,,2018-09-20 16:49,2018-09-20 16:51,N,,3.0
2018-10-29 8:03,2018-10-29 8:13,한강,Y,경기도 하남시 조정대로 72 (풍산동),경기도 하남시 조정대로 72,2018-10-29 11:10,2018-11-09 9:43,N,FILE_000000000014208,3.0
2018-11-29 18:40,2018-11-29 18:40,낙동강,Y,경상북도 상주시 공성면 금계리 998-5,인근 비닐하우스,2019-01-02 11:12,2019-01-02 11:24,N,,3.0
2018-12-03 9:01,2018-12-03 12:20,낙동강,Y,경상북도 칠곡군 약목면 칠곡대로 820-28,약목면 무림배수지,2018-12-17 13:33,2018-12-17 13:47,Y,,3.0
2018-12-03 9:01,2018-12-03 12:20,낙동강,Y,경상북도 칠곡군 약목면 칠곡대로 820-28,약목면 무림배수지,2018-12-17 13:49,2018-12-17 13:51,N,,3.0
2018-12-03 14:51,2018-12-03 14:51,금강,,충청북도 진천군 덕산면 화상리 1-2,충청북도 진천군 덕산면 화상리 46-2,2018-12-03 14:56,2018-12-03 14:56,Y,FILE_000000000014860,3.0
2018-12-19 11:05,2018-12-19 11:07,금강,Y,세종특별자치시 연기면 세종리 551-325,세종보 인근,2019-01-18 13:27,2019-01-18 13:30,N,,3.0
2018-12-19 18:00,2018-12-19 18:00,낙동강,Y,울산광역시 울주군 온산읍 덕신리 145-14,(주)극동상운 차고지,2019-01-02 11:23,2019-01-02 11:24,N,,3.0
2019-02-20 17:12,2019-02-20 17:12,한강,Y,경기도 남양주시 화도읍 금남리 814,화도읍 인근 군부대,2019-03-15 10:34,2019-03-15 10:50,N,,3.0
2019-02-26 14:05,2019-02-26 14:05,낙동강,Y,경상북도 상주시 중동면 죽암리 1,죽암리 인근 강창교(상주보 약 3km 하류),2019-03-15 10:45,2019-03-15 10:49,N,,3.0
2019-03-04 12:30,2019-03-04 12:30,낙동강,Y,경상북도 성주군 용암면 사곡공단2길 10,모다스(폐기물업체),2019-04-17 9:52,2019-05-08 15:27,N,,3.0
2019-04-25 10:48,2019-04-25 10:50,한강,Y,경기도 화성시 남양읍 장덕북길 110-47,,2019-06-12 10:00,2019-06-12 10:19,N,,3.0
2019-05-04 12:44,2019-05-04 12:45,한강,N,경기도 양평군 서종면 서능리 산5-57,,2019-05-10 10:13,2019-05-23 11:07,N,,1.0
2019-05-06 16:25,2019-05-06 16:25,영산강,Y,광주광역시 서구 매월동 1,대동고등학교 앞 전평제 인근 하천(세하천),2019-05-08 15:24,2019-05-08 15:25,N,,3.0
2019-05-18 12:05,2019-05-18 12:10,한강,Y,서울특별시 강동구 상일동 511,,2019-06-12 10:12,2019-06-12 10:14,Y,,3.0
2019-05-18 12:05,2019-05-18 12:10,한강,Y,서울특별시 강동구 상일동 511,,2019-06-12 10:18,2019-06-12 10:18,N,,3.0
2019-05-18 16:00,2019-05-18 10:00,금강,Y,대전광역시 유성구 엑스포로 448 (전민동),대전하수처리장 인근,2019-05-23 10:14,2019-05-23 10:15,N,,3.0
2019-05-20 11:20,2019-05-20 11:25,낙동강,Y,대구광역시 달성군 다사읍 방천리 1-1,대구광역시 달성군 다사읍 와룡대교,2019-06-07 9:13,2019-06-07 9:14,N,,3.0
2019-05-22 11:30,2019-05-22 11:35,낙동강,Y,경상북도 경산시 자인면 단북리 293-1,,2019-06-07 9:22,2019-06-07 9:24,N,,3.0
2019-05-26 14:10,2019-05-26 17:50,낙동강,,경상남도 김해시 한림면 장방로 17,,2020-02-12 13:32,2020-02-12 13:32,Y,,3.0
2019-05-26 14:10,2019-05-26 17:50,낙동강,Y,경상남도 김해시 한림면 장방로 17,,2020-02-12 14:51,2020-02-12 15:12,N,,3.0
2019-06-17 18:00,2019-07-19 10:27,낙동강,Y,대구광역시 북구 신천 칠성교,하류방향,2019-07-19 10:36,2019-07-19 11:05,Y,,3.0
2019-06-17 18:00,2019-06-17 18:58,낙동강,Y,대구 북구 신천 칠성교,대구 북구 신천 칠성교 하류방향,2019-11-07 11:16,2019-11-07 13:07,N,,3.0
2019-06-20 9:38,2019-11-07 11:20,금강,,대전시 대덕구 대화동 둔산대교,갑천~금강 합류지점(8km),2019-11-07 11:27,2019-11-07 11:27,Y,,3.0
2019-06-20 9:38,2019-06-20 10:40,금강,Y,대전시 대덕구 대화동 둔산대교,갑천~금강 합류지점(8km),2019-11-07 13:03,2019-11-07 13:07,N,,3.0
2019-06-24 16:00,2019-06-24 16:00,영산강,Y,전라남도 나주시 노안면 영평리 474,전라남도 나주시 노안면 용평리 노안2호제,2019-07-26 10:26,2019-07-26 10:29,N,,3.0
2019-07-08 8:40,2019-07-08 15:30,영산강,Y,전라남도 장성군 삼계면 주산리 696-5,,2019-07-11 13:18,2019-07-11 13:21,N,,1.0
2019-07-15 19:40,2019-07-17 13:10,금강,Y,충청남도 당진시 석문면 통정리 1414,,2019-07-26 10:53,2019-07-26 10:54,N,,1.0
2019-07-16 11:50,2019-07-30 9:55,낙동강,Y,경상남도 김해시 대동면 덕산리 240-1,,2019-07-30 9:57,2019-07-30 9:58,Y,,3.0
2019-07-16 11:50,2019-07-16 11:50,낙동강,Y,경상남도 김해시 대동면 덕산리 240-1,,2019-07-30 10:01,2019-07-30 10:02,N,,3.0
2019-07-18 15:30,2019-07-18 16:00,낙동강,Y,경상북도 성주군 성주읍 성산리 97,성주종합농기계,2019-08-01 10:14,2019-08-01 10:17,N,,3.0
2019-07-20 16:45,2019-07-20 17:00,영산강,Y,전라남도 장성군 황룡면 월평리 344-2,,2019-07-29 9:25,2019-07-29 9:26,N,,3.0
2019-07-24 9:10,2019-07-24 9:10,금강,Y,충청북도 옥천군 청산면 대덕길 171,,2019-07-29 9:49,2019-07-29 9:50,N,,1.0
2019-08-07 16:20,2019-08-08 9:20,낙동강,Y,경상북도 영천시 북안면 유하리 50,에니스환경건설,2019-10-01 9:55,2019-10-01 9:56,N,,3.0
2019-08-13 9:06,2019-08-13 9:06,한강,Y,경기도 용인시 처인구 중부대로 1022-1 (삼가동),AJ토탈(주) 처인냉장,2020-01-15 9:43,2020-01-15 9:46,N,,3.0
2019-08-22 10:30,2019-08-22 11:00,낙동강,Y,대구광역시 수성구 시지동 249-8,대구광역시 수성구 가천천,2019-10-01 9:40,2019-10-01 9:42,N,,3.0
2019-08-28 13:00,2019-08-28 13:00,영산강,Y,풍영정천,광주광역시 광산구 풍영정천,2019-09-25 9:36,2019-09-25 10:07,N,,3.0
2019-08-30 23:47,2019-08-31 12:27,한강,Y,충청북도 충주시 주덕읍 당우리 797-2,실제 사고 지점은 769-4번지 부근 하천,2020-02-12 14:01,2020-02-12 14:14,N,,3.0
2019-09-19 16:48,2019-09-19 16:48,영산강,Y,전라남도 해남군 북일면 신월리 1-1,,2019-10-04 9:21,2019-10-04 9:23,N,,3.0
2019-09-27 12:42,2019-09-27 15:37,한강,Y,경기도 시흥시 정왕동 1392-2,,2020-02-12 13:42,2020-02-12 13:53,N,,3.0
2019-10-19 9:15,2019-10-19 13:00,낙동강,Y,경상북도 영천시 금호읍 덕성리 65-4,,2019-11-11 9:43,2019-11-11 9:48,N,,3.0
2019-11-02 13:16,2019-11-03 16:00,낙동강,Y,경상남도 양산시 물금읍 원동로 199-134,,2019-11-13 17:35,2019-11-13 17:38,N,,3.0
2019-11-13 10:30,2019-11-13 13:00,낙동강,Y,경상북도 칠곡군 왜관읍 석전리 872,,2019-11-26 15:38,2020-02-12 13:20,N,,1.0
2019-11-13 13:40,2019-11-13 14:30,금강,Y,세종특별자치시 장군면 금암리 595-1,금강 본류,2019-12-09 15:22,2019-12-09 15:27,N,,3.0
2019-12-12 15:20,2019-12-12 15:20,영산강,Y,전라북도 익산시 금강동 1214,,2020-01-03 15:53,2020-01-03 15:56,N,,3.0
2019-12-16 11:00,2019-12-16 11:00,영산강,Y,전라북도 익산시 망성면 화산리 1427-5,,2020-01-03 15:45,2020-01-16 17:31,N,,3.0
2020-01-28 11:10,2020-02-03 14:23,금강,,충청남도 공주시 중동 152,,2020-02-03 14:25,2020-02-03 14:25,Y,,3.0
2020-01-28 11:10,2020-01-28 12:10,금강,Y,충청남도 공주시 중동 152,,2020-02-03 14:27,2020-02-03 14:29,N,,3.0
2020-02-07 16:40,2020-02-07 17:44,한강,Y,경기도 김포시 운양동 1024,,2020-02-17 16:50,2020-02-17 16:56,N,,3.0
2020-02-10 13:00,2020-02-11 15:15,낙동강,Y,대구광역시 달성군 논공읍 삼리리 297-1,,2020-03-03 14:07,2020-03-03 14:10,N,,3.0
2020-02-11 13:00,2020-02-11 15:15,낙동강,,대구광역시 달성군 논공읍 삼리리 297-1,,2020-03-03 13:33,2020-03-03 13:33,Y,,3.0
2020-02-12 10:03,2020-02-12 10:03,낙동강,,경상남도 김해시 한림면 장방로 17,,2020-02-12 10:09,2020-02-12 10:09,Y,,3.0
2020-02-14 10:50,2020-02-14 14:00,낙동강,Y,경상남도 김해시 주촌면 내삼리 1282,,2020-03-03 14:18,2020-03-03 14:25,N,,3.0
2020-03-03 7:40,2020-03-03 7:59,한강,Y,경기도 평택시 청북읍 한산리 27-6,,2020-03-11 9:26,2020-03-11 9:26,Y,,3.0
2020-03-03 7:40,2020-03-03 9:14,한강,Y,경기도 평택시 청북읍 한산리 27-6,,2020-03-11 9:43,2020-03-11 9:46,N,,3.0
2020-03-11 14:30,2020-03-11 18:30,낙동강,,경상북도 성주군 수륜면 신파리 707,,2020-03-20 9:59,2020-03-20 9:59,Y,,3.0
2020-03-11 14:30,2020-03-11 18:30,낙동강,Y,경상북도 성주군 수륜면 신파리 707,,2020-03-20 10:07,2020-03-20 10:14,N,,3.0
2020-03-12 9:38,2020-03-12 12:45,한강,Y,경기도 여주시 대신면 옥촌리 106-1,,2020-04-02 13:32,2020-04-02 13:40,Y,,3.0
