발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2019,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,397,24.8
2019,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,232,22.0
2019,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,149,20.9
2019,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,4025,7.8
2019,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2019,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2019,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,3,0.3
2019,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,7,0.5
2019,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,19,1.1
2019,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,25,1.4
2019,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,29,1.8
2019,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,61,3.0
2019,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,103,5.3
2019,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,204,9.0
2019,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,298,13.9
2019,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,426,19.9
2019,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,509,28.6
2019,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,388,32.9
2019,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,306,34.6
2019,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,297,43.9
2019,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,151,39.0
2019,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,72,37.8
2019,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2899,11.3
2019,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2019,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,0,
2019,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.4
2019,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,6,0.5
2019,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.9
2019,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,22,1.4
2019,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,20,1.3
2019,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,52,2.7
2019,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,56,3.0
2019,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,99,4.5
2019,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,124,5.9
2019,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,135,6.4
2019,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,133,7.3
2019,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,87,6.9
2019,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,116,11.4
2019,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,100,10.8
2019,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,81,12.1
2019,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,77,14.7
2019,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,1126,4.4
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,3,0.2
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,10,0.4
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,10,0.4
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,31,0.9
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,59,1.7
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,63,2.0
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,111,2.9
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,163,4.2
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,285,6.5
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,402,9.3
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,530,12.6
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,645,17.0
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,514,19.5
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,487,24.3
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,363,22.6
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,275,24.8
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,151,19.2
2020,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,4105,8.0
2020,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,1,0.1
2020,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2020,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,6,0.5
2020,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,5,0.4
2020,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,20,1.2
2020,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,26,1.4
2020,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,30,1.8
2020,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,68,3.5
2020,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,98,5.0
2020,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,180,8.1
2020,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,295,13.5
2020,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,407,19.2
2020,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,497,26.5
2020,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,402,31.6
2020,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,375,40.1
2020,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,256,37.5
2020,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,177,42.8
2020,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,78,36.4
2020,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,2922,11.4
2020,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,2,0.2
2020,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.2
2020,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.4
2020,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,5,0.4
2020,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,11,0.7
2020,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,33,2.0
2020,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,33,2.2
2020,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,43,2.3
2020,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,65,3.4
2020,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,105,4.9
2020,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,107,5.0
2020,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,123,5.9
2020,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,148,7.7
2020,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,112,8.2
2020,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,112,10.5
2020,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,107,11.6
2020,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,98,14.0
2020,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,73,12.8
2020,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,1183,4.6
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,3,0.1
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,8,0.3
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,11,0.5
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,39,1.2
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,53,1.5
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,59,1.9
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,110,3.1
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,175,4.5
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,263,6.2
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,433,9.8
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,590,14.3
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,681,17.0
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,628,21.8
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,489,23.6
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,376,23.5
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,266,22.9
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,187,21.8
2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,4371,8.5
2021,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2021,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,2,0.2
2021,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.3
2021,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,3,0.2
2021,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,25,1.5
2021,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,33,1.8
2021,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,35,2.1
2021,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,66,3.6
2021,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,107,5.4
2021,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,170,7.9
2021,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,306,13.7
2021,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,468,22.5
2021,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,562,28.4
2021,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,502,36.1
2021,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,363,37.4
2021,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,254,36.9
2021,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,169,38.5
2021,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,90,37.5
2021,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,3159,12.3
2021,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,0,
2021,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,1,0.1
2021,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,4,0.4
2021,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,8,0.7
2021,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,14,0.9
2021,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,20,1.2
2021,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,24,1.6
2021,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,44,2.5
2021,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,68,3.5
2021,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,93,4.5
2021,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,127,5.8
2021,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,122,6.0
2021,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,119,5.9
2021,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,126,8.5
2021,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,126,11.4
2021,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,122,13.4
2021,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,97,13.4
2021,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,97,15.7
2021,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,1212,4.7
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",00-04세,38,0.1
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",05-09세,72,0.1
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",10-14세,189,0.3
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",15-19세,328,0.4
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",20-24세,626,0.8
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",25-29세,882,1.0
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",30-34세,1378,1.5
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",35-39세,2164,2.2
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",40-44세,3478,3.6
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",45-49세,5248,5.7
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",50-54세,7407,9.1
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",55-59세,8866,12.7
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",60-64세,9320,16.4
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",65-69세,8756,19.9
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",70-74세,7467,22.1
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",75-79세,5430,22.4
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",80-84세,3246,22.5
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",85세이상,1779,19.0
1999-2021,남녀전체,01. C00-C14,"입술, 구강 및 인두",연령전체,66674,5.8
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",00-04세,26,0.1
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",05-09세,28,0.1
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",10-14세,110,0.3
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",15-19세,179,0.5
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",20-24세,324,0.8
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",25-29세,457,1.0
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",30-34세,773,1.7
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",35-39세,1311,2.7
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",40-44세,2235,4.5
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",45-49세,3672,7.8
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",50-54세,5505,13.3
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",55-59세,6945,20.0
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",60-64세,7470,27.2
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",65-69세,6976,34.2
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",70-74세,5634,38.7
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",75-79세,3815,40.5
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",80-84세,1986,40.9
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",85세이상,853,35.4
1999-2021,남자,01. C00-C14,"입술, 구강 및 인두",연령전체,48299,8.4
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",00-04세,12,0.0
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",05-09세,44,0.1
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",10-14세,79,0.2
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",15-19세,149,0.4
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",20-24세,302,0.8
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",25-29세,425,1.0
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",30-34세,605,1.4
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",35-39세,853,1.8
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",40-44세,1243,2.6
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",45-49세,1576,3.4
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",50-54세,1902,4.7
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",55-59세,1921,5.5
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",60-64세,1850,6.3
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",65-69세,1780,7.5
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",70-74세,1833,9.5
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",75-79세,1615,10.9
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",80-84세,1260,13.2
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",85세이상,926,13.3
1999-2021,여자,01. C00-C14,"입술, 구강 및 인두",연령전체,18375,3.2
1999,남녀전체,02. C15,식도,00-04세,0,
1999,남녀전체,02. C15,식도,05-09세,0,
1999,남녀전체,02. C15,식도,10-14세,0,
1999,남녀전체,02. C15,식도,15-19세,0,
1999,남녀전체,02. C15,식도,20-24세,1,0.0
1999,남녀전체,02. C15,식도,25-29세,5,0.1
1999,남녀전체,02. C15,식도,30-34세,0,
1999,남녀전체,02. C15,식도,35-39세,11,0.2
1999,남녀전체,02. C15,식도,40-44세,30,0.8
1999,남녀전체,02. C15,식도,45-49세,67,2.5
1999,남녀전체,02. C15,식도,50-54세,142,6.4
1999,남녀전체,02. C15,식도,55-59세,283,13.4
1999,남녀전체,02. C15,식도,60-64세,434,24.9
1999,남녀전체,02. C15,식도,65-69세,335,27.4
1999,남녀전체,02. C15,식도,70-74세,252,30.1
1999,남녀전체,02. C15,식도,75-79세,195,34.3
1999,남녀전체,02. C15,식도,80-84세,76,25.6
1999,남녀전체,02. C15,식도,85세이상,30,16.6
1999,남녀전체,02. C15,식도,연령전체,1861,3.9
1999,남자,02. C15,식도,00-04세,0,
1999,남자,02. C15,식도,05-09세,0,
1999,남자,02. C15,식도,10-14세,0,
1999,남자,02. C15,식도,15-19세,0,
1999,남자,02. C15,식도,20-24세,1,0.0
1999,남자,02. C15,식도,25-29세,2,0.1
1999,남자,02. C15,식도,30-34세,0,
1999,남자,02. C15,식도,35-39세,10,0.4
1999,남자,02. C15,식도,40-44세,29,1.5
1999,남자,02. C15,식도,45-49세,63,4.6
1999,남자,02. C15,식도,50-54세,135,12.1
1999,남자,02. C15,식도,55-59세,274,26.8
1999,남자,02. C15,식도,60-64세,416,51.9
1999,남자,02. C15,식도,65-69세,314,62.6
1999,남자,02. C15,식도,70-74세,216,68.9
1999,남자,02. C15,식도,75-79세,170,84.6
1999,남자,02. C15,식도,80-84세,57,63.1
1999,남자,02. C15,식도,85세이상,18,43.4
1999,남자,02. C15,식도,연령전체,1705,7.2
1999,여자,02. C15,식도,00-04세,0,
1999,여자,02. C15,식도,05-09세,0,
1999,여자,02. C15,식도,10-14세,0,
1999,여자,02. C15,식도,15-19세,0,
1999,여자,02. C15,식도,20-24세,0,
1999,여자,02. C15,식도,25-29세,3,0.1
1999,여자,02. C15,식도,30-34세,0,
1999,여자,02. C15,식도,35-39세,1,0.0
1999,여자,02. C15,식도,40-44세,1,0.1
1999,여자,02. C15,식도,45-49세,4,0.3
1999,여자,02. C15,식도,50-54세,7,0.6
1999,여자,02. C15,식도,55-59세,9,0.8
1999,여자,02. C15,식도,60-64세,18,1.9
1999,여자,02. C15,식도,65-69세,21,2.9
1999,여자,02. C15,식도,70-74세,36,6.9
1999,여자,02. C15,식도,75-79세,25,6.8
1999,여자,02. C15,식도,80-84세,19,9.2
1999,여자,02. C15,식도,85세이상,12,8.6
1999,여자,02. C15,식도,연령전체,156,0.7
2000,남녀전체,02. C15,식도,00-04세,1,0.0
2000,남녀전체,02. C15,식도,05-09세,0,
2000,남녀전체,02. C15,식도,10-14세,0,
2000,남녀전체,02. C15,식도,15-19세,0,
2000,남녀전체,02. C15,식도,20-24세,1,0.0
2000,남녀전체,02. C15,식도,25-29세,1,0.0
2000,남녀전체,02. C15,식도,30-34세,4,0.1
2000,남녀전체,02. C15,식도,35-39세,12,0.3
2000,남녀전체,02. C15,식도,40-44세,41,1.0
2000,남녀전체,02. C15,식도,45-49세,68,2.3
2000,남녀전체,02. C15,식도,50-54세,107,4.6
2000,남녀전체,02. C15,식도,55-59세,254,12.2
2000,남녀전체,02. C15,식도,60-64세,384,21.4
2000,남녀전체,02. C15,식도,65-69세,332,25.5
2000,남녀전체,02. C15,식도,70-74세,258,29.2
2000,남녀전체,02. C15,식도,75-79세,193,32.9
2000,남녀전체,02. C15,식도,80-84세,85,27.5
2000,남녀전체,02. C15,식도,85세이상,26,13.9
2000,남녀전체,02. C15,식도,연령전체,1767,3.7
2000,남자,02. C15,식도,00-04세,0,
2000,남자,02. C15,식도,05-09세,0,
2000,남자,02. C15,식도,10-14세,0,
2000,남자,02. C15,식도,15-19세,0,
2000,남자,02. C15,식도,20-24세,1,0.0
2000,남자,02. C15,식도,25-29세,1,0.0
2000,남자,02. C15,식도,30-34세,4,0.2
2000,남자,02. C15,식도,35-39세,8,0.4
2000,남자,02. C15,식도,40-44세,32,1.5
2000,남자,02. C15,식도,45-49세,62,4.2
2000,남자,02. C15,식도,50-54세,104,8.9
2000,남자,02. C15,식도,55-59세,248,24.6
2000,남자,02. C15,식도,60-64세,364,43.8
2000,남자,02. C15,식도,65-69세,308,56.6
2000,남자,02. C15,식도,70-74세,230,69.9
2000,남자,02. C15,식도,75-79세,160,77.4
2000,남자,02. C15,식도,80-84세,65,67.7
2000,남자,02. C15,식도,85세이상,15,34.7
2000,남자,02. C15,식도,연령전체,1602,6.7
2000,여자,02. C15,식도,00-04세,1,0.1
2000,여자,02. C15,식도,05-09세,0,
2000,여자,02. C15,식도,10-14세,0,
2000,여자,02. C15,식도,15-19세,0,
2000,여자,02. C15,식도,20-24세,0,
2000,여자,02. C15,식도,25-29세,0,
2000,여자,02. C15,식도,30-34세,0,
2000,여자,02. C15,식도,35-39세,4,0.2
2000,여자,02. C15,식도,40-44세,9,0.5
2000,여자,02. C15,식도,45-49세,6,0.4
2000,여자,02. C15,식도,50-54세,3,0.3
2000,여자,02. C15,식도,55-59세,6,0.6
2000,여자,02. C15,식도,60-64세,20,2.1
2000,여자,02. C15,식도,65-69세,24,3.2
2000,여자,02. C15,식도,70-74세,28,5.0
2000,여자,02. C15,식도,75-79세,33,8.7
2000,여자,02. C15,식도,80-84세,20,9.4
2000,여자,02. C15,식도,85세이상,11,7.7
2000,여자,02. C15,식도,연령전체,165,0.7
2001,남녀전체,02. C15,식도,00-04세,0,
2001,남녀전체,02. C15,식도,05-09세,0,
2001,남녀전체,02. C15,식도,10-14세,0,
2001,남녀전체,02. C15,식도,15-19세,0,
2001,남녀전체,02. C15,식도,20-24세,1,0.0
2001,남녀전체,02. C15,식도,25-29세,3,0.1
2001,남녀전체,02. C15,식도,30-34세,2,0.0
2001,남녀전체,02. C15,식도,35-39세,7,0.2
2001,남녀전체,02. C15,식도,40-44세,31,0.7
2001,남녀전체,02. C15,식도,45-49세,67,2.1
2001,남녀전체,02. C15,식도,50-54세,149,6.2
2001,남녀전체,02. C15,식도,55-59세,288,14.0
2001,남녀전체,02. C15,식도,60-64세,390,21.1
2001,남녀전체,02. C15,식도,65-69세,392,28.2
2001,남녀전체,02. C15,식도,70-74세,289,31.2
2001,남녀전체,02. C15,식도,75-79세,177,29.3
2001,남녀전체,02. C15,식도,80-84세,83,25.5
2001,남녀전체,02. C15,식도,85세이상,39,19.9
2001,남녀전체,02. C15,식도,연령전체,1918,4.0
2001,남자,02. C15,식도,00-04세,0,
2001,남자,02. C15,식도,05-09세,0,
2001,남자,02. C15,식도,10-14세,0,
2001,남자,02. C15,식도,15-19세,0,
2001,남자,02. C15,식도,20-24세,1,0.0
2001,남자,02. C15,식도,25-29세,3,0.1
2001,남자,02. C15,식도,30-34세,2,0.1
2001,남자,02. C15,식도,35-39세,7,0.3
2001,남자,02. C15,식도,40-44세,25,1.1
2001,남자,02. C15,식도,45-49세,65,4.1
2001,남자,02. C15,식도,50-54세,139,11.5
2001,남자,02. C15,식도,55-59세,276,27.6
2001,남자,02. C15,식도,60-64세,363,42.3
2001,남자,02. C15,식도,65-69세,369,62.2
2001,남자,02. C15,식도,70-74세,263,76.2
2001,남자,02. C15,식도,75-79세,141,66.7
2001,남자,02. C15,식도,80-84세,65,63.7
2001,남자,02. C15,식도,85세이상,22,48.0
2001,남자,02. C15,식도,연령전체,1741,7.2
2001,여자,02. C15,식도,00-04세,0,
2001,여자,02. C15,식도,05-09세,0,
2001,여자,02. C15,식도,10-14세,0,
2001,여자,02. C15,식도,15-19세,0,
2001,여자,02. C15,식도,20-24세,0,
2001,여자,02. C15,식도,25-29세,0,
2001,여자,02. C15,식도,30-34세,0,
2001,여자,02. C15,식도,35-39세,0,
2001,여자,02. C15,식도,40-44세,6,0.3
2001,여자,02. C15,식도,45-49세,2,0.1
2001,여자,02. C15,식도,50-54세,10,0.8
2001,여자,02. C15,식도,55-59세,12,1.1
2001,여자,02. C15,식도,60-64세,27,2.7
2001,여자,02. C15,식도,65-69세,23,2.9
2001,여자,02. C15,식도,70-74세,26,4.5
2001,여자,02. C15,식도,75-79세,36,9.1
2001,여자,02. C15,식도,80-84세,18,8.1
2001,여자,02. C15,식도,85세이상,17,11.3
2001,여자,02. C15,식도,연령전체,177,0.7
2002,남녀전체,02. C15,식도,00-04세,0,
2002,남녀전체,02. C15,식도,05-09세,0,
2002,남녀전체,02. C15,식도,10-14세,0,
2002,남녀전체,02. C15,식도,15-19세,0,
2002,남녀전체,02. C15,식도,20-24세,0,
2002,남녀전체,02. C15,식도,25-29세,1,0.0
2002,남녀전체,02. C15,식도,30-34세,1,0.0
2002,남녀전체,02. C15,식도,35-39세,9,0.2
2002,남녀전체,02. C15,식도,40-44세,26,0.6
2002,남녀전체,02. C15,식도,45-49세,73,2.2
2002,남녀전체,02. C15,식도,50-54세,141,5.7
2002,남녀전체,02. C15,식도,55-59세,237,11.7
2002,남녀전체,02. C15,식도,60-64세,412,21.2
2002,남녀전체,02. C15,식도,65-69세,428,29.1
2002,남녀전체,02. C15,식도,70-74세,271,27.8
2002,남녀전체,02. C15,식도,75-79세,212,34.1
2002,남녀전체,02. C15,식도,80-84세,107,30.9
2002,남녀전체,02. C15,식도,85세이상,36,17.3
2002,남녀전체,02. C15,식도,연령전체,1954,4.1
2002,남자,02. C15,식도,00-04세,0,
2002,남자,02. C15,식도,05-09세,0,
2002,남자,02. C15,식도,10-14세,0,
2002,남자,02. C15,식도,15-19세,0,
2002,남자,02. C15,식도,20-24세,0,
2002,남자,02. C15,식도,25-29세,1,0.0
2002,남자,02. C15,식도,30-34세,1,0.0
2002,남자,02. C15,식도,35-39세,7,0.3
2002,남자,02. C15,식도,40-44세,24,1.1
2002,남자,02. C15,식도,45-49세,68,4.0
2002,남자,02. C15,식도,50-54세,131,10.6
2002,남자,02. C15,식도,55-59세,225,22.7
2002,남자,02. C15,식도,60-64세,393,43.2
2002,남자,02. C15,식도,65-69세,401,62.9
2002,남자,02. C15,식도,70-74세,243,66.3
2002,남자,02. C15,식도,75-79세,182,84.2
2002,남자,02. C15,식도,80-84세,91,83.2
2002,남자,02. C15,식도,85세이상,26,52.7
2002,남자,02. C15,식도,연령전체,1793,7.4
2002,여자,02. C15,식도,00-04세,0,
2002,여자,02. C15,식도,05-09세,0,
2002,여자,02. C15,식도,10-14세,0,
2002,여자,02. C15,식도,15-19세,0,
2002,여자,02. C15,식도,20-24세,0,
2002,여자,02. C15,식도,25-29세,0,
2002,여자,02. C15,식도,30-34세,0,
2002,여자,02. C15,식도,35-39세,2,0.1
