발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2018,남자,13. C56,난소,연령전체,0,
2018,여자,13. C56,난소,00-04세,1,0.1
2018,여자,13. C56,난소,05-09세,2,0.2
2018,여자,13. C56,난소,10-14세,16,1.4
2018,여자,13. C56,난소,15-19세,20,1.5
2018,여자,13. C56,난소,20-24세,57,3.5
2018,여자,13. C56,난소,25-29세,54,3.4
2018,여자,13. C56,난소,30-34세,77,4.9
2018,여자,13. C56,난소,35-39세,141,7.1
2018,여자,13. C56,난소,40-44세,242,12.4
2018,여자,13. C56,난소,45-49세,402,18.0
2018,여자,13. C56,난소,50-54세,399,19.4
2018,여자,13. C56,난소,55-59세,411,19.3
2018,여자,13. C56,난소,60-64세,320,18.7
2018,여자,13. C56,난소,65-69세,233,19.1
2018,여자,13. C56,난소,70-74세,210,21.4
2018,여자,13. C56,난소,75-79세,185,20.1
2018,여자,13. C56,난소,80-84세,105,16.6
2018,여자,13. C56,난소,85세이상,95,19.7
2018,여자,13. C56,난소,연령전체,2970,11.6
2019,남녀전체,13. C56,난소,00-04세,1,0.1
2019,남녀전체,13. C56,난소,05-09세,4,0.2
2019,남녀전체,13. C56,난소,10-14세,8,0.3
2019,남녀전체,13. C56,난소,15-19세,36,1.3
2019,남녀전체,13. C56,난소,20-24세,50,1.5
2019,남녀전체,13. C56,난소,25-29세,70,2.0
2019,남녀전체,13. C56,난소,30-34세,58,1.8
2019,남녀전체,13. C56,난소,35-39세,131,3.3
2019,남녀전체,13. C56,난소,40-44세,203,5.3
2019,남녀전체,13. C56,난소,45-49세,359,8.0
2019,남녀전체,13. C56,난소,50-54세,438,10.3
2019,남녀전체,13. C56,난소,55-59세,421,9.9
2019,남녀전체,13. C56,난소,60-64세,343,9.5
2019,남녀전체,13. C56,난소,65-69세,233,9.5
2019,남녀전체,13. C56,난소,70-74세,209,11.0
2019,남녀전체,13. C56,난소,75-79세,171,10.7
2019,남녀전체,13. C56,난소,80-84세,127,12.0
2019,남녀전체,13. C56,난소,85세이상,81,11.4
2019,남녀전체,13. C56,난소,연령전체,2943,5.7
2019,남자,13. C56,난소,00-04세,0,
2019,남자,13. C56,난소,05-09세,0,
2019,남자,13. C56,난소,10-14세,0,
2019,남자,13. C56,난소,15-19세,0,
2019,남자,13. C56,난소,20-24세,0,
2019,남자,13. C56,난소,25-29세,0,
2019,남자,13. C56,난소,30-34세,0,
2019,남자,13. C56,난소,35-39세,0,
2019,남자,13. C56,난소,40-44세,0,
2019,남자,13. C56,난소,45-49세,0,
2019,남자,13. C56,난소,50-54세,0,
2019,남자,13. C56,난소,55-59세,0,
2019,남자,13. C56,난소,60-64세,0,
2019,남자,13. C56,난소,65-69세,0,
2019,남자,13. C56,난소,70-74세,0,
2019,남자,13. C56,난소,75-79세,0,
2019,남자,13. C56,난소,80-84세,0,
2019,남자,13. C56,난소,85세이상,0,
2019,남자,13. C56,난소,연령전체,0,
2019,여자,13. C56,난소,00-04세,1,0.1
2019,여자,13. C56,난소,05-09세,4,0.4
2019,여자,13. C56,난소,10-14세,8,0.7
2019,여자,13. C56,난소,15-19세,36,2.8
2019,여자,13. C56,난소,20-24세,50,3.1
2019,여자,13. C56,난소,25-29세,70,4.3
2019,여자,13. C56,난소,30-34세,58,3.8
2019,여자,13. C56,난소,35-39세,131,6.7
2019,여자,13. C56,난소,40-44세,203,10.7
2019,여자,13. C56,난소,45-49세,359,16.3
2019,여자,13. C56,난소,50-54세,438,20.7
2019,여자,13. C56,난소,55-59세,421,19.8
2019,여자,13. C56,난소,60-64세,343,18.8
2019,여자,13. C56,난소,65-69세,233,18.4
2019,여자,13. C56,난소,70-74세,209,20.5
2019,여자,13. C56,난소,75-79세,171,18.4
2019,여자,13. C56,난소,80-84세,127,19.0
2019,여자,13. C56,난소,85세이상,81,15.5
2019,여자,13. C56,난소,연령전체,2943,11.4
2020,남녀전체,13. C56,난소,00-04세,1,0.1
2020,남녀전체,13. C56,난소,05-09세,8,0.3
2020,남녀전체,13. C56,난소,10-14세,11,0.5
2020,남녀전체,13. C56,난소,15-19세,27,1.1
2020,남녀전체,13. C56,난소,20-24세,40,1.2
2020,남녀전체,13. C56,난소,25-29세,68,1.9
2020,남녀전체,13. C56,난소,30-34세,81,2.6
2020,남녀전체,13. C56,난소,35-39세,113,3.0
2020,남녀전체,13. C56,난소,40-44세,221,5.7
2020,남녀전체,13. C56,난소,45-49세,374,8.5
2020,남녀전체,13. C56,난소,50-54세,408,9.4
2020,남녀전체,13. C56,난소,55-59세,415,9.9
2020,남녀전체,13. C56,난소,60-64세,365,9.6
2020,남녀전체,13. C56,난소,65-69세,227,8.6
2020,남녀전체,13. C56,난소,70-74세,198,9.9
2020,남녀전체,13. C56,난소,75-79세,186,11.6
2020,남녀전체,13. C56,난소,80-84세,140,12.6
2020,남녀전체,13. C56,난소,85세이상,108,13.8
2020,남녀전체,13. C56,난소,연령전체,2991,5.8
2020,남자,13. C56,난소,00-04세,0,
2020,남자,13. C56,난소,05-09세,0,
2020,남자,13. C56,난소,10-14세,0,
2020,남자,13. C56,난소,15-19세,0,
2020,남자,13. C56,난소,20-24세,0,
2020,남자,13. C56,난소,25-29세,0,
2020,남자,13. C56,난소,30-34세,0,
2020,남자,13. C56,난소,35-39세,0,
2020,남자,13. C56,난소,40-44세,0,
2020,남자,13. C56,난소,45-49세,0,
2020,남자,13. C56,난소,50-54세,0,
2020,남자,13. C56,난소,55-59세,0,
2020,남자,13. C56,난소,60-64세,0,
2020,남자,13. C56,난소,65-69세,0,
2020,남자,13. C56,난소,70-74세,0,
2020,남자,13. C56,난소,75-79세,0,
2020,남자,13. C56,난소,80-84세,0,
2020,남자,13. C56,난소,85세이상,0,
2020,남자,13. C56,난소,연령전체,0,
2020,여자,13. C56,난소,00-04세,1,0.1
2020,여자,13. C56,난소,05-09세,8,0.7
2020,여자,13. C56,난소,10-14세,11,1.0
2020,여자,13. C56,난소,15-19세,27,2.2
2020,여자,13. C56,난소,20-24세,40,2.6
2020,여자,13. C56,난소,25-29세,68,4.1
2020,여자,13. C56,난소,30-34세,81,5.4
2020,여자,13. C56,난소,35-39세,113,6.1
2020,여자,13. C56,난소,40-44세,221,11.6
2020,여자,13. C56,난소,45-49세,374,17.3
2020,여자,13. C56,난소,50-54세,408,19.0
2020,여자,13. C56,난소,55-59세,415,19.8
2020,여자,13. C56,난소,60-64세,365,19.0
2020,여자,13. C56,난소,65-69세,227,16.6
2020,여자,13. C56,난소,70-74세,198,18.6
2020,여자,13. C56,난소,75-79세,186,20.2
2020,여자,13. C56,난소,80-84세,140,20.1
2020,여자,13. C56,난소,85세이상,108,18.9
2020,여자,13. C56,난소,연령전체,2991,11.6
2021,남녀전체,13. C56,난소,00-04세,2,0.1
2021,남녀전체,13. C56,난소,05-09세,7,0.3
2021,남녀전체,13. C56,난소,10-14세,11,0.5
2021,남녀전체,13. C56,난소,15-19세,32,1.3
2021,남녀전체,13. C56,난소,20-24세,67,2.1
2021,남녀전체,13. C56,난소,25-29세,64,1.8
2021,남녀전체,13. C56,난소,30-34세,103,3.3
2021,남녀전체,13. C56,난소,35-39세,126,3.5
2021,남녀전체,13. C56,난소,40-44세,228,5.8
2021,남녀전체,13. C56,난소,45-49세,345,8.2
2021,남녀전체,13. C56,난소,50-54세,497,11.2
2021,남녀전체,13. C56,난소,55-59세,426,10.3
2021,남녀전체,13. C56,난소,60-64세,387,9.7
2021,남녀전체,13. C56,난소,65-69세,273,9.5
2021,남녀전체,13. C56,난소,70-74세,205,9.9
2021,남녀전체,13. C56,난소,75-79세,184,11.5
2021,남녀전체,13. C56,난소,80-84세,156,13.4
2021,남녀전체,13. C56,난소,85세이상,108,12.6
2021,남녀전체,13. C56,난소,연령전체,3221,6.3
2021,남자,13. C56,난소,00-04세,0,
2021,남자,13. C56,난소,05-09세,0,
2021,남자,13. C56,난소,10-14세,0,
2021,남자,13. C56,난소,15-19세,0,
2021,남자,13. C56,난소,20-24세,0,
2021,남자,13. C56,난소,25-29세,0,
2021,남자,13. C56,난소,30-34세,0,
2021,남자,13. C56,난소,35-39세,0,
2021,남자,13. C56,난소,40-44세,0,
2021,남자,13. C56,난소,45-49세,0,
2021,남자,13. C56,난소,50-54세,0,
2021,남자,13. C56,난소,55-59세,0,
2021,남자,13. C56,난소,60-64세,0,
2021,남자,13. C56,난소,65-69세,0,
2021,남자,13. C56,난소,70-74세,0,
2021,남자,13. C56,난소,75-79세,0,
2021,남자,13. C56,난소,80-84세,0,
2021,남자,13. C56,난소,85세이상,0,
2021,남자,13. C56,난소,연령전체,0,
2021,여자,13. C56,난소,00-04세,2,0.3
2021,여자,13. C56,난소,05-09세,7,0.6
2021,여자,13. C56,난소,10-14세,11,1.0
2021,여자,13. C56,난소,15-19세,32,2.8
2021,여자,13. C56,난소,20-24세,67,4.4
2021,여자,13. C56,난소,25-29세,64,3.8
2021,여자,13. C56,난소,30-34세,103,6.8
2021,여자,13. C56,난소,35-39세,126,7.2
2021,여자,13. C56,난소,40-44세,228,11.8
2021,여자,13. C56,난소,45-49세,345,16.6
2021,여자,13. C56,난소,50-54세,497,22.6
2021,여자,13. C56,난소,55-59세,426,20.9
2021,여자,13. C56,난소,60-64세,387,19.1
2021,여자,13. C56,난소,65-69세,273,18.3
2021,여자,13. C56,난소,70-74세,205,18.6
2021,여자,13. C56,난소,75-79세,184,20.2
2021,여자,13. C56,난소,80-84세,156,21.6
2021,여자,13. C56,난소,85세이상,108,17.4
2021,여자,13. C56,난소,연령전체,3221,12.5
1999-2021,남녀전체,13. C56,난소,00-04세,41,0.1
1999-2021,남녀전체,13. C56,난소,05-09세,154,0.2
1999-2021,남녀전체,13. C56,난소,10-14세,396,0.6
1999-2021,남녀전체,13. C56,난소,15-19세,825,1.1
1999-2021,남녀전체,13. C56,난소,20-24세,1106,1.4
1999-2021,남녀전체,13. C56,난소,25-29세,1303,1.5
1999-2021,남녀전체,13. C56,난소,30-34세,1725,1.9
1999-2021,남녀전체,13. C56,난소,35-39세,2578,2.7
1999-2021,남녀전체,13. C56,난소,40-44세,4302,4.4
1999-2021,남녀전체,13. C56,난소,45-49세,6344,6.8
1999-2021,남녀전체,13. C56,난소,50-54세,6803,8.3
1999-2021,남녀전체,13. C56,난소,55-59세,5867,8.4
1999-2021,남녀전체,13. C56,난소,60-64세,4836,8.5
1999-2021,남녀전체,13. C56,난소,65-69세,3887,8.8
1999-2021,남녀전체,13. C56,난소,70-74세,3308,9.8
1999-2021,남녀전체,13. C56,난소,75-79세,2590,10.7
1999-2021,남녀전체,13. C56,난소,80-84세,1684,11.7
1999-2021,남녀전체,13. C56,난소,85세이상,1191,12.7
1999-2021,남녀전체,13. C56,난소,연령전체,48940,4.3
1999-2021,남자,13. C56,난소,00-04세,0,
1999-2021,남자,13. C56,난소,05-09세,0,
1999-2021,남자,13. C56,난소,10-14세,0,
1999-2021,남자,13. C56,난소,15-19세,0,
1999-2021,남자,13. C56,난소,20-24세,0,
1999-2021,남자,13. C56,난소,25-29세,0,
1999-2021,남자,13. C56,난소,30-34세,0,
1999-2021,남자,13. C56,난소,35-39세,0,
1999-2021,남자,13. C56,난소,40-44세,0,
1999-2021,남자,13. C56,난소,45-49세,0,
1999-2021,남자,13. C56,난소,50-54세,0,
1999-2021,남자,13. C56,난소,55-59세,0,
1999-2021,남자,13. C56,난소,60-64세,0,
1999-2021,남자,13. C56,난소,65-69세,0,
1999-2021,남자,13. C56,난소,70-74세,0,
1999-2021,남자,13. C56,난소,75-79세,0,
1999-2021,남자,13. C56,난소,80-84세,0,
1999-2021,남자,13. C56,난소,85세이상,0,
1999-2021,남자,13. C56,난소,연령전체,0,
1999-2021,여자,13. C56,난소,00-04세,41,0.2
1999-2021,여자,13. C56,난소,05-09세,154,0.5
1999-2021,여자,13. C56,난소,10-14세,396,1.2
1999-2021,여자,13. C56,난소,15-19세,825,2.3
1999-2021,여자,13. C56,난소,20-24세,1106,2.8
1999-2021,여자,13. C56,난소,25-29세,1303,3.1
1999-2021,여자,13. C56,난소,30-34세,1725,3.9
1999-2021,여자,13. C56,난소,35-39세,2578,5.5
1999-2021,여자,13. C56,난소,40-44세,4302,9.0
1999-2021,여자,13. C56,난소,45-49세,6344,13.9
1999-2021,여자,13. C56,난소,50-54세,6803,16.8
1999-2021,여자,13. C56,난소,55-59세,5867,16.7
1999-2021,여자,13. C56,난소,60-64세,4836,16.5
1999-2021,여자,13. C56,난소,65-69세,3887,16.4
1999-2021,여자,13. C56,난소,70-74세,3308,17.2
1999-2021,여자,13. C56,난소,75-79세,2590,17.5
1999-2021,여자,13. C56,난소,80-84세,1684,17.6
1999-2021,여자,13. C56,난소,85세이상,1191,17.1
1999-2021,여자,13. C56,난소,연령전체,48940,8.6
1999,남녀전체,14. C61,전립선,00-04세,1,0.0
1999,남녀전체,14. C61,전립선,05-09세,0,
1999,남녀전체,14. C61,전립선,10-14세,0,
1999,남녀전체,14. C61,전립선,15-19세,1,0.0
1999,남녀전체,14. C61,전립선,20-24세,0,
1999,남녀전체,14. C61,전립선,25-29세,0,
1999,남녀전체,14. C61,전립선,30-34세,1,0.0
1999,남녀전체,14. C61,전립선,35-39세,1,0.0
1999,남녀전체,14. C61,전립선,40-44세,3,0.1
1999,남녀전체,14. C61,전립선,45-49세,17,0.6
1999,남녀전체,14. C61,전립선,50-54세,38,1.7
1999,남녀전체,14. C61,전립선,55-59세,88,4.2
1999,남녀전체,14. C61,전립선,60-64세,194,11.1
1999,남녀전체,14. C61,전립선,65-69세,253,20.7
1999,남녀전체,14. C61,전립선,70-74세,315,37.6
1999,남녀전체,14. C61,전립선,75-79세,284,50.0
1999,남녀전체,14. C61,전립선,80-84세,181,61.0
1999,남녀전체,14. C61,전립선,85세이상,77,42.6
1999,남녀전체,14. C61,전립선,연령전체,1454,3.1
1999,남자,14. C61,전립선,00-04세,1,0.1
1999,남자,14. C61,전립선,05-09세,0,
1999,남자,14. C61,전립선,10-14세,0,
1999,남자,14. C61,전립선,15-19세,1,0.0
1999,남자,14. C61,전립선,20-24세,0,
1999,남자,14. C61,전립선,25-29세,0,
1999,남자,14. C61,전립선,30-34세,1,0.0
1999,남자,14. C61,전립선,35-39세,1,0.0
1999,남자,14. C61,전립선,40-44세,3,0.2
1999,남자,14. C61,전립선,45-49세,17,1.2
1999,남자,14. C61,전립선,50-54세,38,3.4
1999,남자,14. C61,전립선,55-59세,88,8.6
1999,남자,14. C61,전립선,60-64세,194,24.2
1999,남자,14. C61,전립선,65-69세,253,50.4
1999,남자,14. C61,전립선,70-74세,315,100.5
1999,남자,14. C61,전립선,75-79세,284,141.3
1999,남자,14. C61,전립선,80-84세,181,200.4
1999,남자,14. C61,전립선,85세이상,77,185.6
1999,남자,14. C61,전립선,연령전체,1454,6.1
1999,여자,14. C61,전립선,00-04세,0,
1999,여자,14. C61,전립선,05-09세,0,
1999,여자,14. C61,전립선,10-14세,0,
1999,여자,14. C61,전립선,15-19세,0,
1999,여자,14. C61,전립선,20-24세,0,
1999,여자,14. C61,전립선,25-29세,0,
1999,여자,14. C61,전립선,30-34세,0,
1999,여자,14. C61,전립선,35-39세,0,
1999,여자,14. C61,전립선,40-44세,0,
1999,여자,14. C61,전립선,45-49세,0,
1999,여자,14. C61,전립선,50-54세,0,
1999,여자,14. C61,전립선,55-59세,0,
1999,여자,14. C61,전립선,60-64세,0,
1999,여자,14. C61,전립선,65-69세,0,
1999,여자,14. C61,전립선,70-74세,0,
1999,여자,14. C61,전립선,75-79세,0,
1999,여자,14. C61,전립선,80-84세,0,
1999,여자,14. C61,전립선,85세이상,0,
1999,여자,14. C61,전립선,연령전체,0,
2000,남녀전체,14. C61,전립선,00-04세,0,
2000,남녀전체,14. C61,전립선,05-09세,0,
2000,남녀전체,14. C61,전립선,10-14세,0,
2000,남녀전체,14. C61,전립선,15-19세,0,
2000,남녀전체,14. C61,전립선,20-24세,0,
2000,남녀전체,14. C61,전립선,25-29세,0,
2000,남녀전체,14. C61,전립선,30-34세,2,0.0
2000,남녀전체,14. C61,전립선,35-39세,0,
2000,남녀전체,14. C61,전립선,40-44세,5,0.1
2000,남녀전체,14. C61,전립선,45-49세,18,0.6
2000,남녀전체,14. C61,전립선,50-54세,39,1.7
2000,남녀전체,14. C61,전립선,55-59세,89,4.3
2000,남녀전체,14. C61,전립선,60-64세,174,9.7
2000,남녀전체,14. C61,전립선,65-69세,275,21.1
2000,남녀전체,14. C61,전립선,70-74세,268,30.3
2000,남녀전체,14. C61,전립선,75-79세,274,46.7
2000,남녀전체,14. C61,전립선,80-84세,161,52.0
2000,남녀전체,14. C61,전립선,85세이상,65,34.8
2000,남녀전체,14. C61,전립선,연령전체,1370,2.9
2000,남자,14. C61,전립선,00-04세,0,
2000,남자,14. C61,전립선,05-09세,0,
2000,남자,14. C61,전립선,10-14세,0,
2000,남자,14. C61,전립선,15-19세,0,
2000,남자,14. C61,전립선,20-24세,0,
2000,남자,14. C61,전립선,25-29세,0,
2000,남자,14. C61,전립선,30-34세,2,0.1
2000,남자,14. C61,전립선,35-39세,0,
2000,남자,14. C61,전립선,40-44세,5,0.2
2000,남자,14. C61,전립선,45-49세,18,1.2
2000,남자,14. C61,전립선,50-54세,39,3.3
2000,남자,14. C61,전립선,55-59세,89,8.8
2000,남자,14. C61,전립선,60-64세,174,20.9
2000,남자,14. C61,전립선,65-69세,275,50.5
2000,남자,14. C61,전립선,70-74세,268,81.5
2000,남자,14. C61,전립선,75-79세,274,132.5
2000,남자,14. C61,전립선,80-84세,161,167.7
2000,남자,14. C61,전립선,85세이상,65,150.3
2000,남자,14. C61,전립선,연령전체,1370,5.7
2000,여자,14. C61,전립선,00-04세,0,
2000,여자,14. C61,전립선,05-09세,0,
2000,여자,14. C61,전립선,10-14세,0,
2000,여자,14. C61,전립선,15-19세,0,
2000,여자,14. C61,전립선,20-24세,0,
2000,여자,14. C61,전립선,25-29세,0,
2000,여자,14. C61,전립선,30-34세,0,
2000,여자,14. C61,전립선,35-39세,0,
2000,여자,14. C61,전립선,40-44세,0,
2000,여자,14. C61,전립선,45-49세,0,
2000,여자,14. C61,전립선,50-54세,0,
2000,여자,14. C61,전립선,55-59세,0,
2000,여자,14. C61,전립선,60-64세,0,
2000,여자,14. C61,전립선,65-69세,0,
2000,여자,14. C61,전립선,70-74세,0,
2000,여자,14. C61,전립선,75-79세,0,
2000,여자,14. C61,전립선,80-84세,0,
2000,여자,14. C61,전립선,85세이상,0,
2000,여자,14. C61,전립선,연령전체,0,
2001,남녀전체,14. C61,전립선,00-04세,0,
2001,남녀전체,14. C61,전립선,05-09세,0,
2001,남녀전체,14. C61,전립선,10-14세,1,0.0
2001,남녀전체,14. C61,전립선,15-19세,0,
2001,남녀전체,14. C61,전립선,20-24세,0,
2001,남녀전체,14. C61,전립선,25-29세,0,
2001,남녀전체,14. C61,전립선,30-34세,4,0.1
2001,남녀전체,14. C61,전립선,35-39세,1,0.0
2001,남녀전체,14. C61,전립선,40-44세,3,0.1
2001,남녀전체,14. C61,전립선,45-49세,14,0.4
2001,남녀전체,14. C61,전립선,50-54세,37,1.5
2001,남녀전체,14. C61,전립선,55-59세,127,6.2
2001,남녀전체,14. C61,전립선,60-64세,269,14.6
2001,남녀전체,14. C61,전립선,65-69세,354,25.4
2001,남녀전체,14. C61,전립선,70-74세,413,44.5
2001,남녀전체,14. C61,전립선,75-79세,363,60.0
2001,남녀전체,14. C61,전립선,80-84세,192,59.1
2001,남녀전체,14. C61,전립선,85세이상,93,47.4
2001,남녀전체,14. C61,전립선,연령전체,1871,3.9
2001,남자,14. C61,전립선,00-04세,0,
2001,남자,14. C61,전립선,05-09세,0,
2001,남자,14. C61,전립선,10-14세,1,0.1
2001,남자,14. C61,전립선,15-19세,0,
2001,남자,14. C61,전립선,20-24세,0,
2001,남자,14. C61,전립선,25-29세,0,
2001,남자,14. C61,전립선,30-34세,4,0.2
2001,남자,14. C61,전립선,35-39세,1,0.0
2001,남자,14. C61,전립선,40-44세,3,0.1
2001,남자,14. C61,전립선,45-49세,14,0.9
2001,남자,14. C61,전립선,50-54세,37,3.1
2001,남자,14. C61,전립선,55-59세,127,12.7
2001,남자,14. C61,전립선,60-64세,269,31.3
2001,남자,14. C61,전립선,65-69세,354,59.7
2001,남자,14. C61,전립선,70-74세,413,119.6
2001,남자,14. C61,전립선,75-79세,363,171.8
2001,남자,14. C61,전립선,80-84세,192,188.3
2001,남자,14. C61,전립선,85세이상,93,202.8
2001,남자,14. C61,전립선,연령전체,1871,7.8
2001,여자,14. C61,전립선,00-04세,0,
2001,여자,14. C61,전립선,05-09세,0,
2001,여자,14. C61,전립선,10-14세,0,
2001,여자,14. C61,전립선,15-19세,0,
2001,여자,14. C61,전립선,20-24세,0,
2001,여자,14. C61,전립선,25-29세,0,
2001,여자,14. C61,전립선,30-34세,0,
2001,여자,14. C61,전립선,35-39세,0,
2001,여자,14. C61,전립선,40-44세,0,
2001,여자,14. C61,전립선,45-49세,0,
2001,여자,14. C61,전립선,50-54세,0,
2001,여자,14. C61,전립선,55-59세,0,
2001,여자,14. C61,전립선,60-64세,0,
2001,여자,14. C61,전립선,65-69세,0,
2001,여자,14. C61,전립선,70-74세,0,
2001,여자,14. C61,전립선,75-79세,0,
2001,여자,14. C61,전립선,80-84세,0,
2001,여자,14. C61,전립선,85세이상,0,
2001,여자,14. C61,전립선,연령전체,0,
2002,남녀전체,14. C61,전립선,00-04세,0,
2002,남녀전체,14. C61,전립선,05-09세,0,
2002,남녀전체,14. C61,전립선,10-14세,0,
2002,남녀전체,14. C61,전립선,15-19세,2,0.1
2002,남녀전체,14. C61,전립선,20-24세,0,
2002,남녀전체,14. C61,전립선,25-29세,0,
2002,남녀전체,14. C61,전립선,30-34세,2,0.0
2002,남녀전체,14. C61,전립선,35-39세,3,0.1
2002,남녀전체,14. C61,전립선,40-44세,8,0.2
2002,남녀전체,14. C61,전립선,45-49세,27,0.8
2002,남녀전체,14. C61,전립선,50-54세,57,2.3
2002,남녀전체,14. C61,전립선,55-59세,130,6.4
2002,남녀전체,14. C61,전립선,60-64세,326,16.8
2002,남녀전체,14. C61,전립선,65-69세,428,29.1
2002,남녀전체,14. C61,전립선,70-74세,411,42.1
2002,남녀전체,14. C61,전립선,75-79세,380,61.1
2002,남녀전체,14. C61,전립선,80-84세,258,74.5
2002,남녀전체,14. C61,전립선,85세이상,110,53.0
2002,남녀전체,14. C61,전립선,연령전체,2142,4.5
2002,남자,14. C61,전립선,00-04세,0,
2002,남자,14. C61,전립선,05-09세,0,
2002,남자,14. C61,전립선,10-14세,0,
2002,남자,14. C61,전립선,15-19세,2,0.1
2002,남자,14. C61,전립선,20-24세,0,
2002,남자,14. C61,전립선,25-29세,0,
2002,남자,14. C61,전립선,30-34세,2,0.1
2002,남자,14. C61,전립선,35-39세,3,0.1
2002,남자,14. C61,전립선,40-44세,8,0.4
2002,남자,14. C61,전립선,45-49세,27,1.6
2002,남자,14. C61,전립선,50-54세,57,4.6
2002,남자,14. C61,전립선,55-59세,130,13.1
2002,남자,14. C61,전립선,60-64세,326,35.8
2002,남자,14. C61,전립선,65-69세,428,67.2
2002,남자,14. C61,전립선,70-74세,411,112.1
2002,남자,14. C61,전립선,75-79세,380,175.8
2002,남자,14. C61,전립선,80-84세,258,235.9
2002,남자,14. C61,전립선,85세이상,110,223.2
2002,남자,14. C61,전립선,연령전체,2142,8.9
2002,여자,14. C61,전립선,00-04세,0,
2002,여자,14. C61,전립선,05-09세,0,
2002,여자,14. C61,전립선,10-14세,0,
2002,여자,14. C61,전립선,15-19세,0,
2002,여자,14. C61,전립선,20-24세,0,
2002,여자,14. C61,전립선,25-29세,0,
2002,여자,14. C61,전립선,30-34세,0,
2002,여자,14. C61,전립선,35-39세,0,
2002,여자,14. C61,전립선,40-44세,0,
2002,여자,14. C61,전립선,45-49세,0,
2002,여자,14. C61,전립선,50-54세,0,
2002,여자,14. C61,전립선,55-59세,0,
2002,여자,14. C61,전립선,60-64세,0,
2002,여자,14. C61,전립선,65-69세,0,
2002,여자,14. C61,전립선,70-74세,0,
2002,여자,14. C61,전립선,75-79세,0,
2002,여자,14. C61,전립선,80-84세,0,
2002,여자,14. C61,전립선,85세이상,0,
2002,여자,14. C61,전립선,연령전체,0,
2003,남녀전체,14. C61,전립선,00-04세,0,
2003,남녀전체,14. C61,전립선,05-09세,0,
2003,남녀전체,14. C61,전립선,10-14세,0,
2003,남녀전체,14. C61,전립선,15-19세,1,0.0
2003,남녀전체,14. C61,전립선,20-24세,1,0.0
2003,남녀전체,14. C61,전립선,25-29세,2,0.0
2003,남녀전체,14. C61,전립선,30-34세,0,
2003,남녀전체,14. C61,전립선,35-39세,2,0.0
2003,남녀전체,14. C61,전립선,40-44세,7,0.2
2003,남녀전체,14. C61,전립선,45-49세,21,0.6
2003,남녀전체,14. C61,전립선,50-54세,48,1.9
2003,남녀전체,14. C61,전립선,55-59세,169,8.2
2003,남녀전체,14. C61,전립선,60-64세,422,20.9
2003,남녀전체,14. C61,전립선,65-69세,521,33.7
2003,남녀전체,14. C61,전립선,70-74세,592,57.7
2003,남녀전체,14. C61,전립선,75-79세,472,73.3
2003,남녀전체,14. C61,전립선,80-84세,290,77.2
2003,남녀전체,14. C61,전립선,85세이상,125,57.4
2003,남녀전체,14. C61,전립선,연령전체,2673,5.5
2003,남자,14. C61,전립선,00-04세,0,
2003,남자,14. C61,전립선,05-09세,0,
2003,남자,14. C61,전립선,10-14세,0,
2003,남자,14. C61,전립선,15-19세,1,0.1
2003,남자,14. C61,전립선,20-24세,1,0.0
2003,남자,14. C61,전립선,25-29세,2,0.1
2003,남자,14. C61,전립선,30-34세,0,
2003,남자,14. C61,전립선,35-39세,2,0.1
2003,남자,14. C61,전립선,40-44세,7,0.3
2003,남자,14. C61,전립선,45-49세,21,1.2
2003,남자,14. C61,전립선,50-54세,48,3.8
2003,남자,14. C61,전립선,55-59세,169,16.7
2003,남자,14. C61,전립선,60-64세,422,44.4
2003,남자,14. C61,전립선,65-69세,521,76.9
2003,남자,14. C61,전립선,70-74세,592,151.0
2003,남자,14. C61,전립선,75-79세,472,211.4
2003,남자,14. C61,전립선,80-84세,290,244.3
2003,남자,14. C61,전립선,85세이상,125,238.1
2003,남자,14. C61,전립선,연령전체,2673,11.0
2003,여자,14. C61,전립선,00-04세,0,
2003,여자,14. C61,전립선,05-09세,0,
2003,여자,14. C61,전립선,10-14세,0,
2003,여자,14. C61,전립선,15-19세,0,
2003,여자,14. C61,전립선,20-24세,0,
2003,여자,14. C61,전립선,25-29세,0,
2003,여자,14. C61,전립선,30-34세,0,
2003,여자,14. C61,전립선,35-39세,0,
2003,여자,14. C61,전립선,40-44세,0,
2003,여자,14. C61,전립선,45-49세,0,
2003,여자,14. C61,전립선,50-54세,0,
2003,여자,14. C61,전립선,55-59세,0,
2003,여자,14. C61,전립선,60-64세,0,
2003,여자,14. C61,전립선,65-69세,0,
2003,여자,14. C61,전립선,70-74세,0,
2003,여자,14. C61,전립선,75-79세,0,
2003,여자,14. C61,전립선,80-84세,0,
2003,여자,14. C61,전립선,85세이상,0,
2003,여자,14. C61,전립선,연령전체,0,
2004,남녀전체,14. C61,전립선,00-04세,0,
2004,남녀전체,14. C61,전립선,05-09세,0,
2004,남녀전체,14. C61,전립선,10-14세,0,
2004,남녀전체,14. C61,전립선,15-19세,1,0.0
2004,남녀전체,14. C61,전립선,20-24세,1,0.0
2004,남녀전체,14. C61,전립선,25-29세,0,
2004,남녀전체,14. C61,전립선,30-34세,0,
2004,남녀전체,14. C61,전립선,35-39세,2,0.0
2004,남녀전체,14. C61,전립선,40-44세,9,0.2
2004,남녀전체,14. C61,전립선,45-49세,16,0.4
