일자,생활폐기물_반입량,삼원환경_반입량,음식협잡물_반입량,청라반입량,재활용잔재물_반입량,삼산_반입량,구월_반입량,쓰레기소각_1호기,쓰레기소각_2호기,음폐수소각_1호기,음폐수소각_2호기,침출수소각_1호기,침출수소각_2호기,일반바닥재_반출량,비산재_반출량,지정바닥재_반출량,고철_반출량,경유_금일입고량,경유_금일사용량,부생연료유_금일입고량,부생연료유_금일사용량,시수사용량,전력_수전량,전력_발전량,전력_매전량,스팀생산량,청라에너지스팀공급유량,청라에너지스팀공급열량,응축수회수유량,응축수회수열량,청라에너지판매열량,로온도_1호기,증기식_공기_예열기온도_1호기,보일러온도_1호기,집진시설온도_1호기,굴뚝온도_1호기,로온도_2호기,증기식_공기_예열기온도_2호기,보일러온도_2호기,집진시설온도_2호기,굴뚝온도_2호기,소각시설1호기_산소,소각시설1호기_일산화탄소,소각시설1호기_질소산화물,소각시설1호기_염화수소,소각시설1호기_먼지,소각시설1호기_유량,소각시설2호기_산소,소각시설2호기_일산화탄소,소각시설2호기_질소산화물,소각시설2호기_염화수소,소각시설2호기_먼지,소각시설2호기_유량,폐수처리관리_산성농도,폐수처리관리_일산화탄소D,폐수처리관리_방류량,폐수처리관리_재이용량
2022-09-15,261.05,0,0,5.33,0,0,0,180.59,180.52,0,0,0,0,71.18,0.0,0,0.0,0,0,0,0,380,828,30517.5,412.92,1437.38,0.0,0.0,0.0,0.0,0.0,977.64,91.46,252.74,150.87,178.85,1005.56,64.54,243.75,142.85,177.56,10.23,2.18,0.0,0.52,1.0,50950.0,11.75,3.81,0.0,0.47,1.39,43342.0,8.0,0,0,24.9
2022-09-16,297.07,0,0,5.87,0,0,0,187.96,183.7,0,0,0,0,70.71,0.0,0,0.0,0,0,0,0,301,1296,30603.75,358.56,1424.64,0.0,0.0,0.0,0.0,0.0,993.35,92.13,250.6,144.07,178.34,976.02,49.11,248.2,147.26,177.92,10.23,2.33,0.0,0.28,1.28,50498.0,12.11,4.67,0.0,0.53,1.57,42762.0,7.61,0,0,31.4
2022-09-17,530.25,0,0,4.74,0,0,0,176.34,176.25,0,0,0,0,51.77,0.0,0,0.0,0,0,0,0,520,828,30858.75,527.04,1453.66,0.0,0.0,0.0,0.0,0.0,994.5,92.49,249.55,144.33,177.9,968.88,48.83,249.26,147.23,178.15,10.13,1.96,0.0,0.51,1.29,50506.0,12.06,5.84,0.0,0.82,1.62,42672.0,7.61,0,0,103.2
2022-09-18,0.0,0,0,0.0,0,0,0,183.6,181.36,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,213,252,29741.25,1782.36,1458.12,0.0,0.0,0.0,0.0,0.0,1009.63,92.76,248.83,145.4,178.17,952.32,48.61,242.82,141.26,177.18,10.02,4.24,0.01,0.45,1.04,51590.0,11.94,7.67,0.0,0.43,1.47,43336.0,7.62,0,0,45.6
2022-09-19,556.29,0,0,5.6,0,0,0,171.51,180.98,0,0,0,0,98.98,0.0,0,0.0,0,0,0,0,658,1116,30243.75,680.76,1466.67,0.0,0.0,0.0,0.0,0.0,1012.3,90.87,248.83,144.5,177.93,971.05,48.04,247.87,137.29,175.99,10.28,3.35,0.01,0.35,1.28,51462.0,12.11,7.45,0.0,0.16,1.6,42828.0,7.56,0,0,75.4
2022-09-20,328.96,0,0,6.16,0,0,0,175.93,172.88,0,0,0,0,75.04,0.0,0,0.0,0,0,0,0,165,288,32257.5,2416.32,1457.77,0.0,0.0,0.0,0.0,0.0,1010.77,90.12,252.33,146.05,177.52,993.14,47.59,253.9,143.1,176.56,10.48,1.6,0.0,0.32,0.54,49974.0,12.19,5.59,0.0,0.27,1.55,41226.0,7.67,0,0,35.7
2022-09-21,286.54,0,0,4.95,0,0,0,173.67,170.85,0,0,0,0,73.47,0.0,0,6.59,0,10,0,0,526,432,31020.0,1516.68,1453.69,0.0,0.0,0.0,0.0,0.0,960.15,88.8,252.85,144.24,177.04,999.89,46.99,252.65,142.88,176.45,10.34,1.85,0.0,0.34,0.82,50578.0,12.3,5.07,0.0,0.39,1.31,40118.0,7.75,0,0,65.0
2022-09-22,336.32,0,0,5.45,0,0,0,181.7,184.01,0,0,0,0,71.1,0.0,0,0.0,0,0,0,0,240,504,30112.5,1054.8,1458.46,0.0,0.0,0.0,0.0,0.0,977.81,89.01,253.28,142.52,177.07,1011.75,45.37,247.61,140.35,176.51,10.28,3.43,0.0,0.39,1.34,50124.0,12.33,6.06,0.0,0.33,1.39,40528.0,7.75,0,0,25.0
2022-09-23,436.6,0,0,5.91,0,0,0,180.97,181.46,0,0,0,0,48.05,0.0,0,0.0,0,0,0,0,530,1044,29868.75,504.72,1464.24,0.0,0.0,0.0,0.0,0.0,964.9,87.9,253.98,145.68,177.37,1012.43,43.4,249.4,143.06,176.57,10.31,3.65,0.0,0.41,1.48,49982.0,12.53,5.45,0.06,0.74,1.46,40468.0,7.75,0,0,68.7
2022-09-24,471.18,0,0,5.04,0,0,0,150.33,158.24,0,0,0,0,24.6,0.0,0,0.0,0,0,0,0,345,864,29385.0,1092.6,1390.96,0.0,0.0,0.0,0.0,0.0,955.56,86.69,248.39,142.33,176.97,1005.09,42.72,249.61,140.45,176.28,10.73,5.93,0.66,0.61,1.52,46360.0,12.86,6.39,0.1,1.08,1.45,38408.0,8.07,0,0,46.9
2022-09-25,0.0,0,0,0.0,0,0,0,181.95,172.36,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,136,144,30150.0,2099.16,1434.09,0.0,0.0,0.0,0.0,0.0,963.93,87.61,249.98,142.19,177.19,996.09,43.77,250.01,140.08,176.55,10.14,1.18,0.0,0.52,1.57,50780.0,13.11,5.96,0.0,0.24,1.49,37218.0,8.23,0,0,27.6
2022-09-26,532.28,0,0,5.35,0,0,0,178.87,173.92,0,0,0,0,102.23,0.0,0,0.0,0,0,0,0,620,0,30750.0,1578.6,1436.76,0.0,0.0,0.0,0.0,0.0,964.44,87.83,252.92,144.55,177.4,1005.37,44.59,253.7,139.13,175.98,10.14,2.05,0.01,0.4,1.38,50406.0,12.86,5.21,0.0,0.38,1.46,37994.0,8.21,0,0,45.6
2022-09-27,433.36,0,0,6.11,0,0,0,168.79,173.64,0,0,0,0,50.63,0.0,0,0.0,0,0,0,0,203,1440,29767.5,748.44,1430.94,0.0,0.0,0.0,0.0,0.0,961.71,51.91,252.23,146.81,178.03,1004.52,44.81,254.79,137.19,175.83,10.57,3.6,0.01,0.76,1.43,48772.0,12.81,5.26,0.0,0.13,1.49,38188.0,8.11,0,0,102.7
2022-09-28,322.01,0,0,5.11,0,0,0,175.12,169.08,0,0,0,0,73.65,0.0,0,0.0,0,10,0,0,579,1944,29193.75,156.6,1439.1,0.0,0.0,0.0,0.0,0.0,1000.66,32.91,253.3,148.14,178.11,992.89,45.38,252.42,143.29,176.52,10.42,3.0,0.0,1.13,1.24,49644.0,12.86,5.43,0.0,0.44,1.62,38046.0,8.22,0,0,40.5
2022-09-29,448.53,0,0,5.3,0,0,0,182.05,183.36,0,0,0,0,94.98,0.0,0,0.0,0,0,0,0,240,1188,30093.75,578.88,1457.25,0.0,0.0,0.0,0.0,0.0,966.96,32.94,252.81,147.22,177.76,955.16,46.2,252.89,138.21,175.33,10.37,1.78,0.04,0.88,1.12,49624.0,12.78,3.97,0.0,0.13,1.57,38548.0,8.32,0,0,27.3
2022-09-30,436.17,0,0,5.25,0,0,0,170.99,171.81,0,0,0,0,68.06,0.0,0,0.0,0,0,0,0,610,360,31586.25,1647.36,1438.75,0.0,0.0,0.0,0.0,0.0,943.12,32.7,252.07,144.88,177.7,1022.45,46.27,249.94,137.41,175.67,10.48,2.1,0.0,0.53,1.16,49442.0,13.02,4.23,0.0,0.14,1.48,37070.0,8.32,0,0,79.7
2022-10-01,494.87,0,0,5.06,0,0,0,173.75,175.69,0,0,0,0,24.82,0.0,0,0.0,0,0,0,0,173,216,31522.5,1783.44,1404.57,0.0,0.0,0.0,0.0,0.0,939.29,32.23,254.1,148.74,178.03,996.32,46.23,253.47,144.22,177.47,10.63,3.05,0.0,0.39,0.88,49062.0,13.01,4.73,0.0,0.15,1.39,35830.0,8.32,0,0,22.0
2022-10-02,0.0,0,0,0.0,0,0,0,181.82,176.43,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,539,1188,31316.25,2853.36,1442.15,0.0,0.0,0.0,0.0,0.0,945.38,31.91,252.15,147.55,177.62,1001.42,45.38,253.36,142.58,176.78,10.51,2.61,0.02,0.47,0.99,50278.0,13.14,5.03,0.0,0.08,1.46,36120.0,8.16,0,0,73.0
2022-10-03,544.62,0,0,2.42,0,0,0,174.83,172.09,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,178,1296,29857.5,762.12,1444.37,0.0,0.0,0.0,0.0,0.0,940.87,32.55,253.72,147.21,177.18,1001.79,44.53,249.94,145.03,176.59,10.36,2.72,0.0,0.45,1.32,50324.0,13.3,5.29,0.0,0.15,1.84,36598.0,8.26,0,0,36.1
2022-10-04,523.41,0,0,4.79,0,0,0,182.35,179.31,0,0,0,0,103.06,0.0,0,0.0,0,0,0,0,605,504,31863.75,1419.48,1462.88,0.0,0.0,0.0,0.0,0.0,962.47,31.78,252.48,146.41,177.28,1010.56,43.74,253.46,145.27,177.0,10.25,2.12,0.0,0.29,1.29,51590.0,13.29,4.75,0.0,0.22,1.54,36934.0,8.19,0,0,47.9
2022-10-05,287.01,0,0,4.44,0,0,0,191.66,188.83,0,0,0,0,70.43,0.0,0,0.0,0,0,0,0,499,108,33086.25,2363.04,1431.27,0.0,0.0,0.0,0.0,0.0,943.17,30.28,252.45,150.09,176.63,963.72,42.06,255.27,146.58,175.94,10.35,3.73,0.0,0.3,0.9,52896.0,13.56,5.23,0.0,0.09,1.48,35848.0,8.38,0,0,24.1
2022-10-06,298.85,0,0,4.44,0,0,0,211.68,208.87,0,0,0,0,73.84,0.0,0,0.0,0,0,0,0,225,972,32628.75,1139.04,1523.05,0.0,0.0,0.0,0.0,0.0,943.76,29.42,250.5,151.32,175.88,961.23,40.19,255.29,143.0,173.68,10.56,4.01,0.02,0.27,0.92,53320.0,13.67,5.83,0.0,0.02,1.6,36862.0,8.27,0,0,49.2
2022-10-07,301.93,0,0,3.72,0,0,0,195.43,189.47,0,0,0,0,69.05,0.0,0,0.0,0,0,0,0,217,252,33427.5,2279.16,1525.0,0.0,0.0,0.0,0.0,0.0,988.88,28.64,249.99,149.38,175.52,956.7,40.41,252.27,138.34,173.04,10.48,1.49,0.0,0.34,0.63,52244.0,11.96,4.29,0.0,0.02,1.46,43290.0,8.19,0,0,62.0
2022-10-08,445.5,0,0,3.3,0,0,0,189.33,181.12,0,0,0,0,0.0,0.0,0,0.0,0,0,0,478,570,36,33532.5,3426.12,1458.29,0.0,0.0,0.0,0.0,0.0,967.2,28.15,252.33,150.25,175.69,938.83,40.26,253.41,136.74,172.58,10.53,2.24,0.0,0.59,0.53,51822.0,10.35,4.14,0.0,0.0,1.09,48802.0,8.19,0,0,86.3
2022-10-09,0.0,0,0,0.0,0,0,0,196.24,196.06,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,137,0,34406.25,5454.36,1474.31,0.0,0.0,0.0,0.0,0.0,980.49,27.49,249.82,149.19,176.63,938.84,39.27,249.52,132.11,172.94,10.55,1.9,0.0,0.32,0.46,52064.0,9.77,3.31,0.0,0.0,1.2,52978.0,8.19,0,0,43.6
2022-10-10,535.75,0,0,1.48,0,0,0,195.72,43.69,0,0,0,0,0.0,0.0,0,0.0,0,0,0,159,654,1116,29028.75,3283.2,925.61,0.0,0.0,0.0,0.0,0.0,976.77,25.68,250.16,145.14,174.13,971.08,38.2,231.79,131.25,166.57,10.4,3.75,0.2,0.49,0.62,52960.0,10.02,9.07,0.0,0.0,1.52,60226.0,8.24,0,0,56.1
2022-10-11,391.13,0,0,4.68,0,0,0,188.29,0.0,0,0,0,0,72.3,0.0,0,0.0,0,0,0,0,163,396,27435.0,3489.48,744.72,0.0,0.0,0.0,0.0,0.0,968.94,25.32,250.95,144.67,172.07,0.0,0.0,0.0,0.0,0.0,10.51,2.21,0.07,0.45,1.14,51562.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0,0,60.5
2022-10-12,276.26,0,0,4.27,0,0,0,195.26,37.49,0,0,0,0,73.69,0.0,0,0.0,0,0,0,2157,250,3636,25248.75,1680.48,866.73,0.0,0.0,0.0,0.0,0.0,960.9,25.54,248.14,151.05,171.98,1017.92,90.48,244.9,131.27,165.28,10.75,4.23,0.3,0.81,1.45,51754.0,10.41,7.97,0.0,0.0,1.38,59892.0,7.9,0,0,41.0
2022-10-13,275.71,0,0,3.83,0,0,0,188.86,183.99,0,0,0,0,72.85,0.0,0,0.0,0,0,0,0,610,72,33438.75,3120.84,1411.94,0.0,0.0,0.0,0.0,0.0,971.91,27.17,239.84,151.03,177.1,980.51,45.53,251.95,132.69,166.46,10.63,3.33,0.0,0.3,0.98,51812.0,10.21,4.6,0.0,0.0,1.26,50886.0,7.04,0,0,50.4
2022-10-14,372.8,0,0,3.55,0,0,0,179.43,165.46,0,0,0,0,49.3,0.0,0,0.0,0,0,27893,0,218,0,33022.5,3575.16,1357.27,0.0,0.0,0.0,0.0,0.0,971.35,28.35,240.69,149.49,177.26,965.36,28.87,257.08,139.75,171.83,10.81,2.38,0.0,0.14,0.93,47904.0,10.51,3.31,0.0,0.15,1.32,47582.0,7.87,0,0,61.8
2022-10-15,450.88,0,0,2.8,0,0,0,151.14,142.8,0,0,0,0,25.7,0.0,0,0.0,0,0,0,0,201,0,32028.75,3880.44,1281.42,0.0,0.0,0.0,0.0,0.0,929.17,28.9,252.18,147.57,177.21,964.68,29.55,256.76,134.2,169.34,11.15,1.98,0.0,0.12,1.59,44918.0,10.45,3.28,0.0,0.15,1.26,45992.0,7.85,0,0,51.1
2022-10-16,0.0,0,0,0.0,0,0,0,175.39,165.66,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,517,0,32332.5,5494.68,1314.09,0.0,0.0,0.0,0.0,0.0,938.42,28.88,250.34,146.7,177.15,951.67,29.03,251.89,133.09,167.3,10.67,2.19,0.0,0.18,1.59,48458.0,10.59,3.81,0.0,0.12,1.22,46036.0,7.85,0,0,33.4
2022-10-17,507.07,0,0,4.85,0,0,0,183.94,176.75,0,0,0,0,52.53,0.0,0,0.0,0,0,0,0,181,0,33750.0,4803.48,1321.59,0.0,0.0,0.0,0.0,0.0,942.27,27.34,250.16,145.97,176.56,975.67,27.65,253.6,136.02,167.29,10.8,1.82,0.0,0.12,1.55,48316.0,10.67,3.61,0.0,0.2,1.38,46514.0,7.85,0,0,54.8
2022-10-18,348.52,0,0,4.19,0,0,0,176.69,169.97,0,0,0,0,73.84,0.0,0,0.0,0,0,0,0,673,0,34661.25,4788.0,1346.81,0.0,0.0,0.0,0.0,0.0,939.17,25.59,249.19,147.42,176.44,958.22,28.55,250.86,143.61,168.21,11.01,3.21,0.0,0.27,1.98,47528.0,10.8,4.05,0.0,0.73,1.62,47840.0,8.01,0,0,30.2
2022-10-19,255.05,0,0,3.46,0,0,0,175.04,173.75,0,0,0,0,49.99,0.0,0,6.14,0,10,0,0,193,1440,30656.25,2614.32,1381.92,0.0,0.0,0.0,0.0,0.0,999.16,25.21,250.08,148.52,176.65,947.36,25.51,251.26,141.7,166.79,10.96,2.73,0.01,0.42,1.45,47896.0,10.59,3.97,0.0,0.92,1.69,49408.0,8.12,0,0,73.9
2022-10-20,374.44,0,0,3.51,0,0,0,171.41,175.32,0,0,0,0,69.44,0.0,0,0.0,0,0,0,0,404,3096,28331.25,578.52,1369.12,0.0,0.0,0.0,0.0,0.0,1007.43,25.73,249.86,148.71,176.28,950.88,26.51,250.97,141.15,167.61,10.88,1.8,0.0,0.34,1.37,47336.0,10.43,3.28,0.0,0.7,1.59,47406.0,7.89,0,0,51.8
2022-10-21,321.12,0,0,4.31,0,0,0,179.25,175.23,0,0,0,0,75.63,0.0,0,0.0,0,0,0,0,376,180,31275.0,1670.4,1377.67,0.0,0.0,0.0,0.0,0.0,991.22,26.14,248.81,148.72,176.17,963.7,26.98,250.61,143.31,168.4,10.8,2.73,0.0,0.47,1.08,47956.0,10.44,3.17,0.0,0.78,1.45,47674.0,7.9,0,0,35.8
2022-10-22,452.68,0,0,3.36,0,0,0,179.68,172.12,0,0,0,0,23.19,0.0,0,0.0,0,0,0,0,115,180,29587.5,1349.28,1331.88,0.0,0.0,0.0,0.0,0.0,960.75,26.71,248.74,149.99,176.86,953.25,27.43,251.76,145.2,169.25,10.96,2.39,0.01,0.57,1.09,47558.0,10.74,3.85,0.0,0.77,1.47,46842.0,7.91,0,0,25.8
2022-10-23,0.0,0,0,0.0,0,0,0,175.58,175.31,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,525,2556,28215.0,2710.44,1384.12,0.0,0.0,0.0,0.0,0.0,939.12,26.62,247.56,147.14,176.23,974.32,27.37,251.85,143.29,168.52,10.83,2.08,0.0,0.37,1.16,48040.0,10.21,3.15,0.02,0.87,1.4,49258.0,7.91,0,0,39.1
2022-10-24,615.06,0,0,3.17,0,0,0,178.33,175.91,0,0,0,0,46.66,0.0,0,0.0,0,0,0,80,186,1296,29216.25,876.96,1405.71,0.0,0.0,0.0,0.0,0.0,968.21,25.61,247.45,151.14,167.21,948.29,26.43,244.9,138.33,176.46,10.3,3.11,0.0,0.58,1.57,48366.0,10.77,2.45,0.0,0.3,1.24,48506.0,7.91,0,0,57.9
2022-10-25,403.26,0,0,4.49,0,0,0,181.84,166.51,0,0,0,0,73.32,0.0,0,0.0,0,0,0,0,200,648,29482.5,609.84,1368.6,0.0,0.0,0.0,0.0,0.0,949.82,24.75,246.23,149.09,175.9,951.09,25.57,245.36,137.14,166.81,10.91,6.09,0.0,0.31,1.6,47872.0,10.47,3.86,0.0,0.44,1.84,46952.0,7.91,0,0,55.1
2022-10-26,323.1,0,0,3.21,0,0,0,181.13,170.73,0,0,0,0,65.66,0.0,0,0.0,0,10,0,0,545,3960,25248.75,138.6,1349.68,0.0,0.0,0.0,0.0,0.0,945.05,25.25,247.56,152.06,176.69,932.48,26.1,247.7,139.2,167.3,11.16,2.5,0.0,0.39,1.39,47060.0,10.63,3.54,0.09,0.64,1.76,47106.0,7.95,0,0,65.8
2022-10-27,375.72,0,0,3.86,0,0,0,176.36,175.44,0,0,0,0,69.19,38.7,0,0.0,0,0,0,0,357,5544,26242.5,600.48,1389.75,0.0,0.0,0.0,0.0,0.0,946.26,25.75,247.55,154.15,177.11,960.33,26.35,246.63,141.44,167.85,11.1,2.12,0.06,0.6,1.32,47314.0,10.52,3.62,0.03,1.23,1.71,49182.0,8.01,0,0,25.6
2022-10-28,412.92,0,0,3.29,0,0,0,186.9,173.79,0,0,0,0,69.17,0.0,0,0.0,0,0,0,0,6,4068,27041.25,343.44,1409.09,0.0,0.0,0.0,0.0,0.0,948.33,25.79,249.0,147.51,176.17,945.44,26.33,249.81,143.26,168.8,10.82,1.95,0.13,0.64,1.23,48400.0,10.35,3.99,0.02,1.56,1.7,49764.0,7.92,0,0,54.8
2022-10-29,438.05,0,0,3.65,0,0,0,182.06,173.01,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,286,3816,26786.25,572.4,1384.19,0.0,0.0,0.0,0.0,0.0,960.73,26.01,248.34,151.59,176.78,926.84,26.52,249.9,145.59,170.73,10.95,3.34,0.44,0.76,1.0,47598.0,10.78,4.59,0.0,1.26,1.61,47896.0,7.98,0,0,47.6
2022-10-30,0.0,0,0,0.0,0,0,0,176.46,171.11,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,422,3348,26662.5,1492.56,1413.13,0.0,0.0,0.0,0.0,0.0,963.03,26.11,247.71,146.95,176.26,943.58,26.8,249.09,144.79,171.08,10.81,2.21,0.5,0.85,0.67,48402.0,10.45,4.18,0.0,1.26,1.49,48882.0,8.04,0,0,55.5
2022-10-31,604.0,0,0,5.52,0,0,0,171.53,169.24,0,0,0,0,22.71,0.0,0,0.0,0,0,0,0,447,4032,26017.5,234.0,1394.96,0.0,0.0,0.0,0.0,0.0,982.19,26.79,250.01,149.47,176.22,950.71,27.33,247.86,144.7,170.96,10.71,1.9,0.19,0.71,0.64,48534.0,10.64,4.52,0.0,1.29,1.45,48476.0,8.04,0,0,53.4
2022-11-01,310.89,0,0,4.94,0,0,0,195.6,0.0,0,0,0,0,43.26,0.0,0,0.0,0,0,0,1683,174,4212,23681.25,221.76,726.99,0.0,0.0,0.0,0.0,0.0,974.09,27.05,249.25,152.81,176.47,0.0,0.0,0.0,0.0,0.0,10.31,4.27,0.67,0.63,0.48,51338.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0,0,49.3
2022-11-02,309.08,0,0,4.0,0,0,0,188.58,0.0,0,0,0,0,42.16,0.0,0,0.0,0,0,0,0,114,576,24772.5,1172.16,710.5,0.0,0.0,0.0,0.0,0.0,997.35,25.3,250.46,150.23,175.0,0.0,0.0,0.0,0.0,0.0,10.7,4.83,0.48,0.7,1.08,50202.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0,0,53.2
2022-11-03,281.55,0,0,4.12,0,0,0,176.81,0.0,0,0,0,0,44.85,0.0,0,0.0,0,0,0,0,179,1188,24723.75,626.04,715.23,0.0,0.0,0.0,0.0,0.0,995.35,24.26,249.39,150.12,174.24,0.0,0.0,0.0,0.0,0.0,10.88,3.64,0.33,0.67,1.67,49622.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0,0,73.0
2022-11-04,327.47,0,0,4.0,0,0,0,188.78,0.0,0,0,0,0,44.49,0.0,0,0.0,0,0,0,0,99,648,26411.25,1591.2,737.93,0.0,0.0,0.0,0.0,0.0,968.33,21.87,248.26,150.26,173.11,0.0,0.0,0.0,0.0,0.0,10.68,3.14,1.5,0.83,1.85,51006.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0,0,28.7
2022-11-05,452.81,0,0,4.06,0,0,0,203.07,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,165,360,26392.5,1932.84,740.04,0.0,0.0,0.0,0.0,0.0,958.68,21.25,245.66,142.89,172.51,0.0,0.0,0.0,0.0,0.0,10.46,5.61,0.56,0.5,1.3,52028.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0,0,76.4
2022-11-06,0.0,0,0,0.0,0,0,0,192.7,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,128,36,25623.75,3670.2,730.0,0.0,0.0,0.0,0.0,0.0,949.28,21.38,247.47,143.8,174.12,0.0,0.0,0.0,0.0,0.0,10.51,3.87,0.22,0.48,1.21,51798.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0,0,17.3
2022-11-07,43.2,0,0,5.27,0,0,0,193.62,0.0,0,0,0,0,22.52,0.0,0,0.0,0,0,0,0,125,1080,24693.75,978.48,745.58,0.0,0.0,0.0,0.0,0.0,952.18,22.6,249.68,146.33,174.32,0.0,0.0,0.0,0.0,0.0,10.44,4.66,0.79,0.72,1.33,52308.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,54.7
2022-11-08,45.52,0,0,6.08,0,0,0,193.54,0.0,0,0,0,0,21.51,0.0,0,0.0,0,0,0,0,120,10440,10301.0,316.08,741.62,336.85,216.6,282.0,13.0,203.6,922.27,23.99,250.75,148.33,175.13,0.0,0.0,0.0,0.0,0.0,10.34,6.09,0.15,0.52,1.77,52766.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,29.2
2022-11-09,69.49,0,0,3.87,0,0,0,192.0,0.0,0,0,0,0,22.78,0.0,0,0.0,0,0,0,408,118,22428,0.0,0.0,763.88,566.07,364.4,483.0,23.8,340.6,930.94,23.75,247.15,145.48,172.69,0.0,0.0,0.0,0.0,0.0,10.52,11.52,0.3,0.52,1.91,52636.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,17.7
2022-11-10,36.31,0,0,0.0,0,0,0,195.02,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,67,23148,0.0,0.0,731.25,601.06,387.4,514.0,25.6,361.8,972.9,23.88,247.02,143.97,174.09,0.0,0.0,0.0,0.0,0.0,10.25,8.45,0.04,0.5,1.74,52786.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,35.8
2022-11-11,37.56,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,10,0,455,50,13716,0.0,0.0,0.0,51.32,33.0,48.0,2.3,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,5.5
2022-11-12,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,1200,31,11736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0,0,5.4
2022-11-13,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,636,8,13183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0,0,3.1
2022-11-14,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,565,202,12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0,0,4.8
2022-11-15,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,544,79,10944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0,0,31.7
2022-11-16,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,576,103,11088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0,0,31.6
2022-11-17,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,630,35,9900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0,0,0.0
2022-11-18,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,139,6,1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0,0,3.1
