날짜,시도지역코드,발생건수(건)
2023-10-14,44.0,21287.0
2023-10-14,45.0,13282.0
2023-10-14,46.0,12310.0
2023-10-14,47.0,16905.0
2023-10-14,48.0,24324.0
2023-10-14,49.0,4538.0
2023-10-14,99.0,412442.0
2023-10-15,11.0,13671.0
2023-10-15,26.0,4675.0
2023-10-15,27.0,2768.0
2023-10-15,28.0,6011.0
2023-10-15,29.0,2430.0
2023-10-15,30.0,4708.0
2023-10-15,31.0,1648.0
2023-10-15,41.0,33392.0
2023-10-15,42.0,1.0
2023-10-15,43.0,3573.0
2023-10-15,44.0,5433.0
2023-10-15,45.0,2657.0
2023-10-15,46.0,3346.0
2023-10-15,47.0,3002.0
2023-10-15,48.0,4641.0
2023-10-15,49.0,1486.0
2023-10-15,99.0,95287.0
2023-10-16,11.0,126069.0
2023-10-16,26.0,42585.0
2023-10-16,27.0,31774.0
2023-10-16,28.0,41756.0
2023-10-16,29.0,19627.0
2023-10-16,30.0,21628.0
2023-10-16,31.0,14914.0
2023-10-16,41.0,203832.0
2023-10-16,42.0,1.0
2023-10-16,43.0,21305.0
2023-10-16,44.0,35176.0
2023-10-16,45.0,24059.0
2023-10-16,46.0,20687.0
2023-10-16,47.0,31023.0
2023-10-16,48.0,42642.0
2023-10-16,49.0,7951.0
2023-10-16,99.0,703285.0
2023-10-17,11.0,92906.0
2023-10-17,26.0,31015.0
2023-10-17,27.0,23280.0
2023-10-17,28.0,31105.0
2023-10-17,29.0,14236.0
2023-10-17,30.0,16076.0
2023-10-17,31.0,10795.0
2023-10-17,41.0,151496.0
2023-10-17,42.0,1.0
2023-10-17,43.0,16000.0
2023-10-17,44.0,26384.0
2023-10-17,45.0,17491.0
2023-10-17,46.0,15472.0
2023-10-17,47.0,22780.0
2023-10-17,48.0,30757.0
2023-10-17,49.0,5966.0
2023-10-17,99.0,519116.0
2023-10-18,11.0,85753.0
2023-10-18,26.0,27897.0
2023-10-18,27.0,21170.0
2023-10-18,28.0,29526.0
2023-10-18,29.0,12925.0
2023-10-18,30.0,14830.0
2023-10-18,31.0,9873.0
2023-10-18,41.0,139496.0
2023-10-18,42.0,0.0
2023-10-18,43.0,13961.0
2023-10-18,44.0,23238.0
2023-10-18,45.0,15311.0
2023-10-18,46.0,13974.0
2023-10-18,47.0,20445.0
2023-10-18,48.0,26994.0
2023-10-18,49.0,4956.0
2023-10-18,99.0,472114.0
2023-10-19,11.0,93611.0
2023-10-19,26.0,31450.0
2023-10-19,27.0,24508.0
2023-10-19,28.0,32073.0
2023-10-19,29.0,15271.0
2023-10-19,30.0,16342.0
2023-10-19,31.0,11030.0
2023-10-19,41.0,155893.0
2023-10-19,42.0,0.0
2023-10-19,43.0,16213.0
2023-10-19,44.0,26891.0
2023-10-19,45.0,17665.0
2023-10-19,46.0,15790.0
2023-10-19,47.0,23625.0
2023-10-19,48.0,31087.0
2023-10-19,49.0,5643.0
2023-10-19,99.0,530994.0
2023-10-20,11.0,108980.0
2023-10-20,26.0,36058.0
2023-10-20,27.0,28159.0
2023-10-20,28.0,36743.0
2023-10-20,29.0,17032.0
2023-10-20,30.0,18430.0
2023-10-20,31.0,13044.0
2023-10-20,41.0,181204.0
2023-10-20,42.0,3.0
2023-10-20,43.0,19122.0
2023-10-20,44.0,30827.0
2023-10-20,45.0,20773.0
2023-10-20,46.0,17628.0
2023-10-20,47.0,27164.0
2023-10-20,48.0,36587.0
2023-10-20,49.0,6327.0
2023-10-20,99.0,613723.0
2023-10-21,11.0,86805.0
2023-10-21,26.0,28261.0
2023-10-21,27.0,22127.0
2023-10-21,28.0,29597.0
2023-10-21,29.0,14274.0
2023-10-21,30.0,15297.0
2023-10-21,31.0,10067.0
2023-10-21,41.0,143260.0
2023-10-21,42.0,1.0
2023-10-21,43.0,14882.0
2023-10-21,44.0,24613.0
2023-10-21,45.0,15069.0
2023-10-21,46.0,13968.0
2023-10-21,47.0,20150.0
2023-10-21,48.0,28566.0
2023-10-21,49.0,5137.0
2023-10-21,99.0,483043.0
2023-10-22,11.0,15435.0
2023-10-22,26.0,4768.0
2023-10-22,27.0,3271.0
2023-10-22,28.0,6376.0
2023-10-22,29.0,2785.0
2023-10-22,30.0,5534.0
2023-10-22,31.0,1837.0
2023-10-22,41.0,38629.0
2023-10-22,43.0,4257.0
2023-10-22,44.0,5971.0
2023-10-22,45.0,3018.0
2023-10-22,46.0,3917.0
2023-10-22,47.0,3576.0
2023-10-22,48.0,4495.0
2023-10-22,49.0,1655.0
2023-10-22,99.0,107379.0
2023-10-23,11.0,154603.0
2023-10-23,26.0,50667.0
2023-10-23,27.0,38760.0
2023-10-23,28.0,52198.0
2023-10-23,29.0,23795.0
2023-10-23,30.0,25677.0
2023-10-23,31.0,18351.0
2023-10-23,41.0,258017.0
2023-10-23,42.0,0.0
2023-10-23,43.0,25726.0
2023-10-23,44.0,43398.0
2023-10-23,45.0,28997.0
2023-10-23,46.0,24118.0
2023-10-23,47.0,37296.0
2023-10-23,48.0,52240.0
2023-10-23,49.0,9041.0
2023-10-23,99.0,865050.0
2023-10-24,11.0,109639.0
2023-10-24,26.0,36203.0
2023-10-24,27.0,28109.0
2023-10-24,28.0,37104.0
2023-10-24,29.0,17357.0
2023-10-24,30.0,18915.0
2023-10-24,31.0,13288.0
2023-10-24,41.0,185901.0
2023-10-24,42.0,3.0
2023-10-24,43.0,19228.0
2023-10-24,44.0,31546.0
2023-10-24,45.0,20535.0
2023-10-24,46.0,17832.0
2023-10-24,47.0,27613.0
2023-10-24,48.0,36871.0
2023-10-24,49.0,6915.0
2023-10-24,99.0,623253.0
2023-10-25,11.0,96088.0
2023-10-25,26.0,31768.0
2023-10-25,27.0,24611.0
2023-10-25,28.0,32681.0
2023-10-25,29.0,15023.0
2023-10-25,30.0,17263.0
2023-10-25,31.0,11974.0
2023-10-25,41.0,161336.0
2023-10-25,42.0,0.0
2023-10-25,43.0,15943.0
2023-10-25,44.0,27580.0
2023-10-25,45.0,17815.0
2023-10-25,46.0,15941.0
2023-10-25,47.0,23814.0
2023-10-25,48.0,32204.0
2023-10-25,49.0,5615.0
2023-10-25,99.0,542937.0
2023-10-26,11.0,107190.0
2023-10-26,26.0,35828.0
2023-10-26,27.0,27398.0
2023-10-26,28.0,36266.0
2023-10-26,29.0,17175.0
2023-10-26,30.0,19088.0
2023-10-26,31.0,12931.0
2023-10-26,41.0,180766.0
2023-10-26,42.0,1.0
2023-10-26,43.0,18891.0
2023-10-26,44.0,31164.0
2023-10-26,45.0,20459.0
2023-10-26,46.0,17355.0
2023-10-26,47.0,25806.0
2023-10-26,48.0,36064.0
2023-10-26,49.0,6748.0
2023-10-26,99.0,608789.0
2023-10-27,11.0,118621.0
2023-10-27,26.0,40410.0
2023-10-27,27.0,30875.0
2023-10-27,28.0,40127.0
2023-10-27,29.0,18740.0
2023-10-27,30.0,20671.0
2023-10-27,31.0,14774.0
2023-10-27,41.0,198833.0
2023-10-27,42.0,1.0
2023-10-27,43.0,20946.0
2023-10-27,44.0,34114.0
2023-10-27,45.0,22676.0
2023-10-27,46.0,19554.0
2023-10-27,47.0,29923.0
2023-10-27,48.0,41482.0
2023-10-27,49.0,7300.0
2023-10-27,99.0,675917.0
2023-10-28,11.0,89632.0
2023-10-28,26.0,30053.0
2023-10-28,27.0,23133.0
2023-10-28,28.0,30237.0
2023-10-28,29.0,15276.0
2023-10-28,30.0,16145.0
2023-10-28,31.0,10819.0
2023-10-28,41.0,146728.0
2023-10-28,42.0,0.0
2023-10-28,43.0,15243.0
2023-10-28,44.0,25488.0
2023-10-28,45.0,15441.0
2023-10-28,46.0,14838.0
2023-10-28,47.0,20889.0
2023-10-28,48.0,30174.0
2023-10-28,49.0,5702.0
2023-10-28,99.0,500963.0
2023-10-29,11.0,16488.0
2023-10-29,26.0,5615.0
2023-10-29,27.0,3052.0
2023-10-29,28.0,7123.0
2023-10-29,29.0,2839.0
2023-10-29,30.0,5503.0
2023-10-29,31.0,2083.0
2023-10-29,41.0,39589.0
2023-10-29,43.0,4315.0
2023-10-29,44.0,6378.0
2023-10-29,45.0,3154.0
2023-10-29,46.0,3965.0
2023-10-29,47.0,3727.0
2023-10-29,48.0,5245.0
2023-10-29,49.0,1815.0
2023-10-29,99.0,112884.0
2023-10-30,11.0,158552.0
2023-10-30,26.0,53720.0
2023-10-30,27.0,40523.0
2023-10-30,28.0,52735.0
2023-10-30,29.0,25343.0
2023-10-30,30.0,27298.0
2023-10-30,31.0,19571.0
2023-10-30,41.0,266044.0
2023-10-30,42.0,0.0
2023-10-30,43.0,26794.0
2023-10-30,44.0,45734.0
2023-10-30,45.0,29843.0
2023-10-30,46.0,25977.0
2023-10-30,47.0,38619.0
2023-10-30,48.0,54690.0
2023-10-30,49.0,9809.0
2023-10-30,99.0,897633.0
2023-10-31,11.0,111803.0
2023-10-31,26.0,38381.0
2023-10-31,27.0,29263.0
2023-10-31,28.0,37407.0
2023-10-31,29.0,17979.0
2023-10-31,30.0,19985.0
2023-10-31,31.0,14039.0
2023-10-31,41.0,190051.0
2023-10-31,42.0,5.0
2023-10-31,43.0,19895.0
2023-10-31,44.0,32912.0
2023-10-31,45.0,21265.0
2023-10-31,46.0,18653.0
2023-10-31,47.0,27673.0
2023-10-31,48.0,38052.0
2023-10-31,49.0,7356.0
2023-10-31,99.0,640672.0
2023-11-01,11.0,100972.0
2023-11-01,26.0,34269.0
2023-11-01,27.0,26117.0
2023-11-01,28.0,33913.0
2023-11-01,29.0,16384.0
2023-11-01,30.0,18212.0
2023-11-01,31.0,12974.0
2023-11-01,41.0,167414.0
2023-11-01,42.0,1.0
2023-11-01,43.0,17417.0
2023-11-01,44.0,29559.0
2023-11-01,45.0,18764.0
2023-11-01,46.0,17216.0
2023-11-01,47.0,25139.0
2023-11-01,48.0,34014.0
2023-11-01,49.0,6591.0
2023-11-01,99.0,573050.0
2023-11-02,11.0,106075.0
2023-11-02,26.0,36756.0
2023-11-02,27.0,28332.0
2023-11-02,28.0,35488.0
2023-11-02,29.0,17433.0
2023-11-02,30.0,19010.0
2023-11-02,31.0,13413.0
2023-11-02,41.0,176987.0
2023-11-02,42.0,2.0
2023-11-02,43.0,19255.0
2023-11-02,44.0,31363.0
2023-11-02,45.0,19953.0
2023-11-02,46.0,17779.0
2023-11-02,47.0,26491.0
2023-11-02,48.0,36704.0
2023-11-02,49.0,7258.0
2023-11-02,99.0,607611.0
2023-11-03,11.0,115983.0
2023-11-03,26.0,40272.0
2023-11-03,27.0,30554.0
2023-11-03,28.0,37452.0
2023-11-03,29.0,18365.0
2023-11-03,30.0,20356.0
2023-11-03,31.0,15198.0
2023-11-03,41.0,191576.0
2023-11-03,42.0,0.0
2023-11-03,43.0,20418.0
2023-11-03,44.0,33494.0
2023-11-03,45.0,21621.0
2023-11-03,46.0,18847.0
2023-11-03,47.0,28922.0
2023-11-03,48.0,40353.0
2023-11-03,49.0,7542.0
2023-11-03,99.0,657613.0
2023-11-04,11.0,87040.0
2023-11-04,26.0,30029.0
2023-11-04,27.0,23195.0
2023-11-04,28.0,28590.0
2023-11-04,29.0,14355.0
2023-11-04,30.0,15790.0
2023-11-04,31.0,11053.0
2023-11-04,41.0,143100.0
2023-11-04,42.0,0.0
2023-11-04,43.0,15152.0
2023-11-04,44.0,24868.0
2023-11-04,45.0,15208.0
2023-11-04,46.0,14791.0
2023-11-04,47.0,20818.0
2023-11-04,48.0,29750.0
2023-11-04,49.0,5759.0
2023-11-04,99.0,490297.0
2023-11-05,11.0,14715.0
2023-11-05,26.0,5154.0
2023-11-05,27.0,3315.0
2023-11-05,28.0,6411.0
2023-11-05,29.0,2567.0
2023-11-05,30.0,5155.0
2023-11-05,31.0,1898.0
2023-11-05,41.0,36911.0
2023-11-05,43.0,4071.0
2023-11-05,44.0,5886.0
2023-11-05,45.0,2997.0
2023-11-05,46.0,3204.0
2023-11-05,47.0,3308.0
2023-11-05,48.0,5125.0
2023-11-05,49.0,1718.0
2023-11-05,99.0,104354.0
2023-11-06,11.0,136940.0
2023-11-06,26.0,47062.0
2023-11-06,27.0,37441.0
2023-11-06,28.0,45557.0
2023-11-06,29.0,22780.0
2023-11-06,30.0,24157.0
2023-11-06,31.0,18287.0
2023-11-06,41.0,225309.0
2023-11-06,42.0,3.0
2023-11-06,43.0,24396.0
2023-11-06,44.0,40467.0
2023-11-06,45.0,26099.0
2023-11-06,46.0,23798.0
2023-11-06,47.0,35195.0
2023-11-06,48.0,48393.0
2023-11-06,49.0,9306.0
2023-11-06,99.0,784926.0
2023-11-07,11.0,102118.0
2023-11-07,26.0,35377.0
2023-11-07,27.0,27177.0
2023-11-07,28.0,33875.0
2023-11-07,29.0,16556.0
2023-11-07,30.0,17759.0
2023-11-07,31.0,13108.0
2023-11-07,41.0,168050.0
2023-11-07,42.0,1.0
2023-11-07,43.0,18035.0
2023-11-07,44.0,29228.0
2023-11-07,45.0,19051.0
2023-11-07,46.0,17828.0
2023-11-07,47.0,25510.0
2023-11-07,48.0,35245.0
2023-11-07,49.0,6989.0
2023-11-07,99.0,580314.0
2023-11-08,11.0,93927.0
2023-11-08,26.0,32531.0
2023-11-08,27.0,24277.0
2023-11-08,28.0,31647.0
2023-11-08,29.0,14405.0
2023-11-08,30.0,16445.0
2023-11-08,31.0,12161.0
2023-11-08,41.0,150584.0
2023-11-08,42.0,2.0
2023-11-08,43.0,15663.0
2023-11-08,44.0,26124.0
2023-11-08,45.0,16655.0
2023-11-08,46.0,15946.0
2023-11-08,47.0,22756.0
2023-11-08,48.0,31546.0
2023-11-08,49.0,5814.0
2023-11-08,99.0,522978.0
2023-11-09,11.0,101890.0
2023-11-09,26.0,35252.0
2023-11-09,27.0,26672.0
2023-11-09,28.0,34132.0
2023-11-09,29.0,16479.0
2023-11-09,30.0,18062.0
2023-11-09,31.0,12957.0
2023-11-09,41.0,166733.0
2023-11-09,42.0,2.0
2023-11-09,43.0,17562.0
2023-11-09,44.0,28839.0
2023-11-09,45.0,18486.0
2023-11-09,46.0,17214.0
2023-11-09,47.0,24998.0
2023-11-09,48.0,33939.0
2023-11-09,49.0,6981.0
2023-11-09,99.0,574344.0
2023-11-10,11.0,115685.0
2023-11-10,26.0,39306.0
2023-11-10,27.0,29605.0
2023-11-10,28.0,38865.0
2023-11-10,29.0,17818.0
2023-11-10,30.0,19075.0
2023-11-10,31.0,14456.0
2023-11-10,41.0,185954.0
2023-11-10,42.0,4.0
2023-11-10,43.0,19137.0
2023-11-10,44.0,32098.0
2023-11-10,45.0,20578.0
2023-11-10,46.0,19480.0
2023-11-10,47.0,27989.0
2023-11-10,48.0,38709.0
2023-11-10,49.0,7586.0
2023-11-10,99.0,642166.0
2023-11-11,11.0,90764.0
2023-11-11,26.0,29482.0
2023-11-11,27.0,22857.0
2023-11-11,28.0,31009.0
2023-11-11,29.0,14705.0
2023-11-11,30.0,15624.0
2023-11-11,31.0,10862.0
2023-11-11,41.0,145540.0
2023-11-11,42.0,8.0
2023-11-11,43.0,14624.0
2023-11-11,44.0,24523.0
2023-11-11,45.0,14810.0
2023-11-11,46.0,15278.0
2023-11-11,47.0,20256.0
2023-11-11,48.0,28856.0
2023-11-11,49.0,5653.0
2023-11-11,99.0,495284.0
2023-11-12,11.0,15792.0
2023-11-12,26.0,4855.0
2023-11-12,27.0,3449.0
2023-11-12,28.0,6235.0
2023-11-12,29.0,2707.0
2023-11-12,30.0,5428.0
2023-11-12,31.0,2128.0
2023-11-12,41.0,38592.0
2023-11-12,43.0,4217.0
2023-11-12,44.0,6353.0
2023-11-12,45.0,3127.0
2023-11-12,46.0,3618.0
2023-11-12,47.0,3465.0
2023-11-12,48.0,4704.0
2023-11-12,49.0,2057.0
2023-11-12,99.0,108591.0
2023-11-13,11.0,158575.0
2023-11-13,26.0,53831.0
2023-11-13,27.0,39094.0
2023-11-13,28.0,54375.0
2023-11-13,29.0,24662.0
2023-11-13,30.0,25816.0
2023-11-13,31.0,19926.0
2023-11-13,41.0,255323.0
2023-11-13,42.0,2.0
2023-11-13,43.0,26082.0
2023-11-13,44.0,43317.0
2023-11-13,45.0,28733.0
2023-11-13,46.0,26618.0
2023-11-13,47.0,37317.0
2023-11-13,48.0,52096.0
2023-11-13,49.0,10765.0
2023-11-13,99.0,878167.0
2023-11-14,11.0,112844.0
2023-11-14,26.0,39337.0
2023-11-14,27.0,28425.0
2023-11-14,28.0,38929.0
2023-11-14,29.0,17827.0
2023-11-14,30.0,19187.0
2023-11-14,31.0,14469.0
2023-11-14,41.0,185009.0
2023-11-14,42.0,1.0
2023-11-14,43.0,19357.0
2023-11-14,44.0,31672.0
2023-11-14,45.0,20683.0
2023-11-14,46.0,20060.0
2023-11-14,47.0,27108.0
2023-11-14,48.0,37334.0
2023-11-14,49.0,8195.0
2023-11-14,99.0,636345.0
2023-11-15,11.0,97452.0
2023-11-15,26.0,34189.0
2023-11-15,27.0,24163.0
2023-11-15,28.0,33981.0
2023-11-15,29.0,15113.0
2023-11-15,30.0,16465.0
2023-11-15,31.0,12438.0
2023-11-15,41.0,156429.0
2023-11-15,42.0,2.0
2023-11-15,43.0,16352.0
2023-11-15,44.0,27066.0
2023-11-15,45.0,17146.0
2023-11-15,46.0,17278.0
2023-11-15,47.0,23583.0
2023-11-15,48.0,31646.0
2023-11-15,49.0,6600.0
2023-11-15,99.0,543213.0
2023-11-16,11.0,100593.0
2023-11-16,26.0,36106.0
2023-11-16,27.0,25225.0
2023-11-16,28.0,35297.0
2023-11-16,29.0,16232.0
2023-11-16,30.0,17661.0
2023-11-16,31.0,13429.0
2023-11-16,41.0,164553.0
2023-11-16,42.0,0.0
2023-11-16,43.0,17784.0
2023-11-16,44.0,29802.0
2023-11-16,45.0,18998.0
2023-11-16,46.0,18387.0
2023-11-16,47.0,25298.0
2023-11-16,48.0,33692.0
2023-11-16,49.0,7301.0
2023-11-16,99.0,575517.0
2023-11-17,11.0,122180.0
2023-11-17,26.0,42619.0
2023-11-17,27.0,30594.0
2023-11-17,28.0,42079.0
2023-11-17,29.0,18984.0
2023-11-17,30.0,20185.0
2023-11-17,31.0,16009.0
2023-11-17,41.0,199447.0
2023-11-17,42.0,1.0
2023-11-17,43.0,20759.0
2023-11-17,44.0,33635.0
2023-11-17,45.0,21759.0
2023-11-17,46.0,20957.0
2023-11-17,47.0,29474.0
2023-11-17,48.0,40904.0
2023-11-17,49.0,8499.0
2023-11-17,99.0,685236.0
2023-11-18,11.0,91962.0
2023-11-18,26.0,30959.0
2023-11-18,27.0,22664.0
2023-11-18,28.0,32706.0
2023-11-18,29.0,14241.0
2023-11-18,30.0,15416.0
2023-11-18,31.0,11249.0
2023-11-18,41.0,151772.0
2023-11-18,42.0,2.0
2023-11-18,43.0,14940.0
2023-11-18,44.0,24707.0
2023-11-18,45.0,14880.0
2023-11-18,46.0,15905.0
2023-11-18,47.0,20360.0
2023-11-18,48.0,29242.0
2023-11-18,49.0,6813.0
2023-11-18,99.0,509248.0
2023-11-19,11.0,16651.0
2023-11-19,26.0,5637.0
2023-11-19,27.0,3489.0
2023-11-19,28.0,7673.0
2023-11-19,29.0,2627.0
2023-11-19,30.0,5636.0
2023-11-19,31.0,2095.0
2023-11-19,41.0,41142.0
2023-11-19,43.0,4325.0
2023-11-19,44.0,6623.0
2023-11-19,45.0,3152.0
2023-11-19,46.0,3619.0
2023-11-19,47.0,3483.0
2023-11-19,48.0,5567.0
2023-11-19,49.0,2207.0
2023-11-19,99.0,116115.0
2023-11-20,11.0,160889.0
2023-11-20,26.0,56358.0
2023-11-20,27.0,40379.0
2023-11-20,28.0,57502.0
2023-11-20,29.0,24877.0
2023-11-20,30.0,27308.0
2023-11-20,31.0,21080.0
2023-11-20,41.0,263533.0
2023-11-20,42.0,2.0
2023-11-20,43.0,26620.0
2023-11-20,44.0,45581.0
2023-11-20,45.0,29496.0
2023-11-20,46.0,27926.0
2023-11-20,47.0,38758.0
2023-11-20,48.0,54190.0
2023-11-20,49.0,11799.0
2023-11-20,99.0,909117.0
2023-11-21,11.0,115956.0
2023-11-21,26.0,40690.0
2023-11-21,27.0,28935.0
2023-11-21,28.0,42388.0
2023-11-21,29.0,18118.0
2023-11-21,30.0,20278.0
2023-11-21,31.0,14998.0
2023-11-21,41.0,192885.0
2023-11-21,42.0,1.0
2023-11-21,43.0,20379.0
2023-11-21,44.0,33410.0
2023-11-21,45.0,21416.0
2023-11-21,46.0,20547.0
2023-11-21,47.0,27705.0
