번호,행정동,수거함 설치위치,수거함종류,데이터기준일자
275,신월7동,서울특별시 양천구 신월동 915-4 신월7동 주민센터,폐형광등폐건전지 통합수거함,2024-10-10
276,신월7동,"서울특별시 양천구 신월동 987-1 시영아파트 15동, 16동 사이",폐형광등폐건전지 통합수거함,2024-10-10
277,신월7동,서울특별시 양천구 신월동 987-2 시영아파트 7동,폐형광등폐건전지 통합수거함,2024-10-10
278,신월7동,서울특별시 양천구 신월동 987-3 강월초등학교,폐형광등폐건전지 통합수거함,2024-10-10
279,신월7동,서울특별시 양천구 신월동 341-1 길훈아파트,폐형광등폐건전지 통합수거함,2024-10-10
280,신정1동,서울특별시 양천구 신정동 1051-11 신정1동 주민센터,폐형광등폐건전지 통합수거함,2024-10-10
281,신정1동,서울특별시 양천구 신정동 310 목동10단지,폐형광등폐건전지 통합수거함,2024-10-10
282,신정1동,서울특별시 양천구 신정동 311 목동10단지 하나로마트,폐형광등폐건전지 통합수거함,2024-10-10
283,신정1동,서울특별시 양천구 신정동 312 목동9단지 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
284,신정1동,서울특별시 양천구 신정동 312 목동9단지 930동,폐형광등폐건전지 통합수거함,2024-10-10
285,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트101동,폐형광등폐건전지 통합수거함,2024-10-10
286,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트103동,폐형광등폐건전지 통합수거함,2024-10-10
287,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트105동,폐형광등폐건전지 통합수거함,2024-10-10
288,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트107동,폐형광등폐건전지 통합수거함,2024-10-10
289,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트109동,폐형광등폐건전지 통합수거함,2024-10-10
290,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트111동,폐형광등폐건전지 통합수거함,2024-10-10
291,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트113동,폐형광등폐건전지 통합수거함,2024-10-10
292,신정1동,서울특별시 양천구 신정동 1323 목동힐스테이트아파트115동,폐형광등폐건전지 통합수거함,2024-10-10
293,신정2동,서울특별시 양천구 신정동 87-39 유원 목동아파트,폐형광등폐건전지 통합수거함,2024-10-10
294,신정2동,서울특별시 양천구 신정동 329-9 신정2동 주민센터,폐형광등폐건전지 통합수거함,2024-10-10
295,신정2동,서울특별시 양천구 신정동 333 대림아파트,폐형광등폐건전지 통합수거함,2024-10-10
296,신정2동,서울특별시 양천구 신정동 334 쌍용아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
297,신정2동,서울특별시 양천구 신정동 335 쌍용아파트 102동,폐형광등폐건전지 통합수거함,2024-10-10
298,신정2동,서울특별시 양천구 신정동 336 청구아파트,폐형광등폐건전지 통합수거함,2024-10-10
299,신정2동,서울특별시 양천구 신정동 339 파인빌아파트,폐형광등폐건전지 통합수거함,2024-10-10
300,신정2동,서울특별시 양천구 신정동 340 반석블레스빌아파트,폐형광등폐건전지 통합수거함,2024-10-10
301,신정2동,서울특별시 양천구 신정동 1252 신정현대아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
302,신정2동,서울특별시 양천구 신정동 1278 목동삼성아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
303,신정2동,서울특별시 양천구 신정동 1278-1 목동삼성아파트 106동,폐형광등폐건전지 통합수거함,2024-10-10
304,신정2동,서울특별시 양천구 신정동 1279 목동현대아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
305,신정2동,서울특별시 양천구 신정동 1279 목동현대아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
306,신정2동,서울특별시 양천구 신정동 1279 목동현대아파트 106동,폐형광등폐건전지 통합수거함,2024-10-10
307,신정2동,서울특별시 양천구 신정동 1279-1 목동현대아파트 110동,폐형광등폐건전지 통합수거함,2024-10-10
308,신정2동,서울특별시 양천구 신정동 1296 현대아이파크 아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
309,신정2동,서울특별시 양천구 신정동 1296 현대아이파크 아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
310,신정2동,서울특별시 양천구 신정동 1296 현대아이파크 아파트 105동,폐형광등폐건전지 통합수거함,2024-10-10
311,신정2동,서울특별시 양천구 신정동 1297 길훈로즈빌아파트,폐형광등폐건전지 통합수거함,2024-10-10
312,신정2동,서울특별시 양천구 신정동 1300 명지해드는터 아파트,폐형광등폐건전지 통합수거함,2024-10-10
313,신정2동,서울특별시 양천구 신정동 1307 경남아너스빌아파트,폐형광등폐건전지 통합수거함,2024-10-10
314,신정2동,서울특별시 양천구 신정동 1309 신정롯데캐슬아파트,폐형광등폐건전지 통합수거함,2024-10-10
315,신정3동,서울특별시 양천구 신정동 1148-4 로마아파트 옆,폐형광등폐건전지 통합수거함,2024-10-10
316,신정3동,서울특별시 양천구 신정동 1150-41 호반써밋 목동아파트 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
317,신정3동,서울특별시 양천구 신정동 1150-41 호반써밋 목동아파트 201동,폐형광등폐건전지 통합수거함,2024-10-10
318,신정3동,서울특별시 양천구 신정동 1150-41 호반써밋 목동아파트 203동,폐형광등폐건전지 통합수거함,2024-10-10
319,신정3동,서울특별시 양천구 신정동 1150-41 호반써밋 목동아파트 204동,폐형광등폐건전지 통합수거함,2024-10-10
320,신정3동,서울특별시 양천구 신정동 1160-36 신안약수아파트 후문 앞,폐형광등폐건전지 통합수거함,2024-10-10
321,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 101동,폐형광등폐건전지 통합수거함,2024-10-10
322,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 103동,폐형광등폐건전지 통합수거함,2024-10-10
323,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 104동,폐형광등폐건전지 통합수거함,2024-10-10
324,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 105동,폐형광등폐건전지 통합수거함,2024-10-10
325,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 106동,폐형광등폐건전지 통합수거함,2024-10-10
326,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 107동,폐형광등폐건전지 통합수거함,2024-10-10
327,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 108동,폐형광등폐건전지 통합수거함,2024-10-10
328,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 주출입구 뒤,폐형광등폐건전지 통합수거함,2024-10-10
329,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 112동,폐형광등폐건전지 통합수거함,2024-10-10
330,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 상가동 옆,폐형광등폐건전지 통합수거함,2024-10-10
331,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 110동,폐형광등폐건전지 통합수거함,2024-10-10
332,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 111동,폐형광등폐건전지 통합수거함,2024-10-10
333,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 119동,폐형광등폐건전지 통합수거함,2024-10-10
334,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 120동,폐형광등폐건전지 통합수거함,2024-10-10
335,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 122동,폐형광등폐건전지 통합수거함,2024-10-10
336,신정3동,서울특별시 양천구 신정동 1326 래미안 목동 아델리체 123동,폐형광등폐건전지 통합수거함,2024-10-10
337,신정3동,서울특별시 양천구 신정동 1195 신정3동구립노인정,폐형광등폐건전지 통합수거함,2024-10-10
338,신정3동,서울특별시 양천구 신정동 1218 일진아이윌아파트,폐형광등폐건전지 통합수거함,2024-10-10
339,신정3동,서울특별시 양천구 신정동 1263 신정3동주민센터,폐형광등폐건전지 통합수거함,2024-10-10
340,신정3동,서울특별시 양천구 신정동 1219-1 신일해피트리,폐형광등폐건전지 통합수거함,2024-10-10
341,신정3동,서울특별시 양천구 신정동 1273 신정현대5차아파트 501동 502동 사이,폐형광등폐건전지 통합수거함,2024-10-10
342,신정3동,서울특별시 양천구 신정동 1274 신기초등학교,폐형광등폐건전지 통합수거함,2024-10-10
343,신정3동,서울특별시 양천구 신정동 743-2 신정현대6차아파트 104동 옆,폐형광등폐건전지 통합수거함,2024-10-10
344,신정3동,서울특별시 양천구 신정동 1293 학마을아파트 1단지 재활용선별장,폐형광등폐건전지 통합수거함,2024-10-10
345,신정3동,서울특별시 양천구 신정동 1293 학마을아파트 1단지 105동 106동 사이,폐형광등폐건전지 통합수거함,2024-10-10
346,신정3동,서울특별시 양천구 신정동 1294 학마을아파트 2단지 203동 204동 사이,폐형광등폐건전지 통합수거함,2024-10-10
347,신정3동,서울특별시 양천구 신정동 1291 학마을아파트 3단지 301동,폐형광등폐건전지 통합수거함,2024-10-10
348,신정3동,서울특별시 양천구 신정동 733 수정아파트,폐형광등폐건전지 통합수거함,2024-10-10
349,신정3동,서울특별시 양천구 신정동 1289-2 신정도시마을주택,폐형광등폐건전지 통합수거함,2024-10-10
350,신정3동,서울특별시 양천구 신정동 1290-4 대우미래사랑아파트,폐형광등폐건전지 통합수거함,2024-10-10
351,신정3동,서울특별시 양천구 신정동 1192-1 정은스카이빌 3차아파트,폐형광등폐건전지 통합수거함,2024-10-10
352,신정3동,서울특별시 양천구 신정동 729 금옥여자고등학교,폐형광등폐건전지 통합수거함,2024-10-10
353,신정3동,서울특별시 양천구 신정동 1284 동일프라자,폐형광등폐건전지 통합수거함,2024-10-10
354,신정3동,서울특별시 양천구 신정동 1304 정은스카이빌2차,폐형광등폐건전지 통합수거함,2024-10-10
355,신정3동,서울특별시 양천구 신정동 1315 서부트럭터미널,폐형광등폐건전지 통합수거함,2024-10-10
356,신정3동,서울특별시 양천구 신정동 1254 양천벤처타운,폐형광등폐건전지 통합수거함,2024-10-10
357,신정3동,서울특별시 양천구 신정동 1321 신정이펜하우스 1단지 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
358,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 201동,폐형광등폐건전지 통합수거함,2024-10-10
359,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 202동,폐형광등폐건전지 통합수거함,2024-10-10
360,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 206동,폐형광등폐건전지 통합수거함,2024-10-10
361,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 207동,폐형광등폐건전지 통합수거함,2024-10-10
362,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 210동,폐형광등폐건전지 통합수거함,2024-10-10
363,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 215동,폐형광등폐건전지 통합수거함,2024-10-10
364,신정3동,서울특별시 양천구 신정동 1322 신정이펜하우스 2단지 217동,폐형광등폐건전지 통합수거함,2024-10-10
365,신정3동,서울특별시 양천구 신정동 1316 신정이펜하우스 3단지 309동,폐형광등폐건전지 통합수거함,2024-10-10
366,신정3동,서울특별시 양천구 신정동 1316 신정이펜하우스 3단지 315동,폐형광등폐건전지 통합수거함,2024-10-10
367,신정3동,서울특별시 양천구 신정동 1316 신정이펜하우스 3단지 319동,폐형광등폐건전지 통합수거함,2024-10-10
368,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 402동,폐형광등폐건전지 통합수거함,2024-10-10
369,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 403동,폐형광등폐건전지 통합수거함,2024-10-10
370,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 405동,폐형광등폐건전지 통합수거함,2024-10-10
371,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 407동,폐형광등폐건전지 통합수거함,2024-10-10
372,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 408동,폐형광등폐건전지 통합수거함,2024-10-10
373,신정3동,서울특별시 양천구 신정동 1317 신정이펜하우스 4단지 411동,폐형광등폐건전지 통합수거함,2024-10-10
374,신정3동,서울특별시 양천구 신정동 1318 신정이펜하우스 5단지 501동,폐형광등폐건전지 통합수거함,2024-10-10
375,신정3동,서울특별시 양천구 신정동 1318 신정이펜하우스 5단지 502동,폐형광등폐건전지 통합수거함,2024-10-10
376,신정3동,서울특별시 양천구 신정동 1318 신정이펜하우스 5단지 507동,폐형광등폐건전지 통합수거함,2024-10-10
377,신정3동,서울특별시 양천구 신정동 1198-3 신정대성유니드아파트1차 102동,폐형광등폐건전지 통합수거함,2024-10-10
378,신정3동,서울특별시 양천구 신정동 1198-23 신정대성유니드아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
379,신정3동,서울특별시 양천구 신정동 1310 동일하이빌아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
380,신정3동,서울특별시 양천구 신정동 1311 동일하이빌아파트 203동,폐형광등폐건전지 통합수거함,2024-10-10
381,신정3동,서울특별시 양천구 신정동 1311 동일하이빌아파트 204동,폐형광등폐건전지 통합수거함,2024-10-10
382,신정3동,서울특별시 양천구 신정동 1282 푸른마을 1단지,폐형광등폐건전지 통합수거함,2024-10-10
383,신정3동,서울특별시 양천구 신정동 1281 푸른마을 2단지 203동,폐형광등폐건전지 통합수거함,2024-10-10
384,신정3동,서울특별시 양천구 신정동 1283 푸른마을 3단지 304동,폐형광등폐건전지 통합수거함,2024-10-10
385,신정3동,서울특별시 양천구 신정동 1285 푸른마을 4단지 402동,폐형광등폐건전지 통합수거함,2024-10-10
386,신정3동,서울특별시 양천구 신정동 1259 신트리 1단지 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
387,신정3동,서울특별시 양천구 신정동 1258 신트리 2단지 201동,폐형광등폐건전지 통합수거함,2024-10-10
388,신정3동,서울특별시 양천구 신정동 1258 신트리 2단지 204동,폐형광등폐건전지 통합수거함,2024-10-10
389,신정3동,서울특별시 양천구 신정동 1276 신트리 3단지 중앙광장,폐형광등폐건전지 통합수거함,2024-10-10
390,신정3동,서울특별시 양천구 신정동 1277 신트리 4단지 402동,폐형광등폐건전지 통합수거함,2024-10-10
391,신정3동,서울특별시 양천구 신정동 1277 신트리 4단지 403동,폐형광등폐건전지 통합수거함,2024-10-10
392,신정3동,서울특별시 양천구 신정동 1277 신트리 4단지 404동,폐형광등폐건전지 통합수거함,2024-10-10
393,신정3동,서울특별시 양천구 신정동 1303 대림 e-편한세상아파트 102동,폐형광등폐건전지 통합수거함,2024-10-10
394,신정3동,서울특별시 양천구 신정동 1303 대림 e-편한세상아파트 104동,폐형광등폐건전지 통합수거함,2024-10-10
395,신정3동,서울특별시 양천구 신정동 1303 대림 e-편한세상아파트 105동,폐형광등폐건전지 통합수거함,2024-10-10
396,신정3동,서울특별시 양천구 신정동 1303 대림 e-편한세상아파트 106동,폐형광등폐건전지 통합수거함,2024-10-10
397,신정3동,서울특별시 양천구 신정동 1324 신정숲속마을아파트102동,폐형광등폐건전지 통합수거함,2024-10-10
398,신정3동,서울특별시 양천구 신정동 1324 신정숲속마을아파트103동,폐형광등폐건전지 통합수거함,2024-10-10
399,신정3동,서울특별시 양천구 신정동 1324 신정숲속마을아파트104동,폐형광등폐건전지 통합수거함,2024-10-10
400,신정3동,서울특별시 양천구 신정동 1324 신정숲속마을아파트106동,폐형광등폐건전지 통합수거함,2024-10-10
401,신정3동,서울특별시 양천구 신정동 1324 신정숲속마을아파트107동,폐형광등폐건전지 통합수거함,2024-10-10
402,신정3동,서울특별시 양천구 신정동 1320-8 신정이든채아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
403,신정3동,서울특별시 양천구 신정동 1320-8 신정이든채아파트 102동,폐형광등폐건전지 통합수거함,2024-10-10
404,신정3동,서울특별시 양천구 신정동 1320-8 신정이든채아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
405,신정3동,서울특별시 양천구 신정동 1320-8 신정이든채아파트 104동,폐형광등폐건전지 통합수거함,2024-10-10
406,신정4동,서울특별시 양천구 신정동 1000-18 양목초 맞은편 ,폐형광등폐건전지 통합수거함,2024-10-10
407,신정4동,서울특별시 양천구 신정동 876-1 동개울공원,폐형광등폐건전지 통합수거함,2024-10-10
408,신정4동,서울특별시 양천구 신정동 1007-11 이스타팰리스,폐형광등폐건전지 통합수거함,2024-10-10
409,신정4동,서울특별시 양천구 신정동 915-2 개울도서관,폐형광등폐건전지 통합수거함,2024-10-10
410,신정4동,서울특별시 양천구 신정동 921-11 보람쉬움아파트,폐형광등폐건전지 통합수거함,2024-10-10
411,신정4동,서울특별시 양천구 신정동 949-5 신정4동주민센터,폐형광등폐건전지 통합수거함,2024-10-10
412,신정4동,서울특별시 양천구 신정동 962-18 로마아파트,폐형광등폐건전지 통합수거함,2024-10-10
413,신정4동,서울특별시 양천구 신정동 948-24 신호아파트,폐형광등폐건전지 통합수거함,2024-10-10
414,신정4동,서울특별시 양천구 신정동 938-7 동원데자뷰 아파트,폐형광등폐건전지 통합수거함,2024-10-10
415,신정4동,서울특별시 양천구 신정동 992-1 보성 아파트,폐형광등폐건전지 통합수거함,2024-10-10
416,신정4동,서울특별시 양천구 신정동 1308 동원로데오아파트,폐형광등폐건전지 통합수거함,2024-10-10
417,신정6동,서울특별시 양천구 신정동 318-1 목동대림아크로텔,폐형광등폐건전지 통합수거함,2024-10-10
418,신정6동,서울특별시 양천구 신정동 318-19 제이월드빌,폐형광등폐건전지 통합수거함,2024-10-10
419,신정6동,서울특별시 양천구 신정동 318-5 황금프라자,폐형광등폐건전지 통합수거함,2024-10-10
420,신정6동,서울특별시 양천구 신정동 318-6 동문비젼오피스텔,폐형광등폐건전지 통합수거함,2024-10-10
421,신정6동,서울특별시 양천구 신정동 319 우림필유아파트,폐형광등폐건전지 통합수거함,2024-10-10
422,신정6동,서울특별시 양천구 신정동 322 양천구민체육센터 내,폐형광등폐건전지 통합수거함,2024-10-10
423,신정6동,서울특별시 양천구 신정동 327 목동아파트 13단지,폐형광등폐건전지 통합수거함,2024-10-10
424,신정6동,서울특별시 양천구 신정동 327 목동아파트 13단지,폐형광등폐건전지 통합수거함,2024-10-10
425,신정6동,서울특별시 양천구 신정동 314 목동아파트 8단지 802동,폐형광등폐건전지 통합수거함,2024-10-10
426,신정6동,서울특별시 양천구 신정동 314 목동아파트 8단지 805동,폐형광등폐건전지 통합수거함,2024-10-10
427,신정6동,서울특별시 양천구 신정동 314 목동아파트 8단지 상가,폐형광등폐건전지 통합수거함,2024-10-10
428,신정6동,서울특별시 양천구 신정동 330 목동아파트 14단지 1416동,폐형광등폐건전지 통합수거함,2024-10-10
429,신정6동,서울특별시 양천구 신정동 329 목동아파트 14단지 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
430,신정6동,서울특별시 양천구 신정동 331 목동아파트 14단지 1422동,폐형광등폐건전지 통합수거함,2024-10-10
431,신정6동,서울특별시 양천구 신정동 332 목동아파트 14단지 1434동,폐형광등폐건전지 통합수거함,2024-10-10
432,신정6동,서울특별시 양천구 신정동 330 목동아파트 14단지 1417동,폐형광등폐건전지 통합수거함,2024-10-10
433,신정6동,서울특별시 양천구 신정동 318-10 삼성 쉐르빌1,폐형광등폐건전지 통합수거함,2024-10-10
434,신정6동,서울특별시 양천구 신정동 318-12 삼성쉐르빌2,폐형광등폐건전지 통합수거함,2024-10-10
435,신정6동,서울특별시 양천구 신정동 330-3 신목고등학교,폐형광등폐건전지 통합수거함,2024-10-10
436,신정6동,서울특별시 양천구 신정동 322-9 신정6동주민센터,폐형광등폐건전지 통합수거함,2024-10-10
437,신정7동,서울특별시 양천구 신정동 1306 세양청마루아파트 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
438,신정7동,서울특별시 양천구 신정동 325 목동아파트 11단지 관리사무소,폐형광등폐건전지 통합수거함,2024-10-10
439,신정7동,서울특별시 양천구 신정동 325-1 목동아파트 11단지 1119동 B상가,폐형광등폐건전지 통합수거함,2024-10-10
440,신정7동,서울특별시 양천구 신정동 323-10 센타프라자 지하주차장,폐형광등폐건전지 통합수거함,2024-10-10
441,신정7동,서울특별시 양천구 신정동 324 대림아크로텔 지하 주차장,폐형광등폐건전지 통합수거함,2024-10-10
442,신정7동,서울특별시 양천구 신정동 324-10 동문굿모닝탑아파트,폐형광등폐건전지 통합수거함,2024-10-10
443,신정7동,서울특별시 양천구 신정동 325-3 양천노인종합복지관,폐형광등폐건전지 통합수거함,2024-10-10
444,신정7동,서울특별시 양천구 신정동 330-13 양천구 여성교실,폐형광등폐건전지 통합수거함,2024-10-10
445,신정7동,서울특별시 양천구 신정동 338 목동3차우성아파트,폐형광등폐건전지 통합수거함,2024-10-10
446,신정7동,서울특별시 양천구 신정동 1314 중앙하이츠 아파트,폐형광등폐건전지 통합수거함,2024-10-10
447,신정7동,서울특별시 양천구 신정동 323-23 이스타빌3차 주상복합 지하주차장 1,폐형광등폐건전지 통합수거함,2024-10-10
448,신정7동,서울특별시 양천구 신정동 323-23 이스타빌3차 주상복합 지하주차장 2,폐형광등폐건전지 통합수거함,2024-10-10
449,신정7동,서울특별시 양천구 신정동 201-1 세양청마루 2차 주상복합,폐형광등폐건전지 통합수거함,2024-10-10
450,신정7동,서울특별시 양천구 신정동 326 목동 12단지 1205동,폐형광등폐건전지 통합수거함,2024-10-10
451,신정7동,서울특별시 양천구 신정동 326 목동 12단지 1216동,폐형광등폐건전지 통합수거함,2024-10-10
452,신정7동,서울특별시 양천구 신정동 326 목동 12단지 1218동,폐형광등폐건전지 통합수거함,2024-10-10
453,신정7동,서울특별시 양천구 신정동 326 목동 12단지 1223동,폐형광등폐건전지 통합수거함,2024-10-10
454,신정7동,서울특별시 양천구 신정동 326 목동 12단지 1222동,폐형광등폐건전지 통합수거함,2024-10-10
455,신정7동,서울특별시 양천구 신정동 1325 파크자이아파트 101동,폐형광등폐건전지 통합수거함,2024-10-10
456,신정7동,서울특별시 양천구 신정동 1325 파크자이아파트 104동,폐형광등폐건전지 통합수거함,2024-10-10
457,신정7동,서울특별시 양천구 신정동 1325 파크자이아파트 107동,폐형광등폐건전지 통합수거함,2024-10-10
458,신정7동,서울특별시 양천구 신정동 163-36 신정파크샤인아파트,폐형광등폐건전지 통합수거함,2024-10-10
459,신정7동,서울특별시 양천구 신정동 1295 삼성래미안아파트 102동,폐형광등폐건전지 통합수거함,2024-10-10
460,신정7동,서울특별시 양천구 신정동 1295 삼성래미안아파트 103동,폐형광등폐건전지 통합수거함,2024-10-10
461,신정7동,서울특별시 양천구 신정동 276 양천아파트 관리사무소 1,폐형광등폐건전지 통합수거함,2024-10-10
462,신정7동,서울특별시 양천구 신정동 276 양천아파트 관리사무소 2,폐형광등폐건전지 통합수거함,2024-10-10
463,신정7동,서울특별시 양천구 신정동 276 양천아파트 관리사무소 3,폐형광등폐건전지 통합수거함,2024-10-10
464,신정7동,서울특별시 양천구 신정동 324-7 대림아크로빌 A동 지하주차장,폐형광등폐건전지 통합수거함,2024-10-10
465,신정7동,서울특별시 양천구 신정동 324-8 대림아크로빌 B동 지하주차장,폐형광등폐건전지 통합수거함,2024-10-10
466,신정7동,서울특별시 양천구 신정동 330-11 출입국관리사무소 별관,폐형광등폐건전지 통합수거함,2024-10-10
467,신정7동,서울특별시 양천구 신정동 337 목동2차우성아파트 202동,폐형광등폐건전지 통합수거함,2024-10-10
468,신정7동,서울특별시 양천구 신정동 337 목동2차우성아파트 203동,폐형광등폐건전지 통합수거함,2024-10-10
469,신정7동,서울특별시 양천구 신정동 337 목동2차우성아파트 207동,폐형광등폐건전지 통합수거함,2024-10-10
470,신정7동,서울특별시 양천구 신정동 337 목동2차우성아파트 212동,폐형광등폐건전지 통합수거함,2024-10-10
471,신정7동,서울특별시 양천구 신정동 337-2 목동2차우성아파트 1단지 102동,폐형광등폐건전지 통합수거함,2024-10-10
472,신정7동,서울특별시 양천구 신정동 337-2 목동2차우성아파트 1단지 101동,폐형광등폐건전지 통합수거함,2024-10-10
