업종명,신고일자,업소명,영업소 주소(도로명),영업소 주소(지번)
숙박업(일반),1966-10-11,하나여인숙,전라남도 여수시 교동시장4길 16-3 (교동),전라남도 여수시 교동 622-18 
숙박업(일반),1966-12-03,호텔마띠유여수,전라남도 여수시 오동도로 20 (공화동),전라남도 여수시 공화동 766 1~4층 
숙박업(일반),1969-09-09,"여수, 스파앤하우스",전라남도 여수시 동문로 10-13 (중앙동),전라남도 여수시 중앙동 474 
숙박업(일반),1970-11-11,서울,전라남도 여수시 동문로 124-3 (공화동),전라남도 여수시 공화동 685 
숙박업(일반),1970-12-19,삼오,전라남도 여수시 서교연등천길 7 (서교동),전라남도 여수시 서교동 532-2 
숙박업(일반),1970-11-19,그린장,전라남도 여수시 서교3길 6 (서교동),전라남도 여수시 서교동 422-1 
숙박업(일반),1971-10-21,국제장,전라남도 여수시 동문로 124-6 (공화동),전라남도 여수시 공화동 710 
숙박업(일반),1971-11-12,팔도모텔,전라남도 여수시 공화북2길 25-1 (공화동),전라남도 여수시 공화동 1087-1 
숙박업(일반),1972-08-08,헤라모텔,전라남도 여수시 봉산남8길 11-23 (봉산동),전라남도 여수시 봉산동 275-14 
숙박업(일반),1973-11-23,신광,전라남도 여수시 교동시장2길 6-2 (교동),전라남도 여수시 교동 622 
숙박업(일반),1974-08-07,아모르,전라남도 여수시 교동남1길 6-1 (교동),전라남도 여수시 교동 540 
숙박업(일반),1975-03-17,다이아모텔,전라남도 여수시 교동남1길 6-3 (교동),전라남도 여수시 교동 550 
숙박업(일반),1975-05-03,신생모텔,전라남도 여수시 충무2길 8 (충무동),전라남도 여수시 충무동 544-2 
숙박업(일반),1976-03-31,화신장,전라남도 여수시 오동도로 100 (수정동),전라남도 여수시 수정동 99-1 
숙박업(일반),1977-06-11,조씨집,전라남도 여수시 율촌면 구암1길 53-3,전라남도 여수시 율촌면 신풍리 205-2 
숙박업(일반),1978-12-07,드림,전라남도 여수시 공화북2길 3 (공화동),전라남도 여수시 공화동 1227-1 
숙박업(일반),1978-03-15,이루다  게스트하우스,전라남도 여수시 동문로 71-1 (관문동),전라남도 여수시 관문동 987 
숙박업(일반),1978-12-11,하늘하우스,전라남도 여수시 공화북3길 8 (공화동),전라남도 여수시 공화동 1283 
숙박업(일반),1980-05-19,금성,전라남도 여수시 교동남1길 6-11 (교동),전라남도 여수시 교동 564 
숙박업(일반),1980-04-18,뉴낙원모텔,전라남도 여수시 오동도로 90 (수정동),전라남도 여수시 수정동 299 
숙박업(일반),1980-04-07,홍은장,전라남도 여수시 관문서3길 14-2 (관문동),전라남도 여수시 관문동 313 
숙박업(일반),1981-01-08,산수장,전라남도 여수시 충무5길 5 (충무동),전라남도 여수시 충무동 416 
숙박업(일반),1981-04-03,나의 사계,전라남도 여수시 공화남2길 18 (공화동),전라남도 여수시 공화동 1047-10 
숙박업(일반),1981-10-06,세화 모텔,전라남도 여수시 오동도로 61-20 (수정동),전라남도 여수시 수정동 343-5 
숙박업(일반),1981-06-23,거문장,전라남도 여수시 삼산면 거문길 74-7,전라남도 여수시 삼산면 거문리 75-5 
숙박업(일반),1982-12-08,홍도,전라남도 여수시 공화남2길 23-1 (공화동),전라남도 여수시 공화동 1025 
숙박업(일반),1982-01-13,송정,전라남도 여수시 서교연등천길 25-6 (서교동),전라남도 여수시 서교동 190-1 
숙박업(일반),1982-11-24,동백,전라남도 여수시 삼산면 거문길 28-7,전라남도 여수시 삼산면 거문리 128-18 
숙박업(일반),1983-03-15,여수스테이,전라남도 여수시 고소1길 5 (고소동),전라남도 여수시 고소동 811-1 
숙박업(일반),1985-07-23,하림각모텔,전라남도 여수시 연등8길 17-1 (연등동),전라남도 여수시 연등동 720-5 
숙박업(일반),1985-07-23,백운모텔,전라남도 여수시 공화남2길 8-1 (공화동),전라남도 여수시 공화동 1256-3 
숙박업(일반),1985-05-28,반도장,전라남도 여수시 관문4길 5 (관문동),전라남도 여수시 관문동 669 
숙박업(일반),1985-12-28,파파야,전라남도 여수시 봉산남8길 17-25 (봉산동),전라남도 여수시 봉산동 276-3 
숙박업(일반),1985-02-26,그림정원,전라남도 여수시 관문서8길 10-2 (관문동),전라남도 여수시 관문동 989 
숙박업(일반),1986-09-10,썬모텔,전라남도 여수시 충무4길 5 (충무동),전라남도 여수시 충무동 563 
숙박업(일반),1986-01-09,화린,전라남도 여수시 좌수영로 63-8 (광무동),전라남도 여수시 광무동 80-1 
숙박업(일반),1986-01-24,렉시,전라남도 여수시 봉산남5길 11 (봉산동),전라남도 여수시 봉산동 247-10 
숙박업(일반),1986-05-15,T-모텔,전라남도 여수시 학동서1길 5 (학동),전라남도 여수시 학동 44-7 
숙박업(일반),1986-08-27,오션힐,전라남도 여수시 학동서1길 13 (학동),전라남도 여수시 학동 44-4 
숙박업(일반),1986-12-08,거북여관,전라남도 여수시 거북선공원3길 14-1 (학동),전라남도 여수시 학동 77-6 
숙박업(일반),1986-10-10,하얀집,전라남도 여수시 삼산면 거문길 108-1,전라남도 여수시 삼산면 거문리 87-24 
숙박업(일반),1987-05-09,모이리 게스트하우스,전라남도 여수시 봉산남6길 11-17 (봉산동),전라남도 여수시 봉산동 257-3 
숙박업(일반),1987-11-28,리츠모텔,전라남도 여수시 거북선공원1길 8 (학동),전라남도 여수시 학동 81-1 
숙박업(일반),1987-11-28,킹덤모텔,전라남도 여수시 봉산남7길 5-2 (봉산동),전라남도 여수시 봉산동 262-11 
숙박업(일반),1988-08-09,장원,전라남도 여수시 교동시장1길 3-6 (교동),전라남도 여수시 교동 626-23 
숙박업(일반),1988-09-22,샹보르관광호텔,전라남도 여수시 공화남2길 20 (공화동),전라남도 여수시 공화동 1054-1 
숙박업(일반),1988-01-05,하모니모텔,전라남도 여수시 봉산남7길 11-11 (봉산동),전라남도 여수시 봉산동 262-5 
숙박업(일반),1988-05-09,미래모텔,전라남도 여수시 봉산남6길 11-15 (봉산동),전라남도 여수시 봉산동 257-16 
숙박업(일반),1988-07-01,H모텔,전라남도 여수시 봉산2로 45 (봉산동),전라남도 여수시 봉산동 259-3 
숙박업(일반),1988-10-05,클래식모텔,전라남도 여수시 봉산남7길 10 (봉산동),전라남도 여수시 봉산동 275-19 
숙박업(일반),1988-12-27,썬플라워모텔,전라남도 여수시 봉산남6길 11-9 (봉산동),전라남도 여수시 봉산동 257-12 
숙박업(일반),1988-11-25,J모텔,전라남도 여수시 거북선공원1길 6-4 (학동),전라남도 여수시 학동 83-2 
숙박업(일반),1988-03-11,시랜드모텔,전라남도 여수시 삼산면 거문길 92,전라남도 여수시 삼산면 거문리 87-35 
숙박업(일반),1989-02-01,CCK모텔,전라남도 여수시 오림2길 9 (오림동),전라남도 여수시 오림동 407-15 
숙박업(일반),1989-04-25,코인호텔,전라남도 여수시 오동도로 5 (공화동),전라남도 여수시 공화동 735 
숙박업(일반),1989-05-29,크로바모텔,전라남도 여수시 봉산남5길 13 (봉산동),전라남도 여수시 봉산동 246-13 
숙박업(일반),1989-06-02,여수게스트하우스벨루가B,전라남도 여수시 공화북4길 2 (공화동),전라남도 여수시 공화동 720 
숙박업(일반),1989-12-27,다와모텔,전라남도 여수시 공화북2길 13 (공화동),전라남도 여수시 공화동 1247 
숙박업(일반),1989-12-19,라스베가스,전라남도 여수시 충무3길 3 (충무동),전라남도 여수시 충무동 524-3 
숙박업(일반),1989-01-05,명동,전라남도 여수시 학동1길 16-9 (학동),전라남도 여수시 학동 38-5 
숙박업(일반),1989-05-02,레인보우,전라남도 여수시 학동서1길 11 (학동),전라남도 여수시 학동 44-5 
숙박업(일반),1990-09-28,황태자모텔,전라남도 여수시 광무1길 36 (광무동),전라남도 여수시 광무동 42-17 
숙박업(일반),1990-01-15,시드니,전라남도 여수시 오림4길 59 (오림동),전라남도 여수시 오림동 406-8 
숙박업(일반),1990-01-15,여수모텔,전라남도 여수시 오림2길 12 (오림동),전라남도 여수시 오림동 404-5 
숙박업(일반),1990-02-14,파티,전라남도 여수시 오림2길 12-6 (오림동),전라남도 여수시 오림동 404-7 
숙박업(일반),1990-03-20,프린스모텔,전라남도 여수시 동문로 87-1 (공화동),전라남도 여수시 공화동 1087-2 
숙박업(일반),1990-09-15,수안모텔,전라남도 여수시 오림4길 54 (오림동),전라남도 여수시 오림동 407-2 
숙박업(일반),1991-02-05,달빛 게스트하우스,전라남도 여수시 공화북4길 1 (공화동),전라남도 여수시 공화동 732-3 
숙박업(일반),1993-07-30,썸모텔,전라남도 여수시 봉산남7길 5-8 (봉산동),전라남도 여수시 봉산동 262-8 
숙박업(일반),1993-03-10,태종모텔,전라남도 여수시 학동2길 23 (학동),전라남도 여수시 학동 38-2 
숙박업(일반),1993-09-08,여천모텔,전라남도 여수시 시청동2길 36 (학동),전라남도 여수시 학동 175-5 
숙박업(일반),1993-11-20,프라자모텔각,전라남도 여수시 거북선공원1길 26 (학동),전라남도 여수시 학동 76-7 
숙박업(일반),1994-04-26,여도모텔,전라남도 여수시 연등1길 169 (연등동),전라남도 여수시 연등동 720-1 
숙박업(일반),1994-08-03,금강,전라남도 여수시 봉산남2길 23-2 (봉산동),전라남도 여수시 봉산동 255-8 
숙박업(일반),1994-08-22,리화모텔,전라남도 여수시 봉산남7길 17-9 (봉산동),전라남도 여수시 봉산동 261-7 
숙박업(일반),1995-08-03,태평양,전라남도 여수시 삼산면 삼호교길 5-1,전라남도 여수시 삼산면 거문리 109-9 
숙박업(일반),1995-05-02,자(JA)무인텔,전라남도 여수시 시청동3길 35-6 (학동),전라남도 여수시 학동 182-4 
숙박업(일반),1995-08-22,호텔 얌 여수학동점,전라남도 여수시 거북선공원2길 19 (학동),전라남도 여수시 학동 81-4 
숙박업(일반),1996-03-20,다올장,전라남도 여수시 봉산남4길 23-10 (봉산동),전라남도 여수시 봉산동 273-29 
숙박업(일반),1996-01-17,로얄모텔,전라남도 여수시 오림4길 52 (오림동),전라남도 여수시 오림동 407-14 
숙박업(일반),1996-03-12,뮤,전라남도 여수시 봉산남6길 7 (봉산동),전라남도 여수시 봉산동 257-14 
숙박업(일반),1996-02-02,비쥬모텔,전라남도 여수시 봉산남7길 11-24 (봉산동),전라남도 여수시 봉산동 261-21 
숙박업(일반),1996-10-09,베니스모텔,전라남도 여수시 봉산남6길 17-7 (봉산동),전라남도 여수시 봉산동 258-15 
숙박업(일반),1996-12-02,식스티,전라남도 여수시 시청동3길 30-2 (학동),전라남도 여수시 학동 178-8 
숙박업(일반),1996-12-12,이화파크모텔,전라남도 여수시 율촌면 잿돔길 3,전라남도 여수시 율촌면 조화리 508-4 
숙박업(일반),1997-01-03,월드파크 모텔,전라남도 여수시 봉산2로 19 (봉산동),전라남도 여수시 봉산동 277-3 
숙박업(일반),1997-03-28,밍크모텔,전라남도 여수시 오동도로 61-6 (수정동),전라남도 여수시 수정동 343-14 
숙박업(일반),1997-05-26,두바이모텔,전라남도 여수시 오림4길 55 (오림동),전라남도 여수시 오림동 406-18 
숙박업(일반),1997-07-03,고궁파크,전라남도 여수시 여서1로 95-8 (여서동),전라남도 여수시 여서동 221-8 
숙박업(일반),1997-08-21,알프스모텔,전라남도 여수시 봉산남8길 17-10 (봉산동),전라남도 여수시 봉산동 277-11 
숙박업(일반),1997-12-02,HI & J(하이 앤 제이),전라남도 여수시 봉산남8길 7-12 (봉산동),전라남도 여수시 봉산동 275-15 
숙박업(일반),1997-02-28,원무인텔,전라남도 여수시 시청동3길 35-14 (학동),전라남도 여수시 학동 181-2 
숙박업(일반),1997-04-16,호텔 The 클래식,전라남도 여수시 시청동3길 30-5 (학동),전라남도 여수시 학동 177-3 
숙박업(일반),1997-06-27,호텔 앙코르,전라남도 여수시 시청동2길 33 (학동),전라남도 여수시 학동 176-1 
숙박업(일반),1997-07-02,샾모텔,전라남도 여수시 시청동2길 22-1 (학동),전라남도 여수시 학동 99-11 
숙박업(일반),1997-10-25,아일랜드 모텔,전라남도 여수시 시청서5길 26 (학동),전라남도 여수시 학동 200-11 
숙박업(일반),1997-10-27,호텔 YOU,전라남도 여수시 시청동2길 16 (학동),전라남도 여수시 학동 99-4 
숙박업(일반),1997-10-27,호텔 신라 이 스테이,전라남도 여수시 학동2길 30 (학동),전라남도 여수시 학동 39-15 
숙박업(일반),1997-11-04,리베라모텔,전라남도 여수시 거북선공원2길 13 (학동),전라남도 여수시 학동 81-8 
숙박업(일반),1997-11-19,호텔 모던옥,전라남도 여수시 성산3길 24-7 (화장동),전라남도 여수시 화장동 794-3 
숙박업(일반),1997-12-17,비엔에프 호텔,전라남도 여수시 선소로 15-4 (학동),전라남도 여수시 학동 176-10 
숙박업(일반),1997-04-11,종점모텔,전라남도 여수시 돌산읍 향일암로 134,전라남도 여수시 돌산읍 율림리 39-1 
숙박업(일반),1997-12-23,한솔여관,전라남도 여수시 돌산읍 향일암로 122,전라남도 여수시 돌산읍 율림리 50-5 
숙박업(일반),1998-05-13,로젠,전라남도 여수시 미평남1길 53-6 (미평동),전라남도 여수시 미평동 574-9 
숙박업(일반),1998-01-13,바다,전라남도 여수시 망양로 213-2 (만흥동),전라남도 여수시 만흥동 101-1 
숙박업(일반),1998-01-23,스위트모텔,전라남도 여수시 둔덕2길 6-2 (둔덕동),전라남도 여수시 둔덕동 504-8 
숙박업(일반),1998-01-26,힐링 무인텔,전라남도 여수시 문수로 160 (문수동),전라남도 여수시 문수동 1-9 
숙박업(일반),1998-01-26,제우스모텔,전라남도 여수시 봉산남7길 13 (봉산동),전라남도 여수시 봉산동 261-10 
숙박업(일반),1998-04-15,파크모텔,전라남도 여수시 학동1길 16-6 (학동),전라남도 여수시 학동 37-4 
숙박업(일반),1998-05-22,드림모텔,전라남도 여수시 둔덕3길 14 (미평동),전라남도 여수시 미평동 568-8 
숙박업(일반),1998-05-22,트윈스모텔,전라남도 여수시 둔덕3길 12 (미평동),전라남도 여수시 미평동 568-13 
숙박업(일반),1998-01-12,죽림모텔,전라남도 여수시 소라면 서부로 57-11,전라남도 여수시 소라면 죽림리 877 
숙박업(일반),1998-02-13,코리아모텔,전라남도 여수시 율촌면 청대길 7,전라남도 여수시 율촌면 월산리 1406-3 
숙박업(일반),1998-02-27,고향모텔,전라남도 여수시 돌산읍 향일암로 75,전라남도 여수시 돌산읍 율림리 17-4 
숙박업(일반),1998-07-15,힐모텔,전라남도 여수시 학동2길 15 (학동),전라남도 여수시 학동 37-6 
숙박업(일반),1998-07-24,리모텔,전라남도 여수시 여문1로 43-13 (여서동),전라남도 여수시 여서동 229-3 
숙박업(일반),1998-07-24,천마모텔,전라남도 여수시 돌산읍 평사로 745-7,전라남도 여수시 돌산읍 평사리 779-6 
숙박업(일반),1998-10-02,금창모텔,전라남도 여수시 봉산남8길 11-16 (봉산동),전라남도 여수시 봉산동 276-10 
숙박업(일반),1998-12-11,여수 INN,전라남도 여수시 공화남2길 16-1 (공화동),전라남도 여수시 공화동 1046-1 
숙박업(일반),1998-12-23,휘가로 호텔,전라남도 여수시 봉산남5길 20 (봉산동),전라남도 여수시 봉산동 259-1 
숙박업(일반),1998-08-05,골든파크 호텔,전라남도 여수시 오동도로 75 (수정동),전라남도 여수시 수정동 343-18 외 3필지 
숙박업(일반),1998-08-22,뜨레모아,전라남도 여수시 돌산읍 향일암로 64,전라남도 여수시 돌산읍 율림리 9-20 
숙박업(일반),1998-09-23,명가모텔,전라남도 여수시 남면 내외진길 6-1,전라남도 여수시 남면 우학리 653-1 
숙박업(일반),1999-11-22,민박,전라남도 여수시 오동도로 88-1 (수정동),전라남도 여수시 수정동 304 
숙박업(일반),1999-09-09,유성모텔,전라남도 여수시 중앙로 72-21 (중앙동),전라남도 여수시 중앙동 820 
숙박업(일반),1999-11-26,모텔리빙,전라남도 여수시 공화북2길 15 (공화동),전라남도 여수시 공화동 1248 
숙박업(일반),2000-11-27,다담,전라남도 여수시 공화남2길 15-1 (공화동),전라남도 여수시 공화동 1043-1 
숙박업(일반),2000-01-05,엑스포 모텔,전라남도 여수시 관문서2길 7 (관문동),전라남도 여수시 관문동 370 
숙박업(일반),2000-01-31,여수게스트하우스플라잉피그B&B,전라남도 여수시 공화북3길 7 (공화동),전라남도 여수시 공화동 1288-6 
숙박업(일반),2000-02-21,모텔 투헤븐,전라남도 여수시 시청동3길 35-16 (학동),전라남도 여수시 학동 181-3 
숙박업(일반),2000-03-23,그랑프리모텔,전라남도 여수시 봉산남8길 17 (봉산동),전라남도 여수시 봉산동 276-13 
숙박업(일반),2000-04-03,호텔 THE B,전라남도 여수시 선소로 41 (학동),전라남도 여수시 학동 181-8 
숙박업(일반),2000-01-10,레브(REVE),전라남도 여수시 화양면 화양로 798-33,전라남도 여수시 화양면 안포리 688-3 
숙박업(일반),2001-07-06,히딩크모텔,전라남도 여수시 돌산읍 돌산로 3300,전라남도 여수시 돌산읍 우두리 504-27 
숙박업(일반),2001-07-26,그곳애,전라남도 여수시 율촌면 조화길 3,전라남도 여수시 율촌면 취적리 1538-2 
숙박업(일반),2001-11-05,1번가 호텔,전라남도 여수시 여문1로 43-21 (여서동),전라남도 여수시 여서동 229 
숙박업(일반),2002-05-29,에쿠스모텔,전라남도 여수시 봉산남7길 8 (봉산동),전라남도 여수시 봉산동 275-1 
숙박업(일반),2002-07-18,초원장,전라남도 여수시 봉산남2길 23-22 (봉산동),전라남도 여수시 봉산동 255-19 
숙박업(일반),2002-08-07,브라보,전라남도 여수시 율촌면 여순로 707,전라남도 여수시 율촌면 취적리 713-5 
숙박업(일반),2002-11-06,크리스탈호텔,전라남도 여수시 여문1로 43-17 (여서동),전라남도 여수시 여서동 229-2 
숙박업(일반),2002-11-08,현대여인숙,전라남도 여수시 동문로 139-4 (공화동),전라남도 여수시 공화동 314 
숙박업(일반),2002-11-15,스카이모텔,전라남도 여수시 교동남1길 5-5 (교동),전라남도 여수시 교동 454 
숙박업(일반),2002-11-20,월드여인숙,전라남도 여수시 교동시장4길 7 (교동),전라남도 여수시 교동 592 
숙박업(일반),2002-12-04,루나(LUNA),전라남도 여수시 성산3길 21-6 (화장동),전라남도 여수시 화장동 797-3 
숙박업(일반),2003-01-08,GD호텔,전라남도 여수시 봉산남5길 8 (봉산동),전라남도 여수시 봉산동 257-1 
숙박업(일반),2003-01-15,포시즌모텔,전라남도 여수시 여서1로 95-9 (여서동),전라남도 여수시 여서동 223-3 
숙박업(일반),2003-01-20,힐링호텔,전라남도 여수시 화양면 화양로 1347-1,전라남도 여수시 화양면 나진리 412-3 
숙박업(일반),2003-01-25,C.F모텔,전라남도 여수시 봉산남7길 11-15 (봉산동),전라남도 여수시 봉산동 262-19 
숙박업(일반),2003-02-03,언덕마루,전라남도 여수시 돌산읍 향일암로 69,전라남도 여수시 돌산읍 율림리 18-2 
숙박업(일반),2003-02-24,벤츠모텔,전라남도 여수시 둔덕3길 6-1 (둔덕동),전라남도 여수시 둔덕동 504-2 
숙박업(일반),2003-03-27,am ort 호텔,전라남도 여수시 시청서6길 23 (학동),전라남도 여수시 학동 200-15 
숙박업(일반),2003-06-23,6&9 모텔,전라남도 여수시 성산3길 21-10 (화장동),전라남도 여수시 화장동 797-5 
숙박업(일반),2003-07-16,쥬얼리모텔,전라남도 여수시 오림4길 53 (오림동),전라남도 여수시 오림동 406-17 
숙박업(일반),2003-07-22,호텔 와이(Y),전라남도 여수시 성산3길 24 (화장동),전라남도 여수시 화장동 794-6 
숙박업(일반),2003-07-30,어썸호텔,전라남도 여수시 시청동2길 30 (학동),전라남도 여수시 학동 175-1 
숙박업(일반),2003-09-01,리오모텔,전라남도 여수시 봉산남7길 17-18 (봉산동),전라남도 여수시 봉산동 260-17 
숙박업(일반),2003-09-19,발리모텔,전라남도 여수시 성산1길 8-4 (화장동),전라남도 여수시 화장동 793-3 
숙박업(일반),2003-09-19,벨라지오호텔,전라남도 여수시 시청서6길 13 (학동),전라남도 여수시 학동 200-19 
숙박업(일반),2003-11-17,호텔야자 여수 학동점,전라남도 여수시 시청동2길 13 (학동),전라남도 여수시 학동 95-9 
숙박업(일반),2003-12-05,24게스트하우스,전라남도 여수시 공화남3길 19 (공화동),전라남도 여수시 공화동 657 
숙박업(일반),2003-12-05,쉼호텔,전라남도 여수시 돌산읍 강남6길 48,전라남도 여수시 돌산읍 우두리 1028-2 
숙박업(일반),2003-12-05,호텔 라임,전라남도 여수시 시청동3길 30-6 (학동),전라남도 여수시 학동 178-10 
숙박업(일반),2003-12-17,맨하탄모텔,전라남도 여수시 시청동3길 12-15 (학동),전라남도 여수시 학동 94-9 
숙박업(일반),2003-12-22,호텔 라라썸,전라남도 여수시 여문문화2길 69 (문수동),전라남도 여수시 문수동 190-6 
숙박업(일반),2003-12-31,좌수영모텔,전라남도 여수시 봉산남8길 7-20 (봉산동),전라남도 여수시 봉산동 275-16 
숙박업(일반),2004-02-06,쉼호텔,전라남도 여수시 돌산읍 강남6길 46,전라남도 여수시 돌산읍 우두리 1028-1 
숙박업(일반),2004-03-03,아리랑힐 호텔,전라남도 여수시 성산3길 21-4 (화장동),전라남도 여수시 화장동 797-2 
숙박업(일반),2004-04-14,아레스모텔,전라남도 여수시 여문문화2길 10 (문수동),전라남도 여수시 문수동 113-6 
숙박업(일반),2004-05-17,엘크레인,전라남도 여수시 여문1로 39-14 (여서동),전라남도 여수시 여서동 236-3 
숙박업(일반),2004-06-02,모텔 티,전라남도 여수시 교동남1길 6-12 (교동),전라남도 여수시 교동 534 
숙박업(일반),2004-06-28,코모도모텔,전라남도 여수시 여문문화길 69 (여서동),전라남도 여수시 여서동 451 
숙박업(일반),2004-12-09,거북모텔,전라남도 여수시 돌산읍 향일암로 70-14,전라남도 여수시 돌산읍 율림리 2-11 
숙박업(일반),2005-03-25,여수 데일리 호텔,전라남도 여수시 성산3길 21-3 (화장동),전라남도 여수시 화장동 796-11 
숙박업(일반),2005-04-22,카라모텔,전라남도 여수시 무선6길 42-4 (선원동),전라남도 여수시 선원동 1277-6 
숙박업(일반),2005-11-11,나비잠 모텔,전라남도 여수시 대교로 38 (봉산동),전라남도 여수시 봉산동 247-9 
숙박업(일반),2005-04-14,황제파크,"전라남도 여수시 오림2길 12-4 (오림동,,9)","전라남도 여수시 오림동 404-6 ,9 "
숙박업(일반),2006-01-20,바다가있는풍경,전라남도 여수시 돌산읍 향일암로 82,전라남도 여수시 돌산읍 율림리 15-2 
숙박업(일반),2006-03-09,오페라모텔,전라남도 여수시 돌산읍 강남1길 39-17,전라남도 여수시 돌산읍 우두리 1053 
숙박업(일반),2006-07-18,패밀리모텔,전라남도 여수시 삼산면 삼호교길 16,전라남도 여수시 삼산면 거문리 106-35 
숙박업(일반),2006-08-04,제이제이,전라남도 여수시 돌산읍 돌산로 2788,전라남도 여수시 돌산읍 평사리 1221-12 
숙박업(일반),2006-09-21,벨라지오호텔 별관,전라남도 여수시 시청서5길 16 (학동),전라남도 여수시 학동 200-6 
숙박업(일반),2007-10-09,해밀턴모텔,전라남도 여수시 삼산면 하늘담길 14-1,전라남도 여수시 삼산면 거문리 86-3 
숙박업(일반),2008-10-24,해와달,전라남도 여수시 돌산읍 향일암로 70-12,전라남도 여수시 돌산읍 율림리 2-5 
숙박업(일반),2009-04-08,화신각,전라남도 여수시 거북선공원2길 15 (학동),전라남도 여수시 학동 81-6 
숙박업(일반),2009-05-08,G모텔,전라남도 여수시 여문1로 43-7 (여서동),전라남도 여수시 여서동 229-5 
숙박업(일반),2009-10-28,웨스트인호텔,전라남도 여수시 성산3길 21-11 (화장동),전라남도 여수시 화장동 796-5 
숙박업(일반),2009-11-06,서울모텔,"전라남도 여수시 무선6길 42-3 (선원동,(1-6층))",전라남도 여수시 선원동 1278-5 (1-6층) 
숙박업(일반),2010-03-31,천지모텔,전라남도 여수시 봉산남8길 17-22 (봉산동),전라남도 여수시 봉산동 277-5 
숙박업(일반),2010-05-04,쉼표 더하기,"전라남도 여수시 동문로 77 (관문동,1~5층)",전라남도 여수시 관문동 909 1~5층 
숙박업(일반),2010-07-26,나르샤관광호텔,전라남도 여수시 시청서6길 3 (학동),전라남도 여수시 학동 200-24 
숙박업(일반),2010-10-15,여수 비치호텔,전라남도 여수시 시청서6길 5 (학동),전라남도 여수시 학동 200-23 
숙박업(일반),2010-11-11,H·S관광호텔,"전라남도 여수시 오동도로 74 (수정동,외6필지(1,3~10층))","전라남도 여수시 수정동 215 외6필지(1,3~10층) "
숙박업(일반),2011-01-06,뉴백도여관,전라남도 여수시 삼산면 거문학교길 1-2 ((지상1층)),전라남도 여수시 삼산면 거문리 66 (지상1층) 
숙박업(일반),2011-02-14,브라운 도트호텔 여수여천점,전라남도 여수시 성산3길 21-17 (화장동),전라남도 여수시 화장동 798-7 
숙박업(일반),2012-03-07,애플호텔,전라남도 여수시 성산3길 21-5 (화장동),전라남도 여수시 화장동 796-3 
숙박업(일반),2012-02-27,디오션리조트(호텔),전라남도 여수시 소호로 295 (소호동),전라남도 여수시 소호동 산 99 지상1~17층 
숙박업(일반),2012-03-09,소노캄 여수,"전라남도 여수시 오동도로 111, 1~25층 (수정동)",전라남도 여수시 수정동 332-15 
숙박업(일반),2012-04-25,한옥호텔 오동재,전라남도 여수시 박람회길 99 (덕충동),전라남도 여수시 덕충동 2022 
숙박업(일반),2012-05-02,주식회사 히든베이호텔,전라남도 여수시 신월로 496-25 (신월동),전라남도 여수시 신월동 197-30 
숙박업(일반),2012-05-07,호텔 프로방스,전라남도 여수시 오동도로 61-14 (수정동),전라남도 여수시 수정동 343-3 
숙박업(일반),2012-05-11,블루오션 무인호텔 A동,전라남도 여수시 소호로 231 (소호동),전라남도 여수시 소호동 1138 
숙박업(일반),2012-05-16,E하우스모텔,전라남도 여수시 오림4길 61 (오림동),전라남도 여수시 오림동 406-13 
숙박업(일반),2012-05-17,에스모텔(S),전라남도 여수시 무선6길 43-4 (선원동),전라남도 여수시 선원동 1279-3 
숙박업(일반),2012-05-23,버디모텔,"전라남도 여수시 시청동2길 25, 2층 (학동)",전라남도 여수시 학동 178-12 2층 
숙박업(일반),2012-05-31,쉴모텔,전라남도 여수시 소호로 201 (소호동),전라남도 여수시 소호동 1158 
숙박업(일반),2012-06-19,말리브호텔,전라남도 여수시 소라면 죽림중앙로 13-15,전라남도 여수시 소라면 죽림리 1181-3 
숙박업(일반),2012-06-22,쉴모텔2,전라남도 여수시 소호로 203 (소호동),전라남도 여수시 소호동 1158-2 
숙박업(일반),2012-06-25,블루오션 무인호텔 B동,전라남도 여수시 소호로 229 (소호동),전라남도 여수시 소호동 1138-2 
숙박업(일반),2012-07-31,거문도섬호텔,전라남도 여수시 삼산면 거문도등대길 54,전라남도 여수시 삼산면 덕촌리 324 
숙박업(일반),2012-05-12,유캐슬호텔,전라남도 여수시 소라면 안심산길 155,전라남도 여수시 소라면 죽림리 116 
숙박업(일반),2012-05-17,베니키아호텔여수,전라남도 여수시 시청서6길 19 (학동),전라남도 여수시 학동 200-16 
숙박업(일반),2012-06-04,스테이 더 딜라잇,전라남도 여수시 망양로 20 (덕충동),전라남도 여수시 덕충동 61-25 
숙박업(일반),2012-08-09,여수 웨이트호텔,전라남도 여수시 시청동3길 30-7 (학동),전라남도 여수시 학동 177-2 
숙박업(일반),2013-03-11,연모텔,전라남도 여수시 소라면 죽림중앙로 13-5,전라남도 여수시 소라면 죽림리 1181-5 
숙박업(일반),2013-03-13,제이모텔,전라남도 여수시 성산3길 24-8 (화장동),전라남도 여수시 화장동 795-7 
숙박업(일반),2013-07-08,MJ모텔,전라남도 여수시 여문문화길 76-1 (문수동),전라남도 여수시 문수동 190-4 
숙박업(일반),2013-08-02,띠아모호텔,전라남도 여수시 봉산남6길 12 (봉산동),전라남도 여수시 봉산동 262-2 
숙박업(일반),2014-06-05,(주)여수관광레저(호텔더시티),전라남도 여수시 좌수영로 641 (둔덕동),전라남도 여수시 둔덕동 산 134-1 
