업종명,신고일자,업소명,영업소 주소(도로명),영업소 주소(지번)
목욕장업,1994-11-10,장수한방사우나,전라남도 여수시 허문정2길 12 (문수동),전라남도 여수시 문수동 722 
목욕장업,1994-08-19,쌍봉대중탕,전라남도 여수시 학동서3길 27 (학동),전라남도 여수시 학동 65-2 
목욕장업,1995-10-16,선경 사우나,전라남도 여수시 양지3길 13 (미평동),전라남도 여수시 미평동 733 
목욕장업,1995-09-29,다도해사우나 헬스,전라남도 여수시 한재로 182 (광무동),전라남도 여수시 광무동 310 
목욕장업,1995-01-27,소호천,전라남도 여수시 소호4길 6-1 (소호동),전라남도 여수시 소호동 356-6 
목욕장업,1995-02-15,(주)유심천레저산업,전라남도 여수시 소라면 안심산길 155,전라남도 여수시 소라면 죽림리 117-7 
목욕장업,1996-04-24,여수한증막,전라남도 여수시 대교로 66-1 (봉산동),전라남도 여수시 봉산동 82 
목욕장업,1996-09-09,코아 사우나,전라남도 여수시 여문2로 73 (문수동),전라남도 여수시 문수동 452 
목욕장업,1997-08-20,종고목욕탕,전라남도 여수시 관문서1길 3 (관문동),전라남도 여수시 관문동 408 
목욕장업,1997-08-21,무선사우나,전라남도 여수시 무선2길 37 (선원동),전라남도 여수시 선원동 1256-8 
목욕장업,1998-05-29,고궁온천,전라남도 여수시 쌍봉로 353 (둔덕동),전라남도 여수시 둔덕동 584-9 
목욕장업,2000-01-05,엑스포 한증막,전라남도 여수시 관문서2길 7 (관문동),전라남도 여수시 관문동 370 
목욕장업,2000-03-08,청정해수탕,전라남도 여수시 봉산남4길 23-32 (봉산동),전라남도 여수시 봉산동 273-36 
목욕장업,2002-12-02,삼성온천사우나,"전라남도 여수시 좌수영로 682-34 (봉계동, 로얄상가)",전라남도 여수시 봉계동 5-5 로얄상가A 
목욕장업,2003-04-21,좌수영사우나,전라남도 여수시 선원3길 10-21 (선원동),전라남도 여수시 선원동 150-2 
목욕장업,2003-08-11,덕양 축복사우나,전라남도 여수시 소라면 덕양로 400,전라남도 여수시 소라면 덕양리 1240-2 
목욕장업,2003-08-21,행복사우나,"전라남도 여수시 문수북2길 9-1 (문수동,,3)","전라남도 여수시 문수동 48-2 ,3 "
목욕장업,2004-01-05,천지연사우나,전라남도 여수시 미평3길 58-8 (미평동),전라남도 여수시 미평동 669-3 
목욕장업,2004-04-06,청솔사우나,전라남도 여수시 돌산읍 강남1길 13,전라남도 여수시 돌산읍 우두리 1023-1 
목욕장업,2004-04-20,금호 사우나,전라남도 여수시 신월로 559 (신월동),전라남도 여수시 신월동 67 
목욕장업,2004-05-28,우리사우나,"전라남도 여수시 시청로 34 (학동,104호)",전라남도 여수시 학동 36-1 104호 
목욕장업,2005-10-31,금수강산사우나,전라남도 여수시 여문2로 53-6 (문수동),전라남도 여수시 문수동 793-14 
목욕장업,2005-11-22,여수스포렉스,전라남도 여수시 여문2로 183 (여서동),전라남도 여수시 여서동 480-2 
목욕장업,2006-02-15,뉴스파,전라남도 여수시 어항로 3 (봉산동),전라남도 여수시 봉산동 282-4 
목욕장업,2008-04-25,덕천해수사우나,"전라남도 여수시 교동시장2길 13-4 (교동,(2,3,4층))","전라남도 여수시 교동 596-2 (2,3,4층) "
목욕장업,2008-04-30,엑스포사우나,"전라남도 여수시 성산3길 20, 2층~3층 (화장동)",전라남도 여수시 화장동 795-4 2층~3층 
목욕장업,2008-07-09,디오션리조트사우나,전라남도 여수시 소호로 295 (소호동),전라남도 여수시 소호동 산 99 외47필지 
목욕장업,2012-03-07,(주)소노인터내셔널 여수지점,"전라남도 여수시 오동도로 111, 4층 405호 (수정동)",전라남도 여수시 수정동 332-15 4층 405호
목욕장업,2012-05-24,SAUNA (OUTDOOR SPA&POOL),"전라남도 여수시 신월로 496-25, 히든베이호텔 2층, 3층 (신월동)",전라남도 여수시 신월동 1804 히든베이호텔 
목욕장업,2013-01-14,이강산한증막,전라남도 여수시 어항로 12 (국동),전라남도 여수시 국동 1-5 
목욕장업,2013-01-24,현대옥,"전라남도 여수시 여서로 146-11, 2~4층 (여서동)",전라남도 여수시 여서동 490-11 2~4층 
목욕장업,2013-03-13,여수 덕양참숯불가마,전라남도 여수시 해산4길 37-10 (해산동),전라남도 여수시 해산동 산 22 
목욕장업,2013-08-29,엑스포 해수피아,전라남도 여수시 어항단지로 27 (국동),전라남도 여수시 국동 1092-1 
목욕장업,2014-09-01,렉스사우나,전라남도 여수시 소호로 541 (안산동),전라남도 여수시 안산동 736-1 
목욕장업,2014-09-17,편백 해수탕 사우나,전라남도 여수시 봉산남8길 11-8 (봉산동),전라남도 여수시 봉산동 276-15 
목욕장업,2016-03-18,주식회사 신기스포렉스,전라남도 여수시 새터로 37 (신기동),전라남도 여수시 신기동 93-1 
목욕장업,2017-09-01,밀레사우나,전라남도 여수시 국동3길 15-4 (국동),전라남도 여수시 국동 720-2 
목욕장업,2018-04-13,피라미드구들황토방,전라남도 여수시 만성로 263 (만흥동),전라남도 여수시 만흥동 1196 
목욕장업,2018-06-18,여수시장애인국민체육센터,"전라남도 여수시 진남체육관길 74, 진남경기장 (오림동)",전라남도 여수시 오림동 104 진남경기장 
목욕장업,2018-08-16,일신탕,전라남도 여수시 공화남3길 6-2 (공화동),전라남도 여수시 공화동 703 
목욕장업,2018-11-15,여수온천,전라남도 여수시 봉계대곡길 92 (봉계동),전라남도 여수시 봉계동 산 129-1 
목욕장업,2018-11-23,터미널 휘트니스,"전라남도 여수시 좌수영로 276, 2~3층 (오림동)",전라남도 여수시 오림동 434 
목욕장업,2019-04-30,돌산공중목욕장,전라남도 여수시 돌산읍 방답길 51-2,전라남도 여수시 돌산읍 군내리 325 
목욕장업,2019-05-24,동광탕,"전라남도 여수시 동문로 101, 2층 (공화동)",전라남도 여수시 공화동 1051 
목욕장업,2020-07-09,Pool&Sauna (풀&사우나),"전라남도 여수시 웅천남4로 17, 벨메르 A동 3층 (웅천동)",전라남도 여수시 웅천동 1875-1 
목욕장업,2020-10-19,여문휘트니스,"전라남도 여수시 문수2길 9-11, 1~4층 (문수동)",전라남도 여수시 문수동 265-35 
목욕장업,2020-11-20,수 사우나 찜질방,전라남도 여수시 이순신광장로 204 (종화동),전라남도 여수시 종화동 581-2 
이용업,1969-07-29,현대,전라남도 여수시 율촌면 여순로 445,전라남도 여수시 율촌면 신풍리 1007-19 
이용업,1970-02-04,오동,전라남도 여수시 공화북4길 14 (공화동),전라남도 여수시 공화동 1352 
이용업,1971-09-30,신촌,전라남도 여수시 광무1길 32-11 (광무동),전라남도 여수시 광무동 77-29 
이용업,1971-01-27,신영,전라남도 여수시 신월로 721-1 (국동),전라남도 여수시 국동 760-2 
이용업,1971-10-02,소양,전라남도 여수시 소라면 덕양로 430-1,전라남도 여수시 소라면 덕양리 1224-3 
이용업,1972-10-25,덕양,"전라남도 여수시 소라면 하세동길 2-2, 3호",전라남도 여수시 소라면 덕양리 1273 
이용업,1973-06-22,부민,전라남도 여수시 진남로 141-2 (공화동),전라남도 여수시 공화동 1151-1 
이용업,1973-03-22,봉산이발관,전라남도 여수시 봉산벅수길 11-1 (봉산동),전라남도 여수시 봉산동 660 
이용업,1973-12-27,한일,,전라남도 여수시 돌산읍 군내리 417 
이용업,1975-11-12,청수,전라남도 여수시 이순신광장로 221-5 (종화동),전라남도 여수시 종화동 953 
이용업,1975-07-23,삼오,전라남도 여수시 화양면 화동로 144,전라남도 여수시 화양면 화동리 1369-3 
이용업,1976-11-15,신진이용,전라남도 여수시 이순신광장로 43 (교동),전라남도 여수시 교동 495 
이용업,1977-10-07,향미,전라남도 여수시 봉강2길 37 (봉강동),전라남도 여수시 봉강동 116 
이용업,1977-11-04,구봉,전라남도 여수시 신월로 672-2 (국동),전라남도 여수시 국동 467-5 
이용업,1980-06-13,우아미,전라남도 여수시 중앙로 22-3 (교동),전라남도 여수시 교동 626-8 
이용업,1980-08-04,백초,전라남도 여수시 돌산읍 강남6길 27-1,전라남도 여수시 돌산읍 우두리 1020-15 
이용업,1981-08-26,영이용원,전라남도 여수시 도원로 194 (안산동),전라남도 여수시 안산동 439-8 
이용업,1981-12-07,은성,,전라남도 여수시 남산동 715 
이용업,1981-08-26,등산,전라남도 여수시 봉강서4길 6 (봉강동),전라남도 여수시 봉강동 456-6 
이용업,1981-02-18,옥수,전라남도 여수시 도원로 145-1 (선원동),전라남도 여수시 선원동 1226-15 
이용업,1981-04-17,화성,전라남도 여수시 소라면 통천길 48-5,전라남도 여수시 소라면 덕양리 912 
이용업,1982-07-21,신성,전라남도 여수시 율촌면 동산개길 3,전라남도 여수시 율촌면 조화리 210 
이용업,1982-09-13,서촌,전라남도 여수시 화양면 서촌길 28,전라남도 여수시 화양면 서촌리 592 
이용업,1982-08-16,대중이용원,전라남도 여수시 연등7길 32-1 (연등동),전라남도 여수시 연등동 728-1 
이용업,1983-03-22,광창이용원,전라남도 여수시 여객선터미널길 14-8 (교동),전라남도 여수시 교동 677-10 
이용업,1983-06-24,신선,"전라남도 여수시 도원로 212, 상가동 107호 (안산동, 부영@)",전라남도 여수시 안산동 440 부영@상가 107호 
이용업,1985-06-18,남성,전라남도 여수시 광무1길 19 (광무동),전라남도 여수시 광무동 185-12 
이용업,1985-05-20,삼호,전라남도 여수시 좌수영로 977 (여천동),전라남도 여수시 여천동 404 
이용업,1985-08-16,주신,,전라남도 여수시 남면 우학리 319 
이용업,1986-07-22,우등,전라남도 여수시 연등7길 40 (연등동),전라남도 여수시 연등동 728-12 
이용업,1986-01-04,상아,전라남도 여수시 국동4길 32 (국동),전라남도 여수시 국동 704-1 
이용업,1988-01-13,청정 이용원,전라남도 여수시 봉산남4길 23-32 (봉산동),전라남도 여수시 봉산동 273-36 
이용업,1988-10-06,삼일,전라남도 여수시 무선로 67 (선원동),전라남도 여수시 선원동 137-1 
이용업,1989-08-24,신진,전라남도 여수시 상암로 629 (상암동),전라남도 여수시 상암동 1701-5 
이용업,1990-01-24,뉴스파이용원,전라남도 여수시 어항로 3 (봉산동),전라남도 여수시 봉산동 282-4 
이용업,1990-03-20,부영,전라남도 여수시 오림2길 19 (오림동),전라남도 여수시 오림동 408-25 
이용업,1991-12-18,용운탕,전라남도 여수시 서교연등천길 7 (서교동),전라남도 여수시 서교동 532-2 
이용업,1991-10-30,수정사우나이용원,"전라남도 여수시 공화북4길 9 (공화동,3층)",전라남도 여수시 공화동 1288 3층 
이용업,1991-02-08,종고산,전라남도 여수시 관문서1길 3 (관문동),전라남도 여수시 관문동 408 
이용업,1991-11-28,현대이발,전라남도 여수시 공화북5길 3-1 (공화동),전라남도 여수시 공화동 724 
이용업,1991-09-11,덕산,전라남도 여수시 소라면 성재길 7-8,전라남도 여수시 소라면 덕양리 841-3 
이용업,1991-05-16,장수한방사우나,전라남도 여수시 허문정2길 12 (문수동),전라남도 여수시 문수동 722 
이용업,1992-03-09,대동,전라남도 여수시 진남로 16 (충무동),전라남도 여수시 충무동 393-3 
이용업,1992-10-24,주공이용원,전라남도 여수시 미평로 29 (미평동),전라남도 여수시 미평동 435-12 
이용업,1992-07-13,형제,"전라남도 여수시 신기남길 30, 1층 (신기동)",전라남도 여수시 신기동 100-12 1층 
이용업,1992-04-17,여화,전라남도 여수시 소라면 관기길 9,전라남도 여수시 소라면 관기리 418-2 
이용업,1993-07-22,새길,전라남도 여수시 무선3길 14 (선원동),전라남도 여수시 선원동 1256-6 
이용업,1993-11-15,소망,전라남도 여수시 소호1길 64-18 (소호동),전라남도 여수시 소호동 67-1 
이용업,1993-12-11,신동아,"전라남도 여수시 쌍봉로 46, 2층 (학동)",전라남도 여수시 학동 50 
이용업,1994-12-23,삼성,전라남도 여수시 미평로 53-1 (미평동),전라남도 여수시 미평동 273-4 
이용업,1994-12-23,고궁,"전라남도 여수시 쌍봉로 353 (둔덕동,외 5필지)",전라남도 여수시 둔덕동 584-9 외 5필지 
이용업,1995-10-07,덕천,전라남도 여수시 교동시장2길 13-4 (교동),전라남도 여수시 교동 596-2 
이용업,1995-01-09,수향이용원,전라남도 여수시 흙산로 2-1 (관문동),전라남도 여수시 관문동 808 
이용업,1996-06-11,새로나,"전라남도 여수시 여서1로 32, 상가1동 1층 7호 (여서동, 부영6차아파트)",전라남도 여수시 여서동 479 부영6차상가 1동1층7호 
이용업,1996-02-17,진영,전라남도 여수시 새터로 82-1 (신기동),전라남도 여수시 신기동 38-21 
이용업,1997-10-07,엠브이피,전라남도 여수시 선소로 105 (학동),전라남도 여수시 학동 78-6 
이용업,1997-01-10,대명,전라남도 여수시 화양면 나진길 19-1,전라남도 여수시 화양면 나진리 434-1 
이용업,1998-02-12,스포렉스이용원,"전라남도 여수시 여문2로 183 (여서동,5층)",전라남도 여수시 여서동 480-2 5층 
이용업,1998-04-25,원앙,전라남도 여수시 여문1로 68 (문수동),전라남도 여수시 문수동 152-4 
이용업,1998-06-11,88금메달이용원,전라남도 여수시 신월로 774-1 (봉산동),전라남도 여수시 봉산동 676-1 
이용업,1998-06-17,라인,,전라남도 여수시 국동 864-17 
이용업,1998-09-24,우리이용타운,"전라남도 여수시 여서2로 38 (여서동,주공2단지상가 4호)",전라남도 여수시 여서동 370-1 주공2단지상가 4호 
이용업,1999-05-08,순천이발관,전라남도 여수시 교동시장4길 11-1 (교동),전라남도 여수시 교동 609 
이용업,1999-04-29,청화대이용원,"전라남도 여수시 흥국로 92, 2층 (신기동)",전라남도 여수시 신기동 71-2 
이용업,1999-03-12,대송이용원,전라남도 여수시 대통3길 79 (화장동),전라남도 여수시 화장동 836-6 
이용업,2000-04-24,문수,전라남도 여수시 문수북6길 3 (문수동),전라남도 여수시 문수동 83-13 
이용업,2001-03-14,조이용원,"전라남도 여수시 여서로 302, 상가동 207호 (여서동, 경남@)",전라남도 여수시 여서동 43-12 경남@상가 207호 
이용업,2001-11-05,전원이용원,"전라남도 여수시 허문정2길 32, 1층 (문수동)",전라남도 여수시 문수동 760-4 
이용업,2002-04-11,궁전이용원,전라남도 여수시 흥국로 76 (신기동),전라남도 여수시 신기동 64-6 
이용업,2003-07-25,광장이용원,전라남도 여수시 여서동5길 18 (여서동),전라남도 여수시 여서동 382-1 
이용업,2003-07-30,미스터이용원,전라남도 여수시 선소로 114 (신기동),전라남도 여수시 신기동 58-1 
이용업,2003-08-21,성공,전라남도 여수시 서교3길 2 (서교동),전라남도 여수시 서교동 463 
이용업,2003-11-12,여천이용원,전라남도 여수시 무선로 163-1 (선원동),전라남도 여수시 선원동 1228-4 
이용업,2004-03-08,신풍이용원,전라남도 여수시 망마로 57 (신기동),전라남도 여수시 신기동 110-12 
이용업,2004-03-24,쎄시에 이용원,전라남도 여수시 문수북2길 9 (문수동),전라남도 여수시 문수동 48-1 
이용업,2004-10-22,셀프이용원,전라남도 여수시 문수북2길 15 (문수동),전라남도 여수시 문수동 53-1 
이용업,2004-10-26,제일목욕탕 이용원,전라남도 여수시 시전6길 17 (신기동),전라남도 여수시 신기동 98-12 
이용업,2005-06-16,대교이용원,전라남도 여수시 어항로 13-1 (봉산동),전라남도 여수시 봉산동 281-20 
이용업,2005-07-01,유심천이용원,전라남도 여수시 소라면 안심산길 155,전라남도 여수시 소라면 죽림리 117-7 
이용업,2005-07-15,군내이용원,전라남도 여수시 돌산읍 방답길 52,전라남도 여수시 돌산읍 군내리 285-2 
이용업,2005-08-23,젠틀맨,전라남도 여수시 소호로 461 (소호동),전라남도 여수시 소호동 360-4 
이용업,2005-12-09,새현대이용원,"전라남도 여수시 한재로 183 (광무동,(지하1층))",전라남도 여수시 광무동 243 (지하1층) 
이용업,2006-07-28,솔로몬이용원,"전라남도 여수시 흥국상가길 25 (신기동,(2층))",전라남도 여수시 신기동 59-6 (2층) 
이용업,2006-09-14,등대이발,전라남도 여수시 광무1길 10 (광무동),전라남도 여수시 광무동 139-11 
이용업,2006-12-05,엑스포이용원,전라남도 여수시 성산3길 20 (화장동),전라남도 여수시 화장동 795-4 
이용업,2007-03-14,태영이용원,전라남도 여수시 무선5길 28 (선원동),전라남도 여수시 선원동 1241-6 
이용업,2007-10-16,뉴대성,"전라남도 여수시 무선로 12, 103호 (학동)",전라남도 여수시 학동 58-19 현대상가 103호 
이용업,2008-07-08,아리랑,전라남도 여수시 화산로 40 (화장동),전라남도 여수시 화장동 773-9 
이용업,2009-04-06,동천이용원,전라남도 여수시 율촌면 당머리길 5,전라남도 여수시 율촌면 조화리 260-33 
이용업,2009-04-17,희망,전라남도 여수시 신기북2길 3 (신기동),전라남도 여수시 신기동 33-9 
이용업,2009-07-16,만평이용,전라남도 여수시 만흥3길 11 (만흥동),전라남도 여수시 만흥동 285-4 
이용업,2010-04-13,유진,전라남도 여수시 어항로 23-4 (봉산동),전라남도 여수시 봉산동 280-3 
이용업,2010-04-28,우리,전라남도 여수시 시청로 34 (학동),전라남도 여수시 학동 36-1 
이용업,2010-08-05,금호 이용원,"전라남도 여수시 신월로 559, 금호사우나 (신월동)",전라남도 여수시 신월동 67 
이용업,2011-05-09,초원이용원,"전라남도 여수시 동문로 66 (관문동,(2층))",전라남도 여수시 관문동 597 (2층) 
이용업,2012-03-07,정이용원,전라남도 여수시 여서로 146-7 (여서동),전라남도 여수시 여서동 490-13 
이용업,2013-08-29,체험염색방,전라남도 여수시 여서로 146-2 (여서동),전라남도 여수시 여서동 489-1 현대건설아파트 상가 1층 105호
이용업,2013-09-04,하이츠이용원,전라남도 여수시 쌍봉로 357 (둔덕동),전라남도 여수시 둔덕동 434-16 
이용업,2014-06-24,삼거리이용원,전라남도 여수시 남산로 126 (서교동),전라남도 여수시 서교동 542 
이용업,2014-07-09,황금이용원,"전라남도 여수시 율촌면 율촌로 86, 1층",전라남도 여수시 율촌면 조화리 261-9 
이용업,2015-04-10,명지 컷트실,전라남도 여수시 소호로 541 (안산동),전라남도 여수시 안산동 736-1 
이용업,2017-05-08,남성 헤어클럽,전라남도 여수시 화산1길 32-11 (화장동),전라남도 여수시 화장동 739-21 
이용업,2017-04-21,바베리안 바버샵,"전라남도 여수시 웅천남8로 23, 213동 109호 (웅천동, 포레나 여수 웅천 2단지)",전라남도 여수시 웅천동 1889-1 포레나 여수 웅천 2단지 
이용업,2018-06-29,장수이용원,"전라남도 여수시 신기북1길 17-4, 2층 (신기동)",전라남도 여수시 신기동 50-8 
이용업,2019-05-22,금수강산이발관,"전라남도 여수시 여문2로 53-6, 3층 (문수동)",전라남도 여수시 문수동 793-14 
이용업,2019-11-01,언노운 바버샵,"전라남도 여수시 여서2로 70, 101호 (여서동)",전라남도 여수시 여서동 244-2 
이용업,2020-09-15,이놈바버샵(INOM BARBERSHOP),"전라남도 여수시 충무오거리길 12-1, 1층 (충무동)",전라남도 여수시 충무동 469 
이용업,2021-03-04,신기스포렉스 이용원,"전라남도 여수시 새터로 37, 3층 (신기동)",전라남도 여수시 신기동 93-1 시전주유소 
이용업,2021-04-23,오스틴바버샵,"전라남도 여수시 신기북3길 11, 1층 (신기동)",전라남도 여수시 신기동 29-5 
이용업,2021-12-29,명동이용원,전라남도 여수시 봉산남8길 11-8 (봉산동),전라남도 여수시 봉산동 276-15 
이용업,2022-02-04,문수휘트니스(이용원),"전라남도 여수시 문수2길 9-11, 3층 (문수동)",전라남도 여수시 문수동 265-35 
이용업,2022-03-24,다도해 이용원,전라남도 여수시 한재로 182 (광무동),전라남도 여수시 광무동 311 
이용업,2022-09-15,영이용원,"전라남도 여수시 좌수영로 201, 럭키상가 2층 3호 (광무동)",전라남도 여수시 광무동 928-14 럭키아파트 
이용업,2023-06-17,터미널사우나,"전라남도 여수시 좌수영로 276, 3층 (오림동)",전라남도 여수시 오림동 434 
이용업,2023-06-17,소호천이용원,"전라남도 여수시 소호4길 6-1, 2층 (소호동)",전라남도 여수시 소호동 356-6 
미용업,1964-06-12,민헤어통신,전라남도 여수시 동문로 31 (관문동),전라남도 여수시 관문동 387 
미용업,1967-08-02,아트머리방,"전라남도 여수시 시청로 82, 109호 (선원동, 금호아파트16동상가)",전라남도 여수시 선원동 53 금호아파트 16동상가 109호 
미용업,1973-08-09,공주,전라남도 여수시 서교7길 8-1 (광무동),전라남도 여수시 광무동 274 
미용업,1973-04-18,서울,전라남도 여수시 율촌면 동산개길 9,전라남도 여수시 율촌면 조화리 212 
미용업,1976-03-31,준,"전라남도 여수시 진남상가길 34, 2층 (교동)",전라남도 여수시 교동 99 
미용업,1977-12-09,국화,전라남도 여수시 충무로 92-1 (충무동),전라남도 여수시 충무동 126 
미용업,1977-12-19,모던미용실,전라남도 여수시 국동남5길 8-5 (국동),전라남도 여수시 국동 491-3 
미용업,1980-04-08,꾀꼬리,전라남도 여수시 좌수영로 13 (서교동),전라남도 여수시 서교동 454 
미용업,1980-09-02,민경 미용실,전라남도 여수시 공화남1길 12 (공화동),전라남도 여수시 공화동 922-1 
미용업,1981-03-02,보라,전라남도 여수시 공화남4길 18-4 (공화동),전라남도 여수시 공화동 1036-2 
미용업,1981-06-19,시온,전라남도 여수시 교동시장3길 13-3 (교동),전라남도 여수시 교동 622-7 
미용업,1981-09-02,미다듬헤어힐,전라남도 여수시 신월로 646 (국동),전라남도 여수시 국동 998 
미용업,1982-12-06,새은혜,전라남도 여수시 충민로 169 (덕충동),전라남도 여수시 덕충동 1650-1 
미용업,1982-10-07,자영,,전라남도 여수시 광무동 247-4 
미용업,1982-12-06,박정민헤어스케치,"전라남도 여수시 충무로 56-1, 2층 (충무동)",전라남도 여수시 충무동 490 2층 
미용업,1982-04-08,주미용실,전라남도 여수시 통제영3길 10-15 (교동),전라남도 여수시 교동 322 
미용업,1983-07-06,라라,전라남도 여수시 돌산읍 강남11길 39,전라남도 여수시 돌산읍 우두리 1043-6 
미용업,1983-01-14,이화헤어스토리,전라남도 여수시 진남상가길 40-2 (교동),전라남도 여수시 교동 78 2층 
미용업,1984-07-13,제일,전라남도 여수시 남산북5길 10 (남산동),전라남도 여수시 남산동 1099-14 
미용업,1984-12-22,새롬,"전라남도 여수시 좌수영로 437, 상가동 107호 (둔덕동, 주공아파트)",전라남도 여수시 둔덕동 464 상가 107호 
미용업,1985-11-16,희나,전라남도 여수시 버드나무길 5-2 (서교동),전라남도 여수시 서교동 663-8 
미용업,1985-06-20,행운,전라남도 여수시 공화북6길 16 (공화동),전라남도 여수시 공화동 1395 
미용업,1985-07-25,세모네모미용실,"전라남도 여수시 동문로 70-1, 1층 (관문동)",전라남도 여수시 관문동 681-3 
미용업,1985-09-12,보람,전라남도 여수시 돌산읍 남외길 12-1,전라남도 여수시 돌산읍 군내리 557 
미용업,1986-05-22,김연희 헤어팜,전라남도 여수시 여서1로 23-1 (여서동),전라남도 여수시 여서동 455-7 
미용업,1986-07-22,소망,전라남도 여수시 진남로 57 (군자동),전라남도 여수시 군자동 250 
미용업,1986-09-11,서부,전라남도 여수시 미평로 3 (미평동),전라남도 여수시 미평동 524-3 
미용업,1986-05-22,꽃네,전라남도 여수시 공화북1길 5 (공화동),전라남도 여수시 공화동 1323 
미용업,1986-05-15,김현일 미용실,전라남도 여수시 남산북5길 6-1 (남산동),전라남도 여수시 남산동 1099-22 
미용업,1986-01-15,진실,전라남도 여수시 연등7길 16 (연등동),전라남도 여수시 연등동 725-5 
미용업,1986-12-29,경희,전라남도 여수시 봉산1로 45 (봉산동),전라남도 여수시 봉산동 255-2 
미용업,1986-01-10,구구,전라남도 여수시 봉산1로 11 (봉산동),전라남도 여수시 봉산동 273-22 
미용업,1986-08-07,민정,전라남도 여수시 자산공원길 11 (종화동),전라남도 여수시 종화동 878-6 
미용업,1987-08-01,청솔미용실,"전라남도 여수시 돌산읍 강남동로 46-3, 상가동 110호 (돌산청솔3단지아파트)",전라남도 여수시 돌산읍 우두리 1134-2 돌산청솔3단지@ 상가동110호 
미용업,1987-03-19,새종,전라남도 여수시 좌수영로 48-1 (서교동),전라남도 여수시 서교동 46-1 
미용업,1987-04-18,장 헤어 샵,"전라남도 여수시 여수산단로 42, 1층 (봉계동)",전라남도 여수시 봉계동 457-1 
미용업,1987-01-24,수진,전라남도 여수시 돌산읍 죽포1길 3,전라남도 여수시 돌산읍 죽포리 878-1 
미용업,1988-12-19,수정,전라남도 여수시 공화남1길 22 (공화동),전라남도 여수시 공화동 876 
미용업,1988-10-27,정시원헤어샵,"전라남도 여수시 신월로 688, 상가동 205호 (국동, 대주아파트)",전라남도 여수시 국동 543 대주상가 205 
미용업,1988-06-04,김경애,전라남도 여수시 신월로 650 (국동),전라남도 여수시 국동 994-2 
미용업,1988-11-07,신촌가위손,"전라남도 여수시 여서로 136, 상가동 201호 (여서동, 현대건설@20동)",전라남도 여수시 여서동 489-1 현대건설@상가 20동 201호 
미용업,1988-09-14,보보,전라남도 여수시 미평로 51 (미평동),전라남도 여수시 미평동 255-4 
미용업,1988-12-29,성심,전라남도 여수시 여객선터미널길 14-16 (교동),전라남도 여수시 교동 677-19 
미용업,1988-06-16,영춘,전라남도 여수시 봉산남3길 8-1 (봉산동),전라남도 여수시 봉산동 270-1 
미용업,1988-05-25,유미머리방,전라남도 여수시 교동시장3길 13 (교동),전라남도 여수시 교동 622-45 
미용업,1988-03-28,조이미용실,전라남도 여수시 여객선터미널길 18-19 (교동),전라남도 여수시 교동 679-6 
미용업,1988-08-03,가위클럽,전라남도 여수시 여문1로 27 (여서동),전라남도 여수시 여서동 372 
미용업,1988-03-04,파랑새,"전라남도 여수시 덕양로 157, 주상가동 101호 (화장동, 주공3단지아파트)",전라남도 여수시 화장동 882 주공3단지아파트 
미용업,1988-06-23,백양미용실,"전라남도 여수시 율촌면 동산개길 1, 1층",전라남도 여수시 율촌면 조화리 210-10 
미용업,1988-09-08,다미인머리방,전라남도 여수시 율촌면 율촌로 79,전라남도 여수시 율촌면 조화리 210-11 
미용업,1989-04-14,최하영헤어뉴스,전라남도 여수시 봉산남1길 10 (봉산동),전라남도 여수시 봉산동 252-20 
미용업,1989-12-12,아트,"전라남도 여수시 여서동1길 27, 1층 6호 (여서동, 부영아파트상가)",전라남도 여수시 여서동 242 부영아파트상가 1층6호 
미용업,1989-07-26,류성애,전라남도 여수시 통제영1길 7 (충무동),전라남도 여수시 충무동 628-8 
미용업,1989-07-12,상하,전라남도 여수시 문수북11길 1 (문수동),전라남도 여수시 문수동 83-26 
미용업,1989-10-18,금강,전라남도 여수시 연등1길 23-2 (연등동),전라남도 여수시 연등동 290 
미용업,1989-03-24,은진미용실,전라남도 여수시 버드나무길 24 (봉강동),전라남도 여수시 봉강동 330-1 
미용업,1989-08-14,새정,전라남도 여수시 구봉산길 40-1 (국동),전라남도 여수시 국동 193-527 
미용업,1989-09-25,은지,전라남도 여수시 여서동5길 29-1 (여서동),전라남도 여수시 여서동 375-2 
미용업,1989-07-11,국빈,전라남도 여수시 충무4길 2-1 (충무동),전라남도 여수시 충무동 430 
미용업,1989-11-02,강민경샵,전라남도 여수시 선소로 126 (신기동),전라남도 여수시 신기동 56-5 
미용업,1990-03-06,금호미용실,"전라남도 여수시 여서2로 22, 2동 205호 (여서동)",전라남도 여수시 여서동 373 
미용업,1990-09-27,원경,"전라남도 여수시 덕충3길 6, 상가동 201호 (덕충동, 성학아파트)",전라남도 여수시 덕충동 1744-1 성학A상가 201호 
미용업,1990-10-23,늘사랑 머리방,"전라남도 여수시 쌍봉로 370, 중앙하이츠아파트 상가동 2층 204호 (둔덕동)",전라남도 여수시 둔덕동 583 중앙하이츠아파트 
미용업,1990-08-23,명성,전라남도 여수시 문수북6길 40 (문수동),전라남도 여수시 문수동 57-12 
미용업,1990-09-12,사계절,전라남도 여수시 좌수영로 24 (서교동),전라남도 여수시 서교동 272 
미용업,1990-08-06,이미란헤어스케치,"전라남도 여수시 소라면 죽림로 36, 상가동 202호 (죽림휴먼시아)",전라남도 여수시 소라면 죽림리 1123 휴먼시아2단지 202호 
