관리기관명,소재지지번주소,소재지도로명주소,카메라대수,카메라화소,촬영방면,보관일수,설치연도,위도,경도,데이터기준일자
광주광역시 사회재난과,광산구 산정동 1061,,2,200만,360도,30일,2017,35.17271,126.801523,2024-06-30
광주광역시 사회재난과,광산구 신창동 337-2,,2,200만,360도,30일,2017,35.1897,126.849083,2024-06-30
광주광역시 사회재난과,광산구 비아동 66-48,광산구 비아동원촌길 57-2,1,200만,360도,30일,2017,35.221434,126.827602,2024-06-30
광주광역시 사회재난과,광산구 비아동 66-48,광산구 비아동원촌길 57-2,1,200만,360도,30일,2013,35.221434,126.827602,2024-06-30
광주광역시 사회재난과,광산구 비아동 66-48,광산구 비아동원촌길 57-2,1,200만,360도,30일,2024,35.221434,126.827602,2024-06-30
광주광역시 사회재난과,광산구 월계동 850-20,광산구 산월로 25-10,1,200만,360도,30일,2017,35.209294,126.84006,2024-06-30
광주광역시 사회재난과,광산구 월계동 850-20,광산구 산월로 25-10,1,200만,360도,30일,2024,35.209294,126.84006,2024-06-30
광주광역시 사회재난과,광산구 비아동 118-13,광산구 비아중앙로31번길 8-3,2,200만,360도,30일,2017,35.222209,126.824017,2024-06-30
광주광역시 사회재난과,광산구 비아동 118-13,광산구 비아중앙로31번길 8-3,1,200만,360도,30일,2023,35.222209,126.824017,2024-06-30
광주광역시 사회재난과,광산구 수완동 1645 ,광산구 수완로52번길 30-1,1,200만,360도,30일,2017,35.190441,126.830452,2024-06-30
광주광역시 사회재난과,광산구 수완동 1645 ,광산구 수완로52번길 30-1,2,200만,360도,30일,2024,35.190441,126.830452,2024-06-30
광주광역시 사회재난과,남구 월산동 25-2,남구 구성로76번길 6,1,200만,360도,30일,2024,35.148673,126.903352,2024-06-30
광주광역시 사회재난과,남구 월산동 25-5,남구 구성로76번길 2-9,1,200만,360도,30일,2017,35.148852,126.902813,2024-06-30
광주광역시 사회재난과,남구 월산동 41-2,남구 구성로78번길 22,2,200만,360도,30일,2017,35.147104,126.903108,2024-06-30
광주광역시 사회재난과,남구 월산동 41-2,남구 구성로78번길 22,2,200만,360도,30일,2019,35.147104,126.903108,2024-06-30
광주광역시 사회재난과,남구 월산동 45-7,남구 덕림길 18,3,200만,360도,30일,2017,35.14731,126.901492,2024-06-30
광주광역시 사회재난과,남구 월산동 45-7,남구 덕림길 18,1,200만,360도,30일,2018,35.14731,126.901492,2024-06-30
광주광역시 사회재난과,남구 월산동 160-12,남구 중앙로6번길 7,2,200만,360도,30일,2017,35.144413,126.899363,2024-06-30
광주광역시 사회재난과,남구 월산동 160-12,남구 중앙로6번길 7,1,200만,360도,30일,2019,35.144413,126.899363,2024-06-30
광주광역시 사회재난과,남구 월산동 210-4,,2,200만,360도,30일,2017,35.146988,126.900269,2024-06-30
광주광역시 사회재난과,남구 월산동 243-11,남구 월산로77번길 8,2,200만,360도,30일,2024,35.144665,126.897491,2024-06-30
광주광역시 사회재난과,남구 월산동 21-28,남구 구성로68번길 5,1,200만,360도,30일,2017,35.149536,126.902359,2024-06-30
광주광역시 사회재난과,남구 월산동 21-28,남구 구성로68번길 5,1,200만,360도,30일,2023,35.149536,126.902359,2024-06-30
광주광역시 사회재난과,남구 봉선동 1121-1,남구 대남대로159번길 7,2,200만,360도,30일,2017,35.132798,126.907685,2024-06-30
광주광역시 사회재난과,남구 노대동 397-1,남구 효덕로 128,2,200만,360도,30일,2017,35.0987,126.905524,2024-06-30
광주광역시 사회재난과,남구 노대동 397-1,남구 효덕로 128,1,200만,360도,30일,2024,35.0987,126.905524,2024-06-30
광주광역시 사회재난과,남구 노대동 837-3,,2,200만,360도,30일,2017,35.104442,126.908776,2024-06-30
광주광역시 사회재난과,남구 봉선동 129-13,,2,200만,360도,30일,2017,35.12352,126.91413,2024-06-30
광주광역시 사회재난과,남구 봉선동 산104-13,,2,200만,360도,30일,2017,35.125181,126.911457,2024-06-30
광주광역시 사회재난과,남구 서동 277-10,남구 제중로 116,2,200만,360도,30일,2017,35.142589,126.908656,2024-06-30
광주광역시 사회재난과,남구 방림동 54-15,남구 용대로140번길 10,2,200만,360도,30일,2017,35.128521,126.919466,2024-06-30
광주광역시 사회재난과,남구 월산동 614-3,남구 수박등로18번길 10-8,2,200만,360도,30일,2017,35.141602,126.896819,2024-06-30
광주광역시 사회재난과,동구 소태동 553-19,동구 학소로86번길 3-2,2,200만,360도,30일,2017,35.127733,126.934387,2024-06-30
광주광역시 사회재난과,서구 용두동 413-4,서구 용두길 38,2,200만,360도,30일,2017,35.09871,126.819133,2024-06-30
광주광역시 사회재난과,동구 계림동 294-16 ,동구 구성로 262-9,2,200만,360도,30일,2017,35.157109,126.919319,2024-06-30
광주광역시 사회재난과,동구 계림동 294-16 ,동구 구성로 262-9,1,200만,360도,30일,2024,35.157109,126.919319,2024-06-30
광주광역시 사회재난과,동구 대인동 55,동구 구성로194번길 15-21,2,200만,360도,30일,2017,35.152549,126.915862,2024-06-30
광주광역시 사회재난과,동구 대인동 55,동구 구성로194번길 15-21,2,200만,360도,30일,2019,35.152549,126.915862,2024-06-30
광주광역시 사회재난과,북구 운암동 945-1,북구 대자실로 14,2,200만,360도,30일,2017,35.178027,126.873689,2024-06-30
광주광역시 사회재난과,북구 운암동 945-1,북구 대자실로 14,1,200만,360도,30일,2024,35.178027,126.873689,2024-06-30
광주광역시 사회재난과,북구 삼각동 524,북구 설죽로389번길 69,2,200만,360도,30일,2017,35.195902,126.898859,2024-06-30
광주광역시 사회재난과,북구 삼각동 524,북구 설죽로389번길 69,1,200만,360도,30일,2024,35.195902,126.898859,2024-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,2,200만,360도,30일,2017,35.17288,126.927845,2024-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288,126.927845,2024-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288,126.927845,2024-06-30
광주광역시 사회재난과,북구 두암동 904-13,북구 참판로 115,2,200만,360도,30일,2017,35.167953,126.93355,2024-06-30
광주광역시 사회재난과,북구 우산동 3-20,북구 평교로18번길 53-1,2,200만,360도,30일,2017,35.178308,126.927753,2024-06-30
광주광역시 사회재난과,북구 우산동 3-20,북구 평교로18번길 53-1,1,200만,360도,30일,2024,35.178308,126.927753,2024-06-30
광주광역시 사회재난과,북구 용봉동 609-21,북구 설죽로148번길 30,2,200만,360도,30일,2017,35.173644,126.897179,2024-06-30
광주광역시 사회재난과,북구 중흥동 644-24,북구 독립로375번길 3,2,200만,360도,30일,2017,35.164228,126.915234,2024-06-30
광주광역시 사회재난과,북구 중흥동 648-10,북구 독립로349번길 6,2,200만,360도,30일,2017,35.162023,126.914282,2024-06-30
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2017,35.209131,126.872178,2024-06-30
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2019,35.209131,126.872178,2024-06-30
광주광역시 사회재난과,북구 운암동 400-22,북구 운신북길 297,2,200만,360도,30일,2017,35.171292,126.889368,2024-06-30
광주광역시 사회재난과,북구 운암동 400-22,북구 운신북길 297,1,200만,360도,30일,2024,35.171292,126.889368,2024-06-30
광주광역시 사회재난과,북구 용강동 196-13,북구 용강마을길 97,2,200만,360도,30일,2017,35.252812,126.917415,2024-06-30
광주광역시 사회재난과,북구 매곡동 119-15,,2,200만,360도,30일,2017,35.191133,126.895617,2024-06-30
광주광역시 사회재난과,북구 연제동 217-10,북구 양일1로 50,2,200만,360도,30일,2017,35.195013,126.868699,2024-06-30
광주광역시 사회재난과,북구 신안동 211-23,북구 서양로41번길 13,2,200만,360도,30일,2017,35.170895,126.90608,2024-06-30
광주광역시 사회재난과,북구 신안동 211-23,북구 서양로41번길 13,1,200만,360도,30일,2024,35.170895,126.90608,2024-06-30
광주광역시 사회재난과,북구 두암동 811-9,북구 두방길 69-2,2,200만,360도,30일,2017,35.166616,126.928677,2024-06-30
광주광역시 사회재난과,북구 문흥동 949-16,북구 대천로139번길 46,2,200만,360도,30일,2017,35.187656,126.918784,2024-06-30
광주광역시 사회재난과,서구 양동 282-2,서구 경열로103번길 6-3,2,200만,360도,30일,2017,35.152823,126.896713,2024-06-30
광주광역시 사회재난과,서구 농성동 653-24,서구 대남대로487번길 25,2,200만,360도,30일,2017,35.15064,126.884944,2024-06-30
광주광역시 사회재난과,서구 농성동 470-2,서구 내방로404번길 5,2,200만,360도,30일,2017,35.157865,126.885316,2024-06-30
광주광역시 사회재난과,서구 광천동 477-2,서구 천변좌로 20-3,2,200만,360도,30일,2017,35.165674,126.885295,2024-06-30
광주광역시 사회재난과,서구 서창동 531-6,서구 서창1길 15-26,2,200만,360도,30일,2017,35.108405,126.822398,2024-06-30
광주광역시 사회재난과,서구 화정동 750-21,서구 월드컵4강로164번길 19,2,200만,360도,30일,2017,35.151013,126.871839,2024-06-30
광주광역시 사회재난과,서구 화정동 750-21,서구 월드컵4강로164번길 19,1,200만,360도,30일,2024,35.151013,126.871839,2024-06-30
광주광역시 사회재난과,서구 동천동 553,서구 천변우하로 375,2,200만,360도,30일,2017,35.168751,126.861366,2024-06-30
광주광역시 사회재난과,서구 내방동 836-20,서구 월드컵4강로182번길 7,2,200만,360도,30일,2017,35.152281,126.870526,2024-06-30
광주광역시 사회재난과,서구 벽진동 402-1,서구 벽진길 1,1,200만,360도,30일,2017,35.133404,126.831691,2024-06-30
광주광역시 사회재난과,서구 벽진동 402-1,서구 벽진길 1,1,200만,360도,30일,2024,35.133404,126.831691,2024-06-30
광주광역시 사회재난과,서구 쌍촌동 244,서구 월드컵4강로229번길 8-1,2,200만,360도,30일,2017,35.156488,126.868228,2024-06-30
광주광역시 사회재난과,서구 쌍촌동 244,서구 월드컵4강로229번길 8-1,1,200만,360도,30일,2024,35.156488,126.868228,2024-06-30
광주광역시 사회재난과,서구 용두동 579-1,서구 서남길 18,2,200만,360도,30일,2017,35.093432,126.814798,2024-06-30
광주광역시 사회재난과,동구 계림동 885,동구 중흥로 199,1,200만,360도,30일,2017,35.160727,126.915494,2024-06-30
광주광역시 사회재난과,동구 계림동 885,동구 중흥로 199,2,200만,360도,30일,2019,35.160727,126.915494,2024-06-30
광주광역시 사회재난과,동구 계림동 885,동구 중흥로 199,1,200만,360도,30일,2024,35.160727,126.915494,2024-06-30
광주광역시 사회재난과,동구 내남동 323-8,,2,200만,360도,30일,2017,35.095975,126.938743,2024-06-30
광주광역시 사회재난과,동구 내남동 323-8,,1,200만,360도,30일,2024,35.095975,126.938743,2024-06-30
광주광역시 사회재난과,동구 산수동 676,동구 갈마로 58,1,200만,360도,30일,2017,35.161408,126.936999,2024-06-30
광주광역시 사회재난과,동구 산수동 676,동구 갈마로 58,2,200만,360도,30일,2024,35.161408,126.936999,2024-06-30
광주광역시 사회재난과,동구 지산동 691-8,,1,200만,360도,30일,2017,35.147877,126.936548,2024-06-30
광주광역시 사회재난과,동구 지산동 691-8,,1,200만,360도,30일,2013,35.147877,126.936548,2024-06-30
광주광역시 사회재난과,동구 충장로4가 11-2,동구 충장로 57,2,200만,360도,30일,2017,35.14968,126.914307,2024-06-30
광주광역시 사회재난과,동구 충장로4가 11-2,동구 충장로 57,1,200만,360도,30일,2019,35.14968,126.914307,2024-06-30
광주광역시 사회재난과,동구 산수동 516-5,동구 필문대로191번길 21-58,2,200만,360도,30일,2017,35.154195,126.933577,2024-06-30
광주광역시 사회재난과,동구 산수동 516-5,동구 필문대로191번길 21-58,1,200만,360도,30일,2024,35.154195,126.933577,2024-06-30
광주광역시 사회재난과,동구 선교동 224,동구 남문로 162,2,200만,360도,30일,2017,35.089134,126.946475,2024-06-30
광주광역시 사회재난과,동구 동명동 200-22,동구 동계로 7,1,200만,360도,30일,2017,35.152539,126.924103,2024-06-30
광주광역시 사회재난과,동구 동명동 200-22,동구 동계로 7,2,200만,360도,30일,2017,35.152539,126.924103,2024-06-30
광주광역시 사회재난과,동구 동명동 200-22,동구 동계로 7,1,200만,360도,30일,2013,35.152539,126.924103,2024-06-30
광주광역시 사회재난과,동구 계림동 532-4,동구 중흥로213번길 5,1,200만,360도,30일,2017,35.160448,126.917084,2024-06-30
광주광역시 사회재난과,동구 계림동 532-4,동구 중흥로213번길 5,2,200만,360도,30일,2024,35.160448,126.917084,2024-06-30
광주광역시 사회재난과,동구 지산동 671,동구 동명로69번길 20,2,200만,360도,30일,2017,35.153167,126.927512,2024-06-30
광주광역시 사회재난과,동구 계림동 695,동구 독립로384번길 16,2,200만,360도,30일,2017,35.164358,126.91688,2024-06-30
광주광역시 사회재난과,동구 산수동 103-4,,2,200만,360도,30일,2017,35.156984,126.938348,2024-06-30
광주광역시 사회재난과,동구 산수동 103-4,,1,200만,360도,30일,2024,35.156984,126.938348,2024-06-30
광주광역시 사회재난과,동구 소태동 635-9,,2,200만,360도,30일,2017,35.123671,126.934714,2024-06-30
광주광역시 사회재난과,동구 소태동 635-9,,2,200만,360도,30일,2019,35.123671,126.934714,2024-06-30
광주광역시 사회재난과,동구 계림동 536-5,동구 경양로223번길 14-7,2,200만,360도,30일,2017,35.1591,126.916899,2024-06-30
광주광역시 사회재난과,동구 계림동 536-5,동구 경양로223번길 14-7,1,200만,360도,30일,2024,35.1591,126.916899,2024-06-30
광주광역시 사회재난과,동구 지산동 195-5,동구 지호로70번길 9,2,200만,360도,30일,2017,35.147043,126.937253,2024-06-30
광주광역시 사회재난과,동구 대인동 90-2,동구 구성로194번길 5-13,1,200만,360도,30일,2017,35.152898,126.91466,2024-06-30
광주광역시 사회재난과,동구 대인동 90-2,동구 구성로194번길 5-13,1,200만,360도,30일,2024,35.152898,126.91466,2024-06-30
광주광역시 사회재난과,동구 산수동 510-24,동구 밤실로89번길 16,2,200만,360도,30일,2017,35.155038,126.934636,2024-06-30
광주광역시 사회재난과,동구 산수동 510-24,동구 밤실로89번길 16,1,200만,360도,30일,2019,35.155038,126.934636,2024-06-30
광주광역시 사회재난과,동구 운림동 571-4,,2,200만,360도,30일,2017,35.134608,126.942771,2024-06-30
광주광역시 사회재난과,동구 운림동 571-4,,2,200만,360도,30일,2024,35.134608,126.942771,2024-06-30
광주광역시 사회재난과,동구 소태동 981,동구 천변좌로 620-1,1,200만,360도,30일,2017,35.128772,126.928935,2024-06-30
광주광역시 사회재난과,동구 소태동 981,동구 천변좌로 620-1,1,200만,360도,30일,2024,35.128772,126.928935,2024-06-30
광주광역시 사회재난과,동구 산수동 715,동구 필문대로192번길 21,2,200만,360도,30일,2017,35.153474,126.929448,2024-06-30
광주광역시 사회재난과,동구 산수동 715,동구 필문대로192번길 21,1,200만,360도,30일,2024,35.153474,126.929448,2024-06-30
광주광역시 사회재난과,동구 지산동 315-9,,2,200만,360도,30일,2017,35.151324,126.937661,2024-06-30
광주광역시 사회재난과,동구 금남로5가 94-4,동구 구성로 183-1,2,200만,360도,30일,2017,35.152338,126.913067,2024-06-30
광주광역시 사회재난과,동구 산수동 520-24,동구 필문대로205번길 5-32,4,200만,360도,30일,2017,35.153427,126.93224,2024-06-30
광주광역시 사회재난과,서구 화정동 831-8,서구 염화로 146,3,200만,360도,30일,2017,35.143227,126.880501,2024-06-30
광주광역시 사회재난과,남구 구동 29-8,남구 중앙로107번길 16,1,200만,360도,30일,2017,35.146551,126.910043,2024-06-30
광주광역시 사회재난과,남구 구동 29-8,남구 중앙로107번길 16,1,200만,360도,30일,2021,35.146551,126.910043,2024-06-30
광주광역시 사회재난과,남구 봉선동 1103-4,남구 대남대로193번길 3-1,4,200만,360도,30일,2017,35.133026,126.904117,2024-06-30
광주광역시 사회재난과,광산구 연산동 605-4,,1,200만,360도,30일,2017,35.115819,126.753389,2024-06-30
광주광역시 사회재난과,광산구 연산동 605-4,,1,200만,360도,30일,2024,35.115819,126.753389,2024-06-30
광주광역시 사회재난과,광산구 도산동 769-2,광산구 송도로162번길 10-15,2,200만,360도,30일,2017,35.128128,126.792764,2024-06-30
광주광역시 사회재난과,남구 월산동 293-5,남구 월산로132번길 22,3,200만,360도,30일,2017,35.149899,126.898921,2024-06-30
광주광역시 사회재난과,남구 월산동 323-130,,3,200만,360도,30일,2017,35.150514,126.900347,2024-06-30
광주광역시 사회재난과,남구 월산동 335-11,남구 구성로38번길 5-1,3,200만,360도,30일,2017,35.151616,126.900851,2024-06-30
광주광역시 사회재난과,서구 화정동 산223-2,,2,200만,360도,30일,2017,35.139976,126.883995,2024-06-30
광주광역시 사회재난과,서구 화정동 산223-2,,1,200만,360도,30일,2021,35.139976,126.883995,2024-06-30
광주광역시 사회재난과,남구 지석동 409-2,남구 고싸움로 161,3,200만,360도,30일,2018,35.08169,126.832229,2024-06-30
광주광역시 사회재난과,남구 양과동 952-3,남구 수춘길 15,2,200만,360도,30일,2018,35.087016,126.86477,2024-06-30
광주광역시 사회재난과,남구 양과동 952-3,남구 수춘길 15,1,200만,360도,30일,2019,35.087016,126.86477,2024-06-30
광주광역시 사회재난과,남구 원산동 333-1,남구 임암길11번길 111-8,3,200만,360도,30일,2018,35.100961,126.848213,2024-06-30
광주광역시 사회재난과,남구 화장동 643-8,,2,200만,360도,30일,2018,35.089543,126.801613,2024-06-30
광주광역시 사회재난과,남구 승촌동 43-1,남구 승촌4길 23-3,4,200만,360도,30일,2018,35.057588,126.781879,2024-06-30
광주광역시 사회재난과,남구 칠석동 913-12,,3,200만,360도,30일,2018,35.073548,126.836646,2024-06-30
광주광역시 사회재난과,남구 대지동 345-1,,3,200만,360도,30일,2018,35.074769,126.820784,2024-06-30
광주광역시 사회재난과,남구 양촌동 735,,4,200만,360도,30일,2018,35.061569,126.79396,2024-06-30
광주광역시 사회재난과,남구 구소동 127-2,,2,200만,360도,30일,2018,35.054221,126.8101,2024-06-30
광주광역시 사회재난과,남구 구소동 127-2,,1,200만,360도,30일,2024,35.054221,126.8101,2024-06-30
광주광역시 사회재난과,서구 용두동 66-2,서구 눌재로 110,2,200만,360도,30일,2018,35.095734,126.825872,2024-06-30
광주광역시 사회재난과,남구 신장동 346-2,,3,200만,360도,30일,2018,35.054725,126.819183,2024-06-30
광주광역시 사회재난과,남구 이장동 852-1,,4,200만,360도,30일,2018,35.089605,126.859216,2024-06-30
광주광역시 사회재난과,남구 석정동 9,,3,200만,360도,30일,2018,35.086934,126.821577,2024-06-30
광주광역시 사회재난과,남구 도금동 220-1,,3,200만,360도,30일,2018,35.075978,126.843034,2024-06-30
광주광역시 사회재난과,남구 지석동 238-8,,3,200만,360도,30일,2018,35.082731,126.835117,2024-06-30
광주광역시 사회재난과,남구 압촌동 169-3,,3,200만,360도,30일,2018,35.088176,126.838964,2024-06-30
광주광역시 사회재난과,광산구 수완동 1757,광산구 수완로14번길 23,2,200만,360도,30일,2022,35.186853,126.829337,2024-06-30
광주광역시 사회재난과,광산구 수완동 1757,광산구 수완로14번길 23,1,200만,360도,30일,2023,35.186853,126.829337,2024-06-30
광주광역시 사회재난과,광산구 도산동 1299-1,광산구 남동길 30,2,200만,360도,30일,2022,35.129738,126.788249,2024-06-30
광주광역시 사회재난과,광산구 도산동 1006-8,,1,200만,360도,30일,2013,35.130379,126.787213,2024-06-30
광주광역시 사회재난과,광산구 도산동 1006-8,,1,200만,360도,30일,2022,35.130379,126.787213,2024-06-30
광주광역시 사회재난과,광산구 도산동 1296-1,광산구 남동길 8,1,200만,360도,30일,2021,35.128326,126.789701,2024-06-30
광주광역시 사회재난과,광산구 도산동 1296-1,광산구 남동길 8,1,200만,360도,30일,2023,35.128326,126.789701,2024-06-30
광주광역시 사회재난과,광산구 도산동 659-1,광산구 송정외로 6,1,200만,360도,30일,2022,35.126658,126.791335,2024-06-30
광주광역시 사회재난과,광산구 도산동 659-1,광산구 송정외로 6,1,200만,360도,30일,2023,35.126658,126.791335,2024-06-30
광주광역시 사회재난과,광산구 도산동 877-3,광산구 송도로212번길 31-3,2,200만,360도,30일,2022,35.132181,126.797181,2024-06-30
광주광역시 사회재난과,광산구 도산동 877-3,광산구 송도로212번길 31-3,1,200만,360도,30일,2022,35.132181,126.797181,2024-06-30
광주광역시 사회재난과,광산구 장덕동 1167,광산구 풍영로230번안길 32,1,200만,360도,30일,2022,35.194153,126.816556,2024-06-30
광주광역시 사회재난과,광산구 장덕동 1167,광산구 풍영로230번안길 32,1,200만,360도,30일,2023,35.194153,126.816556,2024-06-30
광주광역시 사회재난과,광산구 장덕동 1167,광산구 풍영로230번안길 32,1,200만,360도,30일,2024,35.194153,126.816556,2024-06-30
광주광역시 사회재난과,광산구 도산동 865-17,,1,200만,360도,30일,2013,35.131729,126.796457,2024-06-30
광주광역시 사회재난과,광산구 비아동 667-1,광산구 비아로135번길 22-7,1,200만,360도,30일,2017,35.223723,126.819016,2024-06-30
광주광역시 사회재난과,광산구 비아동 667-1,광산구 비아로135번길 22-7,1,200만,360도,30일,2024,35.223723,126.819016,2024-06-30
광주광역시 사회재난과,광산구 비아동 68-1,광산구 비아중앙로 40,2,200만,360도,30일,2022,35.222539,126.825031,2024-06-30
광주광역시 사회재난과,광산구 비아동 68-1,광산구 비아중앙로 40,2,200만,360도,30일,2024,35.222539,126.825031,2024-06-30
광주광역시 사회재난과,광산구 비아동 699-1,광산구 비아로34번길 52,1,200만,360도,30일,2022,35.222287,126.820784,2024-06-30
광주광역시 사회재난과,광산구 비아동 699-1,광산구 비아로34번길 52,1,200만,360도,30일,2023,35.222287,126.820784,2024-06-30
광주광역시 사회재난과,서구 서창동 산4-1,,1,200만,360도,30일,2021,35.108587,126.821462,2024-06-30
광주광역시 사회재난과,서구 서창동 산4-1,,1,200만,360도,30일,2024,35.108587,126.821462,2024-06-30
광주광역시 사회재난과,광산구 비아동 710,광산구 비아로24번길 24,3,200만,360도,30일,2021,35.221162,126.822388,2024-06-30
광주광역시 사회재난과,광산구 비아동 710,광산구 비아로24번길 24,1,200만,360도,30일,2024,35.221162,126.822388,2024-06-30
광주광역시 사회재난과,광산구 산월동 882-2,,1,200만,360도,30일,2023,35.211701,126.846901,2024-06-30
광주광역시 사회재난과,광산구 산월동 882-2,,1,200만,360도,30일,2024,35.211691,126.846932,2024-06-30
광주광역시 사회재난과,광산구 산월동 884-4,광산구 산월로 101,1,200만,360도,30일,2023,35.209915,126.848368,2024-06-30
광주광역시 사회재난과,광산구 산월동 885-5,광산구 산월로 57,2,200만,360도,30일,2022,35.208995,126.843956,2024-06-30
광주광역시 사회재난과,광산구 산월동 885-5,광산구 산월로 57,1,200만,360도,30일,2014,35.209867,126.843549,2024-06-30
광주광역시 사회재난과,광산구 산월동 885-5,광산구 산월로 57,1,200만,360도,30일,2022,35.209867,126.843549,2024-06-30
광주광역시 사회재난과,광산구 산월동 886-3,,1,200만,360도,30일,2022,35.208646,126.84699,2024-06-30
광주광역시 사회재난과,광산구 산월동 886-3,,1,200만,360도,30일,2023,35.208646,126.84699,2024-06-30
광주광역시 사회재난과,광산구 산정동 1116,광산구 목련로22번길 11,2,200만,360도,30일,2022,35.172131,126.801527,2024-06-30
광주광역시 사회재난과,광산구 산정동 1121,,1,200만,360도,30일,2022,35.170195,126.800532,2024-06-30
광주광역시 사회재난과,광산구 산정동 1121,,1,200만,360도,30일,2024,35.170195,126.800532,2024-06-30
광주광역시 사회재난과,광산구 산정동 1122,,1,200만,360도,30일,2013,35.168621,126.799816,2024-06-30
광주광역시 사회재난과,광산구 산정동 1122,,1,200만,360도,30일,2022,35.168621,126.799816,2024-06-30
광주광역시 사회재난과,광산구 산정동 1122,,1,200만,360도,30일,2022,35.169191,126.799457,2024-06-30
광주광역시 사회재난과,광산구 산정동 1122,,1,200만,360도,30일,2024,35.169191,126.799457,2024-06-30
광주광역시 사회재난과,광산구 산정동 969-1,광산구 산정로30번길 8-12,1,200만,360도,30일,2018,35.16828,126.804399,2024-06-30
광주광역시 사회재난과,광산구 산정동 969-1,광산구 산정로30번길 8-12,1,200만,360도,30일,2024,35.16828,126.804399,2024-06-30
광주광역시 사회재난과,광산구 선암동 264-7,,1,200만,360도,30일,2022,35.150112,126.774935,2024-06-30
광주광역시 사회재난과,광산구 선암동 264-7,,1,200만,360도,30일,2023,35.150112,126.774935,2024-06-30
광주광역시 사회재난과,광산구 소촌동 248,광산구 소촌로 122,1,200만,360도,30일,2020,35.15511,126.792684,2024-06-30
광주광역시 사회재난과,광산구 소촌동 248,광산구 소촌로 122,1,200만,360도,30일,2017,35.15511,126.792684,2024-06-30
광주광역시 사회재난과,광산구 소촌동 259,,2,200만,360도,30일,2022,35.154607,126.794029,2024-06-30
광주광역시 사회재난과,광산구 소촌동 산4-1,광산구 송정공원로 8-13,2,200만,360도,30일,2024,35.144767,126.799514,2024-06-30
광주광역시 사회재난과,광산구 소촌동 산4-1,광산구 송정공원로 8-13,1,200만,360도,30일,2021,35.145507,126.799685,2024-06-30
광주광역시 사회재난과,광산구 소촌동 산4-1,광산구 송정공원로 8-13,1,200만,360도,30일,2024,35.145507,126.799685,2024-06-30
광주광역시 사회재난과,광산구 소촌동 산4-1,광산구 송정공원로 8-13,1,200만,360도,30일,2013,35.145139,126.799341,2024-06-30
광주광역시 사회재난과,광산구 소촌동 산4-1,광산구 송정공원로 8-13,1,200만,360도,30일,2024,35.145139,126.799341,2024-06-30
광주광역시 사회재난과,광산구 수완동 1299,,1,200만,360도,30일,2022,35.192733,126.830904,2024-06-30
광주광역시 사회재난과,광산구 수완동 1299,,1,200만,360도,30일,2024,35.192733,126.830904,2024-06-30
광주광역시 사회재난과,광산구 수완동 1494,광산구 수완로33번길 11,1,200만,360도,30일,2013,35.188308,126.827989,2024-06-30
광주광역시 사회재난과,광산구 수완동 1494,광산구 수완로33번길 11,1,200만,360도,30일,2022,35.188308,126.827989,2024-06-30
광주광역시 사회재난과,광산구 수완동 929,광산구 장덕로 143,1,200만,360도,30일,2010,35.198049,126.823644,2024-06-30
광주광역시 사회재난과,광산구 수완동 929,광산구 장덕로 143,1,200만,360도,30일,2017,35.198049,126.823644,2024-06-30
광주광역시 사회재난과,광산구 신가동 1005,광산구 목련로394번길 40-10,2,200만,360도,30일,2022,35.183262,126.83458,2024-06-30
광주광역시 사회재난과,남구 백운동 609-6,남구 진다리로 33,1,200만,360도,30일,2019,35.136762,126.905196,2024-06-30
광주광역시 사회재난과,남구 백운동 609-6,남구 진다리로 33,1,200만,360도,30일,2020,35.136762,126.905196,2024-06-30
광주광역시 사회재난과,남구 백운동 609-6,남구 진다리로 33,1,200만,360도,30일,2024,35.136762,126.905196,2024-06-30
광주광역시 사회재난과,광산구 신가동 1044,광산구 신창로35번길 67,2,200만,360도,30일,2022,35.187842,126.834072,2024-06-30
광주광역시 사회재난과,광산구 신가동 1060,광산구 수등로 115,2,200만,360도,30일,2022,35.183722,126.822686,2024-06-30
광주광역시 사회재난과,광산구 신가동 1066,광산구 수완로9번길 29-1,1,200만,360도,30일,2013,35.184861,126.825759,2024-06-30
광주광역시 사회재난과,광산구 신가동 1066,광산구 수완로9번길 29-1,3,200만,360도,30일,2021,35.184861,126.825759,2024-06-30
광주광역시 사회재난과,광산구 신가동 1203,,1,200만,360도,30일,2021,35.181604,126.820686,2024-06-30
광주광역시 사회재난과,광산구 신가동 303,광산구 목련로394번길 60-3,2,200만,360도,30일,2022,35.18359,126.8359,2024-06-30
광주광역시 사회재난과,광산구 신가동 303,광산구 목련로394번길 60-3,1,200만,360도,30일,2022,35.18359,126.8359,2024-06-30
광주광역시 사회재난과,광산구 우산동 1594-3,광산구 사암로172번길 45,2,200만,360도,30일,2022,35.159388,126.8107,2024-06-30
광주광역시 사회재난과,광산구 우산동 1594-3,광산구 사암로172번길 45,1,200만,360도,30일,2022,35.159388,126.8107,2024-06-30
