년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2022,알파색채(주),산업단지 및 공장지역,대지(2지역),2지역,374,1-2M,3.02,123.4,6.29,0.13,124.9,0,414.6,155.6,271,0,0,0,0.06,,,,,,0,0,,0,7.9
2022,알파색채(주),산업단지 및 공장지역,대지(2지역),2지역,374,1-2M,2.3,39.5,5.27,0.22,132,0,183.2,26.7,286,0,0,0,0,,,,,,0,0,,0,8.2
2022,일신자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,284.3,2-3M,1.64,141.4,7.48,3.5,90.8,0,138.9,12.2,,,,,,,,,,,,,,,7.3
2022,에브라임자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,35.7,2-3M,1.51,72.5,5.99,0.54,42,0,127.7,14.6,,,,,,,,,,,,,,,8
2022,혜화카프라자,교통관련시설지역,대지(2지역),2지역,168.6,2-3M,1.58,10.3,5.64,0.04,21.8,0,50.2,10.1,,0,,,0,0,0,0,0,0,0,0,,0,7.5
2022,세검정셀프세차타운,교통관련시설지역,대지(2지역),2지역,661,2-3M,1.56,80.1,5.34,0.04,25,0,60.3,8.2,,0,,,0,0,0,0,0,0,0,0,,0,8.3
2022,삼성세차장,교통관련시설지역,대지(2지역),2지역,429.7,2-3M,1.22,30.9,4.87,0.41,34.8,0,59,5.9,,0,,,0,0,0,0,0,0,0,0,,0,4.8
2022,(주)중앙에너비스 혜화지점,교통관련시설지역,주유소용지,3지역,627.7,3-4M,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.3
2022,안풍주유소,교통관련시설지역,주유소용지,3지역,541,3-4M,,,,,,,,,,,,,,0,0,0,0,0,0,2.7,,0,8.8
2022,팔구상,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,327,2~4,1.64,124.7,5.99,2.17,130.7,0,406,11,,,,,,,,,,,,,,,8
2022,르노삼성자동차지정정비 퇴계로점,교통관련시설지역,대지(2지역),2지역,99,2~4,1.96,27.7,9.1,0.13,42.1,0,112.6,14.8,,0,,,0,0,0,0,0,0,0,0,,0,8.2
2022,중부소방서,교통관련시설지역,대지(2지역),2지역,2040,~5,2.06,62.8,6.16,0.36,109,0,221.9,10.2,,0,,,0,0,0,0,0,0,0,0,,0,8.2
2022,서울지방경찰청기동단,교통관련시설지역,대지(2지역),2지역,22318,~4,2.42,77.8,5.28,0.51,72.7,0,202.2,22.7,,0,,,0,0,0,0,0,113,0,0,,0,8.6
2022,약수주유소,교통관련시설지역,주유소용지,3지역,747,~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.5
2022,필동주유소,교통관련시설지역,주유소용지,3지역,264,~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.3
2022,현대카센타,교통관련시설지역,대지(2지역),2지역,67,~3,0.62,4.3,0,0.1,14.8,0.8,36,1.7,,0,,,0.02,0,0,0,0,0,0,0,,0,9.1
2022,충현어린이공원,어린이 놀이시설지역,공원용지,1지역,507,~2,2.18,34.3,6.56,0.12,26.8,0,218.6,35.7,,,,,,,,,,,,,,,8.4
2022,필동 마을마당내 놀이터,어린이 놀이시설지역,대지(2지역),1지역,358,~2,2.45,34.2,3.88,0.05,39.6,0,115.9,31.4,,,,,,,,,,,,,,,6.3
2022,범양자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,221,3m,3.37,51.8,2.58,0.08,21.8,0,120.8,37.5,,,,,,,,,,,,,,,7.4
2022,평남자원,원광석·고철 등의 보관·사용지역,철도용지,3지역,60,3m,2.12,78.5,6.74,0.22,55,0,197.2,18.8,,,,,,,,,,,,,,,9.2
2022,차병원 세차장,교통관련시설지역,대지(2지역),2지역,387,3m,3.4,56.8,3.07,0.07,29.8,0,132.4,59.2,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2022,이태원세차장,교통관련시설지역,대지(2지역),2지역,99,3m,2.87,88.8,10.03,0.33,2106.6,0,392.4,24.4,,0,,,0,0,0,0,0,0,0,0,,0,9.3
2022,현대오일뱅크(주)한남동 주유소,교통관련시설지역,주유소용지,3지역,1000,0-5m,,,,,,,,,,,,,,0,0,0,0,953,0,0,,0,8.8
2022,현대오일뱅크(주)직영 갈월동 주유소,교통관련시설지역,주유소용지,3지역,1009,5m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.1
2022,(주)신태성주유소,교통관련시설지역,주유소용지,3지역,118,5m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.6
2022,이촌점 기아오토큐,교통관련시설지역,대지(2지역),2지역,687,3m,2.47,55.2,10.27,0.28,165.1,0,173.5,19.4,,0,,,0,0,0,0,0,0,0,0,,0,8.7
2022,이촌점 현대자동차,교통관련시설지역,대지(2지역),2지역,527,3m,1.94,89.4,5.97,1.09,44.6,0,101.1,16.7,,0,,,0.02,0,0,0,0,0,0,0,,0,8.8
2022,용산스포츠오토모빎(주),교통관련시설지역,대지(2지역),2지역,1748,0.3m,1.79,8.4,0,0,24.8,0,84.8,11.4,,0,,,0,0,0,0,0,0,0,0,,0,5
2022,한마음어린이공원,어린이 놀이시설지역,공원용지,1지역,2998,1m,3.54,49.1,2.49,0.05,48.5,0,114.4,35.1,,,,,,,,,,,,,,,8.3
2022,㈜성원애드피아,산업단지 및 공장지역,공장용지,3지역,1498,0.3m,0.97,30.3,2.94,0.02,13.2,1,226.1,11.8,682,0,0,0,0,,,,,,0,0,,0,10.4
2022,중랑물재생센터,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,19807,3.0m,1.44,19.1,3.71,0.06,17.9,0,80.4,15.7,,,,,,,,,,,,,,,7.6
2022,서울탁주성동연합제조장,지하수 오염지역,대지(2지역),2지역,1162,4.0m,1.72,24.7,10.27,0.28,26.9,0,102.4,20.2,367,0,0,0,0,0,0,0,0,0,0,0,,0,9.1
2022,인성셀프세차장,교통관련시설지역,대지(2지역),2지역,1245,4.0m,1.54,101.1,13.98,0.23,86.8,0,372.1,75.9,,0,,,0.05,0,0,0,0,336,0,0,,0,8.9
2022,인성셀프세차장,교통관련시설지역,대지(2지역),2지역,1245,4.0m,1.37,198.2,14.39,0.5,102.7,0,444.6,18.4,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2022,성수만세주유소 세차장,교통관련시설지역,대지(2지역),2지역,539,5.0m,1.99,27.9,6.11,0.08,21,0,85.9,21.5,,0,,0,0,0,0,0,0,0,0,0,,0,7.4
2022,금호주유소,교통관련시설지역,대지(2지역),2지역,766,4.0m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.9
2022,도루코주유소,교통관련시설지역,대지(2지역),2지역,1157,1.5m,,,,,,,,,,,,,,0,0,0,0,134,0,0,,0,9.4
2022,TKP송유관시설(689-12),사고·민원 등 발생지역,수도용지,2지역,90,0.15m,4.39,33.8,0,0.03,13.8,0,157.2,23.8,381,0,0,0,0,0,0,0,0,53,0,0,,0,7
2022,TKP송유관시설(694-82),사고·민원 등 발생지역,하천,2지역,910,0.15m,2.8,48.6,5.31,0.05,29.1,0,154.2,31.4,429,0,0,0,0.02,0,0,0,0,113,0,0,,0,7.9
2022,서울숲공원,산업단지 주변 등의 주거지역,유원지,2지역,480994,0.15m,2.26,29.5,5.22,0.08,24.5,0,102.5,22.4,306,0,,,0,,,,,,0,0,,0,6.4
2022,서울숲공원,산업단지 주변 등의 주거지역,유원지,2지역,480994,0.15m,2.6,40.8,2.78,0.08,24.6,0,106,28.8,269,0,,,0,,,,,,0,0,,0,5.5
2022,㈜이마트 성수점,산업단지 주변 등의 주거지역,대지(2지역),2지역,9900,4.0m,1.55,56.9,5.49,0.09,33.4,0,115.5,16.1,369,0,,,0,,,,,,0,0,,0,8.8
2022,성원중학교,어린이 놀이시설지역,학교용지,1지역,6868,0.15m,0.94,10.6,2.02,0.02,12.6,0,57.1,5.1,,,,,,,,,,,,,,,8.5
2022,광장운수(유),교통관련시설지역,주차장,3지역,512,0~3,3.31,47.1,14.29,0.05,22.6,0,133.5,49.4,,0,,,0,0,0,0,0,0,0,0,,0,8.3
2022,동서울터미널내 (구)자가주유소 부지,교통관련시설지역,주유소용지,3지역,36704,0~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,6
2022,동서울터미널내 (구)자가주유소 부지,교통관련시설지역,주유소용지,3지역,36704,0~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,5.5
2022,(주)장수주유소 군자지점,교통관련시설지역,주유소용지,3지역,518,0~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.1
2022,(주)한빛운수,교통관련시설지역,대지(2지역),2지역,1945.7,0~4,2.15,78.7,6.34,0.15,24.2,0,107.6,21.7,,0,,,0,0,0,0,0,0,0,0,,0,8
2022,용마주유소,교통관련시설지역,주유소용지,3지역,424.1,0~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9
2022,현대오일뱅크(주)직영중원주유소,교통관련시설지역,주유소용지,3지역,801.7,0~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.3
2022,현대오일뱅크(주)직영중원주유소,교통관련시설지역,주유소용지,3지역,801.7,0~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.7
2022,한국송유관,사고·민원 등 발생지역,도로,3지역,11937,0~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.2
2022,한국송유관,사고·민원 등 발생지역,수도용지,2지역,2210,0~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.7
2022,한국송유관,사고·민원 등 발생지역,도로,3지역,12530,0~3,,,,,,,,,,,,,,0,0,0,0,121,0,0,,0,9.2
2022,한국송유관,사고·민원 등 발생지역,도로,3지역,5807,0~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.2
2022,한국송유관,사고·민원 등 발생지역,하천,2지역,102203,0~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.9
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,2~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,3~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.6
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,4~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.2
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,2~3,,,,,,,,,,,,,,0,0,0,0,355,0,0,,0,6.5
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,3~4,,,,,,,,,,,,,,0.3,0,0.5,0.8,84,0,0,,0,7
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,4~5,,,,,,,,,,,,,,0,0,0.1,0.2,0,0,0,,0,6
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,2~3,,,,,,,,,,,,,,0,0,0,0,504,0,0,,0,8.6
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,3~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.4
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,4~5,,,,,,,,,,,,,,0,0,0,0,266,0,0,,0,7.4
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,2~3,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,6.3
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,3~4,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,6.6
2022,대성산업(주)구의주유소,사고·민원 등 발생지역,주유소용지,3지역,1781,4~5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,5.5
2022,한국송유관,사고·민원 등 발생지역,제방,3지역,2900,0~1.5,,,,,,,,,,,,,,0,0,0,0,97,0,0,,0,9.3
2022,갈현자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,324.2,3m,1.77,57.7,8.72,0.23,146.9,0,364.7,10,,,,,,,,,,,,,,,8.2
2022,오동나무주유소,교통관련시설지역,주유소용지,3지역,386,4m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.8
2022,(주)자연에너지국민주유소,교통관련시설지역,주유소용지,3지역,365,4m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.2
2022,배봉로주유소,교통관련시설지역,주유소용지,3지역,510,4m,,,,,,,,,,,,,,0,0,0,0.3,126,0,0,,0,8.7
2022,창대자동차 공업사,교통관련시설지역,대지(1지역),1지역,190,3m,1.08,10,4.32,0.06,21.3,0,79.1,5.4,,0,,,0,0,0,0,0,0,0,0,,0,8.7
2022,이문차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,257601,4m,0.91,9.8,0,0.05,21.6,0,66.1,6.4,,0,,,0,0,0,0,0,0,0,0,0,0,8.6
2022,이문차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,257601,4m,1.38,62.2,3.32,0.04,35.5,0,130.8,11.3,,0,,,0,0,0,0,0,0,0,0,0,0,8.4
2022,이문차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,257601,4m,1.18,16.5,1.75,0.04,22.8,0,69.8,8.8,,0,,,0,0,0,0,0,0,0,0,0,0,8.3
2022,청량리차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,4876,4m,1.38,11.8,3.21,0.03,20.5,0,60.7,11.1,,0,,,0,0,0,0,0,0,0,0,0,0,7.1
2022,청량리차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,4876,4m,1.11,7,0,0.04,26.4,0,60.9,4.6,,0,,,0,0,0,0,0,0,0,0,0,0,8.1
2022,청량리차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,4876,4m,1.36,8.9,2.06,0.03,25.1,0,63.5,8.2,,0,,,0,0,0,0,0,0,0,0,0,0,7.8
2022,꿈동산어린이공원,어린이 놀이시설지역,대지(1지역),1지역,1571,1m,2.61,37.8,3.78,0.03,53.1,0,124.3,26.4,,,,,,,,,,,,,,,8.6
2022,우산각어린이공원,어린이 놀이시설지역,대지(1지역),1지역,5294.2,1m,1.71,94.5,7.44,0.43,165.1,0,250.7,14.9,,,,,,,,,,,,,,,8
2022,아름드리어린이공원,어린이 놀이시설지역,대지(1지역),1지역,2626.5,1m,1.98,32,6.01,0.07,24.5,0,133.3,26.7,,,,,,,,,,,,,,,8
2022,휘경3구역,토지개발지역,대지(1지역),1지역,64326,4m,1.78,6.4,4.54,0.08,34.1,0,75.7,5.2,149,0,,,0,0,0,0,0,0,0,0,,0,5.3
2022,휘경3구역,토지개발지역,대지(1지역),1지역,64326,4m,0.99,8.3,0,0,34.1,0,45.9,1.2,0,0,,,0,0,0,0,0,0,0,0,,0,6.3
2022,장수자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,152,0-3,1.7,14.6,5.69,0.04,14.7,0,69.3,15.7,,,,,,,,,,,,,,,7.7
2022,대성재활용,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,141,0-3,1.8,13.9,4.56,0.06,14.1,0,82.1,12.6,,,,,,,,,,,,,,,8.1
2022,연산교통(주),교통관련시설지역,대지(2지역),2지역,1877,0-3,2.1,34.8,10.21,0.09,27.4,0,98.4,26.9,,0,,,0,0,0,0,0,0,0,0,0,0,8.2
2022,경성여객(주),교통관련시설지역,잡종지(2지역),2지역,1580,0-3,3.01,141.3,3.59,0.02,10.8,0,108.1,48.2,,0,,,0,0,0,0,0,0,0,0,0,0,7
2022,중랑자동차학원,교통관련시설지역,대지(2지역),2지역,15791,0-3,1.76,39.1,11.69,0,50,0,122.5,22.8,,0,,,0.07,0,0,0,0,2504,0,0,0,0,11.4
2022,유한회사 편안한이동,교통관련시설지역,대지(2지역),2지역,2129,0-3,1.55,20.8,4.92,0.25,30.6,0,93.2,13.3,,0,,,0,0,0,0,0,0,0,0,0,0,8.2
2022,한양상운(주),교통관련시설지역,대지(2지역),2지역,1202,0-3,1.18,6.7,6.32,0.05,19.1,0,30.3,8.1,,0,,,0,0,0,0,0,0,0,0,0,0,6.5
2022,망우역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,26565,0-3,1.4,12.1,5.48,0.06,34.5,0,52.4,11.8,,0,,,0,0,0,0,0,0,0,0,0,0,7.3
2022,서울교통공사(신내차량기지),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,41403,0-3,1.8,14.7,0,0.03,9.8,0,71.4,21.7,,0,,,0,0,0,0,0,0,0,0,0,0,6.4
2022,서울교통공사(신내차량기지),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,41403,0-3,1.76,15.7,2.04,0.03,9.5,0,69.9,21,,0,,,0,0,0,0,0,0,0,0,0,0,7.5
2022,서울교통공사(신내차량기지),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,41403,0-3,1.49,20.3,1.96,0.05,17.2,0,81.4,13.8,,0,,,0,0,0,0,0,0,0,0,0,0,8
2022,샘터어린이공원,어린이 놀이시설지역,공원용지,1지역,1591,0-1,1.36,18.9,4.5,0.04,15.1,0,139.8,11.5,,,,,,,,,,,,,,,7.9
2022,묵동어린이공원,어린이 놀이시설지역,공원용지,1지역,1686,0-1,2.68,24.6,2.01,0.03,37.5,0,109.9,20.3,,,,,,,,,,,,,,,8
2022,원묵분수어린이공원,어린이 놀이시설지역,공원용지,1지역,295,0-1,1.15,16.4,2.35,0.12,15.4,0,89.1,7.2,,,,,,,,,,,,,,,8.3
2022,한아름어린이공원,어린이 놀이시설지역,공원용지,1지역,2005,0-1,0.93,13.3,2.66,0.02,11.9,0,64.9,4.9,,,,,,,,,,,,,,,5.9
2022,승진고물상,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,191,2.0~3.0,1.28,32,9.89,0.19,23.9,0,121.6,7.9,,,,,,,,,,,,,,,8.7
2022,성진자원,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,539,2.0~3.0,1.78,38.7,11.33,0.21,64,0,302.8,12.7,,,,,,,,,,,,,,,7.3
2022,현대종합카센타,교통관련시설지역,대지(2지역),2지역,106,2.0~3.0,0.99,47.5,3.35,0.13,34.2,0,129.5,5.5,,0,,,0,0,0,0,0,0,0,0,,0,9.6
2022,상진운수㈜,교통관련시설지역,대지(2지역),2지역,1924,2.0~3.0,1.42,11.2,4.05,0.07,18.4,0,56.1,5.6,,0,,,0,0,0,0,0,0,0,0,,0,8.1
2022,도원교통,교통관련시설지역,대지(2지역),2지역,1913,2.0~3.0,1.89,10.1,4.53,0.28,30.1,0,68.5,4.1,,0,,,0,0,0,0,0,95,0,0,,0,7
2022,성우자동차,교통관련시설지역,대지(2지역),2지역,110,2.0~3.0,1.88,342.5,4.47,0.26,66.7,0.7,181.4,9.9,,0,,,0.04,0,0,0,0,190,0,0,,0,9.4
2022,㈜재건에너지 재정제2주유소길음지점,교통관련시설지역,대지(2지역),2지역,245,3.0~4.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.7
2022,성북주유소,교통관련시설지역,주유소용지,3지역,258,3.0~4.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.2
2022,성진운수,교통관련시설지역,대지(2지역),2지역,1095,2.0~3.0,1.85,75.2,9.65,0.32,140.2,0,291.2,12,,0,,,0.02,0,0,0,0,457,0,0,,0,8.7
2022,원천주유소,교통관련시설지역,주유소용지,3지역,565,3.0~4.0,,,,,,,,,,,,,,0,0,0,0,918,0,0,,0,8.7
2022,이케이에너지㈜강산제2주유소,교통관련시설지역,대지(2지역),2지역,940,3.0~4.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,6.1
2022,현대오일뱅크㈜직영 북악셀프주유소,교통관련시설지역,주유소용지,3지역,1455,1.0~1.5,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.5
2022,삼선5구역 주택재개발정비사업,토지개발지역,구거,1지역,63780,2.0~3.0,1.41,22.8,4.53,0.16,30.2,0,115.6,13.6,343,0,,,0.02,0,0,0,0,93,0,0,,0,9.2
2022,삼선5구역 주택재개발정비사업,토지개발지역,구거,1지역,63780,2.0~3.0,1.19,10.7,1.93,0.18,26.8,0,100.6,3.4,27,0,,,0,0,0,0,0,0,0,0,,0,8.9
2022,보은콜상운,교통관련시설지역,대지(1지역),1지역,1115,2~3m,1.38,7.9,2.47,0.04,19,0,61.9,4.7,,0,,,0,0,0,0,0,0,0,0,,0,7.9
2022,SK에너지(주)매일주유소,교통관련시설지역,주유소용지,3지역,872,3~4m,,,,,,,,,,,,,,0,0,0,0,58,0,0,,0,7.8
2022,(주)지에스이앤알 미아주유소,교통관련시설지역,주유소용지,3지역,1309.2,3~4m,,,,,,,,,,,,,,0.2,0,0.1,0.6,0,0,0,0,0,8.2
2022,삼덕상운,교통관련시설지역,대지(1지역),1지역,1516,2~3m,1.37,11.3,3.73,0.09,25.1,0,83.9,8.7,,0,,,0,0,0,0,0,0,0,0,,0,6.5
2022,에덴주유소,교통관련시설지역,주유소용지,3지역,1121,3~4m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,7.8
2022,한일택시,교통관련시설지역,대지(1지역),1지역,2754,2~3m,1.26,16.3,3.35,0.11,28.7,0,65.9,4.3,,0,,,0,0,0,0,0,0,0,0,,0,7.6
2022,삼일운수,교통관련시설지역,대지(1지역),1지역,1103,2~3m,0.95,7.2,2.14,0.03,12.7,0,43.4,4.9,,0,,,0,0,0,0,0,121,0,0,,0,6
2022,동아운수,교통관련시설지역,대지(1지역),1지역,3868,2~3m,2.07,89.9,6.11,0.56,196.5,0,247.4,20.5,,0,,,0,0,0,0,0,117,0,0,,0,8.4
2022,한빛 공원,어린이 놀이시설지역,공원용지,1지역,1192,0~1m,1.65,44,5.19,0.17,42.8,0,161.4,14.5,,,,,,,,,,,,,,,8.5
2022,논골 공원,어린이 놀이시설지역,공원용지,1지역,991.7,0~1m,1.65,48.8,4.77,0.25,82.3,0,383.7,12.4,,,,,,,,,,,,,,,7.2
2022,푸른 공원,어린이 놀이시설지역,공원용지,1지역,992,0~1m,1.32,21.9,3.9,0.06,29.6,0,90.5,6.8,,,,,,,,,,,,,,,7.9
2022,시온자동차공업사,산업단지 및 공장지역,대지(2지역),2지역,722,3m,1.24,14.6,2.84,0.05,24.8,0,83.4,3.9,224,0,0,0,0,,,,,,0,0,,0,5.9
2022,시온자동차공업사,산업단지 및 공장지역,대지(2지역),2지역,722,3m,1.13,16.4,3.71,0.2,54,0,64.4,3,215,0,0,0,0,,,,,,0,0,,0,7.1
2022,한강고물상,폐기물 처리 및 재활용 관련 지역,창고용지,2지역,2190,3m,1.28,11.4,2.13,0.04,19.9,0,66.4,8,,,,,,,,,,,,,,,8.8
2022,삼원식품,지하수 오염지역,대지(2지역),2지역,548,3m,1.96,24.8,8.74,0.22,31.8,0,108.3,13.4,160,0,0,0,0.03,0,0,0,0,0,0,0,,0,8.7
2022,초안산근린공원,지하수 오염지역,임야,2지역,8967,2m,1.73,14.6,5.74,0.07,22.3,0,64.6,12.4,80,0,0,0,0,0,0,0,0,0,0,0,,0,7.9
2022,창동자동차운전전문학원,교통관련시설지역,대지(2지역),2지역,6041,3m,1.39,39,5.58,0.08,65.8,0,119.6,34,,0,,,0,0,0,0,0,0,0,0,,0,9.5
2022,아진교통,교통관련시설지역,잡종지(3지역),3지역,5093,3m,1.05,10.2,3.27,0.03,20.8,0,38.7,3.1,,0,,,0,0,0,0,0,0,0,0,,0,7.9
2022,햇살주유소,교통관련시설지역,대지(2지역),2지역,686,5m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.7
2022,대안주유소,교통관련시설지역,주유소용지,3지역,1744,5m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,9.1
2022,프로세차장,사고·민원 등 발생지역,대지(2지역),2지역,150,3m,1.06,20.3,3.02,0.02,20.9,0,46.3,2.8,268,0,0,0,0,0,0,0,0,0,0,0,,0,4.4
2022,프로세차장,사고·민원 등 발생지역,대지(2지역),2지역,150,3m,1.31,27.5,3.02,0.08,33.5,0,92.4,5.2,350,0,0,0,0,0,0,0,0,0,0,0,,0,8.4
2022,세광셀프세차장,사고·민원 등 발생지역,대지(2지역),2지역,1885,3m,1.22,7.6,0,0.04,30.8,0,82.3,9.8,118,0,0,0,0,0,0,0,0,0,0,0,,0,8.4
2022,금성윗들어린이공원,산업단지 주변 등의 주거지역,공원용지,1지역,1430,1m,1.34,43.5,4.11,0.13,33.7,0,120.4,6.6,177,0,,,0,,,,,,0,0,,0,8.5
2022,달내어린이공원,어린이 놀이시설지역,공원용지,1지역,1001,1m,1.3,82.2,3.46,0.04,52.9,0,295.3,6.8,,,,,,,,,,,,,,,8.8
2022,폐형광등집하장,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,449,0.5~2m,1.24,15.3,4.15,0.11,48.6,0,92.1,9.1,,,,,,,,,,,,,,,8.2
2022,노원주유소,교통관련시설지역,주유소용지,3지역,1158,3~4m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.7
2022,(주)소모에너지수락산셀프주유소,교통관련시설지역,주유소용지,3지역,765,2~3m,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,8.6
2022,도로교통공단도봉운전면허시험장,교통관련시설지역,잡종지(3지역),3지역,20817,2~3m,1.84,10.1,5.45,0.03,20.5,0,54.4,9.9,,0,,,0,0,0,0,0,0,0,0,,0,5.5
2022,흥안운수,교통관련시설지역,대지(2지역),2지역,2892.3,2~3m,1.52,40.5,7.5,0.07,37.1,0,111.3,12.7,,0,,,0,0,0,0,0,0,0,0,,0,8.1
2022,한성여객,교통관련시설지역,대지(2지역),2지역,705,2~3m,1.02,10.2,2.57,0.05,22.7,0,67.8,6.1,,0,,,0,0,0,0,0,0,0,0,,0,8.1
2022,기아오토큐중계점,교통관련시설지역,대지(2지역),2지역,404,2~3m,1.28,15.1,2.96,0.04,22.2,0,91.1,9.4,,0,,,0,0,0,0,0,68,0,0,,0,8.7
2022,대륙여객자동차,교통관련시설지역,대지(2지역),2지역,655,3~4m,1.39,99.9,7.24,1.04,41.1,0,163.2,28.7,,0,,,0,0,0,0,0,0,0,0,,0,8.6
2022,신광상운,교통관련시설지역,대지(2지역),2지역,1495,2~3m,1.49,5.1,1.74,0.02,15.7,0,72.9,4.2,,0,,,0,0,0,0,0,0,0,0,,0,8.8
2022,산철쭉어린이공원,어린이 놀이시설지역,공원용지,1지역,1500,0.3~1.5m,0.99,8,3.85,0,16.3,0,471.5,10,,,,,,,,,,,,,,,7.5
2022,산철쭉어린이공원,어린이 놀이시설지역,공원용지,1지역,1500,0.3~1.5m,1.35,32.2,46.18,0.12,47.6,0,200.3,17,,,,,,,,,,,,,,,6.6
2022,하계어린이공원,어린이 놀이시설지역,공원용지,1지역,6129,0.3~1.5m,1.22,19.6,3.12,0.07,26.1,0,97.7,10.4,,,,,,,,,,,,,,,6.8
