년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2022,대현공원,어린이 놀이시설지역,대지(1지역),1지역,3726,0-15cm,0,22.7,5.42,0.02,21.5,0,66.2,7,,,,0,,,,,,,,,,,7
2022,매천초등학교,어린이 놀이시설지역,학교용지,1지역,788,0-15cm,0,8,0,0,9.1,0,50.4,4.8,,,,0,,,,,,,,,,,7.7
2022,산격초등학교,어린이 놀이시설지역,학교용지,1지역,13223,0-15cm,0,8.5,2.15,0.01,13.6,0.8,40.3,5.7,,,,0,,,,,,,,,,,7.3
2022,대구사격장,사격장 관련시설지역,체육용지,2지역,178314,0-15cm,0,3.1,0,0,13,0,52.2,4.2,,,,0,,,,,,,,,,,6.9
2022,(주)원림,산업단지 및 공장지역,대지(2지역),2지역,8417,0~15m,0.12,51.3,6.24,0.06,55.2,0,76.8,6.4,,,,0,,,,,,,,,,,7.9
2022,대일버스(주),교통관련시설지역,잡종지(2지역),2지역,1320,0-0.15m,0,17.5,2.03,0.08,17,0,108,6.3,209,,,0,,,,,,,,,,,6.8
2022,제2범물공영차고지,교통관련시설지역,주차장,3지역,8314,0-0.15m,0.19,38.4,6.61,0.07,45.6,0,112.5,12.8,,,,0,,,,,,,,,,,8.8
2022,한일시멘트,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,225,0-0.15m,0.21,4.8,0,0,11,0,62.3,4.5,261,,,0,,,,,,0,,,0,,7.4
2022,지산어린이공원,어린이 놀이시설지역,공원용지,1지역,3315,0.15-0.3m,0,8.2,0,0.01,7.7,0,45.6,7,,,,0,,,,,,,,,,,8.3
2022,삼각어린이공원,어린이 놀이시설지역,공원용지,1지역,1703,0-0.15m,0,7.4,3.09,0.01,13.5,0,37.8,7.2,,,,0,,,,,,,,,,,7.6
2022,범물어린이공원,어린이 놀이시설지역,공원용지,1지역,1589,0.15-0.3m,0,7.7,3.76,0.02,15.1,0,40.4,7.6,,,,0,,,,,,,,,,,5.8
2022,무궁화어린이공원,어린이 놀이시설지역,공원용지,1지역,1664,0-0.15m,0,16.4,2.65,0.04,18.1,0,46.9,7.7,,,,0,,,,,,,,,,,7.3
2022,상록수어린이공원,어린이 놀이시설지역,공원용지,1지역,1984,0-0.15m,0,17.6,0,0.02,15.5,0,52,7.1,,,,0,,,,,,,,,,,7.2
2022,에덴어린이공원,어린이 놀이시설지역,공원용지,1지역,6984,0-0.15m,0,10.6,5.34,0.02,21.3,0,43.7,9.3,,,,0,,,,,,,,,,,6.5
2022,니카코리아,산업단지 및 공장지역,공장용지,3지역,11812,0~15cm,0,57.2,0,0,19.7,0.5,104.8,16.7,,,,0,,0,0,0,0,0,0,0,,0,7.7
2022,풍국주정공업(주),산업단지 및 공장지역,공장용지,3지역,32946,0~15cm,0.14,12.7,4.89,0.03,22,0.6,78.7,12.9,,,,0,,0,0,0,0,0,0,0,,0,6.6
2022,대구시설안전관리사업소,산업단지 및 공장지역,대지(2지역),2지역,43677,0~15cm,0,9.8,0,0,6.4,0,53.8,11.6,,,,0,,,,,,,,,,,7.5
2022,(주)경농,산업단지 및 공장지역,공장용지,3지역,58893,0~15cm,0,8.1,4.57,0,11.7,0,32.1,7.5,,,,0,,0,0,0,0,0,0,0,,0,7.1
2022,(주)나노코,산업단지 및 공장지역,공장용지,3지역,4907,0~15cm,0,9.6,0,0,6.6,0,43.8,8.6,,,,0,,0,0,0,0,0,0,0,,0,5.9
2022,대한금속,원광석·고철 등의 보관·사용지역,공장용지,3지역,5329,0~15cm,0.16,14.2,4.09,0.02,23.7,0.6,122.3,11.2,,,,0,,0,0,0,0,0,0,0,,0,7.3
2022,경희알미늄,원광석·고철 등의 보관·사용지역,공장용지,3지역,17320,0~15cm,0.21,23,3.74,0.06,24.5,0.8,125.2,11.2,,,,0,,0,0,0,0,0,0,0,,0,7
2022,경희강재(주),원광석·고철 등의 보관·사용지역,공장용지,3지역,17112,0~15cm,0.32,32.7,6.28,0.05,45.5,1.5,217.2,16.7,,,,0,,0,0,0,0,131,0,0,,0,7
2022,호림1공영주차장,교통관련시설지역,주차장,3지역,5414,0~15cm,0,20.4,1.74,0.04,75.4,0.6,68.2,10.8,,,,0,,,,,,,,,,,8.4
2022,세운버스(주),교통관련시설지역,주차장,3지역,9387,0~15cm,0.11,12,3.6,0.02,20.3,0,71.9,9.2,,,,0,,,,,,,,,,,7.3
2022,성서주공2차,산업단지 주변 등의 주거지역,대지(1지역),1지역,49736,0~15cm,0.17,18.5,7.52,0.08,17.9,0.6,65.7,6.9,,,,0,,,,,,,,,,,6.9
2022,성서우방유쉘아파트,산업단지 주변 등의 주거지역,대지(1지역),1지역,17281,0~15cm,0,10,0,0,8.2,0,66.5,7.5,,,,0,,,,,,,,,,,7.1
2022,성서보성화성타운,산업단지 주변 등의 주거지역,대지(1지역),1지역,42654,0~15cm,0,2,0,0,7.4,0,18.3,3.2,,,,0,,,,,,,,,,,6.1
2022,은하수공원,산업단지 주변 등의 주거지역,공원용지,1지역,1505,0~15cm,0.11,8.5,5.61,0.03,16.9,0.8,37.3,9.8,,,,0,,,,,,,,,,,7
2022,이곡정자공원,산업단지 주변 등의 주거지역,공원용지,1지역,16960,0~15cm,0,6.8,0,0,6.4,0,33.4,6.9,,,,0,,,,,,,,,,,8.5
2022,치영어린이공원,어린이 놀이시설지역,공원용지,1지역,1661,15~30cm,0,9.9,2.05,0.02,14,0,45.2,8.7,,,,0,,,,,,,,,,,8.1
2022,도원공원,어린이 놀이시설지역,공원용지,1지역,16031,15~30cm,0.1,3,6.18,0.04,28.7,0,53.7,6,,,,0,,,,,,,,,,,6.3
2022,용산공원,어린이 놀이시설지역,공원용지,1지역,17237,15~30cm,0,9,3.9,0.02,14.4,0,41.6,9.1,,,,0,,,,,,,,,,,6.7
2022,본리어린이공원,어린이 놀이시설지역,공원용지,1지역,19284,15~30cm,0,6.2,0,0.01,11.9,0,47.5,6.1,,,,0,,,,,,,,,,,6.6
2022,월명공원,어린이 놀이시설지역,공원용지,1지역,9643,15~30cm,0,0,0,0,4.7,0.5,39.6,3.1,,,,0,,,,,,,,,,,6.8
2022,방천리 공공폐기물매립장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,1765,0.15-0.3m,0,17.9,0,0.02,15.5,0,47.3,9.9,327,,,0,,,,,,,,,,,8.5
2022,방천리 시내버스공영차고지,교통관련시설지역,주차장,3지역,4016,0-0.15m,0,6.7,2.3,0,10.8,0,33.5,7.9,,,,0,,,,,,,,,,,4.9
2022,현풍IC,교통관련시설지역,답,1지역,2155,0.15-0.3m,0.19,19.1,5.93,0.01,26.4,0,100.5,13,,,,0,,,,,,,,,,,7.1
2022,화원IC,교통관련시설지역,도로,3지역,1714,0-0.15m,0,19.9,0,0,16.7,0.6,851,10.4,231,,,0,,,,,,102,,,,,7.7
2022,농협유통센터,교통관련시설지역,잡종지(3지역),3지역,36098,0-0.15m,0,12.8,0,0.02,15.2,0,96.2,8.8,367,,,0,,,,,,,,,,,6.6
2022,비슬공원,산업단지 주변 등의 주거지역,공원용지,1지역,13520,0-0.15m,0,8.7,4.66,0,15,0,43.8,10.2,,,,0,,,,,,,,,,,6.6
2022,달성2차산업단지 제1호근린공원,산업단지 주변 등의 주거지역,공원용지,1지역,34196,0.15-0.3m,0,12.3,0,0,4.3,0,19.3,3.3,,,,0,,,,,,,,,,,8.4
2022,달성2차산업단지 제 2호근린공원,산업단지 주변 등의 주거지역,공원용지,1지역,10296,0.15-0.3m,0,1.3,0,0,3.9,0,15.7,7.5,,,,0,,,,,,,,,,,6.3
2022,비슬구천공원,산업단지 주변 등의 주거지역,공원용지,1지역,1928,0-0.15m,0.16,17.3,4.4,0.02,21.4,0,94.1,13.2,,,,0,,,,,,,,,,,7
2022,죽곡2 어린이공원,산업단지 주변 등의 주거지역,공원용지,1지역,2253.8,0.15-0.3m,0.21,23.9,5.01,0.11,20.6,0,98.2,14,,,,0,,,,,,,,,,,6.4
2022,죽곡근린공원,산업단지 주변 등의 주거지역,공원용지,1지역,10715,0-0.15m,0,8.8,0,0,11.2,0,53.6,6.9,,,,0,,,,,,,,,,,7
2022,다사체육공원,산업단지 주변 등의 주거지역,임야,2지역,1111,0-0.15m,0,6.6,2.04,0,8.6,0.9,43.1,4.9,,,,0,,,,,,,,,,,5.9
2022,화원명곡근린공원,산업단지 주변 등의 주거지역,공원용지,1지역,2508,0-0.15m,0,6.6,0,0,9.5,0,51.6,5.6,,,,0,,,,,,,,,,,6.6
2022,다사읍 주민자치센터,산업단지 주변 등의 주거지역,유지,2지역,2165,0-0.15m,0,5.3,0,0.01,11.7,0,62.8,6.3,,,,0,,,,,,,,,,,6.5
2022,첨단산업단지근린공원,산업단지 주변 등의 주거지역,공원용지,1지역,12876,0-0.15m,0,20.6,0,0.01,12,0,34,10.3,,,,0,,,,,,,,,,,5.2
2022,테크노폴리스중앙공원,산업단지 주변 등의 주거지역,공원용지,1지역,63334,0-0.15m,0,10.5,0,0,0,0,28.9,11.1,,,,0,,,,,,,,,,,7.7
2022,명곡체육공원,산업단지 주변 등의 주거지역,답,1지역,19076,0-0.15m,0,10.9,6.93,0,14.6,0,53.9,11.2,,,,0,,,,,,,,,,,7.6
2022,포산공원,산업단지 주변 등의 주거지역,공원용지,1지역,10101,0-0.15m,0,9.3,6.5,0.02,18.9,0,47.9,11.2,,,,0,,,,,,,,,,,7.1
2022,유곡공원,어린이 놀이시설지역,공원용지,1지역,5202,0-0.15m,0,9.4,0,0.01,11.4,0.7,49.9,6.9,,,,0,,,,,,,,,,,8
2022,대실근린공원,어린이 놀이시설지역,공원용지,1지역,10442,0-0.15m,0,11.2,0,0.02,11.8,0,50.2,9.2,,,,0,,,,,,,,,,,6
2022,고래들공원,어린이 놀이시설지역,공원용지,1지역,15142,0-0.15m,0,9,2.74,0,13.5,0,48.6,12.8,,,,0,,,,,,,,,,,6.8
2022,논공초등학교,어린이 놀이시설지역,학교용지,1지역,15445,0.15-0.3m,0,2.2,0,0,4.1,0,13.7,2.7,,,,0,,,,,,,,,,,6.8
2022,옥포초등학교,어린이 놀이시설지역,학교용지,1지역,17287,0.15-0.3m,0,2.9,0,0,5.7,0.6,21.2,3.7,,,,0,,,,,,,,,,,7.2
2022,가창초등학교,어린이 놀이시설지역,학교용지,1지역,4375,0.15-0.3m,0,1.9,0,0,4.6,0,16.1,3.1,,,,0,,,,,,,,,,,7.2
2022,화남초등학교,어린이 놀이시설지역,학교용지,1지역,11607,0.15-0.3m,0,1.1,0,0,3.7,0,17.6,2.5,,,,0,,,,,,,,,,,8.4
2022,라이온코리아(주),산업단지 및 공장지역,공장용지,3지역,49245,0.2~0.5,0.11,25.7,1.6,0.05,16.6,0,93.8,17.2,516,,0,0,0,0,0,0,0,0,0,0,,0,9.5
2022,선창산업(주),산업단지 및 공장지역,공장용지,3지역,78121,0.3~0.5,1.24,93.9,1.68,0.03,56.4,0,62.9,9.4,128,,0,0,0,0,0,0,0,0,0,0,,0,9.4
2022,선창산업(주),산업단지 및 공장지역,공장용지,3지역,78121,4~5,0.32,151.5,3.9,1.43,122.1,0,415.2,17.8,190,,0,0,0,0,0,0,0,0,0,0,,0,9.2
2022,남항사업소,공장폐수 유입지역,잡종지(3지역),3지역,186000,0~0.15,0.22,31.5,5.69,0.03,30.1,0,132.3,27.8,312,,0,0,0,0,0,0,0,853,,,,,8.7
2022,부흥환경,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3305,0.3~0.5,0.31,33.1,2.41,0.14,40.9,0,200.1,9.4,379,,0,0,0,0,0,0,0,1800,,,,,9
2022,한국공항 급유시설,교통관련시설지역,잡종지(3지역),3지역,193326,2.5m,0.13,10.4,4.73,0.01,33.1,0,83.3,4.2,,,0,0,0,0,0,0,0,0,,,,,9.5
2022,영종권역 버스공영차고지,교통관련시설지역,주차장,3지역,12565,15cm,0.15,25,3.27,0.01,25.9,0,92.4,24.7,,,0,0,0,0,0,0,0,0,,,,,8.9
2022,공항철도㈜,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,365900,15cm,0,11.1,4.07,0.02,36.4,0,83.8,6.8,,,,0,,0,0,0,0,0,,,,,7.1
2022,운북동 789-110,사고·민원 등 발생지역,답,1지역,659,15cm,0.1,16.5,3.33,0.01,128.1,0,64.8,15.4,,,,,,,,,,,,,,,8.9
2022,인천하늘초등학교,어린이 놀이시설지역,학교용지,1지역,13801,15cm,0,6.8,0,0,21.9,0,53.6,9.8,,,,0,,,,,,,,,,,8
2022,현대제철(주),산업단지 및 공장지역,공장용지,3지역,364528,1~2,1.21,161.1,14.43,0,55.5,1.3,373.4,44.9,197,,0,0,0,0,0,0,0,94,0,0,,0,9.4
2022,태항조선(주),산업단지 및 공장지역,공장용지,3지역,2704,0~0.15,0.4,1911.1,6.46,0.09,579.7,4.5,4183.1,60.8,134,,0,0,0,0,0,0,0,692,0,0,,0,8.6
2022,태항조선(주),산업단지 및 공장지역,공장용지,3지역,2704,0.5~1.5,0.51,204.2,16.69,0.09,131.2,0,359,21.3,394,,0,0,0,0,0,0,0,663,0,0,,0,9.1
2022,두산산업차량(주),산업단지 및 공장지역,공장용지,3지역,27157,0.5~1,0,34.8,0,0,18,0,107.5,40,90,,0,0,0,0,0,0,0,124,0,0,,0,9.2
2022,유진기업(주)인천,산업단지 및 공장지역,공장용지,3지역,10207,0.3~0.6,0,30.2,3.09,0.07,56.1,0,119.3,10,294,,0,0,0,0,0,0,0,1894,0,0,,0,10.1
2022,(주)동구환경,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,3305,0.3~0.7,1.83,567.6,12.96,0.43,325.1,0,1211.4,69.6,290,,0,0,0,0,0,0,0,524,0,0,,0,9.4
2022,(주)유원환경,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3747,0~0.15,0,49.5,3.88,0,46.3,0,198.6,39,189,,0,0,0,0,0,0,0,179,0,0,,0,9.2
2022,송현근린공원,어린이 놀이시설지역,공원용지,1지역,37112,0~0.15,0,37.6,0,0,21.6,0,111.8,12.7,,,,0,,,,,,,,,,,8.3
2022,이건산업(주),산업단지 및 공장지역,대지(2지역),2지역,10175,0~0.15,0.3,33.7,3.38,0,33,0,161.8,18.2,392,,,0,,,,,,,,,,,6.7
2022,한국특수잉크공업(주),산업단지 및 공장지역,공장용지,3지역,19096,0~0.15,0.34,67.2,3.98,0.04,55.2,0,263.2,23.2,347,,0,0,0,0,0,0,0,82,0,0,,0,8.7
2022,나라세차장,공장폐수 유입지역,도로,3지역,7318,0~0.15,0.38,49.2,4.09,0.2,57.4,0,229.1,16.2,496,,,0,,,,,,,,,,,8.9
2022,청운대학교 인천캠퍼스,공장폐수 유입지역,학교용지,1지역,2735,0~0.15,0.1,29.6,2.33,0.01,22.8,0,88,7.1,272,,,0,,,,,,,,,,,8.6
2022,"인하대학교, 인하공업전문대학",공장폐수 유입지역,학교용지,1지역,327891,0~0.15,0.24,24.9,0,0.09,28,0,197.6,10.1,,,,0,,,,,,,,,,,6.8
2022,"인하대학교, 인하공업전문대학",공장폐수 유입지역,학교용지,1지역,327891,0~0.15,0.24,31.2,2.33,0.08,35,0,210.4,13.2,,,,0,,,,,,,,,,,6.3
2022,제원기업유한회사,교통관련시설지역,대지(2지역),2지역,1921,0~0.15,0.67,90.8,17.9,0.07,120.7,0,382.3,34.3,376,,,0,,,,,,,,,,,7.2
2022,학익점 현대자동차,교통관련시설지역,대지(2지역),2지역,145,0.3~1,0.26,96.1,5.93,0.13,79.8,0,411.2,11.3,367,,,0,,,,,,91,,,,,9.3
2022,(주)인천교통,교통관련시설지역,대지(2지역),2지역,1610,0~0.15,0.16,49.4,4.69,0.47,40.1,0,136.1,11.7,240,,,0,,,,,,,,,,,7.2
2022,태원자동차중기공업사,교통관련시설지역,대지(2지역),2지역,5761,0~0.15,0,42.3,1.61,0,15.6,0,130.7,12.2,380,,,0,,,,,,,,,,,9.3
2022,우영자동차,교통관련시설지역,대지(2지역),2지역,1323,0.5~1,0.22,17.9,2.89,0.26,36.6,0,130.5,9.5,395,,,0,,,,,,,,,,,9.2
2022,(주)인천택시,교통관련시설지역,대지(2지역),2지역,653,0~0.15,0.24,51,3.66,0.04,36.9,0,219.8,14,390,,,0,,,,,,,,,,,6.9
2022,(주)엔에프씨 연구소,산업단지 및 공장지역,공장용지,3지역,8221,0~0.15m,0.29,20.7,1.9,0.01,22.4,0,75.3,15.6,115,,0,0,0,0,0,0,0,0,0,0,,0,9
2022,삼성바이오로직스,산업단지 및 공장지역,공장용지,3지역,273672,0~0.15m,0.12,26.8,2.89,0.02,239,0,137.2,13.2,153,,0,0,0,0,0,0,0,0,0,0,,0,8.8
2022,헬러만타이툰(유),산업단지 및 공장지역,공장용지,3지역,4160,0~0.15m,0,8.1,2.4,0.01,9.3,0,60.1,10.3,198,,0,0,0,0,0,0,0,0,0,0,,0,9.1
2022,강인여객 주식회사,교통관련시설지역,잡종지(2지역),2지역,2997,0~0.15m,0.16,24.7,0,0.01,12.1,0,99.3,16.2,352,,,0,,,,,,,,,,,7.1
2022,여성의 광장 주차장,교통관련시설지역,대지(2지역),2지역,8653,0~0.15m,0.21,33.5,4.26,0.03,22,0,118.6,27,279,,,0,,,,,,,,,,,7.4
2022,남동부수도사업소 주차장,교통관련시설지역,대지(2지역),2지역,8653,0~0.15m,0.23,46.3,4.43,0.05,30.1,0,192.4,28,228,,,0,,,,,,,,,,,7.5
2022,옥련동 194-51,교통관련시설지역,잡종지(2지역),2지역,646604,0~0.15m,0.56,51.6,3.04,0.06,74.9,0,438.8,20.1,371,,0,0,0,0,0,0,0,0,,,,,8.5
2022,유원지 물류(중고차 매매단지),교통관련시설지역,잡종지(2지역),2지역,693530,0~0.15m,0.21,27.2,1.84,0.01,16.1,0,140,16,382,,0,0,0,0,0,0,0,0,,,,,8
2022,소리공원,어린이 놀이시설지역,공원용지,1지역,11792,0~0.15m,0.14,15.7,0,0.01,14.3,0,101.6,10.4,,,,0,,,,,,,,,,,8.5
2022,(주)오공 1공장,산업단지 및 공장지역,공장용지,3지역,3993,4~5,0.11,26.9,2.82,0.02,18.5,0,84.3,21.2,100,,0,0,0,0,0,0,0,0,0,0,,0,8.5
2022,LT메탈,산업단지 및 공장지역,공장용지,3지역,16593,0~0.15,0.88,24.8,2.46,0.04,161.3,0,154.3,7.8,329,,0,0,0,0,0,0,0,0,0,0,,0,5.7
2022,동호철재,산업단지 및 공장지역,잡종지(2지역),2지역,3337,0~0.15,0.6,32.5,19.95,0.01,23,0,110.7,35.1,87,,0,0,0,0,0,0,0,0,,,,,8.7
2022,(주)덕성,산업단지 및 공장지역,공장용지,3지역,10203,1~1.5,0.22,22.9,3.04,0.01,30.7,0,112.2,35.9,192,,0,0,0,0,0,0,0,0,0,0,,0,8.9
2022,아세아바렐,공장폐수 유입지역,공장용지,3지역,362,2~3,2.51,56.1,114.19,0.01,63.6,0,220.3,50,101,,0,0,0,0,0,0,0,0,0,0,,0,9.2
2022,한청알에프,공장폐수 유입지역,공장용지,3지역,1574,2~3,0.36,54.1,8.08,0.03,45.3,0,114,20.1,90,,0,0,0,0,0,0,0,0,0,0,,0,8.4
2022,한국교세라정공(주),공장폐수 유입지역,공장용지,3지역,16536,2~3,0.4,48.3,4.51,0.02,26.9,0.6,121.6,18.8,349,,0,1.1,0,0,0,0,0,0,0.8,0,,0,9.4
2022,(주)일성,공장폐수 유입지역,공장용지,3지역,1378,2~3,0.16,14.6,3.64,0.01,17.9,0,70.7,16.7,212,,0,0,0,0,0,0,0,0,0,0,,0,8.6
2022,(주)남동종합도금,공장폐수 유입지역,공장용지,3지역,3306,2~3,0,7.5,2.44,0.01,9.1,0,50.1,12.5,223,,0,0,0,0,0,0,0,0,0,0,,0,9.4
2022,(주)마이크로켐텍,공장폐수 유입지역,공장용지,3지역,1653,2~3,0.92,32.7,2.92,0.03,82,0,397,26.9,117,,0,0.7,0,0,0,0,0,0,0,0,,0,8.3
2022,기전산업(주),원광석·고철 등의 보관·사용지역,공장용지,3지역,9895,0~0.15,0.5,43.5,22.01,0.03,54.9,0,123.6,24.7,263,,0,0,0,0,0,0,0,0,0,0,,0,8.9
2022,면허시험장,교통관련시설지역,잡종지(2지역),2지역,42292,0~0.15,0.42,54.1,6.24,0.03,46.9,0,148.9,41.4,292,,0,0,0,0,0,0,0,0,,,,,7.9
2022,동아자동차 운전전문학원,교통관련시설지역,잡종지(3지역),3지역,2916,0~0.15,0.13,29.1,0,0.01,15.3,0,85.6,16.5,447,,0,0,0,0,0,0,0,0,,,,,6.7
2022,인천폐차사업소,교통관련시설지역,공장용지,3지역,4949,0~0.15,0.93,319.8,4.23,0.08,148.4,0,624.2,140.4,139,,0,0,0,0,0,0,0,61,0,0,,0,8.3
2022,인기자동차운전전문학원,교통관련시설지역,잡종지(3지역),3지역,2916,0~0.15,0.6,35.9,4.8,0.01,37.9,0,124.5,38,69,,0,0,0,0,0,0,0,0,,,,,8.1
2022,너른들어린이공원,어린이 놀이시설지역,공원용지,1지역,4454,0~0.15,0.45,35.6,10.33,0.01,35.9,0,122.5,34.1,,,,0,,,,,,,,,,,8.3
2022,늘솔길공원,어린이 놀이시설지역,공원용지,1지역,2798,0~0.15,0.22,39.6,12.07,0.02,30.8,0,110.4,34.2,,,,0,,,,,,,,,,,8.2
2022,(주)우성코러스,산업단지 및 공장지역,공장용지,3지역,7479,0~0.15m,0.9,451.1,6.99,0.08,241.7,0,561.6,36.7,189,,0,0,0,0,0,0,0,67,0,0,,0,8.3
2022,삼성케미칼,산업단지 및 공장지역,공장용지,3지역,662,0.5~1m,0.23,57.1,8.3,0.03,31.3,0,145.9,36.5,167,,0,0,0,0,0,0,0,69,0.2,0.1,,0.1,8.4
2022,(주)비에이치,공장폐수 유입지역,공장용지,3지역,3939,2~3m,0.2,18.4,8.92,0.01,19.9,0,58.7,20,154,,0,0,0,0,0,0,0,0,0,0,,0,8.4
2022,학교법인 가톨릭학원 가톨릭대학교인천성모병원,공장폐수 유입지역,대지(2지역),2지역,7843,0~0.15m,0.33,47.9,6.02,0.3,34.2,0,142.3,17.8,142,,,0,,,,,,,,,,,8.8
2022,(주)아이엠글로벌,공장폐수 유입지역,공장용지,3지역,2994,2~3m,0.18,23.5,8.04,0.02,21.6,0,81.2,34.5,168,,0,0,0,0,0,0,0,0,0.1,0,,0,7.2
2022,(주)제트에프코리아,공장폐수 유입지역,공장용지,3지역,3854,2~3m,0.39,29.2,8.65,0.02,29,0,74.8,18.4,158,,0,0,0,0,0,0,0,0,0,0,,0,9
2022,십정녹지,공장폐수 유입지역,공원용지,1지역,1108,0~0.15m,0.18,37.7,3.28,0.03,17.9,0,125.5,17.5,,,,0,,,,,,,,,,,7.7
2022,진영자원,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,324,0.5~1m,1.04,1445.3,10.48,0.4,183.4,0,969.6,46.3,185,,,0,,,,,,,,,,,9.5
2022,삼산자원,폐기물 처리 및 재활용 관련 지역,답,1지역,345,0.4~0.8m,0.34,45.2,7.87,0.11,54,0,109.6,22.7,,0,,0,,,,,,,,,,,9.1
2022,청중로주유소,지하수 오염지역,주유소용지,3지역,738,0.3~1m,0.39,44.2,10.16,0.02,58.8,0,147.2,25.5,106,,0,0,0,0,0,0,0,57,0,0,,0,9.4
2022,청중로주유소,지하수 오염지역,주유소용지,3지역,738,4~5m,0.34,23.6,10.01,0.02,48.5,0,114.3,16.4,83,,0,0,0,0,0,0,0.1,0,0,0,,0.1,9.5
2022,GS부평충전소,지하수 오염지역,주유소용지,3지역,1890,0.3~1m,0.2,41.6,4.58,0.03,37.9,0,137.1,23.8,221,,0.12,0,0,0,0,0,0.1,386,0.2,4.8,,0,9.2
2022,GS부평충전소,지하수 오염지역,주유소용지,3지역,1890,2~3m,0.12,21.4,7.56,0.02,20.1,0,63.3,20.3,161,,0,0,0,0,0,0.1,0.2,0,0,0,,0,9.1
2022,부평ic충전소,지하수 오염지역,주유소용지,3지역,2785,0.3~1m,0.13,29.4,4.15,0.03,33.3,0,107.7,11,174,,0,0,0,0,0,0,0,0,0,0,,0,9.6
2022,부평ic충전소,지하수 오염지역,주유소용지,3지역,2785,2~3m,0.19,26.6,7.03,0.03,37.2,0,92.5,12.7,238,,0,0,0,0,0,0,0,87,0,0,,0,10.3
2022,경진운수(합),교통관련시설지역,잡종지(3지역),3지역,1081,0.5~1m,0.15,14.4,1.64,0.01,42.8,0,84.4,4,125,,0,0,0,0,0,0,0,59,,,,,9.5
2022,카123테크엔지니어링,교통관련시설지역,잡종지(3지역),3지역,679,0.3~1m,0.14,38.3,2.26,0.02,18.9,0,105.4,25.1,524,,0,0,0,0,0,0,0,0,,,,,9.5
2022,성산여객,교통관련시설지역,주차장,3지역,1092,0.4~0.8m,0.33,24.1,3.89,0.01,49.3,0,110.3,8.3,,0,,0,0,0,0,0,0,0,0,0,,0,9
2022,서운산업단지 공공폐수처리시설,공장폐수 유입지역,잡종지(3지역),3지역,1999,0~0.15,0.18,35,2.25,0.01,15.7,0,81.8,39.9,130,,0,0,0,0,0,0,0,0,,,,,8.6
2022,경인교육대학교,공장폐수 유입지역,임야,2지역,9907,0~0.15,0.16,25.3,2.52,0.05,57.6,0,99.2,7.4,,,,0,,,,,,,,,,,8.4
2022,경인여자대학교,공장폐수 유입지역,학교용지,1지역,29402,0~0.15,0.37,85.6,2.74,0.06,58.7,0,699.7,9.6,,,,0,,,,,,,,,,,8.1
2022,전진교역,공장폐수 유입지역,대지(1지역),1지역,1284,0.5~1,0.19,36.2,2.18,0.06,24,0,114.8,14.9,384,,,0,,,,,,,,,,,9.9
2022,키움산업,폐기물 처리 및 재활용 관련 지역,대지(1지역),1지역,1025,0.5~1,0.51,39.3,5.88,0.05,65.8,0,138.1,16.5,131,,,0,,,,,,,,,,,8.2
2022,계양 IC 화물공영차고지,교통관련시설지역,주차장,3지역,20320,0~0.15,0.29,49.4,4.39,0.04,28,0,133.1,30.9,241,,,0,,,,,,0,,,,,8.3
2022,오류셀프세차장,교통관련시설지역,대지(1지역),1지역,580,0.5~1,0,18,5.4,0.01,18.2,0,58.9,19,79,,,0,,,,,,,,,,,8
2022,스타에너지상사,교통관련시설지역,주유소용지,3지역,1495,0.15~1,0.11,28.8,7.72,0.1,24.2,0,91.7,23.4,95,,0,0,0,0,0,0,0,0,0,0,,0,8.6
2022,스타에너지상사,교통관련시설지역,주유소용지,3지역,1495,4~5,0.12,21.7,8.53,0.02,17.5,0,61.3,25.1,114,,0,0,0,0,0,0,0,0,0,0,,0,6.9
2022,현대오일뱅크 계양IC주유소,교통관련시설지역,주유소용지,3지역,1053,0.3~1,0.1,17.3,2.53,0.02,14.9,0,74.1,16.7,217,,0,0,0,0,0,0,0,0,0,0,,0,8.9
2022,현대오일뱅크 계양IC주유소,교통관련시설지역,주유소용지,3지역,1053,4~5,0,11,2.29,0.01,9.9,0,50.1,12.8,238,,0,0,0,0,0,0,0,0,0,0,,0,8.9
2022,고향골어린이공원 놀이터,어린이 놀이시설지역,공원용지,1지역,1485,0~0.15,0,11.1,4.92,0.01,12.2,0,45.9,10.1,,,,0,,,,,,,,,,,7.9
