시도,시도명,시군구,시군구명,읍면동,읍면동명,위도,경도,평면직각좌표계_X좌표,평면직각좌표계_Y좌표,지리정보시스템아이디,상태,행정구역최소X좌표,행정구역최소Y좌표,행정구역최대X좌표,행정구역최대Y좌표
28,인천광역시,200,남동구,521,구월3동,37.44978864,126.6974703,173161.5468,438674.0705,28200521,Y,126.6925407,37.44359553,126.7018416,37.45564264
28,인천광역시,200,남동구,522,구월4동,37.44842927,126.7226884,175392.553,438516.259,28200522,Y,126.7177527,37.44076968,126.7297312,37.45587547
28,인천광역시,200,남동구,530,간석1동,37.45973835,126.7017947,173547.7189,439777.1464,28200530,Y,126.6944878,37.45424612,126.7086746,37.46682279
28,인천광역시,200,남동구,540,간석2동,37.46049754,126.7104246,174311.512,439859.0041,28200540,Y,126.7054443,37.45692416,126.714682,37.46425997
28,인천광역시,200,남동구,550,간석3동,37.46879108,126.715255,174741.7031,440778.1597,28200550,Y,126.7079168,37.46065397,126.7241494,37.47960436
28,인천광역시,200,남동구,551,간석4동,37.46683364,126.6965107,173082.8041,440566.1638,28200551,Y,126.6843489,37.4612605,126.7079691,37.47199683
28,인천광역시,200,남동구,560,만수1동,37.45088795,126.7339939,176393.7402,438786.2456,28200560,Y,126.7259355,37.44782273,126.7427108,37.45507512
28,인천광역시,200,남동구,570,만수2동,37.46509016,126.7363078,176602.9312,440361.9302,28200570,Y,126.7272511,37.4565942,126.7451237,37.47157227
28,인천광역시,200,남동구,580,만수3동,37.46555071,126.7270405,175783.2223,440415.403,28200580,Y,126.7208236,37.45901113,126.7322731,37.47250875
28,인천광역시,200,남동구,581,만수4동,37.45666794,126.737869,176738.4285,439426.7754,28200581,Y,126.7306854,37.45065388,126.7429856,37.46221571
28,인천광역시,200,남동구,582,만수5동,37.45616298,126.7263091,175715.471,439373.6727,28200582,Y,126.7216208,37.45163139,126.7333251,37.46066354
28,인천광역시,200,남동구,583,만수6동,37.4418854,126.7399989,176922.2998,437785.5531,28200583,Y,126.729655,37.43278516,126.7503681,37.44850129
28,인천광역시,200,남동구,650,장수서창동,37.45117322,126.7605368,178603.4724,438477.3566,28200650,Y,126.7354102,37.42183173,126.7798294,37.47255764
28,인천광역시,200,남동구,660,남촌도림동,37.42567099,126.7208166,175219.3142,435990.8076,28200660,Y,126.6953241,37.40836503,126.7410195,37.44782273
28,인천광역시,200,남동구,690,논현1동,37.41069368,126.7395974,176877.0243,434323.7175,28200690,Y,126.7090324,37.39348018,126.7550398,37.42685427
28,인천광역시,200,남동구,710,논현고잔동,37.39303159,126.7019522,173536.0224,432373.4548,28200710,Y,126.7101172,37.38127058,126.7332765,37.40164603
28,인천광역시,237,부평구,510,부평1동,37.49636415,126.7202918,175196.4675,443837.0969,28237510,Y,126.7151161,37.48881113,126.7296532,37.50660461
28,인천광역시,237,부평구,520,부평2동,37.47922384,126.7211634,175267.8629,441934.4943,28237520,Y,126.7109237,37.47003061,126.7330726,37.48978846
28,인천광역시,237,부평구,530,부평3동,37.48438603,126.708999,174193.6529,442510.7326,28237530,Y,126.7011551,37.47585445,126.7174168,37.49105888
28,인천광역시,237,부평구,540,부평4동,37.50145859,126.7260512,175707.4225,444401.0248,28237540,Y,126.7207875,37.49394338,126.7312102,37.50741252
28,인천광역시,237,부평구,550,부평5동,37.49547676,126.7304077,176090.7114,443735.9788,28237550,Y,126.7228774,37.48895867,126.7345865,37.50528807
28,인천광역시,237,부평구,560,부평6동,37.48521127,126.7266388,175754.0857,442597.6111,28237560,Y,126.721004,37.47983789,126.7323111,37.48959852
28,인천광역시,237,부평구,570,산곡1동,37.50473789,126.6957686,173030.8719,444773.2695,28237570,Y,126.6859305,37.49167585,126.7039189,37.51488082
28,인천광역시,237,부평구,580,산곡2동,37.50353674,126.7053504,173877.676,444637.2596,28237580,Y,126.6994543,37.49622974,126.709286,37.51050437
28,인천광역시,237,부평구,581,산곡3동,37.49289571,126.7069509,174015.4709,443455.7942,28237581,Y,126.6948217,37.48649573,126.7163668,37.49887192
28,인천광역시,237,부평구,582,산곡4동,37.50203613,126.7120581,174470.2817,444468.8696,28237582,Y,126.7082677,37.49776234,126.7161728,37.50629435
28,인천광역시,237,부평구,591,청천1동,37.51852923,126.6946799,172939.6072,446304.3254,28237591,Y,126.6831961,37.51299607,126.704955,37.523615
28,인천광역시,237,부평구,592,청천2동,37.51514673,126.713317,174586.0754,445923.6365,28237592,Y,126.7037004,37.50357019,126.7221175,37.523793
28,인천광역시,237,부평구,641,갈산1동,37.51862251,126.7267323,175773.2358,446305.8651,28237641,Y,126.7206101,37.50914975,126.7329795,37.5238447
28,인천광역시,237,부평구,642,갈산2동,37.51053188,126.7266762,175765.6401,445407.913,28237642,Y,126.7205707,37.50697268,126.7319649,37.51477464
28,인천광역시,237,부평구,646,삼산1동,37.52037995,126.7470175,177567.0845,446495.8843,28237646,Y,126.7322694,37.51612569,126.760468,37.5240771
28,인천광역시,237,부평구,648,삼산2동,37.51248884,126.7387356,176832.4738,445622.0511,28237648,Y,126.7312102,37.50642872,126.7520224,37.51763037
28,인천광역시,237,부평구,650,부개1동,37.48387488,126.7353542,176524.4822,442447.0594,28237650,Y,126.72793,37.47751737,126.7424072,37.48895867
28,인천광역시,237,부평구,660,부개2동,37.49309651,126.7378153,176745.0569,443469.9411,28237660,Y,126.7323111,37.48841394,126.7425443,37.49788006
28,인천광역시,237,부평구,661,부개3동,37.50226289,126.7382239,176784.0526,444487.2072,28237661,Y,126.7311133,37.49720248,126.7441126,37.50699784
28,인천광역시,237,부평구,670,일신동,37.47517254,126.7484069,177676.3573,441478.0012,28237670,Y,126.7311667,37.46446946,126.7677292,37.48681148
28,인천광역시,237,부평구,680,십정1동,37.47805005,126.6948764,172942.2595,441811.5028,28237680,Y,126.6840293,37.46961368,126.7046953,37.48566732
28,인천광역시,237,부평구,690,십정2동,37.47322239,126.7027444,173636.5123,441273.4464,28237690,Y,126.693375,37.46788546,126.709603,37.48122506
28,인천광역시,245,계양구,601,효성1동,37.53412962,126.7079462,174117.8685,448032.0359,28245601,Y,126.6967819,37.52776015,126.7186894,37.54205011
28,인천광역시,245,계양구,602,효성2동,37.52989545,126.6979707,173234.6651,447564.908,28245602,Y,126.6824511,37.52354474,126.7195208,37.541892
28,인천광역시,245,계양구,611,계산1동,37.54082593,126.7176047,174973.8076,448772.6407,28245611,Y,126.7048629,37.53615793,126.7284458,37.54665536
28,인천광역시,245,계양구,612,계산2동,37.5477754,126.7198241,175172.2686,449543.367,28245612,Y,126.7081012,37.54297027,126.7341003,37.55333359
28,인천광역시,245,계양구,613,계산3동,37.53953371,126.7316645,176215.9669,448625.5244,28245613,Y,126.7279716,37.53516797,126.7368547,37.54325983
28,인천광역시,245,계양구,614,계산4동,37.53852142,126.7399197,176945.2458,448511.0966,28245614,Y,126.7340404,37.53346324,126.7456271,37.54419108
28,인천광역시,245,계양구,621,작전1동,37.52943741,126.7298422,176051.6492,447505.3974,28245621,Y,126.7251115,37.52378426,126.7341479,37.53642761
28,인천광역시,245,계양구,622,작전2동,37.53083472,126.72249,175402.2404,447662.3942,28245622,Y,126.717225,37.5237528,126.7279716,37.53641009
28,인천광역시,245,계양구,640,작전서운동,37.53030765,126.7479631,177653.6465,447597.5089,28245640,Y,126.7329795,37.5238447,126.7609463,37.53821535
28,인천광역시,245,계양구,710,계양1동,37.5715795,126.7264358,175764.3376,452183.6176,28245710,Y,126.6817752,37.54021044,126.7635008,37.59367175
28,인천광역시,245,계양구,720,계양2동,37.54838809,126.7411491,177057.0393,449605.8999,28245720,Y,126.7213321,37.5377807,126.7615823,37.55944642
28,인천광역시,260,서구,515,검암경서동,37.56558891,126.6661313,170434.3394,451536.1177,28260515,Y,126.6324572,37.54354967,126.7034283,37.58614546
28,인천광역시,260,서구,530,연희동,37.54753324,126.6823763,171862.8085,449527.1542,28260530,Y,126.649414,37.5351776,126.71104,37.56213449
28,인천광역시,260,서구,536,청라1동,37.52985615,126.6558695,169513.1955,447573.402,28260536,Y,126.648978,37.51615726,126.6658376,37.54100728
28,인천광역시,260,서구,539,청라3동,37.53493949,126.6183338,166197.6345,448150.3574,28260539,Y,126.5974826,37.5111379,126.6383669,37.56087691
28,인천광역시,260,서구,542,가정1동,37.52839433,126.6709353,170844.3506,447406.3367,28260542,Y,126.6608318,37.51324955,126.6801002,37.53972176
28,인천광역시,260,서구,543,가정2동,37.52859489,126.6813574,171765.6621,447425.4283,28260543,Y,126.6760811,37.52092769,126.690557,37.53850392
28,인천광역시,260,서구,544,가정3동,37.51782425,126.6812856,171755.2102,446230.03,28260544,Y,126.676622,37.51171831,126.6872615,37.52329448
28,인천광역시,260,서구,550,석남1동,37.51012539,126.6685864,170629.4938,445379.4616,28260550,Y,126.6603478,37.50588954,126.676622,37.51524878
28,인천광역시,260,서구,560,석남2동,37.50303077,126.6584257,169728.2508,444595.3102,28260560,Y,126.6409951,37.4991217,126.6762011,37.50943695
28,인천광역시,260,서구,561,석남3동,37.50648177,126.6814738,171767.5501,444971.0685,28260561,Y,126.6757908,37.4981261,126.688752,37.51464245
28,인천광역시,260,서구,575,신현원창동,37.50970383,126.6341071,167580.6204,445344.1813,28260575,Y,126.601984,37.49563608,126.6732132,37.52675968
28,인천광역시,260,서구,580,가좌1동,37.4913614,126.6625639,170089.5376,443298.762,28260580,Y,126.6409314,37.47548595,126.6757921,37.49920525
28,인천광역시,260,서구,590,가좌2동,37.49492554,126.6859171,172156.0895,443687.1234,28260590,Y,126.6800037,37.48698413,126.692836,37.50380364
28,인천광역시,260,서구,600,가좌3동,37.48781949,126.6801924,171647.1218,442900.0424,28260600,Y,126.6743395,37.47332754,126.6909921,37.50532581
28,인천광역시,260,서구,610,가좌4동,37.4860684,126.6885404,172384.7947,442703.3051,28260610,Y,126.6767411,37.47628771,126.7015231,37.49533914
28,인천광역시,710,강화군,250,강화읍,37.75217665,126.4896916,154959.1356,472316.3862,28710250,Y,126.4374538,37.72807264,126.5268865,37.79148648
28,인천광역시,710,강화군,310,선원면,37.71579792,126.4889079,154868.3446,468279.1048,28710310,Y,126.4373105,37.69009139,126.5272663,37.73695644
28,인천광역시,710,강화군,320,불은면,37.68310026,126.4850827,154511.6899,464651.5977,28710320,Y,126.4267807,37.64216068,126.5357412,37.72029205
28,인천광역시,710,강화군,330,길상면,37.62704759,126.4979372,155611.4716,458423.666,28710330,Y,126.4640801,37.57987139,126.5439585,37.67306681
28,인천광역시,710,강화군,340,화도면,37.61906976,126.4234535,149030.6518,457576.5909,28710340,Y,126.365633,37.58929063,126.4733344,37.65075814
28,인천광역시,710,강화군,350,양도면,37.67138173,126.4297849,149625.2833,463379.1717,28710350,Y,126.3858554,37.6369962,126.4761523,37.7108747
28,인천광역시,710,강화군,360,내가면,37.72200829,126.3887578,146042.0786,469021.6749,28710360,Y,126.3413848,37.68937461,126.4420292,37.74834243
28,인천광역시,710,강화군,370,하점면,37.76240382,126.4008564,147137.4571,473498.3801,28710370,Y,126.3528385,37.73755473,126.4477943,37.79214358
28,인천광역시,710,강화군,380,양사면,37.80310066,126.4014736,147220.5611,478015.1797,28710380,Y,126.3470082,37.77363848,126.4535479,37.83334288
28,인천광역시,710,강화군,390,송해면,37.77960724,126.4603539,152391.547,475375.4505,28710390,Y,126.4297463,37.74443562,126.4874894,37.81379454
28,인천광역시,710,강화군,400,교동면,37.78698994,126.2652359,135208.3235,476313.0138,28710400,Y,126.2027528,37.7529548,126.3352341,37.81834996
28,인천광역시,710,강화군,410,삼산면,37.69789505,126.3201061,139971.133,466386.4825,28710410,Y,126.2083573,37.64141867,126.3795787,37.75425752
28,인천광역시,710,강화군,420,서도면,37.66088134,126.2097639,130204.8965,462355.7134,28710420,Y,126.121385,37.61904828,126.2767524,37.69350624
28,인천광역시,720,옹진군,310,북도면,37.53330351,126.3999699,146896.746,448071.6194,28720310,Y,126.2573924,37.50000019,126.4740879,37.56040685
28,인천광역시,720,옹진군,350,덕적면,37.19388276,126.086335,118799.3917,410616.7422,28720350,Y,125.7491743,36.92685009,126.1945203,37.29006551
28,인천광역시,720,옹진군,360,영흥면,37.2557342,126.4655222,152514.4989,417228.2771,28720360,Y,126.3455897,37.1489674,126.5413344,37.28900891
28,인천광역시,720,옹진군,370,자월면,37.19209369,126.2498703,133315.9499,410293.3644,28720370,Y,126.0602951,37.05946194,126.34908,37.33180659
28,인천광역시,720,옹진군,380,연평면,37.66320365,125.6968064,84943.96266,463118.9671,28720380,Y,125.6430301,37.6036578,125.7292046,37.75046003
29,광주광역시,110,동구,525,충장동,35.15056106,126.9154893,192222.8156,183497.3725,29110525,Y,126.907299,35.144663,126.9251064,35.15706844
29,광주광역시,110,동구,545,동명동,35.15059402,126.9254733,193132.5867,183500.2751,29110545,Y,126.919218,35.14597399,126.9309761,35.15530887
29,광주광역시,110,동구,560,계림1동,35.15861692,126.9179076,192443.9372,184390.9319,29110560,Y,126.9136853,35.15325256,126.9206947,35.16454859
29,광주광역시,110,동구,570,계림2동,35.15967956,126.9229696,192905.2504,184508.4461,29110570,Y,126.9195923,35.15467866,126.9280405,35.1644506
29,광주광역시,110,동구,590,산수1동,35.15598331,126.9285973,193417.6852,184097.9714,29110590,Y,126.9218176,35.1519894,126.9331372,35.16148843
29,광주광역시,110,동구,600,산수2동,35.15694144,126.9375444,194232.9885,184203.7019,29110600,Y,126.9308985,35.1524296,126.9452629,35.16256714
29,광주광역시,110,동구,620,지산1동,35.14997,126.9311812,193652.6345,183430.6505,29110620,Y,126.9261548,35.14442842,126.9365298,35.15359883
29,광주광역시,110,동구,630,지산2동,35.14817824,126.9447174,194885.9738,183231.0673,29110630,Y,126.9312468,35.14036388,126.956906,35.1559236
29,광주광역시,110,동구,655,서남동,35.14292475,126.9266298,193237.3214,182649.3365,29110655,Y,126.9137788,35.13702684,126.936249,35.14836091
29,광주광역시,110,동구,685,학동,35.13665753,126.9248826,193077.5567,181954.1289,29110685,Y,126.9175162,35.12807277,126.9314721,35.14349204
29,광주광역시,110,동구,710,학운동,35.12852884,126.9633312,196581.3998,181050.2667,29110710,Y,126.9284123,35.11124748,126.994365,35.14462024
29,광주광역시,110,동구,730,지원1동,35.12774718,126.9377729,194251.6769,180964.7464,29110730,Y,126.9297354,35.1232418,126.9473004,35.13215127
29,광주광역시,110,동구,740,지원2동,35.10145149,126.9502875,195390.7789,178046.7067,29110740,Y,126.9121312,35.07246262,126.9979137,35.12632217
29,광주광역시,140,서구,575,양동,35.15231355,126.9027288,191060.2614,183692.8985,29140575,Y,126.8960396,35.14826741,126.9100002,35.15669909
29,광주광역시,140,서구,590,양3동,35.15775824,126.8950872,190364.6076,184297.6872,29140590,Y,126.8903835,35.15436751,126.900139,35.16080174
29,광주광역시,140,서구,650,농성1동,35.15593785,126.8890949,189818.4053,184096.3281,29140650,Y,126.8829559,35.15062725,126.896658,35.16127523
29,광주광역시,140,서구,660,농성2동,35.15055186,126.8865351,189584.4573,183499.0551,29140660,Y,126.8807634,35.14713685,126.8946172,35.15350199
29,광주광역시,140,서구,730,광천동,35.1650378,126.8802031,189009.4623,185106.8842,29140730,Y,126.8712035,35.15935071,126.8874586,35.17011871
29,광주광역시,140,서구,740,유덕동,35.16371091,126.8455766,185854.5122,184964.1792,29140740,Y,126.8234477,35.14926416,126.8773111,35.178637
29,광주광역시,140,서구,745,치평동,35.15297813,126.8454245,185838.7887,183773.3807,29140745,Y,126.832262,35.14309,126.8560443,35.16078709
29,광주광역시,140,서구,751,상무1동,35.1561236,126.8620651,187355.575,184120.087,29140751,Y,126.8548882,35.14998787,126.8708824,35.16219312
29,광주광역시,140,서구,752,상무2동,35.14655908,126.8615904,187310.8056,183059.0221,29140752,Y,126.8503737,35.14000708,126.8721465,35.15165088
29,광주광역시,140,서구,760,화정1동,35.15527419,126.8768187,188699.7352,184024.0526,29140760,Y,126.8695443,35.15140041,126.883852,35.1595433
29,광주광역시,140,서구,770,화정2동,35.14534189,126.8820654,189176.4749,182921.5059,29140770,Y,126.8764174,35.13757105,126.8883378,35.15269663
29,광주광역시,140,서구,780,화정3동,35.14482009,126.8763607,188656.5486,182864.2581,29140780,Y,126.8710142,35.13650893,126.8820676,35.15183859
29,광주광역시,140,서구,790,화정4동,35.13971682,126.8706484,188135.237,182298.7667,29140790,Y,126.8635193,35.13397413,126.8797873,35.14694657
29,광주광역시,140,서구,800,서창동,35.11743026,126.8325363,184657.5242,179831.309,29140800,Y,126.8003894,35.09046584,126.8668087,35.15067863
29,광주광역시,140,서구,821,금호1동,35.13549004,126.8551663,186723.5729,181831.8316,29140821,Y,126.8399779,35.12980815,126.8710927,35.14278322
29,광주광역시,140,서구,824,금호2동,35.12782677,126.8578229,186964.4745,180981.2595,29140824,Y,126.8479241,35.12056102,126.8653698,35.13268285
29,광주광역시,140,서구,830,풍암동,35.12488578,126.8755805,188582.5786,180652.7355,29140830,Y,126.859721,35.10937883,126.8885252,35.13818586
29,광주광역시,155,남구,510,양림동,35.13825767,126.9145273,192133.9466,182132.4536,29155510,Y,126.9089594,35.13407538,126.9206467,35.1429239
29,광주광역시,155,남구,520,방림1동,35.13338256,126.9165724,192319.849,181591.4247,29155520,Y,126.9110453,35.12992517,126.9221059,35.13760961
29,광주광역시,155,남구,530,방림2동,35.12961686,126.9225752,192866.6269,181173.1833,29155530,Y,126.9144073,35.12457579,126.9300446,35.13548944
29,광주광역시,155,남구,537,봉선1동,35.13027545,126.9087202,191603.8815,181247.3571,29155537,Y,126.901557,35.12593623,126.9168404,35.1342554
29,광주광역시,155,남구,538,봉선2동,35.12219028,126.9136304,192050.596,180349.9439,29155538,Y,126.9037833,35.11570094,126.9247703,35.12847397
29,광주광역시,155,남구,545,사직동,35.14484254,126.9092156,191650.5474,182863.4523,29155545,Y,126.903391,35.13960592,126.9159811,35.14896781
29,광주광역시,155,남구,605,월산동,35.14661337,126.8999327,190804.8189,183060.742,29155605,Y,126.8943714,35.13887475,126.9055371,35.15246588
29,광주광역시,155,남구,630,월산4동,35.14596152,126.8916391,190048.9632,182989.2454,29155630,Y,126.8854624,35.14098519,126.8968611,35.15104807
29,광주광역시,155,남구,640,월산5동,35.14045775,126.8944924,190308.3215,182378.3458,29155640,Y,126.8890745,35.13665098,126.8989131,35.14440763
29,광주광역시,155,남구,670,백운1동,35.13978369,126.9057216,191331.5982,182302.5048,29155670,Y,126.9016335,35.13542901,126.9101509,35.14388132
29,광주광역시,155,남구,680,백운2동,35.13603936,126.9032938,191109.9336,181887.3164,29155680,Y,126.8965039,35.1334902,126.9117631,35.14022511
29,광주광역시,155,남구,690,주월1동,35.12844109,126.8958602,190431.5344,181045.0315,29155690,Y,126.8865047,35.1216567,126.9062819,35.13485459
29,광주광역시,155,남구,700,주월2동,35.13630367,126.8902501,189921.1936,181917.9019,29155700,Y,126.883182,35.13100457,126.8990815,35.14198583
29,광주광역시,155,남구,710,효덕동,35.10262077,126.9022722,191013.1066,178179.6863,29155710,Y,126.8847789,35.08071862,126.9211544,35.12575591
29,광주광역시,155,남구,720,송암동,35.10566196,126.8784443,188840.9712,178519.642,29155720,Y,126.8544719,35.09214667,126.8969551,35.11926549
29,광주광역시,155,남구,730,대촌동,35.0784711,126.827622,184201.553,175510.2452,29155730,Y,126.7528457,35.05209243,126.9002057,35.10737036
29,광주광역시,170,북구,510,중흥1동,35.16257746,126.9117024,191878.9697,184830.836,29170510,Y,126.9064376,35.15672727,126.9178272,35.16793622
29,광주광역시,170,북구,555,중앙동,35.15674887,126.9064915,191403.5916,184184.6338,29170555,Y,126.9006809,35.15148479,126.9131011,35.16188001
29,광주광역시,170,북구,570,임동,35.1637406,126.8934969,190220.459,184961.557,29170570,Y,126.88424,35.15548048,126.9042189,35.17088949
29,광주광역시,170,북구,580,신안동,35.16810818,126.9001515,190827.2375,185445.4698,29170580,Y,126.8913009,35.16098564,126.9091828,35.17540409
29,광주광역시,170,북구,590,용봉동,35.1791611,126.9006313,190872.2044,186671.7058,29170590,Y,126.8858867,35.17160657,126.9158111,35.18735465
29,광주광역시,170,북구,601,운암1동,35.17604602,126.8730001,188354.8114,186329.0305,29170601,Y,126.8669195,35.17150138,126.8805194,35.18158828
29,광주광역시,170,북구,602,운암2동,35.17498814,126.8845432,189406.1708,186210.3397,29170602,Y,126.8757165,35.16867423,126.8938055,35.18483576
29,광주광역시,170,북구,603,운암3동,35.18390916,126.8757784,188609.0072,187201.0782,29170603,Y,126.865403,35.17657983,126.8842125,35.19119696
29,광주광역시,170,북구,615,동림동,35.18135438,126.8594804,187124.0596,186919.6576,29170615,Y,126.8387555,35.17183845,126.8743516,35.19282819
29,광주광역시,170,북구,620,우산동,35.17431279,126.921245,192749.4294,186132.0398,29170620,Y,126.915374,35.16412523,126.9281538,35.18241036
29,광주광역시,170,북구,635,풍향동,35.16476331,126.9258116,193164.6297,185072.2626,29170635,Y,126.918163,35.15962528,126.933315,35.17028215
29,광주광역시,170,북구,650,문화동,35.18294427,126.941167,194564.8607,187088.3714,29170650,Y,126.9222905,35.172242,126.9547867,35.19448662
29,광주광역시,170,북구,656,문흥1동,35.19209689,126.9294017,193493.9203,188104.5402,29170656,Y,126.9171471,35.18296176,126.9426351,35.20022416
29,광주광역시,170,북구,657,문흥2동,35.18234881,126.9183645,192487.799,187023.8372,29170657,Y,126.9128738,35.1755128,126.926523,35.18682905
29,광주광역시,170,북구,661,두암1동,35.16967851,126.9282743,193389.3974,185617.4097,29170661,Y,126.9215959,35.16492263,126.9326875,35.17392539
29,광주광역시,170,북구,662,두암2동,35.17412509,126.9374886,194229.1694,186110.1543,29170662,Y,126.9258569,35.1672296,126.9497176,35.18178499
29,광주광역시,170,북구,663,두암3동,35.16495065,126.9394323,194405.5742,185092.1669,29170663,Y,126.9314908,35.1585759,126.9480265,35.17173629
29,광주광역시,170,북구,666,삼각동,35.202204,126.9087152,191610.9556,189227.4721,29170666,Y,126.8908541,35.19181269,126.92784,35.21506946
29,광주광역시,170,북구,673,매곡동,35.19090207,126.889167,189829.3834,187975.4349,29170673,Y,126.8795493,35.18393707,126.8992217,35.19886552
29,광주광역시,170,북구,676,오치1동,35.18988465,126.9126472,191967.7873,187860.3605,29170676,Y,126.9045552,35.18145914,126.9207553,35.19640375
29,광주광역시,170,북구,677,오치2동,35.18862964,126.9021398,191010.6571,187722.0398,29170677,Y,126.8981414,35.18392325,126.9064764,35.19484593
29,광주광역시,170,북구,685,석곡동,35.17462709,126.9708559,197269.985,186163.5919,29170685,Y,126.9112157,35.11456998,127.0221985,35.23995829
29,광주광역시,170,북구,695,건국동,35.23111643,126.8868866,189626.528,192437.3184,29170695,Y,126.836371,35.19190317,126.9342614,35.25930296
29,광주광역시,200,광산구,515,송정1동,35.13469491,126.8045683,182111.9931,181751.5998,29200515,Y,126.7964898,35.12612067,126.811902,35.14379658
29,광주광역시,200,광산구,525,송정2동,35.13691228,126.7930293,181060.82,181999.7745,29200525,Y,126.7859533,35.13177589,126.7999855,35.14303788
29,광주광역시,200,광산구,540,도산동,35.11991972,126.7948587,181223.6535,180114.1142,29200540,Y,126.7815102,35.09936582,126.8096361,35.13603927
29,광주광역시,200,광산구,550,신흥동,35.13201434,126.8119104,182780.5405,181452.7694,29200550,Y,126.7991334,35.11032451,126.8273024,35.15191474
29,광주광역시,200,광산구,565,어룡동,35.15963014,126.7690714,178883.4514,184525.115,29200565,Y,126.7340772,35.1390498,126.8073521,35.18455458
29,광주광역시,200,광산구,580,우산동,35.15517221,126.8153763,183101.3477,184021.5294,29200580,Y,126.7994157,35.14188257,126.8290218,35.16844892
29,광주광역시,200,광산구,600,월곡1동,35.16759947,126.8129932,182886.7847,185400.7095,29200600,Y,126.8084131,35.1631932,126.819755,35.17219455
29,광주광역시,200,광산구,610,월곡2동,35.17143945,126.8057103,182224.0995,185828.0091,29200610,Y,126.793921,35.16128389,126.8130595,35.18011145
29,광주광역시,200,광산구,620,비아동,35.21219863,126.8231944,183825.1331,190347.0155,29200620,Y,126.8103338,35.1975767,126.8394474,35.23186673
29,광주광역시,200,광산구,624,첨단1동,35.22206945,126.8364262,185031.732,191440.105,29200624,Y,126.8257017,35.21347843,126.8529022,35.23170591
29,광주광역시,200,광산구,626,첨단2동,35.20919132,126.8449441,185804.9514,190010.0386,29200626,Y,126.8292305,35.19684305,126.8581009,35.2177687
29,광주광역시,200,광산구,630,신가동,35.18036405,126.8325938,184674.8785,186813.6266,29200630,Y,126.8223178,35.16972727,126.8419,35.19050139
29,광주광역시,200,광산구,635,운남동,35.17301587,126.821613,183673.1844,186000.1628,29200635,Y,126.8119634,35.1615335,126.8366933,35.17994593
29,광주광역시,200,광산구,637,수완동,35.19160579,126.8200427,183533.8958,188062.873,29200637,Y,126.8081999,35.17927391,126.8345597,35.20247833
29,광주광역시,200,광산구,640,하남동,35.19460667,126.7952264,181274.3491,188400.0014,29200640,Y,126.7714492,35.16485637,126.8186647,35.22408786
29,광주광역시,200,광산구,650,임곡동,35.21712612,126.7543843,177561.3695,190906.8981,29200650,Y,126.7175405,35.17082679,126.7870456,35.25860603
29,광주광역시,200,광산구,660,동곡동,35.0953396,126.7768769,179578.2991,177390.649,29200660,Y,126.7444902,35.06996451,126.8029921,35.12557361
29,광주광역시,200,광산구,670,평동,35.12725433,126.7419457,176402.36,180939.3713,29200670,Y,126.6972842,35.10392855,126.7912069,35.1492815
29,광주광역시,200,광산구,680,삼도동,35.14322121,126.688882,171571.0356,182724.5735,29200680,Y,126.6464163,35.10486407,126.7533565,35.17151005
29,광주광역시,200,광산구,690,본량동,35.18919923,126.7092803,173445.191,187820.1821,29200690,Y,126.6531499,35.16322341,126.7586406,35.21552044
29,광주광역시,200,광산구,700,신창동,35.19046901,126.8462589,185921.41,187932.6892,29200700,Y,126.8323907,35.17731431,126.8597373,35.20310202
30,대전광역시,110,동구,515,중앙동,36.33220378,127.4344166,238931.7485,314690.2923,30110515,Y,127.4254557,36.32443894,127.4427208,36.33775773
30,대전광역시,110,동구,530,효동,36.31080889,127.4516561,240490.6837,312323.1986,30110530,Y,127.4380389,36.30068526,127.4652609,36.31954411
30,대전광역시,110,동구,545,신인동,36.32261128,127.4410061,239528.2309,313628.5033,30110545,Y,127.4325476,36.31838401,127.4488653,36.32695979
30,대전광역시,110,동구,551,판암1동,36.3152506,127.4706731,242196.1599,312824.1203,30110551,Y,127.4469051,36.29935442,127.4840185,36.33426494
26,부산광역시,350,해운대구,570,반여1동,35.20693514,129.1296651,393863.7131,191821.0719,26350570,Y,129.1142117,35.1896873,129.1517685,35.21872239
26,부산광역시,350,해운대구,580,반여2동,35.19710059,129.1358128,394447.1105,190741.7607,26350580,Y,129.122917,35.1935794,129.1517685,35.20361247
26,부산광역시,350,해운대구,590,반여3동,35.20135668,129.1385254,394684.0727,191219.3676,26350590,Y,129.1282213,35.19718946,129.1517685,35.2045516
26,부산광역시,350,해운대구,595,반여4동,35.20820053,129.115697,392588.5676,191934.3646,26350595,Y,129.1098873,35.20111709,129.121203,35.21483596
26,부산광역시,350,해운대구,610,반송1동,35.22097486,129.1434405,395084.9429,193406.0759,26350610,Y,129.1173086,35.20361247,129.1664141,35.23684727
26,부산광역시,350,해운대구,620,반송2동,35.23583832,129.1515529,395788.0057,195071.4222,26350620,Y,129.1347847,35.22086073,129.1695776,35.25075065
26,부산광역시,350,해운대구,650,재송1동,35.18414818,129.1288064,393839.6111,189290.7121,26350650,Y,129.1153043,35.17366225,129.1517685,35.20361247
26,부산광역시,350,해운대구,660,재송2동,35.19125767,129.1318797,394102.7403,190085.6742,26350660,Y,129.1199508,35.18573862,129.1476096,35.20077285
26,부산광역시,380,사하구,510,괴정1동,35.09918014,128.9897451,381358.8457,179599.9283,26380510,Y,128.9834444,35.09121607,128.9939534,35.10967366
