기준년도,지역교육청명,학교명,학교급명,설립구분명,제외여부,제외사유,학년명,성별명,심폐지구력-왕복오래달리기평균값(회),심폐지구력-오래달리기걷기평균값(초),심폐지구력-스텝검사평균값(PEI),유연성-앉아윗몸앞으로굽히기평균값(cm),유연성-종합유연성평균(점),근력·근지구력-(무릎대고)팔굽혀펴기평균값(회),근력·근지구력-윗몸말아올리기평균값(회),근력·근지구력-악력평균값kg,순발력-50m달리기평균값(초),순발력-제자리멀리뛰기평균값(cm),비만-BMI평균값(kg/㎡),비만-체지방률평균값(%fat),1등급(80~100점)인원수(명),1등급(80~100점)비율(%),2등급(60~79점)인원수(명),2등급(60~79점)비율(%),3등급(40~59점)인원수(명),3등급(40~59점)비율(%),4등급(20~39점)인원수(명),4등급(20~39점)비율(%),5등급(0~19점)인원수(명),5등급(0~19점)비율(%),검사인원수(명)
2017,경기도교육청,명문고등학교,고등학교,공립,N,,2학년,남자,58.1,,,11.5,,,,49,8.1,,22.6,,10,4.5,71,32.3,102,46.4,36,16.4,1,0.5,220
2017,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,남자,,5.41,,7.8,,,,18.6,,165.1,20,,2,3.5,24,42.1,31,54.4,0,0,0,0,57
2017,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,여자,,6.2,,13.3,,,,17.9,,143.9,19.2,,5,7.7,25,38.5,32,49.2,3,4.6,0,0,65
2017,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,남자,,5.14,62.9,7.4,,,,21.5,,173.6,20.4,26.3,5,6.4,30,38.5,39,50,4,5.1,0,0,78
2017,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,여자,,5.59,62.7,13.6,,,,21,,150.6,20,25.6,2,3.8,23,44.2,26,50,1,1.9,0,0,52
2017,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,남자,67.4,,,9.8,,,72,,,214.6,22.7,,6,2.5,116,47.9,88,36.4,29,12,3,1.2,242
2017,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,여자,46.1,7.58,,16.4,,,44.3,32.9,11.5,157.2,21.5,,47,21.3,111,50.2,53,24,9,4.1,1,0.5,221
2017,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,남자,57.5,,,12.7,,,76.2,,7.5,,22.9,,18,7.9,104,45.6,73,32,33,14.5,0,0,228
2017,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,여자,45.2,,,15.6,,,50.3,,,152.7,20.7,,35,16.9,118,57,50,24.2,3,1.4,1,0.5,207
2017,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,남자,68.2,,,9.5,,,80.8,,,205.6,21.9,,20,8.6,121,52.2,74,31.9,17,7.3,0,0,232
2017,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,여자,32.3,,,18.2,,,47.8,,9.6,,22.2,,35,15.8,105,47.5,69,31.2,12,5.4,0,0,221
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,여자,52.5,6.38,,17.1,,45,,24.1,9.7,155,20.1,,21,11.4,104,56.5,55,29.9,4,2.2,0,0,184
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,남자,,8.9,,8.2,,,,34.3,9.2,,22.4,,4,2.4,56,33.1,78,46.2,30,17.8,1,0.6,169
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,여자,,6.3,,15,,,,25.1,10.4,,21.4,,11,7.4,75,50.3,56,37.6,7,4.7,0,0,149
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,남자,,7.38,,9.6,,,,38.8,8,,21.8,,14,8.1,75,43.4,65,37.6,19,11,0,0,173
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,여자,,6.46,,15.7,,,,25.8,9.8,,20.8,,14,7,112,56,63,31.5,10,5,1,0.5,200
2017,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,남자,20,8.08,,10.9,,,,28.4,8.9,160,20.8,,11,5.3,93,45.1,87,42.2,15,7.3,0,0,206
2017,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,남자,,5.28,,9.4,,,,23.8,9.7,,20,,8,11.3,31,43.7,29,40.8,3,4.2,0,0,71
2017,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,여자,100,4.51,,14.8,,,,22.8,9.7,,19.7,22.7,11,15.5,36,50.7,23,32.4,1,1.4,0,0,71
2017,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,남자,113,4.39,69,6.7,,,45,23.5,9.8,201,20.2,,5,4.7,52,48.6,42,39.3,6,5.6,2,1.9,107
2017,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,여자,72,5.4,57,14.2,,,,22.9,10.5,149.5,19.4,,9,11.7,35,45.5,30,39,3,3.9,0,0,77
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,남자,56.3,,,9.9,,,,35.6,7.9,,21.8,21.7,3,3.7,33,40.7,38,46.9,7,8.6,0,0,81
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,여자,35,,,19.7,,,,25.3,9.1,,21.1,21,10,16.7,35,58.3,15,25,0,0,0,0,60
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,남자,55,,,9.6,,,,37.6,8,,21.3,21.2,8,12.5,27,42.2,24,37.5,5,7.8,0,0,64
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,여자,29.1,,,16.3,,,,22.3,10.3,,21.4,21.3,0,0,30,46.2,34,52.3,1,1.5,0,0,65
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,남자,45.7,,,7.4,,,110,27,9.3,,21.8,21.7,2,2.6,18,23.1,49,62.8,6,7.7,3,3.8,78
2017,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,여자,33.5,,,17.2,,,,24.4,9.4,,21.9,21.8,5,5.8,38,44.2,41,47.7,2,2.3,0,0,86
2017,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,남자,67,,,14.4,,,,28.5,11.8,,21.4,,0,0,2,40,2,40,1,20,0,0,5
2017,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,여자,75,,,8.5,,,,37.8,12.5,,20.8,,1,33.3,0,0,1,33.3,1,33.3,0,0,3
2017,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,여자,146,,,15.3,,,,15.6,9.6,,18.3,,0,0,3,100,0,0,0,0,0,0,3
2017,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,남자,121.6,,,6.5,,,,16.3,11.9,,21.1,,0,0,2,40,3,60,0,0,0,0,5
2017,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,남자,103.7,,,4.9,7.1,,76.7,,8.1,150.8,17.9,,1,1,45,45.9,51,52,1,1,0,0,98
2017,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,여자,90.4,,,,7.8,,61.8,,,135.1,,,0,0,50,65.8,25,32.9,0,0,1,1.3,76
2017,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,남자,104.7,,,,7.7,,78,,,179.1,20,,6,7.1,65,77.4,13,15.5,0,0,0,0,84
2017,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,여자,93.8,9.12,,6.4,7.9,,59.8,16.6,12,157.6,19.6,,3,3.3,78,85.7,8,8.8,2,2.2,0,0,91
2017,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,남자,68,,,13,,,,18.8,8.6,,20.5,,7,10.1,28,40.6,31,44.9,3,4.3,0,0,69
2017,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,여자,58.2,5.57,,16.5,,,35,17.7,9,,18.5,,5,11.1,24,53.3,16,35.6,0,0,0,0,45
2017,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,남자,70.3,,,9.1,,,,21,8.6,,20.1,,2,3,24,35.8,30,44.8,11,16.4,0,0,67
2017,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,여자,58.5,,,16.1,,,,19.4,9,,18.4,,1,1.7,29,50,21,36.2,7,12.1,0,0,58
2017,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,6학년,여자,75.1,,,15.4,,,,21.5,9.4,,18.5,,0,0,4,57.1,3,42.9,0,0,0,0,7
2017,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,6학년,남자,64.8,,,10.4,,,,21.6,9.7,,21.1,,0,0,2,40,3,60,0,0,0,0,5
2017,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,5학년,여자,49,,,14.3,,,,14.3,11.3,,17.8,,0,0,2,28.6,5,71.4,0,0,0,0,7
2017,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,5학년,남자,69,,,4.9,,,,15.6,10.3,,20.7,,0,0,2,33.3,3,50,1,16.7,0,0,6
2017,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,남자,54.2,,,9.1,,,,39.9,8.4,,22.1,,2,1.3,36,22.9,70,44.6,45,28.7,4,2.5,157
2017,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,여자,29.8,,,15.7,,,,26.6,10.1,,21.2,,4,2.6,42,27.6,71,46.7,32,21.1,3,2,152
2017,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,남자,49.8,,,9.9,,,,40.3,7.9,,22.2,,1,0.6,29,18.6,78,50,44,28.2,4,2.6,156
2017,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,여자,24.8,,,14.8,,,,25.9,11.3,,21,,2,1.3,28,18.8,59,39.6,52,34.9,8,5.4,149
2017,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,남자,69.7,,,10.8,,,,39.6,7.6,,21.5,,15,9.7,70,45.5,58,37.7,9,5.8,2,1.3,154
2017,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,여자,39.1,,,16.4,,,,25.4,9.9,,21.4,,9,6.3,61,42.4,59,41,11,7.6,4,2.8,144
2017,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,여자,,,49.9,16.1,,28.6,,,,142,22.2,18.4,0,0,36,25.2,81,56.6,25,17.5,1,0.7,143
2017,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,남자,,,79.5,12.3,,36.6,,,,201.7,22.5,13.7,6,3.8,68,42.8,73,45.9,12,7.5,0,0,159
2017,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,여자,,,52.9,15.4,,34.9,,,,145.5,21.5,16.9,2,1.4,52,37.4,70,50.4,15,10.8,0,0,139
2017,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,남자,,7.52,,12.3,,37.1,,,,211.7,22.5,,1,0.6,34,22.1,80,51.9,37,24,2,1.3,154
2017,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,남자,,,83.3,10.7,,29.2,,,,199.5,22.1,13.5,12,7.4,74,45.4,73,44.8,4,2.5,0,0,163
2017,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,여자,,8.03,,17.8,,34.2,,,,143.1,21.7,,5,3.5,54,38,70,49.3,12,8.5,1,0.7,142
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,남자,54.7,,,7.1,,,,33.1,8.1,,21.1,,15,6.2,98,40.5,102,42.1,23,9.5,4,1.7,242
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,남자,45.1,,,6.1,,,,28.5,8.4,,20.9,,18,6.1,104,35.3,129,43.7,42,14.2,2,0.7,295
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,여자,29.3,,,15,,,,23.3,9.4,,19.9,,15,6,137,54.8,90,36,8,3.2,0,0,250
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,여자,31.2,,,16.5,,,,25.1,9.5,,20.9,,15,6.1,116,47,96,38.9,19,7.7,1,0.4,247
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,남자,51.8,,,9.4,,,,37.6,7.8,,22.4,,12,4.4,103,38,130,48,24,8.9,2,0.7,271
2017,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,여자,33.8,,,15,,,,25.3,9.3,,20.8,,16,7,123,54.2,79,34.8,9,4,0,0,227
2017,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,남자,81,,,7.6,,,,19.5,,166.8,19.7,,6,5.5,46,41.8,54,49.1,4,3.6,0,0,110
2017,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,여자,71.9,,,15.2,,,,17.9,,153.5,17.7,,7,7.1,65,65.7,23,23.2,4,4,0,0,99
2017,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,남자,78.4,,,7.3,,,,22.8,,173.1,20.4,,6,3.6,58,35.2,85,51.5,16,9.7,0,0,165
2017,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,여자,66.7,,,15.9,,,,21.3,,155.3,18.9,,5,3.2,73,46.2,71,44.9,8,5.1,1,0.6,158
2017,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,여자,42.2,7.21,47,17.2,,,,26.8,9.4,130.7,21.5,34.5,10,7.5,75,56,42,31.3,6,4.5,1,0.7,134
2017,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,남자,68.6,4.59,,11,,10,30,39.1,7.4,224,22.4,,13,8.6,74,48.7,49,32.2,15,9.9,1,0.7,152
2017,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,여자,31.5,11.16,,17,,,,28.4,9.4,,22,,4,4.3,37,39.8,41,44.1,11,11.8,0,0,93
2017,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,남자,65.4,,,12.6,,,,43.2,8.1,,23.5,,3,2.4,33,26.2,61,48.4,26,20.6,3,2.4,126
2017,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,남자,64.8,,,11.4,,,,43.9,7.3,,23.3,,7,8.6,31,38.3,34,42,8,9.9,1,1.2,81
2017,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,여자,39.1,,,17.4,,,,26.3,9.9,,21.2,,3,3,34,33.7,56,55.4,8,7.9,0,0,101
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,여자,33.6,,,16.1,,,,32.6,9.7,,20.6,,16,17.2,44,47.3,30,32.3,3,3.2,0,0,93
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,남자,53.2,,,7.2,,,,48.9,8.1,,23.9,,7,7.9,42,47.2,30,33.7,10,11.2,0,0,89
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,여자,33.2,,,14.1,,,,29.6,9.3,,20.4,,1,1.2,61,72.6,20,23.8,1,1.2,1,1.2,84
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,남자,48.5,,,4.7,,,,33.2,9.1,,21,,5,5.6,38,42.7,28,31.5,15,16.9,3,3.4,89
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,남자,50.6,7.44,,6.4,,,,38.2,8.2,,21.3,,5,5.8,33,38.4,40,46.5,8,9.3,0,0,86
2017,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,여자,31.6,,,14.3,,,52,30.1,10,158,20.7,,11,12.8,47,54.7,23,26.7,4,4.7,1,1.2,86
2017,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,여자,,5.08,,12.6,,,,21.6,10,150,19.2,,4,3.9,38,36.9,55,53.4,6,5.8,0,0,103
2017,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,남자,,4.55,,6.7,,,,22.4,9.6,145,20.3,,2,1.9,29,27.9,55,52.9,18,17.3,0,0,104
2017,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,여자,,5.1,,12.9,,,,18.1,10.4,,17.9,,2,1.8,53,46.5,52,45.6,7,6.1,0,0,114
2017,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,남자,,4.48,,8.4,,,,19.2,10.1,,19.7,,1,1,42,42.4,43,43.4,12,12.1,1,1,99
2017,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,남자,84.2,,,9.3,,,89.5,,9.1,,19.8,,14,31.1,20,44.4,9,20,2,4.4,0,0,45
2017,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,남자,64,5.38,,7.7,,,45,15.7,10.4,,20.3,,4,6.3,15,23.4,39,60.9,5,7.8,1,1.6,64
2017,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,여자,55.1,,,13.7,,,37.2,,10.6,,18.8,,0,0,17,43.6,20,51.3,0,0,2,5.1,39
2017,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,여자,73.7,,,14.9,,,56.1,,9.7,,19.1,,10,17.9,26,46.4,19,33.9,1,1.8,0,0,56
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,남자,50.2,7.31,,6.1,,23.5,,33,7.8,181,21.8,,7,4.1,47,27.8,78,46.2,35,20.7,2,1.2,169
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,여자,39.9,,,14.8,,,60,25,,151.1,20.8,,11,5.8,84,44.4,84,44.4,10,5.3,0,0,189
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,여자,30.3,,,12.4,,38,,23.5,9.2,131.5,20.3,,3,1.8,56,32.7,97,56.7,13,7.6,2,1.2,171
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,여자,34.9,,,14.2,,,,22.2,,149.2,20,,9,5.4,83,49.7,63,37.7,10,6,2,1.2,167
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,남자,49.9,,,5.7,,34,,26.3,8.1,176.6,21.1,,7,3.9,57,31.7,83,46.1,30,16.7,3,1.7,180
2017,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,남자,71.4,,,7.2,,,,38.6,7.7,213.2,21.4,,25,14.2,75,42.6,60,34.1,16,9.1,0,0,176
2017,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,남자,105.4,,,7.9,,,,22.1,10.2,,19.3,,2,4.3,25,53.2,18,38.3,2,4.3,0,0,47
2017,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,남자,99.6,,,5.7,,,,26.5,10.3,,19.9,,1,2.1,22,46.8,19,40.4,5,10.6,0,0,47
2017,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,여자,89.3,,,13.9,,,,25,11.2,,19.3,,0,0,19,45.2,22,52.4,1,2.4,0,0,42
2017,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,여자,89.4,,61.4,11.1,6,,,18.4,10.8,,17.7,,1,2.8,21,58.3,11,30.6,3,8.3,0,0,36
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,여자,27,,,19.1,,,,23.8,9.1,138,20.7,,14,8.6,87,53.4,59,36.2,3,1.8,0,0,163
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,남자,43.9,,,13.6,,,48,31.5,7.8,,21.6,,12,6.3,75,39.3,82,42.9,22,11.5,0,0,191
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,여자,25.7,,,17.4,,,,24.4,9.7,,20.2,,14,8.2,88,51.8,60,35.3,8,4.7,0,0,170
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,남자,39.3,11,55.9,11.7,,35,,30.5,8.3,150,20.7,,14,7.6,74,40,84,45.4,13,7,0,0,185
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,여자,27.2,,,19.1,,,,25.7,8.9,,20.9,,9,4.1,145,66.8,59,27.2,4,1.8,0,0,217
2017,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,남자,50.2,,64.3,14.1,,,,36.9,7.4,190,21.8,,21,8.6,115,46.9,81,33.1,26,10.6,2,0.8,245
2017,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,남자,79.3,5.16,,6.6,,,,21.8,9.5,,20.9,,2,3.1,24,37.5,25,39.1,11,17.2,2,3.1,64
2017,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,여자,50.9,4.01,,10.9,,,,19,10.5,,19.7,,1,1.4,17,23.3,36,49.3,19,26,0,0,73
2017,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,여자,60.1,,,11.1,,,,18,10.3,,18.9,,1,2.2,18,39.1,23,50,4,8.7,0,0,46
2017,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,남자,74.8,,,8,,,,18.9,9.9,,19.8,,3,5.9,16,31.4,25,49,7,13.7,0,0,51
2017,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,남자,77,4.29,,6.2,,,,19,9.7,,19.1,,0,0,28,43.1,36,55.4,1,1.5,0,0,65
2017,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,여자,,5.08,,13.6,,,,22.3,10,,18.3,,3,4.2,38,52.8,28,38.9,3,4.2,0,0,72
2017,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,남자,,4.23,,9.5,,,,25.4,9.3,,20,,7,9.5,42,56.8,25,33.8,0,0,0,0,74
2017,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,여자,67,4.4,,10.2,,,,17.4,10.4,,18.5,,1,2.2,23,50,20,43.5,2,4.3,0,0,46
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,1학년,남자,46,,,7.4,,,89.7,38.3,8.4,195,20.6,,28,21.1,49,36.8,37,27.8,16,12,3,2.3,133
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,3학년,여자,31.4,,,18.3,,,45.1,,9.6,,20.8,,35,22.2,66,41.8,47,29.7,10,6.3,0,0,158
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,3학년,남자,63.4,,,11.1,,,101,,7.4,,21,,56,32.7,76,44.4,32,18.7,7,4.1,0,0,171
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,2학년,여자,31.7,,,18.6,,,51.9,,9.3,,20.6,,36,26.9,67,50,30,22.4,0,0,1,0.7,134
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,2학년,남자,55.9,,,11.4,,,105.3,46.5,7.9,,21.6,,52,32.5,69,43.1,30,18.8,7,4.4,2,1.3,160
2016,경기도광명교육지원청,가림중학교,중학교,공립,N,,1학년,여자,26.8,,,13.7,,,57.2,,9.5,,19.7,,14,13.9,52,51.5,28,27.7,7,6.9,0,0,101
2016,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,6학년,여자,,7.49,,13,,,36.1,,10.6,,19.1,,2,3.4,14,23.7,30,50.8,13,22,0,0,59
2016,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,5학년,여자,,6.56,,11.4,,,45.7,,9.7,,17.5,,10,12.7,36,45.6,25,31.6,8,10.1,0,0,79
2016,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,6학년,남자,,6.4,,7.8,,,59.9,,9.7,,20.3,,4,5.3,28,36.8,28,36.8,13,17.1,3,3.9,76
2016,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,5학년,남자,,6.14,,6.4,,,66.7,,9.2,,19.2,,11,17.2,25,39.1,17,26.6,10,15.6,1,1.6,64
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,1학년,남자,,12.48,59.7,6.1,,4,,26.5,8.7,,21.2,,3,1.7,54,30.7,88,50,29,16.5,2,1.1,176
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,1학년,여자,,,59.6,13.6,,,,23.4,9.6,,20.5,,5,3.2,70,45.2,73,47.1,7,4.5,0,0,155
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,2학년,남자,,,67.9,8.6,,,,33.6,8.2,,21.4,,8,4,96,47.5,79,39.1,18,8.9,1,0.5,202
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,3학년,남자,,7.27,66.8,10.2,,25,,36.6,7.7,,21.5,,9,4.2,97,45.3,97,45.3,11,5.1,0,0,214
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,3학년,여자,48,,65.3,16.2,,,70,26.8,9.4,,21,,9,4,134,60.1,77,34.5,3,1.3,0,0,223
2016,경기도광명교육지원청,광남중학교,중학교,공립,N,,2학년,여자,45,,68,14.3,,46,,25.8,9.6,144,20.8,,11,6.3,94,53.7,65,37.1,5,2.9,0,0,175
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,1학년,여자,32.3,,,13.4,,,,25.4,10.4,,21.5,,6,5.1,37,31.4,51,43.2,20,16.9,4,3.4,118
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,1학년,남자,52.1,,,11.7,,,,36.2,7.8,,22.1,,2,1.4,44,31.2,76,53.9,15,10.6,4,2.8,141
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,3학년,여자,27.3,,,12.1,,,,24.8,,137.7,22.2,,0,0,18,13.3,68,50.4,47,34.8,2,1.5,135
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,3학년,남자,43,,,9.7,,,,37.8,,202.4,22.3,,1,0.7,12,7.9,59,39.1,68,45,11,7.3,151
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,2학년,여자,41,,,17.4,,20.9,,,9.7,,22.3,,10,7.6,51,38.9,49,37.4,19,14.5,2,1.5,131
2016,경기도교육청,광명경영회계고등학교,고등학교,공립,N,,2학년,남자,49.4,,,11.5,,26,,,7.9,,23.5,,2,1.5,38,28.6,55,41.4,26,19.5,12,9,133
2016,경기도교육청,광명고등학교,고등학교,공립,N,,3학년,남자,,8.07,,9.5,,29.3,,,7.8,,22.6,,12,5.3,60,26.4,92,40.5,48,21.1,15,6.6,227
2016,경기도교육청,광명고등학교,고등학교,공립,N,,2학년,여자,,7.58,,15.9,,32.8,,,9.6,,21.2,,19,9.6,83,41.9,78,39.4,17,8.6,1,0.5,198
2016,경기도교육청,광명고등학교,고등학교,공립,N,,2학년,남자,,8.33,,8.9,,25.1,,,7.6,,21.9,,9,4.4,47,22.9,95,46.3,42,20.5,12,5.9,205
2016,경기도교육청,광명고등학교,고등학교,공립,N,,1학년,여자,,7.5,74.4,13.7,,29.5,,17.5,9.7,77,20.8,23.6,16,8.1,81,41.1,89,45.2,10,5.1,1,0.5,197
2016,경기도교육청,광명고등학교,고등학교,공립,N,,1학년,남자,,8.28,66.6,9.7,,29.2,,36.3,7.8,149,21.9,,19,8.9,75,35.2,82,38.5,35,16.4,2,0.9,213
2016,경기도교육청,광명고등학교,고등학교,공립,N,,3학년,여자,,7.48,,14.7,,28.7,,,9.9,,21.3,,26,11.3,83,35.9,89,38.5,31,13.4,2,0.9,231
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,3학년,여자,,13.05,,9.2,,,18.9,,13.6,,19.9,,0,0,0,0,3,18.8,12,75,1,6.3,16
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,3학년,남자,,12.35,,4.5,,,26.2,,11.7,,23,,0,0,0,0,2,2.2,69,75.8,20,22,91
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,2학년,여자,,13.38,,5.4,,,6.4,,12.5,,18.6,,0,0,0,0,1,11.1,5,55.6,3,33.3,9
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,2학년,남자,,12.12,,4,,,26.8,,10.7,,23.7,,0,0,1,1.1,11,11.7,62,66,20,21.3,94
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,1학년,여자,,12.37,,3.8,,44,14.3,,11.6,200,18.7,,0,0,1,8.3,3,25,8,66.7,0,0,12
2016,경기도교육청,광명공업고등학교,고등학교,사립,N,,1학년,남자,,12,,4.6,,40,29.2,,9.2,245,24.1,11.5,0,0,1,1.2,33,40.2,47,57.3,1,1.2,82
