기준년도,지역교육청명,학교명,학교급명,설립구분명,제외여부,제외사유,학년명,성별명,심폐지구력-왕복오래달리기평균값(회),심폐지구력-오래달리기걷기평균값(초),심폐지구력-스텝검사평균값(PEI),유연성-앉아윗몸앞으로굽히기평균값(cm),유연성-종합유연성평균(점),근력·근지구력-(무릎대고)팔굽혀펴기평균값(회),근력·근지구력-윗몸말아올리기평균값(회),근력·근지구력-악력평균값kg,순발력-50m달리기평균값(초),순발력-제자리멀리뛰기평균값(cm),비만-BMI평균값(kg/㎡),비만-체지방률평균값(%fat),1등급(80~100점)인원수(명),1등급(80~100점)비율(%),2등급(60~79점)인원수(명),2등급(60~79점)비율(%),3등급(40~59점)인원수(명),3등급(40~59점)비율(%),4등급(20~39점)인원수(명),4등급(20~39점)비율(%),5등급(0~19점)인원수(명),5등급(0~19점)비율(%),검사인원수(명)
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,여자,24.4,,,14.2,,,,24.6,10.4,,20.3,,4,1.6,87,34.8,135,54,21,8.4,3,1.2,250
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,남자,56.5,8.1,,10.8,,,,36.7,7.8,215,21.4,,20,6.9,119,41.2,132,45.7,18,6.2,0,0,289
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,여자,28.8,,,15.5,,,,24.9,9.6,,20.9,,13,4.9,112,41.8,125,46.6,17,6.3,1,0.4,268
2016,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,여자,74.3,5.37,,16.8,,,46.5,22.3,9.9,,19.5,,4,3,71,53.8,57,43.2,0,0,0,0,132
2016,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,여자,60.3,6.16,,13.6,,,,18.3,9.7,135,18.4,,8,5.3,77,51.3,61,40.7,3,2,1,0.7,150
2016,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,남자,90.6,2.49,,8.9,8,,80,22.9,9.1,165,19.9,,14,8.6,73,44.8,75,46,1,0.6,0,0,163
2016,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,남자,70.3,,,7.1,8,,47,19.3,9,141,19.7,,5,3.3,64,41.8,77,50.3,7,4.6,0,0,153
2016,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,남자,63.5,6.4,,9.3,,,,39.3,7.5,250,22.3,,5,6,42,50,25,29.8,11,13.1,1,1.2,84
2016,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,여자,30,,,16.3,,,,27.6,10.3,,21.8,,2,2,41,40.2,37,36.3,18,17.6,4,3.9,102
2016,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,남자,70.1,,,11.2,,,,43.8,7.5,,22.6,,12,7.7,73,47.1,54,34.8,14,9,2,1.3,155
2016,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,여자,37.7,,,17.4,,,,27.2,10.1,,21.8,,8,5.6,58,40.6,53,37.1,23,16.1,1,0.7,143
2016,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,여자,33.4,7,,18.1,,,,28.4,9.3,137.5,21.6,,10,10.9,41,44.6,38,41.3,2,2.2,1,1.1,92
2016,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,남자,52.7,11.11,,8.7,,,,40.7,8.5,,23.6,,1,0.8,38,30.2,47,37.3,27,21.4,13,10.3,126
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,남자,48.7,,,8.7,,,,32.8,8.9,,21,,3,3.6,43,51.8,29,34.9,7,8.4,1,1.2,83
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,여자,32.1,,,13.5,,,,29.3,9.7,,19.9,,8,9.3,56,65.1,19,22.1,2,2.3,1,1.2,86
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,남자,63.6,,,5.9,,,,43,7.9,,21.3,20.1,12,13,55,59.8,19,20.7,6,6.5,0,0,92
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,여자,40.8,,,14,,,,30.7,9.5,,20.1,28.6,20,21.3,45,47.9,28,29.8,1,1.1,0,0,94
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,남자,62.5,,,6.2,,,,48.4,7.7,,21.7,,21,22.6,40,43,26,28,6,6.5,0,0,93
2016,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,여자,36.5,,,11.2,,,,33.2,9.5,,21.2,,5,6.2,43,53.1,30,37,3,3.7,0,0,81
2016,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,여자,,5.12,,11,,,,18.8,10,,18.3,,12,11.4,55,52.4,35,33.3,3,2.9,0,0,105
2016,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,여자,,5.02,,13.4,,,,23.3,9.7,,19,,15,16.7,43,47.8,31,34.4,1,1.1,0,0,90
2016,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,남자,,4.35,,7,,,,23.9,9.4,,20.2,,8,8.7,44,47.8,28,30.4,11,12,1,1.1,92
2016,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,남자,,5.15,,6.5,,,,19.9,9.8,,19.6,,4,3.7,46,42.6,47,43.5,11,10.2,0,0,108
2016,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,여자,62.8,,,17,,,39.9,,10.8,,20.1,,3,5.9,15,29.4,27,52.9,6,11.8,0,0,51
2016,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,남자,71.9,7.16,,11.1,,,71.1,13.6,10.2,,19.2,,8,16.7,25,52.1,12,25,3,6.3,0,0,48
2016,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,여자,65.2,7.34,66.2,15.3,,,47.2,13.5,10.4,120,18.1,16.4,6,10.3,31,53.4,16,27.6,5,8.6,0,0,58
2016,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,남자,76.4,,,7.4,,,59.1,,10.5,,20.2,,1,2.2,18,39.1,20,43.5,7,15.2,0,0,46
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,남자,61.5,,,4.7,,,,37.4,,200.2,21.1,,11,4.4,92,36.5,110,43.7,39,15.5,0,0,252
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,여자,32.7,,,15.1,,,,25.6,,143.5,22,,9,4.4,76,37.4,97,47.8,21,10.3,0,0,203
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,여자,32.2,,,13.7,,,,25.4,10.6,154.2,20.5,,5,2.6,86,45.5,88,46.6,9,4.8,1,0.5,189
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,남자,60.4,,,6.3,,27,,33.2,8.4,206.5,20.9,16.2,27,15.3,59,33.5,71,40.3,19,10.8,0,0,176
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,남자,51.3,,,5.5,,,,27.1,,184.7,20.6,,8,4.5,64,35.8,84,46.9,23,12.8,0,0,179
2016,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,여자,34.4,,,12,,,,21.7,,142,19.4,,6,3.5,75,43.6,83,48.3,6,3.5,2,1.2,172
2016,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,여자,92.3,,,13.5,,,,22.4,10.1,,19.4,,7,16.3,25,58.1,11,25.6,0,0,0,0,43
2016,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,남자,99.7,,,6.3,,,,25.3,10.2,,19.9,,1,2.2,21,46.7,21,46.7,2,4.4,0,0,45
2016,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,여자,94.8,,,13.6,,,,24.3,10.5,,19.2,,7,16.3,19,44.2,15,34.9,2,4.7,0,0,43
2016,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,남자,109.8,,,7.9,,,,22.4,9.4,,19.5,,5,10.4,32,66.7,11,22.9,0,0,0,0,48
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,남자,39.8,,,10.8,,,,27.9,8.3,,21.1,,7,3.7,69,36.5,86,45.5,27,14.3,0,0,189
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,여자,27.1,,,16.6,,45,,23.9,9.2,135,20.2,,19,11.8,82,50.9,58,36,2,1.2,0,0,161
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,여자,30.8,,,18.4,,,,27.5,9.4,,20.6,,17,8,136,63.8,56,26.3,4,1.9,0,0,213
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,남자,51.2,,,11.8,,,,35.6,7.8,215,21,,32,13.1,111,45.5,85,34.8,13,5.3,3,1.2,244
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,여자,29.6,8.14,,20.8,,,,26.7,9.4,124,20.8,,20,8.3,134,55.8,80,33.3,6,2.5,0,0,240
2016,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,남자,51,,,15.3,,,,37.2,7.6,,20.5,,14,5.4,132,50.8,102,39.2,12,4.6,0,0,260
2016,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,여자,67.3,5.24,,12.3,,,,16.8,10.3,127,18.8,,2,2.7,27,37,37,50.7,7,9.6,0,0,73
2016,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,남자,67.7,,,7.6,,,45,17.1,10.4,151,20.6,,1,1.6,20,31.7,25,39.7,17,27,0,0,63
2016,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,남자,75.5,,,7.8,,,,23.1,9.2,,21,,13,19.1,20,29.4,22,32.4,11,16.2,2,2.9,68
2016,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,여자,71.3,,,14.8,,,63,23.9,10,175,20.4,,5,7.7,22,33.8,32,49.2,6,9.2,0,0,65
2016,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,남자,,6.24,,8.4,,,,18.9,9.6,,19.3,,1,1.3,27,35.5,47,61.8,1,1.3,0,0,76
2016,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,여자,,6.18,,14.7,,,,21.8,10.1,,18.8,,0,0,33,41.3,46,57.5,1,1.3,0,0,80
2016,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,남자,,5.49,,5.9,,,,23.6,9.3,,19.8,,0,0,15,20,57,76,3,4,0,0,75
2016,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,여자,120,7.05,63.4,11.1,,,,17.2,10.3,132.5,17.9,12.6,0,0,17,23.3,55,75.3,1,1.4,0,0,73
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,3학년,여자,35.7,,,17.8,,,41.2,31.7,9.5,142,20,,24,17.1,74,52.9,32,22.9,8,5.7,2,1.4,140
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,3학년,남자,57.8,,,10.4,,,72.6,,7.8,,22,,23,15.2,60,39.7,52,34.4,16,10.6,0,0,151
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,2학년,남자,59.1,,,12.1,,,111.9,,7.4,,20.4,,64,38.3,79,47.3,21,12.6,3,1.8,0,0,167
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,1학년,여자,27.2,,,17,,,56.8,,9.7,,19.7,,22,15.9,68,49.3,42,30.4,6,4.3,0,0,138
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,2학년,여자,31.9,,,19.2,,,52.9,,9.2,,20.2,,41,26.3,81,51.9,27,17.3,7,4.5,0,0,156
2015,경기도광명교육지원청,가림중학교,중학교,공립,N,,1학년,남자,45,,,8.4,,,95.7,39.1,8.5,,20.7,,18,11.3,81,50.6,44,27.5,16,10,1,0.6,160
2015,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,5학년,남자,,6.14,,6.4,,,66.7,,9.2,,19.2,,11,17.2,25,39.1,17,26.6,10,15.6,1,1.6,64
2015,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,6학년,남자,,6.4,,7.8,,,59.9,,9.7,,20.3,,4,5.3,28,36.8,28,36.8,13,17.1,3,3.9,76
2015,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,6학년,여자,,7.49,,13,,,36.1,,10.6,,19.1,,2,3.4,14,23.7,30,50.8,13,22,0,0,59
2015,경기도광명교육지원청,가림초등학교,초등학교,공립,N,,5학년,여자,,6.56,,11.4,,,45.7,,9.7,,17.5,,10,12.7,36,45.6,25,31.6,8,10.1,0,0,79
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,1학년,여자,,8.32,66.7,14.3,,,,21.3,10,,20.1,,3,1.7,72,40.9,93,52.8,8,4.5,0,0,176
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,2학년,남자,29,,56,13.8,,,17,35.6,7.9,,20.6,,8,3.8,108,50.9,82,38.7,13,6.1,1,0.5,212
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,2학년,여자,,,52.1,22.5,,,,28.6,9.4,,20.3,,6,2.6,131,57,89,38.7,4,1.7,0,0,230
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,3학년,남자,,,60.6,13.1,,,,41.6,7.6,,21.6,,16,6.8,122,52.1,85,36.3,11,4.7,0,0,234
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,3학년,여자,55,,57.6,18.4,,45,,30.3,9.2,,21,27.3,18,7.3,143,57.9,83,33.6,3,1.2,0,0,247
2015,경기도광명교육지원청,광남중학교,중학교,공립,N,,1학년,남자,44,9.06,67.4,8.3,,25,,25.6,8.9,160,20.9,,7,3.4,72,35.5,99,48.8,25,12.3,0,0,203
2015,경기도교육청,광명고등학교,고등학교,공립,N,,1학년,남자,,8.44,,10.5,,29.5,,37.4,7.8,,21.5,,9,4.4,76,36.9,88,42.7,29,14.1,4,1.9,206
2015,경기도교육청,광명고등학교,고등학교,공립,N,,1학년,여자,,8.24,,17.5,,25.1,,,9.3,,20.9,,13,6.6,103,52.6,64,32.7,16,8.2,0,0,196
2015,경기도교육청,광명고등학교,고등학교,공립,N,,2학년,남자,,8.36,75.3,10.2,,26.9,,41.3,7.9,150,22,,7,3.1,63,27.5,98,42.8,54,23.6,7,3.1,229
2015,경기도교육청,광명고등학교,고등학교,공립,N,,2학년,여자,,8.23,,16.1,,25.5,,27.7,9.7,,20.9,,15,6.6,85,37.1,95,41.5,33,14.4,1,0.4,229
2015,경기도교육청,광명고등학교,고등학교,공립,N,,3학년,남자,,8.39,,10.2,,24.3,,,7.9,,23.2,,2,0.8,53,22.3,88,37,79,33.2,16,6.7,238
2015,경기도교육청,광명고등학교,고등학교,공립,N,,3학년,여자,,8.33,,17,,25.6,,,10,,21.2,,11,4.3,86,33.5,128,49.8,29,11.3,3,1.2,257
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,1학년,여자,,9.57,,8.9,,24,,27.7,12.3,,20,,0,0,2,20,4,40,4,40,0,0,10
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,1학년,남자,72.5,9.49,84.4,6.5,,,25,40.1,8.9,224.4,22.6,11.5,0,0,21,20.6,53,52,27,26.5,1,1,102
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,3학년,여자,,10.13,,9.2,,,,28.8,8.5,,20,,0,0,2,22.2,1,11.1,4,44.4,2,22.2,9
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,2학년,남자,,10.05,,7.2,,65.5,,39.3,10.4,,25.2,,0,0,2,2.6,14,17.9,26,33.3,36,46.2,78
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,3학년,남자,,11.16,,6.6,,,,42.1,8.1,,22.7,,0,0,0,0,23,32.9,31,44.3,16,22.9,70
2015,경기도교육청,광명공업고등학교,고등학교,사립,N,,2학년,여자,,9.4,,17.7,,,,25.2,13.4,,18.2,,0,0,0,0,2,16.7,5,41.7,5,41.7,12
2015,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,4학년,여자,23,,,,8,,,15.9,9.7,,20.8,,0,0,0,0,1,100,0,0,0,0,1
2015,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,5학년,남자,75.4,,,6.7,,,80,18.7,9.6,153,19.5,,3,3.5,37,43,35,40.7,11,12.8,0,0,86
2015,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,5학년,여자,68.2,,,12,,,,17,10.1,,18.4,,6,7.6,32,40.5,38,48.1,2,2.5,1,1.3,79
2015,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,6학년,여자,76.2,7.14,,14.7,,,,20,9.1,17.6,19.2,,10,13.7,34,46.6,28,38.4,1,1.4,0,0,73
2015,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,6학년,남자,93.3,5.13,,9.3,,,129.2,21.7,8.6,204.7,20.2,,15,15.5,47,48.5,32,33,3,3.1,0,0,97
2015,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,6학년,여자,75.4,,,12.6,8,,,20.9,9.8,162.5,19.5,,5,5.7,34,39.1,45,51.7,3,3.4,0,0,87
2015,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,6학년,남자,91.9,,57.9,5.9,,,,23.5,9.2,157.5,19.6,,6,6.1,45,45.9,43,43.9,4,4.1,0,0,98
2015,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,5학년,여자,67.4,5.15,,13,,,,19.4,10,,17.6,,3,3.5,45,52.9,36,42.4,1,1.2,0,0,85
2015,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,5학년,남자,74.3,3.15,,6.7,,,,21,9.6,,19.7,,7,5.9,44,37,58,48.7,10,8.4,0,0,119
2015,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,6학년,여자,,5.15,,10.1,,,,20.7,10,,20.3,,6,8,29,38.7,33,44,7,9.3,0,0,75
2015,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,5학년,남자,,4.25,,8.3,,,,20.1,9.6,,20,,2,2.9,41,58.6,26,37.1,1,1.4,0,0,70
2015,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,5학년,여자,,4.56,,10.5,,,,19,10.1,,19.5,,2,2.8,43,59.7,27,37.5,0,0,0,0,72
2015,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,6학년,남자,118,4.42,,4.6,,,,19.9,9.5,,20.3,,3,4.2,25,34.7,33,45.8,10,13.9,1,1.4,72
2015,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,6학년,여자,,5.48,,12.3,,,,19.3,10.8,,20,,0,0,20,31.3,36,56.3,7,10.9,1,1.6,64
2015,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,5학년,여자,54,5.18,69,12.4,,,40,17.4,10.5,150,19.7,,3,4.3,27,38.6,38,54.3,1,1.4,1,1.4,70
2015,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,6학년,남자,,5.07,,7.7,,,,20.4,9.9,,20.4,,0,0,22,32.4,38,55.9,8,11.8,0,0,68
2015,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,5학년,남자,130,5.02,,8.8,,,,18.5,9.8,,19.5,,2,2.9,32,45.7,32,45.7,4,5.7,0,0,70
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,3학년,여자,,6.52,,15.5,,,,24.2,,156.9,21,,5,2.3,94,43.5,98,45.4,19,8.8,0,0,216
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,3학년,남자,,6.36,,9.5,,,,39.9,,228.1,21.9,,3,1.3,53,22.6,137,58.3,41,17.4,1,0.4,235
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,2학년,여자,,7.01,,15.8,,,,24.2,,146.7,20.7,,2,0.8,86,33.3,144,55.8,25,9.7,1,0.4,258
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,2학년,남자,58,7.059,91.9,9.5,,,55,38.9,7.1,184.2,22.4,17.2,4,1.5,75,27.8,130,48.1,56,20.7,5,1.9,270
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,1학년,여자,44,8.07,48.3,15.9,,,,24.2,9.2,153.1,20.6,,4,1.7,74,32.2,135,58.7,17,7.4,0,0,230
2015,경기도교육청,광명북고등학교,고등학교,공립,N,,1학년,남자,49,7.4,,9.4,,46,,37.3,,186.1,22.1,,6,2.4,70,28.3,119,48.2,48,19.4,4,1.6,247
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,1학년,여자,30,,,14.5,,,,30.3,,123.7,20.7,,6,3.4,71,40.8,86,49.4,10,5.7,1,0.6,174
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,2학년,남자,49.4,,,8.8,,,,37,,177.8,20.6,,14,6.3,81,36.5,101,45.5,24,10.8,2,0.9,222
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,2학년,여자,30,,,15.6,,,,29.4,,124.6,21.1,,5,2.3,94,42.3,103,46.4,19,8.6,1,0.5,222
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,1학년,남자,44.8,,,7.3,,,,33.3,,171.6,20.5,,11,5.1,72,33.6,97,45.3,29,13.6,5,2.3,214
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,3학년,남자,61,,,7.8,,,,43.7,,185.6,21.9,,18,9.1,81,40.9,70,35.4,27,13.6,2,1,198
2015,경기도광명교육지원청,광명북중학교,중학교,공립,N,,3학년,여자,29.7,,,14,,,,30.2,,115,21.6,,5,2.3,62,28.4,119,54.6,30,13.8,2,0.9,218
2015,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,6학년,남자,115,5.02,,9.3,,,27,22.4,9.8,182.6,21.1,,13,12.7,63,61.8,20,19.6,6,5.9,0,0,102
2015,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,5학년,남자,80.3,,,7,,,,18.5,8.5,153,19.9,22.2,5,3.8,46,35.1,76,58,3,2.3,1,0.8,131
2015,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,6학년,여자,105.4,6.26,,13.8,,,,21.1,10.4,158.6,19.6,,6,7.2,54,65.1,23,27.7,0,0,0,0,83
2015,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,5학년,여자,73.6,5.31,,12.8,,,,18.4,10.6,141.9,19.1,24.2,3,3.9,43,56.6,29,38.2,1,1.3,0,0,76
2015,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,5학년,남자,,5.02,,8.3,,,,17.3,10.1,142.5,19.6,16.5,1,1,43,42.2,49,48,9,8.8,0,0,102
2015,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,5학년,여자,,5.38,,11.1,,,,15.6,10.7,,18.7,26.4,1,1.5,21,31.3,41,61.2,3,4.5,1,1.5,67
2015,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,6학년,남자,,4.45,,6.7,,,,27.2,9.8,,21.6,17,7,8.4,39,47,32,38.6,5,6,0,0,83
2015,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,6학년,여자,,5.38,,14.4,,,,23.5,11,,19.9,25.2,3,3.8,31,39.7,39,50,5,6.4,0,0,78
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,1학년,남자,53.9,,,14.3,,,,46.3,,227.7,22.1,,0,0,112,81.8,22,16.1,3,2.2,0,0,137
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,3학년,여자,32.2,,,16.3,,20.5,,,,134.1,22.1,,0,0,31,24.8,64,51.2,28,22.4,2,1.6,125
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,3학년,남자,49.3,,,12.7,,30.5,,,,202.4,22.3,,2,1.2,28,16.5,79,46.5,58,34.1,3,1.8,170
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,2학년,여자,37.2,,,15.8,,24.8,,,9.9,,21.9,,6,4.4,44,32.6,61,45.2,19,14.1,5,3.7,135
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,2학년,남자,51.2,,,11.8,,32.8,,,7.9,,21.8,,9,6,45,29.8,51,33.8,42,27.8,4,2.6,151
2015,경기도교육청,광명정보산업고등학교,고등학교,공립,N,,1학년,여자,36.2,,,16.9,,,,32.8,,173.2,20.3,,8,6,110,82.7,15,11.3,0,0,0,0,133
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,3학년,여자,,,61.2,17,,,,26.3,,146.2,21.5,,2,0.9,97,45.8,98,46.2,14,6.6,1,0.5,212
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,3학년,남자,68,6.36,65.9,12.2,,35.3,90,36.6,7.5,205,21.4,14.1,9,3.8,112,46.7,105,43.8,13,5.4,1,0.4,240
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,2학년,여자,14.5,,60.3,17,,,34,25.7,9.8,152.5,20.9,,4,2.1,95,49,89,45.9,5,2.6,1,0.5,194
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,2학년,남자,85.3,,64.3,11.4,,,135,32.6,7.5,197.7,20.7,5.4,15,7.2,108,51.7,70,33.5,16,7.7,0,0,209
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,1학년,여자,,7.03,58.2,14,,,60,22.7,9,149.2,20.3,,2,1.1,64,36.2,94,53.1,16,9,1,0.6,177
2015,경기도광명교육지원청,광명중학교,중학교,공립,N,,1학년,남자,73.5,9.01,60.5,9.7,,,,25.5,8.2,184.2,20,,6,3.2,70,37,102,54,11,5.8,0,0,189
2015,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,5학년,남자,69.3,6.18,,8.3,,,,21,9.7,,20,,0,0,32,40,42,52.5,6,7.5,0,0,80
2015,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,5학년,여자,58.1,6.25,,12.3,,,36,19.6,10.5,,20,31.5,1,1.4,27,37.5,41,56.9,2,2.8,1,1.4,72
2015,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,6학년,여자,61.9,,,13.4,,,,21,10.3,,19.6,,0,0,26,35.6,43,58.9,4,5.5,0,0,73
2015,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,6학년,남자,84.1,6.34,,5.9,,,,21.7,9.2,,20.1,,4,5.3,23,30.7,45,60,3,4,0,0,75
2015,경기도교육청,광문고등학교,고등학교,공립,N,,1학년,여자,31.9,10,,13.8,,,,25.8,,137.1,21.1,,0,0,44,28.4,89,57.4,22,14.2,0,0,155
2015,경기도교육청,광문고등학교,고등학교,공립,N,,2학년,남자,61.6,,,13.3,,,,41,,205.9,22.1,,2,1.6,45,36,57,45.6,18,14.4,3,2.4,125
2015,경기도교육청,광문고등학교,고등학교,공립,N,,2학년,여자,31.4,,,16.8,,,,25.5,9.2,138.2,21,,0,0,33,25.6,76,58.9,18,14,2,1.6,129
2015,경기도교육청,광문고등학교,고등학교,공립,N,,3학년,여자,24.2,,,14.9,,,,25.1,,124.6,22.9,,0,0,19,14,55,40.4,43,31.6,19,14,136
2015,경기도교육청,광문고등학교,고등학교,공립,N,,3학년,남자,50.4,,,10.4,,,,40.4,,190.1,23,,5,2.1,37,15.7,78,33.2,90,38.3,25,10.6,235
2015,경기도교육청,광문고등학교,고등학교,공립,N,,1학년,남자,63.1,,,10.3,,,,38.8,,192.7,21.4,,1,0.6,58,34.5,86,51.2,21,12.5,2,1.2,168
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,1학년,여자,26.2,,,14.8,,,32.4,,10,,20.2,,4,2.9,57,41.3,60,43.5,15,10.9,2,1.4,138
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,3학년,여자,32.7,,,16.2,,,36.4,,9.8,,21.5,,6,4.2,76,53.5,53,37.3,7,4.9,0,0,142
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,3학년,남자,55.6,,,11.7,,,53.1,,7.9,,21.6,,12,7.1,79,46.5,69,40.6,10,5.9,0,0,170
