파일명,컬럼명,null 수,범주값 길이(고정/가변),상이값 수,유일값 수,최빈값(mode),값 중복도 평균,최댓값,최솟값,평균(mean),중앙값(median),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis),대분류,소분류
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시도,0,,17,17,41,209.2941176470588,52.0,11.0,37.84232715008432,41.0,28.0,47.0,19.0,159.76681066382025,12.639889661853076,41.0,-0.97782213,-0.205574341,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시군구,0,,104,104,110,34.21153846153846,940.0,110.0,383.8220910623946,260.0,158.75,680.0,521.25,70752.74343088258,265.99387855904234,830.0,0.6563314160397837,-1.167010063,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,읍면동,0,,229,229,250,15.537117903930133,870.0,250.0,497.0657672849916,530.0,360.0,600.0,240.0,20473.40472602061,143.08530576554887,620.0,-0.085975648,-1.068483482,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,위도,0,,3548,3548,35.10262077,1.0028184892897407,38.52721768,33.24404807,36.39604814118606,36.43209448,35.4144101,37.46233171,2.047921607500001,1.1479834203779702,1.0714398818309734,5.283169610000002,-0.306765035,-0.927300159,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,경도,0,,3548,3548,126.7236229,1.0028184892897407,130.8996008,124.6748758,127.5768460445475,127.190763,126.908058,128.3657935,1.4577355249999897,0.7552701411450344,0.8690627947076289,6.224725000000007,0.6160610282279557,-0.775208105,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_X좌표,0,,3464,3464,179576.1183,1.0271362586605082,544876.2569,-4434.045169,251959.4603918395,217005.8908,191699.5895,322726.8584,131027.26887499997,6158033638.473382,78473.13959867657,549310.3020690001,0.6195800259213539,-0.782752843,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_Y좌표,0,,3464,3464,443375.2166,1.0271362586605082,559118.5737,-27915.31532,322196.0764022908,326246.0612,213732.1796,440075.6713,226343.4918,14082055362.30983,118667.83625865026,587033.889,-0.310262052,-0.915577834,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,지리정보시스템아이디,0,,3558,3558,11110515,1.0,52800420.0,11110515.0,38226646.31,41820327.5,28245626.5,47730347.5,19484721.0,160415439121956.2,12665521.667975472,41689905.0,-0.966141898,-0.238077008,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소X좌표,0,,3450,3450,126.7601063,1.031304347826087,130.8629661,124.6097088,127.54313493940415,127.1558036,126.8931424,128.31522,1.4220775500000116,0.7547775541091724,0.8687793471930444,6.253257299999987,0.6066437661273147,-0.723274074,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소Y좌표,0,,3450,3450,37.4879066,1.031304347826087,38.45775025,33.11249985,36.36723493,36.38574006,35.37538363,37.45120791,2.075824282499994,1.157685557096732,1.0759579718077894,5.345250399999998,-0.308848659,-0.918028708,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대X좌표,0,,3446,3446,126.7802806,1.032501450957632,131.8730828,124.7462009,127.60982801706014,127.2364818,126.9264359,128.4226414,1.496205525000022,0.7629127497149287,0.873448768,7.126881899999987,0.6266772490222738,-0.723160684,재난안전,안전관리
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대Y좌표,0,,3444,3444,37.49959897,1.0331010452961673,38.61694393,33.24878981,36.42407117417931,36.46876059,35.46150361,37.47474008,2.0132364724999974,1.141075576,1.0682113909924895,5.36815412,-0.305845311,-0.926705302,재난안전,안전관리
39_경찰청 서울특별시경찰청_경찰서별 5대범죄 발생 검거 현황_20231231.csv,건수,0,,188,188,4,1.648936170212766,2483.0,0.0,490.6193548387097,136.5,5.0,841.5,836.5,421652.9873264433,649.3481249,2483.0,1.3237503547940723,0.7388180198681273,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,중부서,0,,5,5,0,1.0,2224.0,0.0,750.8,176.0,4.0,1350.0,1346.0,995291.2,997.6428218555978,2224.0,0.9998934880349666,-0.962439803,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,미추홀서,0,,5,5,1,1.0,4121.0,1.0,1517.6,420.0,4.0,3042.0,3038.0,3724318.3,1929.8492946341687,4120.0,0.748372606,-2.29299251,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,남동서,0,,5,5,3,1.0,2830.0,3.0,1017.0,296.0,4.0,1952.0,1948.0,1683850.0,1297.6324595200292,2827.0,0.823747799,-1.85046158,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,부평서,0,,5,5,0,1.0,1943.0,0.0,693.0,180.0,2.0,1340.0,1338.0,800502.0,894.7077735216119,1943.0,0.8297128404804706,-1.866050376,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,서부서,0,,5,5,4,1.0,3835.0,4.0,1468.2,476.0,7.0,3019.0,3012.0,3317542.7,1821.4122817198747,3831.0,0.6724586606793669,-2.629391917,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,계양서,0,,5,5,3,1.0,2125.0,3.0,724.0,198.0,4.0,1290.0,1286.0,899518.5,948.4294913170932,2122.0,0.9951692895608484,-0.938837678,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,강화서,0,,5,5,0,1.0,362.0,0.0,119.6,16.0,1.0,219.0,218.0,26935.3,164.11977333642648,362.0,1.0117420461559503,-0.991567374,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,연수서,0,,5,5,0,1.0,2003.0,0.0,791.6,173.0,4.0,1778.0,1774.0,1017521.3,1008.722608054365,2003.0,0.6154835212315896,-3.141599046,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,삼산서,0,,5,5,4,1.0,2449.0,4.0,893.4,325.0,5.0,1684.0,1679.0,1237076.2999999998,1112.2393177729332,2445.0,0.8086047088357957,-1.792632598,재난안전,경찰
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,논현서,0,,5,5,1,1.0,1249.0,1.0,471.2,130.0,3.0,973.0,970.0,353373.19999999995,594.4520165665182,1248.0,0.6954067048981216,-2.59565751,재난안전,경찰
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,연번,0,,2044,2044,1,1.0,2044.0,1.0,1022.5,1022.5,511.75,1533.25,1021.5,348331.6666666667,590.196295,2043.0,0.0,-1.2,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,0시00분-02시59분,0,,34,34,0,1.1176470588235294,24513.0,0.0,2476.184210526316,139.5,11.25,1595.0,1583.75,29950586.31650071,5472.712884530003,24513.0,2.922295229924388,8.508473041613248,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,03시00분-05시59분,0,,35,35,1,1.0857142857142856,23438.0,0.0,2275.5526315789475,126.5,14.25,1385.25,1371.0,26217102.902560458,5120.263948524574,23438.0,2.984215883,8.904419294339043,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,06시00분-08시59분,0,,35,35,2,1.0857142857142856,37189.0,0.0,2328.6315789473683,92.5,21.25,1323.0,1301.75,42676111.752489336,6532.695596190698,37189.0,4.512525559,22.86480203,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,09시00분-11시59분,0,,37,37,124,1.027027027027027,44265.0,10.0,4821.973684210527,453.0,121.25,2138.0,2016.75,117125296.8371266,10822.444124925136,44255.0,2.768856574460508,6.935759090249629,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,12시00분-14시59분,0,,38,38,9,1.0,45675.0,9.0,4449.736842105263,307.5,54.75,2013.25,1958.5,102470174.41536272,10122.75527785606,45666.0,2.859406058922195,8.050779140709995,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,15시00분-17시59분,0,,37,37,55,1.027027027027027,53506.0,6.0,4529.131578947368,250.5,55.0,2446.25,2391.25,111460192.65789476,10557.470940423884,53500.0,3.3710443773086403,12.735760312167145,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,18시00분-20시59분,0,,37,37,66,1.027027027027027,58164.0,3.0,4618.5,232.0,41.5,3025.25,2983.75,120443451.06756756,10974.673164498685,58161.0,3.677358935626067,15.587803379284091,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,21시00분-23시59분,0,,38,38,2,1.0,70537.0,2.0,5381.789473684211,259.0,26.5,3303.0,3276.5,172457846.9274538,13132.320698469626,70535.0,3.850817860287813,16.90203168037714,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,미상,0,,37,37,77,1.027027027027027,174470.0,48.0,11537.078947368422,2244.0,210.5,7182.75,6972.25,998795521.5341392,31603.72638683829,174422.0,4.425829928483972,20.81861417472354,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,일,0,,37,37,111,1.027027027027027,47698.0,8.0,4882.105263157895,365.5,66.5,2809.5,2743.0,106960577.01564725,10342.174675359494,47690.0,2.744950797527267,7.809814304966194,재난안전,경찰
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,월,0,,38,38,22,1.0,52740.0,22.0,6381.078947368421,838.5,109.25,3054.25,2945.0,183499802.77738264,13546.20990452247,52718.0,2.658011838445996,6.310170613563884,재난안전,경찰
