진료년도,성별,입원외래구분,행위코드,환자수,명세서청구건수,의료행위총사용량,의료행위청구금액
2023,남,외래,10100,4053835,5746498,6303257,88350558120
2023,남,외래,10101,215460,238299,238353,3832110050
2023,남,외래,10102,25684,28301,28335,465756180
2023,남,외래,10103,9772,10469,10473,181246900
2023,남,외래,10140,1,1,1,26710
2023,남,외래,10180,1,1,1,502380
2023,남,외래,10200,3124726,27017505,29246091,259544393798
2023,남,외래,10201,125189,738406,738591,7640434820
2023,남,외래,10202,19510,154578,154758,1693939510
2023,남,외래,10203,5348,38644,38653,458370110
2023,남,외래,11214,2077,13659,13659,7102680
2023,남,외래,11215,396,3731,3516.5,585900
2023,남,외래,11232,505,3426,3426,11477100
2023,남,외래,11233,1537,7858,7858,18309140
2023,남,외래,11274,135,789,789,118350
2023,남,외래,11311,111,744,744,491040
2023,남,외래,11312,1744,9615,9615,2884500
2023,남,외래,11313,2223,13778,13778,964460
2023,남,외래,11411,111,744,744,424080
2023,남,외래,11412,1465,7518,7518,2405760
2023,남,외래,11413,2223,15299,15299,1223920
2023,남,외래,11600,10,52,52,564720
2023,남,외래,11700,977,2870,2870,33546440
2023,남,외래,11800,21,334,334,1786900
2023,남,외래,11900,179,256,256,1640960
2023,남,외래,12060,12,12,12,102750
2023,남,외래,12062,3,3,3,30000
2023,남,외래,12063,10,10,10,100000
2023,남,외래,13951,1419,8594,8594,15039500
2023,남,외래,13952,11974,75845,75845,117559750
2023,남,외래,13953,3222,19158,19158,25671720
2023,남,외래,20010,5682,6545,6545,27824920
2023,남,외래,20020,26921,31002,31002,150640377
2023,남,외래,20023,4956,6202,6202,58184903
2023,남,외래,20030,4075,4316,4316,23903237
2023,남,외래,20031,9655,10706,10706,49247434
2023,남,외래,20032,146297,166402,166415.4,720113508
2023,남,외래,20242,5,5,5,215500
2023,남,외래,20330,8,8,8,127000
2023,남,외래,29003,376,542,543,2904887
2023,남,외래,29004,3008,3176,3176,59647712
2023,남,외래,29005,37,37,37,1263522
2023,남,외래,29012,1,1,1,0
2023,남,외래,30010,1012538,8453153,8453563,9436071420
2023,남,외래,30020,200492,477227,477391.33,617688286
2023,남,외래,30030,180849,341671,341904,499170998
2023,남,외래,30040,29872,52796,52833,86917411
2023,남,외래,30050,57242,102074,102186,183763264
2023,남,외래,30060,10135,19265,19274,38672881
2023,남,외래,30070,46018,101279,101405,215599284
2023,남,외래,30080,2141,3311,3312,7887268
2023,남,외래,30090,748,1206,1206,2976460
2023,남,외래,30100,16519,27391,27408,73771576
2023,남,외래,30110,217,259,259,722080
2023,남,외래,30120,963,1636,1636,4868291
2023,남,외래,30130,316,487,487,1534706
2023,남,외래,30140,4803,9256,9273,30743385
2023,남,외래,30150,4243,7763,7791,27020605
2023,남,외래,30160,6718,12621,12639,52576981
2023,남,외래,30180,878,1632,1632,8009433
2023,남,외래,30190,32,45,45,285911
2023,남,외래,30671,1,1,1,5200
2023,남,외래,40011,1498137,8179509,8179517,33474012837
2023,남,외래,40012,3843282,24381824,24382528,140472070950
2023,남,외래,40030,9200,70973,70973,315751795
2023,남,외래,40040,26347,115257,115257,469685995
2023,남,외래,40050,181403,803542,803545.5,3230171304
2023,남,외래,40060,1604608,8424238,8424297,36721615291
2023,남,외래,40070,1381911,6351971,6352012.1,28413739875
2023,남,외래,40080,2732928,16873308,16873771.01,75692465200
2023,남,외래,40091,2687567,15058517,15058537,57650779798
2023,남,외래,40092,6370,27296,27299,116928009
2023,남,외래,40100,8103,38992,39007,153138385
2023,남,외래,40120,6,6,6,19734
2023,남,외래,40121,12109,27663,27663,111447826
2023,남,외래,40122,147,793,793,3165957
2023,남,외래,40123,196,581,581,2242305
2023,남,외래,40124,2153,4911,4911,19718495
2023,남,외래,40125,1717,10981,10981,42502149
2023,남,외래,40126,220,498,498,1976836
2023,남,외래,40127,474,1358,1358,5698190
2023,남,외래,40128,125,233,233,918120
2023,남,외래,40129,1465,3536,3536,14085887
2023,남,외래,40131,15907,52789,52796,216803507
2023,남,외래,40132,12788,34186,34186,139705086
2023,남,외래,40133,18847,53446,53457,230706154
2023,남,외래,40134,2403,7543,7544,30900462
2023,남,외래,40302,52,75,75,97500
2023,남,외래,40304,215353,1051253,1051259,11823406057
2023,남,외래,40305,7621,38130,38130,429093414
2023,남,외래,40306,559390,2827294,2827349,13192165687
2023,남,외래,40307,1287126,6601940,6602126,26618231490
2023,남,외래,40311,8,169,169,141960
2023,남,외래,40312,1885315,6381006,6381180,57477374556
2023,남,외래,40313,984859,4336753,4336898,58695510621
2023,남,외래,40321,1563049,8605726,8605872,44128880031
2023,남,외래,40322,129820,597224,597261,3694691319
2023,남,외래,40323,51284,228647,228650,1411166145
2023,남,외래,40400,2529036,4751402,4751483.04,20193194066
2023,남,외래,40700,1230321,5556724,5557225.5,12790992689
2023,남,외래,40701,2698971,13788485,13789367,24491991101
2023,남,외래,40702,44906,114928,114934,249946215
2023,남,외래,40710,382976,1378857,1378859,33310446689
2023,남,외래,40720,47167,233394,233397,9609673044
2023,남,외래,40721,140479,542386,542386,22110181764
2023,남,외래,40730,392,1147,1147,71485311
2023,남,외래,45501,23,59,59,415681
2023,남,외래,45502,5,11,11,178492
2023,남,외래,45520,1,11,11,78056
2023,남,외래,45550,2,7,7,55016
2023,남,외래,45560,5,50,50,718200
2023,남,외래,45571,2150,6593,6731,48849835
2023,남,외래,45572,34,89,89,1209990
2023,남,외래,45580,4,4,4,43120
2023,남,외래,45590,2,4,4,81600
2023,남,외래,45600,3,3,3,38985
2023,남,외래,51010,1,59,59,2502780
2023,남,외래,51030,31,59,69,484175
2023,남,외래,51031,6,6,6,79488
2023,남,외래,51040,4,19,19,875666
2023,남,외래,52050,2,2,2,19700
2023,남,외래,59001,2312,13101,13103,212426140
2023,남,외래,59002,636,4054,4054,66759460
2023,남,외래,59003,1842,7540,7540,288716864
2023,남,외래,59004,2277,9449,9449,363669067
2023,남,외래,59102,3861,4028,4031,43444462
2023,남,외래,59103,2283,11227,11227,240546022
2023,남,외래,60034,2,2,2,91720
2023,남,외래,60043,1,1,1,38560
2023,남,외래,62300,1,1,1,4230
2023,남,외래,62400,1,1,1,4230
2023,남,외래,70010,1,1,2,1180
2023,남,외래,70011,1,1,2,1080
2023,남,외래,70014,15,15,15,300000
2023,남,외래,70030,1,1,2,420
2023,남,외래,70054,2,2,2,6000
2023,남,외래,70061,58,61,61,0
2023,남,외래,70063,1,1,1,0
2023,남,외래,70064,27,27,27,405000
2023,남,외래,70071,25,25,25,0
2023,남,외래,70083,1,1,1,10000
2023,남,외래,70084,1,1,1,10000
2023,남,외래,70098,19,21,21,210000
2023,남,외래,70104,3,3,3,103800
2023,남,외래,70111,5,5,5,0
2023,남,외래,70113,1,1,1,20000
2023,남,외래,70114,1,1,1,20000
2023,남,외래,70514,1,1,1,50000
2023,남,외래,70813,2,2,6,6000
2023,남,외래,70814,20,20,49,49000
2023,남,외래,70823,1,1,75,7500
2023,남,외래,70824,4,4,136,13600
2023,남,외래,71024,6,6,6,60000
2023,남,외래,71034,2,2,2,40000
2023,남,외래,85002,3,3,3,0
2023,남,외래,85004,5,5,5,0
2023,남,외래,85006,5,5,5,0
2023,남,외래,90033,15874,16618,16620,329748310
2023,남,외래,90034,3288,8011,8012,115515800
2023,남,외래,90108,2,2,2,22000
2023,남,외래,90116,4007,4141,4141,18004650
2023,남,외래,90200,19,48,48,853440
2023,남,외래,90216,6535,12514,12514,34397000
2023,남,외래,90220,71,256,256,2344960
2023,남,외래,90221,1,3,3,29940
2023,남,외래,90224,3,15,15,274650
2023,남,외래,90401,1735,2762,2762,98051000
2023,남,외래,90411,1606,2570,2570,116575200
2023,남,외래,90412,6,12,12,272280
2023,남,외래,90421,129,193,193,6407600
2023,남,외래,90422,1,4,4,66400
2023,남,외래,91000,779,7244,7244,689894320
2023,남,외래,91001,2548,4058,4058,11159500
2023,남,외래,91002,663,902,902,2480500
2023,남,외래,91003,18,19,19,52250
2023,남,외래,91004,73,78,78,214500
2023,남,외래,A1547,1,1,1,7470
2023,남,외래,A2550,7,7,7,311920
2023,남,외래,AA100,10873939,17276528,19541964,278732527600
2023,남,외래,AA104,34,34,34,477670
2023,남,외래,AA106,28053,30224,30269,852342300
2023,남,외래,AA107,69460,74355,75153,2331943090
2023,남,외래,AA109,616278,806945,808633,13568047320
2023,남,외래,AA144,3,3,3,35180
2023,남,외래,AA145,6,6,6,70800
2023,남,외래,AA154,21090584,86001479,95473935.12,1566731865776
2023,남,외래,AA155,5081999,8083795,8212881,141456332300
2023,남,외래,AA156,4841547,7993380,8021335,151922526540
2023,남,외래,AA157,2129694,3324790,3337283,69082332030
2023,남,외래,AA164,1,1,1,9590
2023,남,외래,AA165,2,2,2,21400
2023,남,외래,AA200,5555527,19067759,21114193,204351653050
2023,남,외래,AA203,2,2,2,17620
2023,남,외래,AA204,6,6,6,40410
2023,남,외래,AA206,36516,98622,98753,2093527720
2023,남,외래,AA207,95812,275692,279879,6726099640
2023,남,외래,AA209,296734,901645,903301,10551117230
2023,남,외래,AA210,1,1,1,3300
2023,남,외래,AA220,2,2,2,4520
2023,남,외래,AA222,1132077,8348365,8351816,34912533750
2023,남,외래,AA224,15,21,21,62930
2023,남,외래,AA244,1,1,1,7670
2023,남,외래,AA245,11,11,11,95700
2023,남,외래,AA247,1,1,1,12600
2023,남,외래,AA250,873519,5551896,6176438,71236619650
2023,남,외래,AA254,16800489,158215288,175584627.94,2043081922192
2023,남,외래,AA255,3417132,17685786,17922002,218971597650
2023,남,외래,AA256,4199580,21776439,21807858,299369469030
2023,남,외래,AA257,3006684,12882906,12904675,202588131310
2023,남,외래,AA264,7,7,7,38770
2023,남,외래,AA265,13,13,13,83766
2023,남,외래,AB005,1,1,1,1080
2023,남,외래,AB300,1,1,1,34400
2023,남,외래,AB341,2,2,2,226420
2023,남,외래,AB342,1,1,1,87910
2023,남,외래,AB400,42,42,42,1407940
2023,남,외래,AB440,6,6,6,169260
2023,남,외래,AB501,1,1,1,17220
2023,남,외래,AB902,1,1,1,0
2023,남,외래,AC001,28,29,29,349570
2023,남,외래,AC003,1321,1532,1532,17143080
2023,남,외래,AC004,5698,9336,9344,116519680
2023,남,외래,AC005,23190,58545,58550,608334500
2023,남,외래,AC006,10381,20537,20541,205204590
2023,남,외래,AC007,199942,608963,609124,6171413180
2023,남,외래,AC011,11379,16352,16357,329569850
2023,남,외래,AC012,51126,100369,100411,1748221130
2023,남,외래,AC013,6589,10411,10413,149973490
2023,남,외래,AC014,9222,14217,14223,197160200
2023,남,외래,AC015,27363,43147,43177,521687940
2023,남,외래,AC031,5,6,6,1457940
2023,남,외래,AC032,5,5,5,891050
2023,남,외래,AC034,12,12,12,1292520
2023,남,외래,AC202,3,4,4,97880
2023,남,외래,AC301,18614,21858,21891.4,1110382950
2023,남,외래,AC302,5649,6157,6168,303110850
2023,남,외래,AC303,182,193,193,8465560
2023,남,외래,AC304,46,50,50,2179940
2023,남,외래,AC310,1,1,1,2010
2023,남,외래,AC321,1,1,1,2300
2023,남,외래,AC450,2366,2412,2413,84961730
2023,남,외래,AC460,480,546,546,15080520
2023,남,외래,AC470,173,185,185,3594110
2023,남,외래,AE011,1,1,1,63220
2023,남,외래,AE012,46914,50124,50124,2376880080
2023,남,외래,AE021,3,3,3,208440
2023,남,외래,AE022,162228,179199,179207,9668217650
2023,남,외래,AF100,4,4,4,179000
2023,남,외래,AF300,1,1,1,34060
2023,남,외래,AF400,43,53,53,1751650
2023,남,외래,AG113,1,1,1,33920
2023,남,외래,AG311,2,2,2,76740
2023,남,외래,AG313,1,1,1,17010
2023,남,외래,AG411,1,1,1,41350
2023,남,외래,AG413,2,2,2,34540
2023,남,외래,AH001,1616,1630,1631,84306390
2023,남,외래,AH002,731,739,739,126590700
2023,남,외래,AH011,5,5,5,15160
2023,남,외래,AH014,10,10,10,33540
2023,남,외래,AH024,372,416,416,1680100
2023,남,외래,AH034,6,6,6,7770
2023,남,외래,AH040,2,2,2,178080
2023,남,외래,AH041,3,3,3,178080
2023,남,외래,AH042,1,1,1,0
2023,남,외래,AH043,1,1,1,0
2023,남,외래,AH045,1426055,1436525,1437082,17790844740
2023,남,외래,AH046,95129,95507,95529,1152303350
2023,남,외래,AH047,36025,36097,36100,502873000
2023,남,외래,AH048,18,18,18,284580
2023,남,외래,AH050,2529,5383,5385.5,344673350
2023,남,외래,AH054,1,1,1,0
2023,남,외래,AH056,7,7,7,2216690
2023,남,외래,AH078,7,11,11,483450
2023,남,외래,AH100,9,9,9,45270
2023,남,외래,AH111,4,4,4,8720
2023,남,외래,AH112,1,1,1,1320
2023,남,외래,AH114,118187,157154,157178,817325490
2023,남,외래,AH115,204,223,223,1036950
2023,남,외래,AH145,427,783,783,34781670
2023,남,외래,AH146,11,18,18,791100
2023,남,외래,AH147,12,12,12,527400
2023,남,외래,AH171,6,6,6,3240000
2023,남,외래,AH172,74,74,74,19845000
2023,남,외래,AH173,1,1,1,320000
2023,남,외래,AH174,24,25,25,3920000
2023,남,외래,AH200,4732177,29847473,29855642.92,66575526754
2023,남,외래,AH214,265322,441438,441587,1642469590
2023,남,외래,AH215,48,49,49,150920
2023,남,외래,AH222,8,8,8,40720
2023,남,외래,AH224,9,9,9,32760
2023,남,외래,AH225,1,1,1,57410
2023,남,외래,AH234,3,3,3,37140
2023,남,외래,AH240,246,267,267,6333520
2023,남,외래,AH241,9,9,9,195990
2023,남,외래,AH242,2,2,2,54820
2023,남,외래,AH244,2,3,3,61650
2023,남,외래,AH261,1466,1474,1474,8195440
2023,남,외래,AH263,736,772,773,3231140
2023,남,외래,AH265,329,332,332,4624760
2023,남,외래,AH266,482,496,496,5981760
2023,남,외래,AH267,26,26,26,321880
2023,남,외래,AH270,2294,2309,2309,11551610
2023,남,외래,AH271,27659,28165,28209,146665410
2023,남,외래,AH272,3089,3304,3306,12020140
2023,남,외래,AH273,71573,83323,83373,310141480
2023,남,외래,AH274,962,964,966,4816910
2023,남,외래,AH275,103,103,103,534880
2023,남,외래,AH276,512,548,548,1985440
2023,남,외래,AH277,211,232,232,862690
2023,남,외래,AH321,1,1,1,31220
2023,남,외래,AH322,88,91,91,2934470
2023,남,외래,AH361,1,1,1,5770
2023,남,외래,AH362,1,1,1,5200
2023,남,외래,AH364,22,24,24,89280
2023,남,외래,AH374,46,57,57,236550
2023,남,외래,AH3B2,3,3,3,205800
2023,남,외래,AH410,454533,548362,548874.14,6796833193
2023,남,외래,AH411,25978,30029,30047,362917640
2023,남,외래,AH412,18472,20453,20455,284938150
2023,남,외래,AH413,444,454,456,7209360
2023,남,외래,AH415,6,6,6,61920
2023,남,외래,AH420,17072,21624,21636.25,535482073
2023,남,외래,AH421,5772,6985,6989,168194290
2023,남,외래,AH422,764,860,860,23968200
2023,남,외래,AH423,54,55,55,1738550
2023,남,외래,AH4A1,10,10,10,165150
2023,남,외래,AH4A2,8,8,8,114960
2023,남,외래,AH4B1,5,5,5,67050
2023,남,외래,AH500,740,4049,4057,60745120
2023,남,외래,AH501,1,1,1,14880
2023,남,외래,AH510,104,105,105,344400
2023,남,외래,AH511,1,1,1,15810
2023,남,외래,AH512,90,90,90,1253700
2023,남,외래,AH513,145,146,146,1760760
2023,남,외래,AH514,4,4,4,49520
2023,남,외래,AH521,3,3,3,244650
2023,남,외래,AH522,235,238,238,17628660
2023,남,외래,AH600,915,4461,4490,50564920
2023,남,외래,AH700,816,1046,1049,11331460
2023,남,외래,AH800,83,85,85,529420
2023,남,외래,AH900,924,1414,1416,9076980
2023,남,외래,AI010,1,1,1,4910
2023,남,외래,AI011,1,1,1,1120
2023,남,외래,AI030,12,12,18,77160
2023,남,외래,AI031,1,1,1,1120
2023,남,외래,AI032,1,1,1,2720
2023,남,외래,AI100,4270,4369,4367.83,563188047
2023,남,외래,AI101,5284,5535,5536,951693760
2023,남,외래,AI102,4753,5153,5153,1107328170
2023,남,외래,AI103,2179,2327,2326.88,600032545
2023,남,외래,AI104,490,514,514,154636900
2023,남,외래,AI105,149,156,156,53637480
2023,남,외래,AI106,104,129,129,49898490
2023,남,외래,AI200,9,9,9,1052550
2023,남,외래,AI301,29,31,31,3049160
2023,남,외래,AI302,16,16,16,2098240
2023,남,외래,AI410,1,1,1,30740
2023,남,외래,AJ001,1,1,1,21680
2023,남,외래,AJ031,2,2,2,47180
2023,남,외래,AJ200,2,2,2,142370
2023,남,외래,AK034,29,30,30,707700
2023,남,외래,AL010,49,56,58,14340
2023,남,외래,AL020,2450643,6896486,6905290.92,1202064624
2023,남,외래,AL100,1518200,4402972,4416398,176655920
2023,남,외래,AL200,2813098,8002709,8014716,400735710
2023,남,외래,AL300,2946269,7790636,7825796.56,553688905
2023,남,외래,AL400,15539,26318,26354.5,5797540
2023,남,외래,AL401,1,1,1,470
2023,남,외래,AL551,5,5,5,10650
2023,남,외래,AL651,18,18,18,26640
2023,남,외래,AL686,1,1,1,15060
2023,남,외래,AL701,4,4,4,210
2023,남,외래,AL724,1,1,2,1480
2023,남,외래,AL750,1,1,1,820
2023,남,외래,AL751,7,7,7,5740
2023,남,외래,AL801,14461653,59136237,59155621,13013765350
2023,남,외래,AL802,37651,68696,68701,32303080
2023,남,외래,AL803,129869,253783,253808,159922600
2023,남,외래,AL804,52633,80007,80007,64798000
2023,남,외래,AL805,83206,140027,140059,133042010
2023,남,외래,AL806,28273,40887,40887,45791970
2023,남,외래,AL807,258372,820683,820739,1050487240
2023,남,외래,AL808,34968,49523,49527,67851350
2023,남,외래,AL809,20533,24945,24945,38165850
2023,남,외래,AL810,65199,140444,140454,235953960
2023,남,외래,AL811,16055,19829,19829,36485320
2023,남,외래,AL812,19066,26715,26774,53547680
2023,남,외래,AL813,14695,18690,18694,39257400
2023,남,외래,AL824,278492,1408014,1408304,3084168448
2023,남,외래,AL825,51563,143602,143611,323117900
2023,남,외래,AL828,1,1,1,2940
2023,남,외래,AL836,384458,2381941,2382448,5860744550
2023,남,외래,AL837,69929,216861,216907,641774060
2023,남,외래,AL851,11,11,11,6720
2023,남,외래,AL874,1,1,1,5610
2023,남,외래,AL900,16622,59418,135597,583068920
2023,남,외래,AM100,40,42,42,952690
2023,남,외래,AN200,5367,55781,56079,4276315220
2023,남,외래,AN300,4223,50640,50730,3420707240
2023,남,외래,AN400,8061,60336,60465,2936345790
2023,남,외래,AN500,13908,86919,87051,4169457310
2023,남,외래,AP010,1196,9494,9585,84184510
2023,남,외래,AP130,314,1530,1535,46337300
2023,남,외래,AP170,336,2749,2766,247149820
2023,남,외래,AP180,35,35,35,4662080
2023,남,외래,AP181,69,143,143,13303570
2023,남,외래,AP190,136,231,232,12316880
2023,남,외래,AP230,593,3063,3064,95123530
2023,남,외래,AP270,594,4591,4609,412005030
2023,남,외래,AP280,203,205,205,27312130
2023,남,외래,AP281,78,144,144,13340540
2023,남,외래,AP290,341,786,786,41728740
2023,남,외래,AP330,124,462,462,14900970
2023,남,외래,AP370,141,968,970,86781300
2023,남,외래,AP380,73,73,73,10671490
2023,남,외래,AP381,12,15,15,1386750
2023,남,외래,AP390,71,83,83,4406470
2023,남,외래,AP430,120,492,492,15870400
2023,남,외래,AP470,134,1033,1050,95653990
2023,남,외래,AP480,71,72,72,10073390
2023,남,외래,AP481,9,27,27,2759130
2023,남,외래,AP490,48,55,55,2934250
2023,남,외래,AP501,2542,2650,2650,99269000
2023,남,외래,AP502,35591,262601,262678,8200807160
2023,남,외래,AP503,22864,33752,40024,1350009520
2023,남,외래,AP506,1,1,1,201700
2023,남,외래,AP601,404,414,414,14274720
2023,남,외래,AP602,7230,52324,52340,1503728200
2023,남,외래,AP603,2475,3177,4734,143724240
2023,남,외래,AP606,41,41,42,8145900
2023,남,외래,AP701,305,316,316,7348920
2023,남,외래,AP702,1,30,30,503400
2023,남,외래,AP706,1,1,1,186190
2023,남,외래,AP801,11,12,12,237960
2023,남,외래,AP802,13,47,47,776910
2023,남,외래,AP900,12801,15345,15345,578353050
2023,남,외래,AP901,727,1145,1145,12857950
2023,남,외래,AP902,539,721,721,17753540
2023,남,외래,AP911,723,1138,1138,12767240
2023,남,외래,AP912,500,681,681,16899940
2023,남,외래,AR402,1,1,1,10760
2023,남,외래,AR403,1,1,1,7320
2023,남,외래,AU200,5,5,5,135000
2023,남,외래,AU201,2,2,2,44320
2023,남,외래,AU205,4,4,4,1840
2023,남,외래,AU210,1402473,5796806,5817080,47292854620
2023,남,외래,AU211,1792057,7502066,7523942.3,50861849618
2023,남,외래,AU212,622998,2736871,2741364,17544729600
2023,남,외래,AU213,36497,161385,161571,718990950
2023,남,외래,AU214,1266100,6048119,6064350,3153462000
2023,남,외래,AU215,2037974,8031967,7997247.5,1279337775
2023,남,외래,AU230,77156,323927,323986,1380180360
2023,남,외래,AU231,259876,1135158,1137405,4037787750
2023,남,외래,AU232,1494144,6640371,6649963,22277376000
2023,남,외래,AU233,1224390,5611275,5617425,13088597921
2023,남,외래,AU271,37617,127340,127384,426736400
2023,남,외래,AU272,43501,147312,147346,343316180
2023,남,외래,AU273,53858,171647,171784,113377440
2023,남,외래,AU274,141499,473297,479989,72002850
2023,남,외래,AU301,7,7,7,13860
2023,남,외래,AU311,3327745,14892144,14934089,9856499010
2023,남,외래,AU312,2500740,11706862,11726723,3518017200
2023,남,외래,AU313,1902138,8894954,8918501,624294840
2023,남,외래,AU401,7,7,7,12040
2023,남,외래,AU403,2,2,2,500
2023,남,외래,AU411,2928173,12972423,13011640,7416635010
2023,남,외래,AU412,2521858,11673773,11695577,3742584640
2023,남,외래,AU413,1939947,9183095,9196298,735703910
2023,남,외래,AU801,6,6,6,9600
2023,남,외래,AU810,310543,776100,797019,350688360
2023,남,외래,AU911,36750,117957,120613,366663520
2023,남,외래,AU912,373813,1067766,1098806,2955788140
2023,남,외래,AU913,172187,628773,641976,1502223840
2023,남,외래,AU931,149547,370470,384287,1521776520
2023,남,외래,AU932,83185,196468,201588,705558000
2023,남,외래,AU933,80653,209163,211145,643992250
2023,남,외래,AU951,47,59,59,103250
2023,남,외래,AU952,874,1545,1545,2394750
2023,남,외래,AU953,173,270,270,361800
2023,남,외래,AY100,9,9,9,270000
2023,남,외래,AY102,15,15,15,225000
2023,남,외래,AY200,295,308,308,23295000
2023,남,외래,AY201,110,115,2285,2997020
2023,남,외래,AZ002,1,1,1,0
2023,남,외래,AZ100,22624,25114,25127,970866900
2023,남,외래,AZ101,6233,6266,6267,150408000
2023,남,외래,AZ102,2033,2056,2056,49344000
2023,남,외래,AZ110,325,327,327,7848000
2023,남,외래,AZ120,141,141,141,8941890
2023,남,외래,AZ130,1801,1817,1818,43634400
2023,남,외래,AZ131,24,24,24,2234880
2023,남,외래,AZ132,130,131,131,7484030
2023,남,외래,AZ200,3343,3556,3557,138043370
2023,남,외래,AZ201,2227,2245,2247,52829320
2023,남,외래,AZ202,371,375,375,8816250
2023,남,외래,AZ210,133,134,134,3150340
2023,남,외래,AZ220,3,5,5,191330
2023,남,외래,AZ230,866,883,883,20759330
2023,남,외래,AZ231,7,7,7,647920
2023,남,외래,AZ232,214,219,219,12388830
2023,남,외래,AZ300,2,2,2,89620
2023,남,외래,B0001,27,27,27,421772
2023,남,외래,B0010,623,684,702,323303
2023,남,외래,B0020,324,354,373.4,490066
2023,남,외래,B0030,1121,1365,1376.7,816776
2023,남,외래,B0041,291,311,314.8,24429
2023,남,외래,B0042,148,148,148,128478
2023,남,외래,B0043,3,3,3.3,4719
2023,남,외래,B0044,312,462,508.2,528528
2023,남,외래,B0130,1,1,1,51900
2023,남,외래,B0280,1,1,1,633
2023,남,외래,B0301,4,4,4.4,13761
2023,남,외래,B0302,1,1,1,337870
2023,남,외래,B0311,106,134,134.4,282978
2023,남,외래,B0520,10,10,10,29100
2023,남,외래,B0521,1,1,1.1,0
2023,남,외래,B0650,1,1,1.1,1188
2023,남,외래,B0651,3,3,3.3,11583
2023,남,외래,B0653,1,1,1,5772
2023,남,외래,B0670,1,1,2,2616
2023,남,외래,B1000,21,21,40.4,4746
2023,남,외래,B1010,1634,2015,2018.2,60584
2023,남,외래,B1020,2096,2570,2688.6,211548
2023,남,외래,B1030,931,1654,1800.7,371768
2023,남,외래,B1033,26,27,29.4,24681
2023,남,외래,B1034,16,17,18.5,11220
2023,남,외래,B1040,1366,1658,1733.5,25117
2023,남,외래,B1050,2070,2549,2553.2,208282
2023,남,외래,B1060,2407,3038,3094.9,869136
2023,남,외래,B1070,76,78,85.8,82533
2023,남,외래,B1090,35,39,46,819443
2023,남,외래,B1091,2276,3300,8954.7,484121
2023,남,외래,B1092,120,120,132,442200
2023,남,외래,B1100,53,57,62.4,279806
2023,남,외래,B1113,1,1,1,54947
2023,남,외래,B1187,1,1,1.1,4840
2023,남,외래,B1220,455,561,562.8,0
2023,남,외래,B1230,475,580,582.5,19527
2023,남,외래,B1540,2,2,2.2,4719
2023,남,외래,B1580,1,1,1,8878
2023,남,외래,B1601,12,14,15.4,41888
2023,남,외래,B1781,1,1,1,19688
2023,남,외래,B2000,172,185,199.2,171553
2023,남,외래,B2001,2,2,2.2,2772
2023,남,외래,B2002,11,14,29.7,73788
2023,남,외래,B2010,46,46,49.4,29877
2023,남,외래,B2021,13,13,13.1,1133
2023,남,외래,B2024,2,2,2.1,0
2023,남,외래,B2491,8,11,11,153318
2023,남,외래,B2500,1,1,1,1748
2023,남,외래,B2510,3,3,3,6969
2023,남,외래,B2521,249,263,288.9,20694
2023,남,외래,B2522,17,24,25,22191
2023,남,외래,B2550,4,4,4.3,6764
2023,남,외래,B2561,10,12,13.2,20636
2023,남,외래,B2570,3845,4886,4889.8,121069
2023,남,외래,B2580,3906,4945,4954.7,113967
2023,남,외래,B2590,343,387,387.1,2563
2023,남,외래,B2601,10,12,13.2,19404
2023,남,외래,B2602,1743,2189,2190.1,19261
2023,남,외래,B2610,232,287,314,989502
2023,남,외래,B2611,429,529,530.3,66297
2023,남,외래,B2612,1,1,1.1,4631
2023,남,외래,B2621,414,514,514.2,10065
2023,남,외래,B2630,244,262,262.4,35502
2023,남,외래,B2640,3,3,3.2,32765
2023,남,외래,B2710,3355,4277,4279.9,97541
2023,남,외래,B2730,36,37,38.2,76195
2023,남,외래,B2740,15,16,17.3,26848
2023,남,외래,B2750,4,4,4.4,12848
2023,남,외래,B2760,4,4,4.4,7656
2023,남,외래,B2770,26,29,30.6,39688
2023,남,외래,B2790,1,1,1,1553
2023,남,외래,B2800,1,1,1,1553
2023,남,외래,B2810,1,1,1,1553
2023,남,외래,B2820,1,1,1.1,1364
2023,남,외래,B2830,2,2,2.2,1364
2023,남,외래,B2850,3,3,3.3,4983
2023,남,외래,B2860,1,1,1,2795
2023,남,외래,B2870,1,1,1,3002
2023,남,외래,B2903,8,10,10.5,30900
2023,남,외래,B2910,5,9,9.9,48081
2023,남,외래,B2916,34,36,39.6,203148
2023,남,외래,B3000,1,1,1.1,10219
2023,남,외래,B3001,2,2,2,25289
2023,남,외래,B3020,1,1,1.1,16104
2023,남,외래,B3040,5,5,5.5,199892
2023,남,외래,B3050,10,10,11,111496
2023,남,외래,B3060,16,16,17,183289
2023,남,외래,B3070,10,10,11,50490
2023,남,외래,B3110,2,2,1.5,1491
2023,남,외래,B3120,71,93,102.1,569029
2023,남,외래,B3221,1,4,4.4,20680
2023,남,외래,B3222,1,2,2.2,0
2023,남,외래,B4030,11,11,11,25938
2023,남,외래,B4051,120,127,140.4,61834
2023,남,외래,B4052,17,18,19.3,355473
2023,남,외래,B4054,6,6,6.6,0
2023,남,외래,B4101,69,72,72.2,8302
2023,남,외래,B4102,38,40,40,308346
2023,남,외래,B4106,1,1,1.1,1815
2023,남,외래,B4107,5,5,5,33695
2023,남,외래,B4111,3,3,3.3,4158
2023,남,외래,B4112,2,2,2.2,4422
