진료년도,성별,입원외래구분,행위코드,환자수,명세서청구건수,의료행위총사용량,의료행위청구금액
2023,남,입원,F6912,1720,1738,1807,38708223
2023,남,입원,F6913,23,23,23,530587
2023,남,입원,F6914,696,705,726,33477675
2023,남,입원,F6915,1057,1072,1144.1,20048679
2023,남,입원,F6917,3,3,3,68107
2023,남,입원,F6918,79,83,86,1917705
2023,남,입원,F6921,3,3,6,139800
2023,남,입원,F6923,23,23,27,1515233
2023,남,입원,F6931,2084,2140,2307.15,50322083
2023,남,입원,F6932,285,303,348.25,6747660
2023,남,입원,F6933,12,12,12,713901
2023,남,입원,F6951,4,4,4,80938
2023,남,입원,F6952,4,4,4.1,177288
2023,남,입원,F6953,34,34,34,1389245
2023,남,입원,F6954,11404,12518,13840.45,277356172
2023,남,입원,F6955,90,90,93,1518720
2023,남,입원,F6961,1,1,3,126477
2023,남,입원,F6962,208,221,229.55,5328247
2023,남,입원,F6963,48,60,71,1197474
2023,남,입원,F6970,1,1,1,15470
2023,남,입원,F6971,20,20,20.3,304045
2023,남,입원,F7340,3666,3701,3747.8,276509787
2023,남,입원,FA111,320,329,339.25,36828822
2023,남,입원,FA112,432,442,456.1,50522844
2023,남,입원,FA113,216,220,221.25,23421102
2023,남,입원,FA114,15,15,15,1570275
2023,남,입원,FA115,1,1,1,80886
2023,남,입원,FA141,20554,22728,25330.15,3146018786
2023,남,입원,FA142,10568,11848,18387.18,4595593752
2023,남,입원,FA144,27242,30702,37757.26,3280767451
2023,남,입원,FA145,23319,26224,31554.34,7214317116
2023,남,입원,FA147,69,69,71,8374642
2023,남,입원,FA148,108,112,121.15,31765772
2023,남,입원,FA181,3402,3622,3969.46,289817622
2023,남,입원,FA182,363,370,383.8,28526755
2023,남,입원,FA183,6095,6531,6907.4,352890929
2023,남,입원,FA184,254,266,295.05,13861980
2023,남,입원,FB001,5899,6104,6396.13,1592171970
2023,남,입원,FB002,1762,1809,1912.2,207371797
2023,남,입원,FB003,1245,1280,1305.6,157177983
2023,남,입원,FB004,121,163,175,10127359
2023,남,입원,FB005,125,126,130.3,16393209
2023,남,입원,FB011,6445,7900,8785.39,208204062
2023,남,입원,FB012,1731,1955,2024.35,82834629
2023,남,입원,FB013,1890,2578,2659.45,185946208
2023,남,입원,FB021,12754,15902,18202.7,438610328
2023,남,입원,FB022,4592,5686,6223.45,351058466
2023,남,입원,FB030,8721,9876,16436.73,408785165
2023,남,입원,FB040,4302,4845,5420.65,227989022
2023,남,입원,FB050,26,26,27,1641610
2023,남,입원,FB060,3633,4498,4712.4,316972659
2023,남,입원,FX661,6643,8097,17135.05,49511942
2023,남,입원,FX662,1,1,1,10738
2023,남,입원,FX663,3176,4066,4532.45,57894364
2023,남,입원,FX682,28,31,72,14070888
2023,남,입원,FX685,92,96,100.3,8472888
2023,남,입원,FX700,1,1,1,50986
2023,남,입원,FX702,3030,3133,3146.6,55560007
2023,남,입원,FX703,153,157,157.5,3376338
2023,남,입원,FX704,2811,4658,4812.15,94733288
2023,남,입원,FX705,79,79,128,41378814
2023,남,입원,FX731,279,341,512.3,21755596
2023,남,입원,FX732,1,1,1,94250
2023,남,입원,FX811,216,217,217,4125247
2023,남,입원,FX812,1,1,1,24453
2023,남,입원,FY331,260,269,319.2,73579813
2023,남,입원,FY332,248,249,252,58272000
2023,남,입원,FY333,51,53,61.25,7415506
2023,남,입원,FY681,1064,1078,2819,385358286
2023,남,입원,FY682,7805,8074,28001.6,5025664583
2023,남,입원,FY683,601,656,690.5,11916177
2023,남,입원,FY684,436,472,492.05,8242043
2023,남,입원,FY685,11360,13230,13756.68,304642194
2023,남,입원,FY686,8424,9920,10360.91,263606442
2023,남,입원,FY687,18030,19039,21375.17,399555814
2023,남,입원,FY688,24925,26082,28943.35,537171534
2023,남,입원,FY689,13,13,14,230478
2023,남,입원,FY690,41,41,68.25,675641
2023,남,입원,FY701,33,33,35,602000
2023,남,입원,FY704,1,1,1,15084
2023,남,입원,FY709,2,2,2,26088
2023,남,입원,FY711,2,2,2,22200
2023,남,입원,FY713,20,20,20,392920
2023,남,입원,FY719,3,3,3,32604
2023,남,입원,FY731,1,1,1,22692
2023,남,입원,FY738,14,14,16,835000
2023,남,입원,FY739,17,18,19,831600
2023,남,입원,FY741,1,1,1,12828
2023,남,입원,FY751,11813,17807,23951.17,113930134
2023,남,입원,FY752,35137,50256,116620.38,1300640588
2023,남,입원,FY753,20859,41731,114527.94,1808321833
2023,남,입원,FY754,2351,2555,2986.95,72158203
2023,남,입원,FY755,3661,5490,6036.25,190499194
2023,남,입원,FY756,1727,1804,2023.6,90010589
2023,남,입원,FY831,28,28,28.25,1100400
2023,남,입원,FY841,800,850,896.05,32336008
2023,남,입원,FY842,27,27,27,720800
2023,남,입원,FY849,2498,3031,3404.1,114111076
2023,남,입원,FY861,221,234,243.4,12848056
2023,남,입원,FY862,26764,27875,28801.6,765498744
2023,남,입원,FY881,3,3,3,94200
2023,남,입원,FY882,60,76,76,87800
2023,남,입원,FY883,193,196,196,6343640
2023,남,입원,FY884,143,147,147,3643900
2023,남,입원,FY891,504,554,620,15193620
2023,남,입원,FY892,156,157,157,5608080
2023,남,입원,FY893,57,57,57,1144700
2023,남,입원,FY894,250,263,298,7017980
2023,남,입원,FY895,28,32,33,647300
2023,남,입원,FZ036,1,1,1,20000
2023,남,입원,FZ111,6,7,8,297600
2023,남,입원,FZ112,1,1,1,45000
2023,남,입원,FZ431,1,1,1,0
2023,남,입원,FZ671,73,73,76,8307500
2023,남,입원,FZ672,348,405,452,15834410
2023,남,입원,FZ681,33,33,33,594000
2023,남,입원,FZ685,416,608,614,18305320
2023,남,입원,FZ686,90,90,96,6817584
2023,남,입원,FZ688,263,284,300,16757220
2023,남,입원,FZ689,1325,1776,2027,135657740
2023,남,입원,FZ690,11,11,11,980740
2023,남,입원,FZ692,1,1,1,100000
2023,남,입원,FZ693,90,128,128,4952000
2023,남,입원,FZ694,28,31,31,770000
2023,남,입원,FZ695,444,487,491.3,88481000
2023,남,입원,FZ696,1,1,1,35000
2023,남,입원,FZ700,2,2,2,100000
2023,남,입원,FZ701,2,2,2,100000
2023,남,입원,FZ702,1761,1813,1814,767928030
2023,남,입원,FZ709,58,58,58,6062600
2023,남,입원,FZ713,29,29,29,870000
2023,남,입원,FZ714,578,585,724,87379310
2023,남,입원,FZ731,162,192,216,18947080
2023,남,입원,FZ732,9,9,9,2520000
2023,남,입원,FZ733,122,124,338,18962200
2023,남,입원,FZ734,3702,3793,4391.35,256281538
2023,남,입원,FZ735,1515,4110,4116,94139310
2023,남,입원,FZ736,28184,113372,114545.6,5471412060
2023,남,입원,FZ737,10,10,10,459800
2023,남,입원,FZ811,1,1,1,100000
2023,남,입원,G0001,4128,4192,4598.15,218819192
2023,남,입원,G0011,154,232,307.5,68725
2023,남,입원,G0012,33,36,54,17700
2023,남,입원,G0013,3,3,3,1360
2023,남,입원,G0014,7,8,8,4240
2023,남,입원,G0015,1,1,1,630
2023,남,입원,G0050,59,87,103,1352184
2023,남,입원,G0051,5,5,6.3,111696
2023,남,입원,G0400,86079,87430,89499,1764528945
2023,남,입원,G0430,13802,15567,17584.28,427349921
2023,남,입원,G0440,38172,44253,55525.28,2714524618
2023,남,입원,G0501,2218,2333,2919.6,15526188
2023,남,입원,G0502,300,302,348.7,2575943
2023,남,입원,G0503,1108,1176,1391.8,12220198
2023,남,입원,G0504,15,15,18.2,174621
2023,남,입원,G0505,8,8,8.2,89112
2023,남,입원,G1001,1495,1551,2433.19,12594065
2023,남,입원,G1002,9047,9639,11327.94,82553680
2023,남,입원,G1003,2206,2288,3067.5,26310634
2023,남,입원,G1004,48,48,50,463600
2023,남,입원,G1005,3,3,3,34470
2023,남,입원,G1101,11967,12928,18013.27,93664610
2023,남,입원,G1102,22171,24288,29101.15,212611123
2023,남,입원,G1103,7199,7632,8200.45,72948574
2023,남,입원,G1104,54482,57515,60168.52,595632676
2023,남,입원,G1105,6098,6168,6351.62,71850007
2023,남,입원,G1201,45593,50985,60494.45,317467780
2023,남,입원,G1202,6354,6919,7750.05,58247895
2023,남,입원,G1203,14408,15236,16907.65,149590172
2023,남,입원,G1204,940,1138,1196,12693297
2023,남,입원,G1205,21,25,27,332093
2023,남,입원,G1301,412,420,587.35,3268157
2023,남,입원,G1302,162,164,184.15,1414080
2023,남,입원,G1303,737,752,773,7152351
2023,남,입원,G1304,113,113,115.15,1209880
2023,남,입원,G1305,1702,1741,1757.9,21136075
2023,남,입원,G1401,608,622,703.1,3648671
2023,남,입원,G1402,117,119,136.65,968471
2023,남,입원,G1403,3052,3130,3436.06,29616987
2023,남,입원,G1404,474,497,602.25,5895164
2023,남,입원,G1405,61,68,81.75,919492
2023,남,입원,G1501,347,354,419.65,2212333
2023,남,입원,G1502,48,49,54.4,391425
2023,남,입원,G1503,91,95,112.2,932875
2023,남,입원,G1504,4,4,4,38531
2023,남,입원,G1601,20,20,27.3,138947
2023,남,입원,G1602,81,84,139.1,985268
2023,남,입원,G1603,2,2,2,18194
2023,남,입원,G1604,241,246,270.85,2698295
2023,남,입원,G1605,19,19,19,221651
2023,남,입원,G1701,88,88,94,495732
2023,남,입원,G1702,247,316,358.25,2545464
2023,남,입원,G1703,6,6,6,51478
2023,남,입원,G1801,10411,11941,15696.13,82711958
2023,남,입원,G1802,29352,31849,38998.55,291747722
2023,남,입원,G1803,727,754,838.85,7466608
2023,남,입원,G1804,105,110,122.45,1184675
2023,남,입원,G1805,17,17,17.15,189013
2023,남,입원,G1901,2168,2281,3220.38,17153209
2023,남,입원,G1902,16,16,16,120897
2023,남,입원,G1903,35,36,38,320343
2023,남,입원,G1904,4,4,4,40641
2023,남,입원,G1905,13,13,13,152594
2023,남,입원,G2001,6886,7291,8683.23,44416834
2023,남,입원,G2002,370,377,421.75,3113683
2023,남,입원,G2003,9,9,9,78121
2023,남,입원,G2004,4,4,4,37238
2023,남,입원,G2101,2026650,3265492,7713685.023,62341270924
2023,남,입원,G2102,493098,638370,931464.67,10439236118
2023,남,입원,G2103,84959,102493,177945.58,2361765416
2023,남,입원,G2104,10465,11931,21320.65,326617870
2023,남,입원,G2105,2880,3035,4606.05,80780970
2023,남,입원,G2301,300,331,1173.25,6248689
2023,남,입원,G2302,19,19,22,165466
2023,남,입원,G2401,405488,588723,1328049.418,6964666727
2023,남,입원,G2402,554768,747432,1333694.91,9911775990
2023,남,입원,G2403,1695,1781,2069.1,18418541
2023,남,입원,G2404,1701,1782,1968.3,20008593
2023,남,입원,G2405,156,160,172.3,1987764
2023,남,입원,G2501,170231,215484,336988.26,1759643258
2023,남,입원,G2502,6602,7115,9701.85,72215027
2023,남,입원,G2503,376,398,406.95,3466380
2023,남,입원,G2504,122,126,128.6,1314924
2023,남,입원,G2505,88,89,94.6,1128370
2023,남,입원,G2701,3,3,5,73386
2023,남,입원,G2702,255,256,467,10341528
2023,남,입원,G2706,33,34,35.55,1032298
2023,남,입원,G2707,4,4,4,74945
2023,남,입원,G2708,8,8,8,285792
2023,남,입원,G2709,1,1,1,27547
2023,남,입원,G3101,5068,5591,12562.7,81632783
2023,남,입원,G3102,21062,24134,44003.06,405682890
2023,남,입원,G3103,3228,3659,6633.7,70678011
2023,남,입원,G3104,991,1054,1458.45,18073166
2023,남,입원,G3105,170,174,221,3047288
2023,남,입원,G3201,5923,6178,9320.7,60740298
2023,남,입원,G3202,5647,6006,8800.68,81026178
2023,남,입원,G3203,722,766,1215.25,13083375
2023,남,입원,G3204,668,695,907,11536161
2023,남,입원,G3205,73,76,96,1358366
2023,남,입원,G3301,32383,34488,58551.85,380375090
2023,남,입원,G3302,58595,65951,94610.65,871839979
2023,남,입원,G3303,30823,32766,49511.53,530156422
2023,남,입원,G3304,30460,32294,45680.54,559139960
2023,남,입원,G3305,14258,15000,21447.65,298098483
2023,남,입원,G3401,1333,1351,1541.35,10049409
2023,남,입원,G3402,1665,1728,1987.6,18461678
2023,남,입원,G3403,116,119,159.2,1723826
2023,남,입원,G3404,7,7,9,105170
2023,남,입원,G3405,1,1,1,14180
2023,남,입원,G3501,931,955,1429.25,9365413
2023,남,입원,G3502,2354,2487,3464.7,31830972
2023,남,입원,G3503,35977,39289,52579.08,572908696
2023,남,입원,G3504,1097,1150,1498.8,18582168
2023,남,입원,G3505,1351,1387,1689.25,23864810
2023,남,입원,G3901,1816,1949,3239,21292876
2023,남,입원,G3902,1080,1171,1796.55,16847083
2023,남,입원,G3903,294,319,506.3,5426560
2023,남,입원,G3904,118,135,224.4,2815705
2023,남,입원,G3905,64,64,85,1167768
2023,남,입원,G4001,48,49,72,464893
2023,남,입원,G4002,18,20,31,285046
2023,남,입원,G4003,41,44,51,526739
2023,남,입원,G4101,12541,12989,19193.7,128513716
2023,남,입원,G4102,65876,73837,92058.48,866251634
2023,남,입원,G4103,17913,18192,18583.34,206120544
2023,남,입원,G4104,34019,35893,37531.17,470228536
2023,남,입원,G4105,37309,38629,39120.44,552337409
2023,남,입원,G4201,1056,1104,1460.5,9629871
2023,남,입원,G4202,997,1026,1303.9,12005625
2023,남,입원,G4203,62,63,86.3,977164
2023,남,입원,G4204,115,123,128.05,1543023
2023,남,입원,G4205,20,21,22.25,304658
2023,남,입원,G4301,1584,1619,2049.51,13396233
2023,남,입원,G4302,29237,31666,36726.67,341141787
2023,남,입원,G4303,126,133,168.85,1917663
2023,남,입원,G4304,3133,3269,3630.8,45344973
2023,남,입원,G4305,675,722,793.2,11434569
2023,남,입원,G4401,2003,2073,2789.3,17868412
2023,남,입원,G4402,39219,44375,59418.93,547426475
2023,남,입원,G4403,221,227,279.66,2991778
2023,남,입원,G4404,4588,4873,5951.6,73767202
2023,남,입원,G4405,1378,1422,1556.1,21893811
2023,남,입원,G4501,9589,9982,13640.26,85468687
2023,남,입원,G4502,202331,229117,281295.14,2607129315
2023,남,입원,G4503,3918,4078,4167.25,45381938
2023,남,입원,G4504,90346,97076,103753.52,1289878618
2023,남,입원,G4505,74620,77918,79118.02,1108040433
2023,남,입원,G4601,3527,3637,5604.71,37357615
2023,남,입원,G4602,33009,35628,42311.75,397431013
2023,남,입원,G4603,258,265,280.65,3095972
2023,남,입원,G4604,11410,11848,12952.39,163298016
2023,남,입원,G4605,5913,6081,6328.55,90704695
2023,남,입원,G4701,1366,1423,1587.85,10399119
2023,남,입원,G4702,9135,9567,10983.2,101673696
2023,남,입원,G4703,359,373,407.19,4486634
2023,남,입원,G4704,282,288,316,3994054
2023,남,입원,G4705,8,8,8.25,114875
2023,남,입원,G4901,1884,1965,2392.06,16056167
2023,남,입원,G4902,27226,28358,31582.17,293395875
2023,남,입원,G4903,838,886,1090.1,12386541
2023,남,입원,G4904,754,773,788.45,10012515
2023,남,입원,G4905,7315,7688,8436.85,120483869
2023,남,입원,G5001,143,157,504,3141265
2023,남,입원,G5002,867,895,1087.45,10026467
2023,남,입원,G5003,188,190,200.5,2122260
2023,남,입원,G5004,2,2,2,25113
2023,남,입원,G5005,2,2,2,30752
2023,남,입원,G5101,111934,125268,144912.18,937694062
2023,남,입원,G5102,13280,14094,17609.37,163492441
2023,남,입원,G5103,14529,15713,19180.66,206801285
2023,남,입원,G5104,1998,2062,2271.82,28151175
2023,남,입원,G5105,7730,8617,11983.17,169188189
2023,남,입원,G5201,33422,39479,85982.53,554268399
2023,남,입원,G5202,34187,42122,73043.36,661488523
2023,남,입원,G5203,12958,14409,19587.32,208406294
2023,남,입원,G5204,3215,3451,4141.049,50774937
2023,남,입원,G5205,1564,1709,2362.22,32459239
2023,남,입원,G5501,8474,11730,60970.1,1072112684
2023,남,입원,G5601,10729,11272,14889.2,88344751
2023,남,입원,G5602,2259,2401,3658.5,31421043
2023,남,입원,G5603,3882,4036,5374.25,54371652
2023,남,입원,G5604,666,788,1059.85,11606965
2023,남,입원,G5605,135,143,155,1958846
2023,남,입원,G6101,1046,1067,1654.03,9868006
2023,남,입원,G6102,14761,15593,23470,197539533
2023,남,입원,G6103,624,648,849.45,8510841
2023,남,입원,G6104,8452,9125,14646.3,167862824
2023,남,입원,G6105,181,186,198,2533642
2023,남,입원,G6201,1759,1810,2935.02,17461365
2023,남,입원,G6202,21058,22832,35261.36,295866634
2023,남,입원,G6203,2325,2398,3611.7,35747597
2023,남,입원,G6204,28020,30429,49261.14,561722210
2023,남,입원,G6205,1433,1534,2004.5,25691286
2023,남,입원,G6301,1670,1732,2857.1,17232491
2023,남,입원,G6302,12542,13582,20836.28,175598991
2023,남,입원,G6303,338,351,553.2,5453753
2023,남,입원,G6304,4147,4478,7317.32,83838996
2023,남,입원,G6305,99,101,104,1299257
2023,남,입원,G6401,4300,4575,7569.16,46658587
2023,남,입원,G6402,20609,22480,36178.6,301866160
2023,남,입원,G6403,5559,5827,9004.85,88872295
2023,남,입원,G6404,34150,37557,63207.88,715008787
2023,남,입원,G6405,2796,2867,3867.75,49633733
2023,남,입원,G6501,5376,5556,8309.2,49701945
2023,남,입원,G6502,18251,19236,26871.2,222245750
2023,남,입원,G6503,36334,38720,63915.08,625925893
2023,남,입원,G6504,37288,39796,63298.84,712756214
2023,남,입원,G6505,1132,1149,1215,15282983
2023,남,입원,G6601,448,452,679,4050455
2023,남,입원,G6602,947,995,1751.3,14585921
2023,남,입원,G6603,402,429,597.75,6020168
2023,남,입원,G6604,439,465,628.9,7332248
2023,남,입원,G6605,133,135,147.75,1929810
2023,남,입원,G7101,7000,7417,10806.78,63754973
2023,남,입원,G7102,26552,31117,51973.99,430437197
2023,남,입원,G7103,1963,2110,2950.55,28975695
2023,남,입원,G7104,9231,10595,18006.44,204219982
2023,남,입원,G7105,248,259,356,4538448
2023,남,입원,G7201,26677,27996,46801.18,277908929
2023,남,입원,G7202,94153,108615,194742.38,1620777640
2023,남,입원,G7203,35651,37850,54538.58,534651260
2023,남,입원,G7204,54272,59564,95756.03,1080338442
2023,남,입원,G7205,18401,19059,22771.93,290197723
2023,남,입원,G7301,5637,5896,8735.46,52084372
2023,남,입원,G7302,27386,30342,49956.033,417182687
2023,남,입원,G7303,2410,2476,3264.4,31805340
2023,남,입원,G7304,15076,16810,29542.29,336203312
2023,남,입원,G7305,523,534,575.7,7424665
2023,남,입원,G7401,10165,10683,20662.29,124077329
2023,남,입원,G7402,28993,32089,51411.39,428148048
2023,남,입원,G7403,45700,50875,92091.73,907979089
2023,남,입원,G7404,29862,33017,56912.081,639597317
2023,남,입원,G7405,11522,12247,19024.21,243058816
2023,남,입원,G7501,6822,7190,13362.83,79563639
2023,남,입원,G7502,19109,20978,32402.1,269967895
2023,남,입원,G7503,30436,34393,60074.72,589673364
2023,남,입원,G7504,27978,31704,55746.56,627260752
2023,남,입원,G7505,3401,3500,4043.5,50998026
2023,남,입원,G7601,17257,18172,21702.89,132920513
2023,남,입원,G7602,1149,1177,1390.45,12442697
2023,남,입원,G7603,14492,15167,17945.37,186068958
2023,남,입원,G7604,2526,2629,3134.75,38326513
2023,남,입원,G7605,836,863,926.75,11226747
2023,남,입원,G7701,13891,14487,20155.87,118512785
2023,남,입원,G7702,1174,1239,1443.16,11665376
2023,남,입원,G7703,300,317,384.25,3857294
2023,남,입원,G7704,104,117,134,1588543
2023,남,입원,G7705,21,22,28,360073
2023,남,입원,G7801,352,382,820.15,5186220
2023,남,입원,G7802,713,767,1187.55,10364423
2023,남,입원,G7803,439,500,781.6,7742319
2023,남,입원,G7804,160,175,269.45,3082727
2023,남,입원,G7805,16,16,16.15,201568
2023,남,입원,G7901,2910,3146,5585.15,32961680
2023,남,입원,G7902,6458,7605,17821.22,148659336
2023,남,입원,G7903,612,701,1439.3,13885559
2023,남,입원,G7904,630,691,1352.5,15255435
2023,남,입원,G7905,426,475,1146.05,14466511
2023,남,입원,G8101,2321,2374,3751.7,21887243
2023,남,입원,G8102,17500,18290,27046.25,225824715
2023,남,입원,G8103,6203,6367,9865.1,97348427
2023,남,입원,G8104,17164,17983,27334.06,308601545
2023,남,입원,G8105,508,513,602.45,7667982
2023,남,입원,G8201,834,867,1528.6,9062523
2023,남,입원,G8202,4413,4706,7308.6,61102649
2023,남,입원,G8203,1654,1736,2712.8,26538787
2023,남,입원,G8204,2934,3095,4969.5,56188747
2023,남,입원,G8205,151,152,163.7,2059237
2023,남,입원,G9101,7198,8241,21395.26,85785770
2023,남,입원,G9102,460,468,774.67,4818480
2023,남,입원,G9103,57,57,62.35,558585
2023,남,입원,G9104,52,54,64.5,659441
2023,남,입원,G9105,68,71,88.4,1040916
2023,남,입원,G9501,53,55,146.05,662486
2023,남,입원,G9502,9,9,34.6,222900
2023,남,입원,G9601,16,16,21,138223
2023,남,입원,G9701,26421,27525,30496.88,397514984
2023,남,입원,G9703,15,15,15,193620
2023,남,입원,G9761,155,160,172.2,2682781
2023,남,입원,G9801,196,199,313.7,3725061
2023,남,입원,G9901,4,4,4.55,92826
2023,남,입원,GB011,617117,955343,4100069.65,6231604346
2023,남,입원,GB012,354812,505516,1171712,2671499811
2023,남,입원,GB013,76263,87669,160196,486997110
2023,남,입원,GB014,66353,74055,128275.7,487448780
2023,남,입원,GB015,28338,30281,40234.1,183465942
2023,남,입원,GB021,982974,1325386,4054264.77,4622103200
2023,남,입원,GB022,595941,734783,1499102.03,2578531594
2023,남,입원,GB023,148428,166267,286212.1,655447899
2023,남,입원,GB024,157377,171774,287159.16,821297108
2023,남,입원,GB025,58249,61383,79096.75,271307664
2023,남,입원,GB031,413394,485123,813254.39,660649413
2023,남,입원,GB032,300618,342044,640732.7,775407118
2023,남,입원,GB033,105119,114141,195130.98,316212188
2023,남,입원,GB034,157499,169712,287839,581962600
2023,남,입원,GB035,87929,92151,114090.7,276168050
2023,남,입원,GB041,15400,16544,20905,19441050
2023,남,입원,GB042,10106,10740,16313,22674170
2023,남,입원,GB043,3877,4105,5845,10870558
2023,남,입원,GB044,6225,6502,9517,22078840
2023,남,입원,GB045,3031,3087,3746,10451340
2023,남,입원,H0124,43,84,108.9,0
2023,남,입원,HA010,3504,3769,4360.19,205757077
2023,남,입원,HA011,83,89,94.3,6578890
2023,남,입원,HA012,127,132,137,9288803
2023,남,입원,HA021,33,36,38.5,2088146
2023,남,입원,HA022,657,717,806,39122241
2023,남,입원,HA023,156,170,188.3,19728578
2023,남,입원,HA031,347,373,404.3,28569626
2023,남,입원,HA032,262,288,301.7,21663757
2023,남,입원,HA033,158,158,160.4,9904202
2023,남,입원,HA040,2941,3405,4019.33,146817475
2023,남,입원,HA072,3,3,5,219500
2023,남,입원,HA073,1,1,1,60550
2023,남,입원,HA081,2558,2926,3756.4,219107094
2023,남,입원,HA082,158,165,167.25,63940245
2023,남,입원,HA083,621,855,912,37900950
2023,남,입원,HA102,6265,6753,8101.7,1089623473
2023,남,입원,HA103,376,394,438.5,66416095
2023,남,입원,HA104,163,166,218,17994070
2023,남,입원,HA105,3,3,3,292405
2023,남,입원,HA106,7,8,8,1093986
2023,남,입원,HA107,524,671,784.5,110545372
2023,남,입원,HA108,6,6,6.3,895420
2023,남,입원,HA109,37,48,62,10229058
2023,남,입원,HA131,1286,1379,1445.8,106757364
2023,남,입원,HA132,7431,8431,7373.6,693445767
2023,남,입원,HA133,1045,1176,1076.55,136026774
2023,남,입원,HA134,467,527,597.75,117519568
2023,남,입원,HA135,1348,1499,1583.55,112013356
2023,남,입원,HA141,6654,6789,7210.68,307256089
2023,남,입원,HA142,703,727,783.5,35501893
2023,남,입원,HA143,334,339,344,15356450
2023,남,입원,HA144,1697,1740,1798.6,104283686
2023,남,입원,HA151,1405,1479,1581.91,66507015
2023,남,입원,HA152,111,111,111,14519970
2023,남,입원,HA154,1,1,1,154193
2023,남,입원,HA172,1,1,1,152386
2023,남,입원,HA280,1662,1759,1990.35,187333480
2023,남,입원,HA310,2,2,2,65117
2023,남,입원,HA330,12,12,19,1284017
2023,남,입원,HA340,425,494,635.1,33772217
2023,남,입원,HA360,12080,14473,21269.325,796163639
2023,남,입원,HA401,3612,3688,3910.25,368147436
2023,남,입원,HA402,805,827,910.6,137808032
2023,남,입원,HA404,37,41,41.2,3476522
2023,남,입원,HA405,5161,5303,5765.05,541168886
2023,남,입원,HA406,1375,1474,1666.65,248914221
2023,남,입원,HA408,431,438,441,37309853
2023,남,입원,HA409,4116,4254,4605.55,449026884
2023,남,입원,HA410,262,274,301.35,42513846
2023,남,입원,HA412,1,1,1,83733
2023,남,입원,HA413,12553,12930,13883.27,1308703468
2023,남,입원,HA414,1118,1184,1356.15,197163068
2023,남,입원,HA416,170,178,184.6,15470583
2023,남,입원,HA424,89859,103925,116383.02,11076895909
2023,남,입원,HA425,27410,29434,32174.35,2985053375
2023,남,입원,HA434,169235,200797,228819.5,20934694466
2023,남,입원,HA435,103430,120599,134053.66,10739268386
2023,남,입원,HA441,4150,4464,4901.8,343346666
2023,남,입원,HA443,865,963,1032.2,83750157
2023,남,입원,HA444,3225,3554,3767.8,262474434
2023,남,입원,HA445,2950,3143,3340.45,231703421
2023,남,입원,HA446,1411,1496,1581.45,119601393
2023,남,입원,HA447,101,104,107,7330171
2023,남,입원,HA448,524,551,591.45,43076830
2023,남,입원,HA449,215,226,235.15,20622243
2023,남,입원,HA451,289973,344908,480310.18,38596201131
2023,남,입원,HA453,5169,5455,4828.045,403666369
2023,남,입원,HA456,102221,107588,114667.96,11866222844
2023,남,입원,HA457,37416,38682,41727.15,4007385110
2023,남,입원,HA458,37321,38871,43121.6,4093619286
2023,남,입원,HA459,7471,7711,8059.1,919136799
2023,남,입원,HA461,6655,7106,7774.4,933668072
2023,남,입원,HA463,23847,27280,30505.3,4453660882
2023,남,입원,HA464,234087,295674,322385.7,45251943708
2023,남,입원,HA465,308795,368131,409401.56,57060185966
2023,남,입원,HA466,599,667,751.6,109654956
2023,남,입원,HA467,400,421,473,64442848
2023,남,입원,HA468,2174,2400,2779.05,353041107
2023,남,입원,HA469,65,70,77,12276136
2023,남,입원,HA496,7212,7378,8189.53,424534481
2023,남,입원,HA497,9413,9850,11831.88,810936989
2023,남,입원,HA501,111,112,114.2,18987229
2023,남,입원,HA502,2956,3010,3158.28,533629341
2023,남,입원,HA503,6,6,6,1024278
2023,남,입원,HA504,200,205,215.6,38002793
2023,남,입원,HA505,704,724,784.95,128458107
2023,남,입원,HA506,2,3,5,341426
2023,남,입원,HA507,28,28,31,5470247
2023,남,입원,HA508,226,241,279.55,39140749
2023,남,입원,HA509,1,1,1,177541
2023,남,입원,HA511,6402,6738,7613.2,1071431840
2023,남,입원,HA513,3989,4225,4573.15,716334363
2023,남,입원,HA514,9840,10948,12716.25,1778285136
2023,남,입원,HA515,160784,197678,225067.45,34949503310
2023,남,입원,HA516,693,705,745.5,129172699
2023,남,입원,HA517,1233,1242,1282.7,207165038
2023,남,입원,HA518,1860,1915,1984.6,324799559
2023,남,입원,HA519,113,127,128,24846502
2023,남,입원,HA521,28476,32038,44073.16,5759484555
2023,남,입원,HA523,3322,3685,4553.6,644704556
2023,남,입원,HA524,20020,22774,26916.35,3660979517
2023,남,입원,HA525,26040,30124,36667.17,4955072452
2023,남,입원,HA526,15013,15746,17868.35,2812242528
2023,남,입원,HA527,35760,36973,41361.85,6260348408
2023,남,입원,HA528,35519,37601,43686.87,6475387282
2023,남,입원,HA529,3365,3471,3670.15,677799632
2023,남,입원,HA531,52758,56325,65434.77,8611654556
2023,남,입원,HA533,30376,32108,34376.7,5386098969
2023,남,입원,HA534,46388,50077,55879.86,8709011542
2023,남,입원,HA535,15519,16788,18881.13,2991550359
2023,남,입원,HA536,731,776,1002.5,136505437
2023,남,입원,HA537,1562,1630,1784.25,272840468
2023,남,입원,HA538,21084,23215,26003.4,3952804449
2023,남,입원,HA539,1,1,1,196250
2023,남,입원,HA546,42,43,48,7852891
2023,남,입원,HA547,38,38,38,5875156
